date,emaxis-sp_start_100,fang_start_100
2024-03-27,121.22120407638948,132.77047834120305
2024-03-28,122.24030144728954,132.59084376924656
2024-03-29,122.28740258628072,131.93902689386164
2024-04-01,122.3045302731866,131.94929172654486
2024-04-02,122.3216579600925,133.1323136932868
2024-04-03,121.31540635437183,131.58489016629028
2024-04-04,121.56803973623363,132.55491685485526
2024-04-05,119.48702577716878,130.17604188051735
2024-04-08,121.46099169307185,132.80897146376515
2024-04-09,121.56375781450714,133.23752822828988
2024-04-10,121.62370471867774,133.23239581194827
2024-04-11,121.41817247580715,133.6198932457401
2024-04-12,122.38588678598956,137.10737014986657
2024-04-15,120.91290571208357,135.45729829603778
2024-04-16,120.20210670548943,132.68835967973723
2024-04-17,120.24492592275413,132.8397659618148
2024-04-18,119.29433929947761,130.85095462943954
2024-04-19,119.26864776911879,130.19657154588378
2024-04-22,118.25383231994519,125.3387394785465
2024-04-23,119.32859467328937,126.3523917060152
2024-04-24,120.7630384516571,129.11363169780333
2024-04-25,121.31112443264539,130.54300964894273
2024-04-26,120.93431532071594,130.02720180661055
2024-04-30,123.45636721760727,136.05522479983577
2024-05-01,122.34734949045132,133.61732703756928
2024-05-02,120.51468699152178,131.548963251899
2024-05-07,122.80979703691017,137.18179018681994
2024-05-08,123.65333561702492,137.1920550195032
2024-05-09,124.20998544146613,137.68220078012726
2024-05-10,124.90365676115441,137.40248408950936
2024-05-13,125.34897662070736,137.62317799219872
2024-05-14,125.62730153292799,138.6676247177171
2024-05-15,126.38520167851333,140.33052761239992
2024-05-16,125.77288687162797,139.84808047628823
2024-05-17,126.86905883360453,140.79501129131594
2024-05-20,127.29296908452514,141.00800656949292
2024-05-21,127.89243812623106,142.70940258673784
2024-05-22,128.08084268219577,143.6281051118867
2024-05-23,128.21786417744283,143.1944159310203
2024-05-24,127.46852787531044,142.48614247587764
2024-05-27,128.12366189946047,144.36973927324985
2024-05-28,128.17932688190461,144.42876206117842
2024-05-29,128.5903913676458,145.69646889755697
2024-05-30,127.81964545688105,145.44498049681792
2024-05-31,126.3595101481545,142.01396017244917
2024-06-03,127.74257086580458,141.20303839047423
2024-06-04,127.31866061488395,141.62133032231574
2024-06-05,126.56504239102509,140.91818928351466
2024-06-06,128.46621563757813,144.47495380825293
2024-06-07,128.46621563757813,144.44929172654486
2024-06-10,129.33116382632525,145.20632313693287
2024-06-11,129.9391967114841,145.776021350852
2024-06-12,130.18754817161943,147.29008417162802
2024-06-13,131.0310867517342,149.56374461096286
2024-06-14,131.6905026976107,152.1864093615274
2024-06-17,131.85321572321658,153.47721207144323
2024-06-18,133.0521538066284,156.39499076165058
2024-06-19,133.57883017898433,156.01519195237117
2024-06-20,133.7458251263167,156.2102237733525
2024-06-21,134.20399075104908,155.22223362759186
2024-06-24,134.65787445405496,155.18630671320057
2024-06-25,133.9813308212726,152.337815643605
2024-06-26,134.69212982786672,154.82190515294602
2024-06-27,135.74976449430505,158.46848696366249
2024-06-28,136.11800976278155,160.04413878053788
2024-07-01,135.70694527704032,158.6301580784233
2024-07-02,136.47769118780508,162.70016423732295
2024-07-03,137.24415517684335,165.34335865325397
2024-07-04,137.82649653164341,167.98911927735577
2024-07-05,137.57386314978163,167.67347567234654
2024-07-08,137.99777340070221,169.52627797166906
2024-07-09,138.2932259998287,169.74697187435845
2024-07-10,138.914104650167,170.76319030999792
2024-07-11,140.50269761068768,172.31574625333607
2024-07-12,137.0214952470669,163.56754259905563
2024-07-16,137.60383660186693,163.4084376924656
2024-07-17,138.5758328337758,163.19544241428866
2024-07-18,134.32388455939025,155.18374050502976
2024-07-19,134.6707202192344,156.19995894066926
2024-07-22,133.75438896976962,154.41644426195853
2024-07-23,134.51657103708143,156.89026893861632
2024-07-24,133.55742057035198,156.2897762266475
2024-07-25,128.36773143786934,145.2987066310819
2024-07-26,128.34632182923696,145.19092588790804
2024-07-29,129.45962147811937,145.7785875590228
2024-07-30,129.83643059004882,147.12071443235476
2024-07-31,127.81964545688105,142.96345719564772
2024-08-01,127.44283634495162,145.14730034900433
2024-08-02,125.61873768947504,141.1542804352289
2024-08-05,119.97516485398647,133.37866967768426
2024-08-06,116.00154149182154,127.68168753849312
2024-08-07,118.86186520510404,131.19226031615685
2024-08-08,117.2689903228569,128.74923013754875
2024-08-09,121.16982101567184,134.61301580784232
2024-08-13,121.50809283206303,135.79860398275508
2024-08-14,123.36644686135136,139.81728597823854
2024-08-15,124.06868202449259,139.95329501129132
2024-08-16,127.59270360537809,145.17296243071237
2024-08-19,126.8305215380663,144.45955655922808
2024-08-20,126.79198424252805,145.48090741120922
2024-08-21,125.81142416716622,144.51088072264423
2024-08-22,126.17966943564272,145.11393964278383
2024-08-23,125.79429648026034,140.82837199753644
2024-08-26,124.88224715252205,140.1765551221515
2024-08-27,125.61873768947504,139.9763908848286
2024-08-28,125.3147212468956,139.0089304044344
2024-08-29,124.79232679626617,137.17152535413672
2024-08-30,125.02355056949558,137.3485937179224
2024-09-02,127.55416630983987,140.95924861424757
2024-09-03,128.35916759441636,141.84459043317594
2024-09-04,124.15432045902202,135.31102443030179
2024-09-05,122.58713710713369,134.13056867173066
2024-09-06,121.75644429219834,135.22890576883597
2024-09-09,119.28577545602465,129.13416136316977
2024-09-10,121.31112443264539,131.6644426195853
2024-09-11,120.65599040849533,132.3829809074112
2024-09-12,122.5700094202278,136.4786491480189
2024-09-13,122.36019525563073,137.25621022377334
2024-09-17,122.54003596814252,136.2194621227674
2024-09-18,123.31506380063372,137.44097721207146
2024-09-19,124.71097028346321,138.7856702935742
2024-09-20,126.05977562730153,142.45278176965715
2024-09-24,127.03605378093687,143.65120098542394
2024-09-25,126.9889526419457,143.96427838226236
2024-09-26,127.88387428277812,144.9625333607062
2024-09-27,129.22839770488997,145.6708068158489
2024-09-30,126.58217007793098,141.92670909464175
2024-10-01,128.34632182923696,143.81030589201396
2024-10-02,127.00179840712511,141.28515705194005
2024-10-03,129.84499443350174,145.19605830424965
2024-10-04,129.2797807656076,145.62974748511598
2024-10-07,132.02021067054895,150.05132416341613
2024-10-08,130.24749507579,147.210531718333
2024-10-09,131.82324227113128,150.62102237733527
2024-10-10,133.80149010876082,153.13590638472593
2024-10-11,132.83805772030487,153.48491069595565
2024-10-15,135.62130684251093,154.83986861014165
2024-10-16,134.25537381176673,152.30188872921372
2024-10-17,135.19739659159032,152.66629028946826
2024-10-18,135.62130684251093,153.52597002668858
2024-10-21,135.53138648625503,154.81677273660438
2024-10-22,136.47340926607862,157.13662492301376
2024-10-23,136.9786760298022,158.07842332169986
2024-10-24,136.99580371670805,155.95873537261343
2024-10-25,136.7260426479404,156.63878053787724
2024-10-28,137.83934229682282,158.6275918702525
2024-10-29,137.74085809711397,158.08612194621227
2024-10-30,138.30178984328168,161.1912338328885
2024-10-31,138.14335873940223,161.01416546910286
2024-11-01,134.17829922069023,154.4395401354958
2024-11-05,134.69212982786672,155.77140217614453
2024-11-06,136.7260426479404,158.98172859782386
2024-11-07,141.82152950244068,164.99692055019503
2024-11-08,141.49182152950243,167.14996920550195
2024-11-11,142.05275327567014,166.22100184766987
2024-11-12,142.83634495161428,167.1268733319647
2024-11-13,143.48291513231138,169.60839663313487
2024-11-14,144.26222488652905,170.58098952987066
2024-11-15,144.39068253832318,171.03520837610347
2024-11-18,140.23721846364649,163.7420447546705
2024-11-19,140.9223259398818,164.8763087661671
2024-11-20,141.87291256315834,168.34838842126874
2024-11-21,142.08272672775541,168.09946622870046
2024-11-22,142.29682281407895,167.41428864709505
2024-11-25,142.5408923524878,167.32190515294602
2024-11-26,142.9648026034084,166.33134879901456
2024-11-27,142.51948274385543,166.76760418805173
2024-11-28,140.9565813136936,163.12358858550607
2024-11-29,139.9974308469641,162.0149866557175
2024-12-02,140.3100111329965,162.73865735988505
2024-12-03,140.42134109788472,164.50164237322932
2024-12-04,140.35711227198766,166.05933073290907
2024-12-05,141.74445491136422,170.40905358242662
2024-12-06,141.18352316519653,170.28844179839868
2024-12-09,141.34623619080241,172.01806610552248
2024-12-10,142.08272672775541,172.34397454321496
2024-12-11,141.96283291941424,172.26185588174914
2024-12-12,143.6285004710114,177.96140422911105
2024-12-13,143.43581399332018,177.7817696571546
2024-12-16,144.2879164168879,181.30517347567235
2024-12-17,145.1828380577203,186.5556353931431
2024-12-18,144.125203391282,183.74307123793884
2024-12-19,140.96514515714654,177.3352494354342
2024-12-20,143.5813993320202,181.41808663518785
2024-12-23,144.01815534812025,182.21617737630876
2024-12-24,145.74805172561446,185.45216587969614
2024-12-25,147.28954354714398,188.04403613221103
2024-12-26,147.33664468613514,188.097926503798
2024-12-27,147.9874967885587,188.7856702935742
2024-12-30,146.36464845422626,185.67029357421475
2025-01-06,145.27704033570265,183.8482857729419
2025-01-07,146.55305301019098,187.7617532334223
2025-01-08,144.81031086751733,183.48645042085815
2025-01-09,145.3455510833262,183.4787517963457
2025-01-10,145.11432731009677,183.18877027304455
2025-01-14,142.5708658045731,177.36861014165467
2025-01-15,143.2003082983643,177.2941901047013
2025-01-16,144.33929947760555,180.3377129952782
2025-01-17,142.9219833861437,177.2916238965305
2025-01-20,145.12289115354972,180.74060767809485
2025-01-21,145.1400188404556,180.7585711352905
2025-01-22,145.89791898604093,182.0442414288647
2025-01-23,147.69204418943224,188.23906795319238
2025-01-24,148.31720476149698,189.13724081297474
2025-01-27,147.21675087779397,187.85413672757133
2025-01-28,144.63475207673204,180.39673578320674
2025-01-29,146.48454226256743,187.28700472182302
2025-01-30,144.93876851931148,184.3076370355163
2025-01-31,145.3926522223174,181.90566618764115
2025-02-03,145.86366361222917,183.94323547526176
2025-02-04,144.42921983386142,182.03397659618147
2025-02-05,144.2750706517085,183.26575651816876
2025-02-06,143.47006936713197,182.35475261753234
2025-02-07,142.7592703605378,182.03910901252308
2025-02-10,142.0270617453113,180.35054403613222
2025-02-12,144.27078872998203,184.36409361527407
2025-02-13,145.06294424937911,185.72418394580168
2025-02-14,144.9644600496703,186.41962636009032
2025-02-17,144.125203391282,185.87045781153768
2025-02-18,143.89826153977904,185.57277766372408
2025-02-19,144.716108589535,184.93379182919318
2025-02-20,144.0952299391967,183.41972900841716
2025-02-21,142.28397704889954,180.01693697392733
2025-02-25,139.50929177014643,171.7229521658797
2025-02-26,137.6509377408581,167.56826113734346
2025-02-27,137.96779994861694,170.5578936563334
2025-02-28,136.16939282349918,165.10470129336892
2025-03-03,139.16245611030232,169.0053377129953
2025-03-04,135.54851417316092,162.5359269143913
2025-03-05,134.44377836773145,163.4340997741737
2025-03-06,135.38151922582855,164.0397249024841
2025-03-07,131.9217264708401,156.0331554095668
2025-03-10,132.0416202791813,155.58920139601724
2025-03-11,127.89243812623106,147.50051324163417
2025-03-12,128.13650766463988,151.2805378772326
2025-03-13,128.96720047957524,155.28638883186204
2025-03-14,127.22017641517513,151.0598439745432
2025-03-17,130.37595272758412,156.45914596592075
2025-03-18,131.82752419285774,157.63190309997947
2025-03-19,130.56863920527533,154.63970437281873
2025-03-21,131.14669863834888,155.85865325395196
2025-03-24,131.9088807056607,157.4625333607062
2025-03-25,135.26590733921384,161.98419215766785
2025-03-26,134.81202363620793,162.97474851159924
2025-03-27,133.64734092660785,158.58140012317799
2025-03-28,133.6730324569667,157.63190309997947
2025-03-31,129.65658987753704,150.757031410388
2025-04-01,130.64999571807826,150.50041059330732
2025-04-02,131.16382632525477,152.47382467665778
2025-04-03,130.27746852787533,151.7706836378567
2025-04-04,122.47580714224544,139.984089509341
2025-04-07,114.97388027746854,131.8132826934921
2025-04-08,116.27130256058919,135.41367275713407
2025-04-09,112.5974137192772,131.65161157873126
2025-04-10,124.59964031857498,151.1650585095463
2025-04-11,117.5473152350775,141.0285362348594
2025-04-14,119.41851502954526,143.68199548347363
2025-04-15,120.71165539093944,144.21320057483064
2025-04-16,119.91521794981588,144.47752001642374
2025-04-17,116.9007450543804,139.39642783822623
2025-04-18,117.00351117581572,137.92855676452473
2025-04-21,116.00154149182154,136.73783617327038
2025-04-22,113.04701550055665,133.2169985629234
2025-04-23,116.82795238503041,137.9901457606241
2025-04-24,119.49558962062174,143.60757544652023
2025-04-25,122.0433330478719,151.1342640114966
2025-04-28,123.41354800034254,154.290700061589
2025-04-30,123.26796266164254,153.46951344693082
2025-05-01,123.88027746852788,153.9493943748717
2025-05-02,127.21589449344866,160.5830424964073
2025-05-07,124.70668836173675,157.8731266680353
2025-05-08,125.7857326368074,158.41203038390475
2025-05-09,128.43196026376637,161.84305070827344
2025-05-12,128.48334332448403,161.1014165469103
2025-05-13,134.44377836773145,170.44498049681792
2025-05-14,134.89766207073734,173.7605214535003
2025-05-15,134.0798150209814,173.69893245740093
2025-05-16,133.55742057035198,171.70242250051325
2025-05-19,134.37954954183436,172.07452268528021
2025-05-20,134.86768861865207,172.73147197700678
2025-05-21,133.3818617795667,170.61948265243277
2025-05-22,130.3973623362165,168.26626975980292
2025-05-23,130.84268219576947,169.81625949497024
2025-05-26,128.91581741885759,167.07554916854855
2025-05-27,128.5775456024664,166.63672757134057
2025-05-28,132.7738288944078,173.14206528433587
2025-05-29,133.86143701293142,175.20529665366456
2025-05-30,132.3927378607519,172.54670498870868
2025-06-02,132.17007793097542,172.64165469102855
2025-06-03,131.99023721846365,173.58345308971462
2025-06-04,133.84430932602552,176.19072059125435
2025-06-05,132.67962661642545,175.13600903305274
2025-06-06,132.94082384174018,176.38061999589408
2025-06-09,135.38580114755504,178.9160336686512
2025-06-10,135.3429819302903,178.42588790802708
2025-06-11,136.30641431874625,178.9109012523096
2025-06-12,135.16314121777856,178.04352289057687
2025-06-13,134.7006936713197,177.5559433381236
2025-06-16,134.44377836773145,176.9990761650585
2025-06-17,136.34923353601096,180.20940258673784
2025-06-18,135.47143958208443,180.1580784233217
2025-06-19,135.021837800805,178.9519605830425
2025-06-20,135.42433844309326,179.48059946622868
2025-06-23,136.20364819731094,179.20088277561075
2025-06-24,136.78170763038452,180.1580784233217
2025-06-25,137.67662927121694,181.86460685690824
2025-06-26,137.43255973280807,183.2554916854855
2025-06-27,138.3274813736405,185.74214740299732
2025-06-30,139.27806799691703,187.70529665366456
2025-07-01,138.92266849361994,187.40505029768016
2025-07-02,138.7813650766464,184.08950934099775
2025-07-03,139.3808341183523,185.3187230548142
2025-07-04,141.53464074676717,189.611989324574
2025-07-07,141.31626273871714,189.31430917676042
2025-07-08,141.83865718934658,190.0251488400739
2025-07-09,142.51520082212897,190.18681995483473
2025-07-10,142.40387085724075,191.1029562718128
2025-07-11,143.5642716451143,189.69410798603982
2025-07-14,143.44009591504667,189.44261958530075
2025-07-15,144.29648026034084,190.91562307534386
2025-07-16,145.06294424937911,193.66659823444877
2025-07-17,144.9944335017556,192.68374050502976
2025-07-18,145.95358396848505,194.03869841921576
2025-07-22,144.95589620621735,193.79490864298913
2025-07-23,144.07810225229082,190.02771504824472
2025-07-24,145.22137535325854,190.40751385752412
2025-07-25,146.24047272415862,193.85906384725928
2025-07-28,147.17393166052926,194.20036953397658
2025-07-29,147.96608717992635,196.44580168343256
2025-07-30,147.2381604864263,195.38595770888932
2025-07-31,148.18874710970283,197.31318004516527
2025-08-01,149.03656761154406,199.56374461096286
2025-08-04,143.58996317547314,190.25867378361733
2025-08-05,145.05866232765266,193.06610552247997
2025-08-06,144.99871542348205,191.65469102853623
2025-08-07,146.09060546373212,195.40392116608498
2025-08-08,145.57249293482914,193.85136522274686
2025-08-12,147.55930461591163,197.03346335454734
2025-08-13,148.60837543889699,198.81184561691646
2025-08-14,147.9318318061146,196.38164647916238
2025-08-15,148.9594930204676,198.50903305276125
2025-08-18,148.3985612742999,198.24214740299732
2025-08-19,148.79249807313522,198.76565386984194
2025-08-20,147.76055493705576,194.85731882570315
2025-08-21,147.17393166052926,193.05584068979675
2025-08-22,147.62781536353515,193.20468076370355
2025-08-25,148.78393422968227,194.9189078218025
2025-08-26,147.85903913676458,194.76236912338328
2025-08-27,148.87385458593815,195.65540956682406
2025-08-28,149.09651451571466,196.37651406282077
2025-08-29,149.06225914190287,198.74255799630467
2025-09-01,148.48419970882932,195.83247793060974
2025-09-02,148.5441466129999,195.90689796756314
2025-09-03,148.99374839427935,196.19174707452268
2025-09-04,148.9851845508264,198.72459453910903
2025-09-05,150.47101138991178,201.02648326832272
2025-09-08,150.2355056949559,202.68425374666396
2025-09-09,149.44335017555878,203.1692670909464
2025-09-10,150.0042819217265,203.8441798398686
2025-09-11,150.49242099854413,205.06056251283104
2025-09-12,151.50295452599127,204.26247177171012
2025-09-16,152.41500385372956,208.3581400123178
2025-09-17,151.21178384859124,206.45144734140834
2025-09-18,151.51151836944422,205.88174912748923
2025-09-19,153.34418086837374,210.03130773968385
2025-09-22,154.34186863064144,212.21001847669885
2025-09-24,153.72527190202962,208.34017655512213
2025-09-25,154.23910250920613,208.56856908232396
2025-09-26,154.51742742142673,209.14083350441385
2025-09-29,154.83428962918558,209.22295216587972
2025-09-30,154.89851845508264,209.20242250051325
2025-10-01,154.80003425537382,208.01426811742968
2025-10-02,154.30761325682965,206.64134674604804
2025-10-03,154.628757386315,207.54721823034282
2025-10-06,157.1508092832063,209.723362759187
2025-10-07,158.45679540977991,211.76606446314926
2025-10-08,159.78419114498587,213.48542393758981
2025-10-09,161.16725186263594,217.52463559843974
2025-10-10,161.09874111501242,218.67173065079038
2025-10-14,158.56812537466817,216.0003079449805
2025-10-15,157.47195341269162,211.3400739067953
2025-10-16,157.13368159630042,210.82169985629235
2025-10-17,155.57506208786504,209.16649558612193
2025-10-20,157.24929348291514,211.43245740094437
2025-10-21,158.46964117495932,214.61712174091562
2025-10-22,159.68142502355056,216.36727571340586
2025-10-23,159.40738203305645,213.87292137138166
2025-10-24,160.79044275070652,216.5623075343872
2025-10-27,162.3918814764066,219.23116403202627
2025-10-28,163.92480945448318,222.49538082529256
2025-10-29,163.2568296651537,224.22757134058716
2025-10-30,164.54568810482144,227.60726750153975
2025-10-31,164.3016185664126,225.43882159720798
2025-11-04,165.3292797807656,227.54054608909874
2025-11-05,162.4518283805772,221.66392937795112
2025-11-06,163.63363877708315,223.0060562512831
2025-11-07,160.96600154149183,218.61784027920345
2025-11-10,161.90802432131542,219.3209813180045
2025-11-11,164.87967799948618,225.23609115171422
2025-11-12,165.13231138134793,224.75107780743176
2025-11-13,166.04436070908625,224.61506877437895
2025-11-14,162.995632439839,219.5262779716691
2025-11-17,162.89714824013018,219.45699035105724
2025-11-18,162.08786503382717,218.8513652227469
2025-11-19,160.9702834632183,216.0670293574215
2025-11-20,163.3938511604008,219.98049681790187
2025-11-21,161.07733150638006,215.5127283925272
2025-11-25,164.53284233964203,222.51591049065902
2025-11-26,165.51340241500384,223.30373639909672
2025-11-27,166.15997259570094,222.98039416957502
2025-11-28,166.92643658473924,224.00431122972697
2025-12-01,167.00779309754216,224.86655717511806
2025-12-02,165.95444035283035,223.73742557996303
2025-12-03,166.51537209899803,225.27715048244713
2025-12-04,166.4468613513745,223.0419831656744
2025-12-05,166.44257942964802,222.7032436871279
2025-12-08,166.9135908195598,223.70406487374254
2025-12-09,167.19191573178043,224.62276739889137
2025-12-10,167.9583797208187,226.3498254978444
2025-12-11,168.0054808598099,224.49958940669265
2025-12-12,168.18532157232167,223.339663313488
2025-12-15,166.72946818532156,218.52032436871278
2025-12-16,165.53053010190973,211.9380004105933
2025-12-17,164.67842767834205,212.40761650585097
2025-12-18,163.74068682024492,209.55142681174297
2025-12-19,165.29502440695384,212.18435639499077
2025-12-22,168.6477691187805,217.1448367891603
2025-12-23,168.80191830093344,216.24409772120714
2025-12-24,168.99888670035114,217.5425990556354
2025-12-25,169.21726470840113,217.3142065284336
2025-12-26,169.85527104564528,218.13282693492098
2025-12-29,169.7781964545688,217.9352289057688
2025-12-30,169.28577545602465,216.5597413262164
2026-01-05,168.95178556135994,212.35885855060565
2026-01-06,169.3971054209129,212.87466639293783
2026-01-07,170.40763894836002,213.8164647916239
2026-01-08,170.0308298364306,215.72572367070416
2026-01-09,170.3562558876424,213.90114966126052
2026-01-13,172.9939196711484,217.27058098952986
2026-01-14,173.72612828637492,218.38174912748923
2026-01-15,172.06474265650425,213.69585300759599
2026-01-16,172.71987668065427,213.9601724491891
2026-01-19,171.2939967457395,211.7917265448573
2026-01-20,171.98766806542775,212.646273865736
2026-01-21,168.50646570180697,206.72603161568466
2026-01-22,170.4847135394365,206.86973927324982
2026-01-23,171.79926350946303,209.2486142475878
2026-01-26,167.7828209300334,206.44118250872512
2026-01-27,168.05686392052755,207.72941901047014
2026-01-28,166.7080585766892,207.43173886265654
2026-01-29,167.44026719191572,206.9723876000821
2026-01-30,167.77853900830692,205.88688154383084
2026-02-02,168.84045559647168,206.24871689591458
2026-02-03,170.09505866232766,206.76452473824676
2026-02-04,169.17444549113642,204.1341613631698
2026-02-05,169.16588164768348,200.1514062820776
2026-02-06,167.05917615825982,195.3038390474235
2026-02-09,170.50612314806887,198.8272428659413
2026-02-10,170.45902200907767,201.0649763908848
2026-02-12,166.80654277639803,194.48521864093615
2026-02-13,163.80491564614198,188.88061999589408
2026-02-16,164.05754902800376,188.34941490453704
2026-02-17,164.32302817504495,188.65479367686305
2026-02-18,164.4043846878479,189.1552042701704
2026-02-19,166.99494733236278,192.75559433381235
2026-02-20,166.9307185064657,192.94805994662286
2026-02-24,166.04007878735976,189.1218435639499
2026-02-25,168.3694442065599,191.3775405460891
2026-02-26,170.09934058405412,196.23024019708478
2026-02-27,168.8104821443864,194.63149250667215
2026-03-02,168.87471097028345,195.91459659207555
2026-03-03,169.9880106191659,199.37384520632313
2026-03-04,168.59638605806288,199.694621227674
2026-03-05,168.73340755330992,201.64750564565796
2026-03-06,168.69487025777167,204.51139396427837
2026-03-09,167.80423053866576,204.40874563744612
2026-03-10,168.17247580714226,205.59433381235888
