date,orcan_start_100,invesco_start_100
2024-04-08,119.32095385074923,116.93439928928603
2024-04-09,119.7241997311694,117.35351907125067
2024-04-10,119.69930801015582,117.23024858774787
2024-04-11,119.59476278189874,116.76182113274342
2024-04-12,120.14735898840046,116.94672632030742
2024-04-15,118.90277293772091,115.81263778075078
2024-04-16,118.32030666600288,115.92358165523923
2024-04-17,117.77268880370389,115.41817222775963
2024-04-18,117.23502762981033,115.7510024568311
2024-04-19,117.22009259720217,115.83729135663259
2024-04-22,116.5430377856325,116.24408412292718
2024-04-23,117.54368497037886,117.19326705474707
2024-04-24,119.0620799522079,118.70875178766553
2024-04-25,119.5051525862498,118.7964241362983
2024-04-26,119.2861054413302,119.30993474723411
2024-04-30,121.82008264051376,121.61447295044037
2024-05-01,120.94389406083536,120.76279585106589
2024-05-02,119.46034748842536,119.37255884606498
2024-05-07,121.21272464778214,120.81289501012012
2024-05-08,121.97441131079802,122.02778706608397
2024-05-09,122.54692089411061,123.19258012224373
2024-05-10,123.14930054263952,123.63094367164751
2024-05-13,123.6919400607358,124.31980045407269
2024-05-14,124.12007766216956,124.87088526552552
2024-05-15,124.7871757853338,125.55974174763706
2024-05-16,124.19973116941306,124.9961316900751
2024-05-17,125.34475033603823,126.07325210595879
2024-05-20,125.83262806790461,126.27364680091372
2024-05-21,126.39518096281176,126.73705972004485
2024-05-22,126.2408522925275,125.94800619256326
2024-05-23,126.37028924179819,126.1984991441594
2024-05-24,125.7977796584856,125.61365870156061
2024-05-27,126.13132872006771,125.80436787047447
2024-05-28,126.4300293722308,126.44006488958605
2024-05-29,126.49474784686615,125.79165368441865
2024-05-30,125.3895554338627,124.24055328241566
2024-05-31,124.4287350027381,124.03713049730978
2024-06-03,125.51899238313338,125.3848075642474
2024-06-04,125.39951212226813,124.74911035144088
2024-06-05,124.13003435057499,123.52857254070899
2024-06-06,125.85751978891821,124.97796045861509
2024-06-07,126.14626375267586,125.10509928801005
2024-06-10,126.69885995917758,124.8508206716052
2024-06-11,127.06725743017873,125.65179861460747
2024-06-12,126.81336187584009,125.21952501442355
2024-06-13,127.62981032508587,126.55448786621182
2024-06-14,127.80903071638372,126.46549095370965
2024-06-17,127.57504853885597,125.99507600235422
2024-06-18,128.46617215114253,126.94862059699838
2024-06-19,129.1382486185095,127.34275290142108
2024-06-20,129.43694927067259,127.72417118833891
2024-06-21,130.03435057499874,128.8557115519392
2024-06-24,130.2932244735401,128.88113993805686
2024-06-25,130.13889580325585,129.01018862347684
2024-06-26,130.61183850251405,128.23589527339647
2024-06-27,131.32374172350276,128.49399309509533
2024-06-28,131.637377408274,128.24879957253134
2024-07-01,131.54776721262508,128.50689771669508
2024-07-02,132.26962712201922,128.45527778095126
2024-07-03,132.69278637925026,129.10052277132556
2024-07-04,133.5789316473341,129.6038134133182
2024-07-05,133.65360681037487,129.75867182581322
2024-07-08,133.7133469408075,129.16504666359762
2024-07-09,134.022004281376,129.113427144349
2024-07-10,134.4551202270125,128.05522640681662
2024-07-11,135.81918653855726,129.797387028827
2024-07-12,133.31010106038732,128.7520910298416
2024-07-16,133.59884502414496,129.7586723024711
2024-07-17,134.22113804948475,130.95882713122407
2024-07-18,130.57201174889232,128.73918632635286
2024-07-19,130.89062577786626,129.3715261743588
2024-07-22,129.92482700253896,128.55851798613654
2024-07-23,130.33802957136456,128.6875663120762
2024-07-24,129.3921441728481,127.75732636210309
2024-07-25,125.00124458605069,124.24599801172955
2024-07-26,124.92656942300991,123.73502143538656
2024-07-29,125.9371732961617,124.77007726319569
2024-07-30,126.16119878528403,124.77007726319569
2024-07-31,124.59302036142779,123.77432720298287
2024-08-01,123.87613879623638,122.7654748432764
2024-08-02,121.84497436152735,121.27184992125044
2024-08-05,115.83611290884652,116.14897893036753
2024-08-06,112.94867327126998,113.55478800148839
2024-08-07,115.4726937820481,115.93934657014138
2024-08-08,114.68611539801863,115.58559359528002
2024-08-09,117.62333847762234,117.87843843074306
2024-08-13,118.33026335440833,118.12737647458988
2024-08-14,119.84865833623736,119.35896187025008
2024-08-15,120.57549658983422,120.32850755598442
2024-08-16,123.66704833972221,123.05371722139293
2024-08-19,123.23393239408573,122.4379244264506
2024-08-20,123.25882411509932,122.28070066331536
2024-08-21,122.4025489122318,121.53388840331228
2024-08-22,122.69129287598946,121.84833546345592
2024-08-23,122.68133618758401,122.3593125506387
2024-08-26,121.73047244486483,121.91988966944123
2024-08-27,122.52202917309702,122.78541969258583
2024-08-28,122.23826355354208,122.69220836908042
2024-08-29,121.87982277094638,122.59899787146034
2024-08-30,122.22332852093393,123.1848948043181
2024-09-02,124.23457957883208,124.82274391975103
2024-09-03,124.97137452083437,125.08906073326848
2024-09-04,121.23761636879573,122.45252357525638
2024-09-05,119.44043411161446,121.17420249684672
2024-09-06,118.76337930004482,120.21546130101343
2024-09-09,116.67745307910589,118.3379266091773
2024-09-10,118.11121620948872,120.02903948290282
2024-09-11,117.12550405735051,118.93714011188843
2024-09-12,118.64887738338228,119.70945962057638
2024-09-13,118.72853089062578,119.98909253858787
2024-09-17,118.93264300293723,120.5084101306586
2024-09-18,119.78891820580475,121.56036178504397
2024-09-19,121.09324438691691,122.53241800245445
2024-09-20,122.41748394483996,123.59768543678749
2024-09-24,123.20406232886943,123.93058220676605
2024-09-25,123.62224324189775,124.49900965095053
2024-09-26,124.57310698461693,125.22984373740354
2024-09-27,126.44994274904167,127.27347331424954
2024-09-30,124.02548912231792,125.47345476304397
2024-10-01,125.30990192661922,126.27195904601413
2024-10-02,124.16488275999401,125.06743567603912
2024-10-03,127.05232239757056,128.22085098029282
2024-10-04,126.25080898093294,127.00279392665233
2024-10-07,128.58565241200776,129.11409345300072
2024-10-08,127.37591477074726,127.76069628488958
2024-10-09,127.9683377308707,127.6118231335436
2024-10-10,129.48673271269973,129.38477375200307
2024-10-11,128.7897645243192,128.36972561881163
2024-10-15,131.07980285756958,130.76523820337326
2024-10-16,129.6609747597949,129.11409300127931
2024-10-17,130.22850599890475,129.85846157025028
2024-10-18,130.68153532135213,130.49455766123677
2024-10-21,130.77114551700103,130.53515973790746
2024-10-22,131.3088066908946,130.45395642573772
2024-10-23,131.56768058943595,130.98178096067363
2024-10-24,131.8215761437746,131.84784428474586
2024-10-25,131.44820032857072,131.51791483159994
2024-10-28,132.49863095534425,132.45271392110254
2024-10-29,132.5434360531687,132.64517301253844
2024-10-30,132.9217902125753,132.59018495606608
2024-10-31,132.538457708966,132.24650854485625
2024-11-01,129.24777219096927,128.87848355946772
2024-11-05,130.00945885398517,129.88201778104573
2024-11-06,131.68716085030118,131.75161487655643
2024-11-07,135.0525215313387,135.40832692929314
2024-11-08,134.95793299148704,134.6522393297184
2024-11-11,134.9479763030816,134.54226345976826
2024-11-12,135.68477124508388,135.07839823458383
2024-11-13,135.58520436102953,133.8274182775576
2024-11-14,136.01334196246327,133.9511417257552
2024-11-15,136.35186936824812,134.32231230240876
2024-11-18,132.96659531039975,130.6655995792291
2024-11-19,133.6884552197939,131.0917575923208
2024-11-20,134.47005525962066,131.0917575923208
2024-11-21,134.5098820132424,131.14674534096048
2024-11-22,134.49494698063424,131.72412151025895
2024-11-25,134.98780305670334,132.4252205125149
2024-11-26,135.09234828496042,133.43066297201275
2024-11-27,134.30576990093095,132.41125537551983
2024-11-28,133.2204908647384,131.76888865231658
2024-11-29,132.35425897346542,131.05670020986187
2024-12-02,132.5434360531687,131.14048737944003
2024-12-03,132.78737491910192,131.01480758195507
2024-12-04,132.9516602777916,131.00084271361493
2024-12-05,134.1564195748494,131.5873505165533
2024-12-06,133.87265395529445,130.9729125944308
2024-12-09,133.94732911833523,130.8472322972343
2024-12-10,134.93304127047344,132.60675727396472
2024-12-11,134.69905909294567,131.72699498170905
2024-12-12,135.99342858565242,132.45314794516543
2024-12-13,135.84407825957086,132.2716089851233
2024-12-16,136.44645790809977,133.68202247444776
2024-12-17,137.02394583561508,134.07302768516305
2024-12-18,135.9336884552198,132.29953783027952
2024-12-19,133.7432170060238,130.8053375890567
2024-12-20,135.6100960820431,131.62924247698226
2024-12-23,135.53044257479962,131.0846278025262
2024-12-24,136.90944391895258,132.36184038674986
2024-12-25,137.99970129934783,133.41199393390474
2024-12-26,138.1241599044158,133.42618496769947
2024-12-27,138.77632299497188,134.24927776014673
2024-12-30,137.83043759645543,133.88030570265795
2025-01-06,136.77005028127644,132.71662210189962
2025-01-07,138.24364016528102,133.710009999831
2025-01-08,136.99407577039878,133.19912544522325
2025-01-09,137.15338278488576,133.52552457416175
2025-01-10,136.89948723054712,133.41199449689253
2025-01-14,134.27092149151193,130.92852488285308
2025-01-15,135.117240005974,132.06382576139106
2025-01-16,135.7644247523274,132.04963418267474
2025-01-17,134.92308458206801,131.86514763875812
2025-01-20,136.7551152486683,133.44037704481528
2025-01-21,137.1434260964803,133.92288010096033
2025-01-22,137.82048090805,135.12913687431768
2025-01-23,139.24428735002738,136.30701161654454
2025-01-24,139.692338328272,137.1143294218769
2025-01-27,139.0551102703241,136.36467739291223
2025-01-28,137.12351271966944,135.8601035409165
2025-01-29,138.57718922686314,135.77360548879514
2025-01-30,137.53671528849506,134.69237645469326
2025-01-31,137.92502613630705,135.2978644822651
2025-02-03,137.9947229551451,135.74477227035106
2025-02-04,136.84970378851992,134.82212319791586
2025-02-05,136.90944391895258,133.81297556111573
2025-02-06,136.2423457957883,133.89947360664823
2025-02-07,135.69970627769203,133.13540437940134
2025-02-10,135.24667695524468,132.14067255474828
2025-02-12,137.20814457111567,134.69237501211674
2025-02-13,138.31333698411908,135.81685430490543
2025-02-14,138.2635535420919,135.60060806764972
2025-02-17,137.69104395877932,134.98070310783802
2025-02-18,137.6313038283467,134.85095560658968
2025-02-19,138.3780554587544,135.78802141200433
2025-02-20,137.3276248319809,134.7212082533018
2025-02-21,135.81918653855726,133.3228182781775
2025-02-25,134.00706924876786,132.0253432755734
2025-02-26,132.3990640712899,131.4830544590827
2025-02-27,133.0064220640215,131.86412259200765
2025-02-28,131.3884601981381,131.84946589478156
2025-03-03,133.36486284661723,133.46167633492453
2025-03-04,130.98521431771792,132.02534442419017
2025-03-05,130.22850599890475,131.21923991924626
2025-03-06,131.637377408274,132.6702294694633
2025-03-07,129.0386817344551,130.7355777885455
2025-03-10,128.84950465475183,130.82351707494496
2025-03-11,125.28998854980833,127.07146459112109
2025-03-12,125.64842933240404,127.2913109320102
2025-03-13,126.46985612585253,128.02413337361133
2025-03-14,125.13565987952407,127.0128374578185
2025-03-17,127.85881415841092,128.81558146499228
2025-03-18,129.54149449892967,131.0140499425832
2025-03-19,129.07353014387414,131.23389675894887
2025-03-21,129.1183352416986,130.2372579904196
2025-03-24,129.5016677453079,130.22260108940534
2025-03-25,132.0456016328969,132.0563019976736
2025-03-26,131.65729078508488,131.26617084649394
2025-03-27,130.7860805496092,131.0127326251172
2025-03-28,130.79105889381194,131.14690538485326
2025-03-31,127.34106636132823,128.32926658142182
2025-04-01,127.42569821277444,127.94165444817598
2025-04-02,128.10773136854684,128.67215267724637
2025-04-03,127.02743067655697,127.9416538453456
2025-04-04,120.93891571663265,122.44055039320689
2025-04-07,113.93936376761089,115.43372460221259
2025-04-08,113.64066311544781,114.49451195403364
2025-04-09,111.04196744162891,112.92915787088464
2025-04-10,119.13177677104596,119.23530047446427
2025-04-11,115.11923134365509,116.47729497095554
2025-04-14,116.64260466968686,117.38669145144127
2025-04-15,118.29541494498929,119.4887396307299
2025-04-16,118.00169263702894,119.71236161206143
2025-04-17,116.09000846318513,118.51971044977063
2025-04-18,116.31901229651018,118.04264965205664
2025-04-21,115.45775874943993,117.32705858389491
2025-04-22,113.53611788719071,115.6424391320886
2025-04-23,116.39866580375366,117.25251840430515
2025-04-24,118.90277293772091,119.54741518016898
2025-04-25,120.82441379997013,121.08241235940143
2025-04-28,122.02419475282522,121.65993550915968
2025-04-30,122.06402150644695,121.5687477376975
2025-05-01,122.73111962961119,122.99735922967463
2025-05-02,125.5289490715388,125.76339395252631
2025-05-07,124.0752725643451,124.60834647108207
2025-05-08,124.77224075272564,125.50502813228796
2025-05-09,127.00253895554339,127.99749900363197
2025-05-12,127.30621795190919,128.40784490571272
2025-05-13,132.00079653507245,133.4839752291124
2025-05-14,132.379150694479,134.21347850213698
2025-05-15,131.67222581769303,133.24080658073632
2025-05-16,131.18434808582666,132.6328874062633
2025-05-19,131.7469009807338,133.0280352623973
2025-05-20,132.21984367999204,133.71194436420447
2025-05-21,131.3038283466919,133.10402434627204
2025-05-22,129.20794543734755,130.67234559444975
2025-05-23,129.3871658286454,130.7331369830672
2025-05-26,127.99322945188429,129.43384831582372
2025-05-27,127.9384676656544,129.69679965036974
2025-05-28,130.97525762931247,132.6666008596679
2025-05-29,132.01573156768058,133.59466343265169
2025-05-30,130.74625379598746,132.46552000137228
2025-06-02,130.38781301339176,132.04789198249836
2025-06-03,130.12396077064767,131.36731186530488
2025-06-04,131.6921391945039,134.01229153688266
2025-06-05,130.9204958430826,133.4863897814503
2025-06-06,131.63239906407128,134.5691299257012
2025-06-09,133.4992781400906,136.75007835749406
2025-06-10,133.5540399263205,137.3997219122384
2025-06-11,134.2908348683228,138.2659144911231
2025-06-12,133.5839099915368,137.95655971669981
2025-06-13,132.84711504953452,136.92022314227995
2025-06-16,132.7126997560611,136.2860470063474
2025-06-17,134.41031512918804,138.0648347746881
2025-06-18,133.60880171255042,136.75007924998582
2025-06-19,133.0611838502514,136.8119504558417
2025-06-20,133.1109672922786,137.15224008397152
2025-06-23,133.89754567630806,138.28138293156763
2025-06-24,134.2410514262956,138.84772263224684
2025-06-25,135.33130880669088,140.10625644038947
2025-06-26,135.19191516901478,139.09942906354524
2025-06-27,135.96853686463882,140.04332996928466
2025-06-30,136.90446557474985,140.9557668809332
2025-07-01,136.40663115447802,140.5624749192974
2025-07-02,136.2622591725992,140.82991330095308
2025-07-03,136.78996365808732,141.89966718048106
2025-07-04,138.5423408174441,143.94478478174634
2025-07-07,138.1490516254294,143.20539656078859
2025-07-08,138.91073828844526,144.2122235821187
2025-07-09,139.67740329566388,145.65953745798882
2025-07-10,139.42848608552796,145.31344020082105
2025-07-11,140.42913327027432,146.71355844730638
2025-07-14,140.23497784636828,146.14721770325926
2025-07-15,140.98670782097875,146.54051009640398
2025-07-16,141.7683078608055,146.52477897264512
2025-07-17,141.5243689948723,145.83258566004383
2025-07-18,142.46527604918603,147.29563065911623
2025-07-22,141.75337282819734,145.75392706282753
2025-07-23,141.1460148354657,145.50222023356494
2025-07-24,142.50510280280778,146.1418610889115
2025-07-25,143.35142131726988,146.7815020936185
2025-07-28,143.8243640165281,147.11731321755337
2025-07-29,144.08323791506945,147.22925036766117
2025-07-30,143.58540349479762,145.1983921724772
2025-07-31,144.2624583063673,144.6866796428312
2025-08-01,144.8847513317071,144.63870732732883
2025-08-04,140.05077911086772,140.3691072010239
2025-08-05,141.23064668691194,141.45649614163162
2025-08-06,141.67869766515656,142.08014529812596
2025-08-07,142.62956140787574,142.39996486358913
2025-08-08,142.7241499477274,142.11212611861174
2025-08-12,144.232588241151,143.1355508582187
2025-08-13,145.0291233135859,144.31888537834027
2025-08-14,144.59600736794943,144.31888537834027
2025-08-15,145.5269577338577,144.59073308997205
2025-08-18,145.31786727734354,143.6632543866591
2025-08-19,145.59665455269578,144.12699362528906
2025-08-20,144.82501120127444,143.96708328459187
2025-08-21,144.3172200925972,143.35942414012257
2025-08-22,144.9494698063424,143.87113700302527
2025-08-25,145.81072335341264,145.83803096864378
2025-08-26,145.06397172300493,145.04136884877292
2025-08-27,145.51202270124958,145.48034670448956
2025-08-28,145.6763080599393,145.65918860430034
2025-08-29,145.4921093244387,144.92755997904356
2025-09-01,145.06397172300493,144.52109904287752
2025-09-02,145.2979539005327,144.92755885309168
2025-09-03,145.45726091501967,144.48858197297918
2025-09-04,145.48215263603325,143.74069462382883
2025-09-05,146.66202021207746,144.2934810879576
2025-09-08,146.95076417583513,145.2527282779474
2025-09-09,146.44795141136058,145.1551779981632
2025-09-10,146.93085079902423,144.30974053408602
2025-09-11,147.4386419077015,144.13089747264215
2025-09-12,148.31980883158263,145.02511006281497
2025-09-16,149.3254343605317,145.4966040986424
2025-09-17,148.32478717578533,144.34225586621437
2025-09-18,148.6732712699756,144.63490690313802
2025-09-19,150.21655797281824,146.9110857333845
2025-09-22,150.82391596554984,146.1469394738292
2025-09-24,150.51525862498133,146.01687162063627
2025-09-25,151.01309304525316,145.752318252634
2025-09-26,151.07781151988848,145.8349904250701
2025-09-29,151.1325733061184,146.23182055916587
2025-09-30,151.39144720465973,146.26488942306713
2025-10-01,151.16742171553742,146.62865020306228
2025-10-02,150.85378603076614,146.19875112981842
2025-10-03,151.61547269378204,147.30656778054208
2025-10-06,154.37347538208792,150.46467181412345
2025-10-07,155.40399263205057,151.1591234511209
2025-10-08,156.65355702693284,151.9197138357724
2025-10-09,157.8732513565988,153.44089504559278
2025-10-10,157.56459401603027,152.08505907438197
2025-10-14,155.04057350525215,149.07576569813247
2025-10-15,154.11460148354655,148.86081633308766
2025-10-16,154.27390849803356,148.69547066995383
2025-10-17,153.37282819734156,147.7033953070098
2025-10-20,154.36351869368247,147.83567255971096
2025-10-21,155.56827799074028,148.9600234621533
2025-10-22,156.63862199432467,150.18358258447168
2025-10-23,156.44446657041868,149.75368358115944
2025-10-24,157.71892268631453,150.61114771521895
2025-10-27,159.1676208493055,151.73762120288282
2025-10-28,160.29272663911982,151.78806030554685
2025-10-29,159.48623487827948,150.61114729387813
2025-10-30,160.7258425847563,150.91378232102753
2025-10-31,160.84034450141883,151.98981569863034
2025-11-04,161.33817892169066,151.30048108851076
2025-11-05,158.5901329217902,149.4006085125064
2025-11-06,159.72519540000997,150.22444679402082
2025-11-07,157.74381440732813,148.55995691905414
2025-11-10,158.39597749788422,149.78730877273404
2025-11-11,161.049434957933,151.88893855317016
2025-11-12,161.68666301588092,152.54464613868296
2025-11-13,162.83168218250609,153.53661498904006
2025-11-14,160.5516005376612,149.45104865443392
2025-11-17,159.83969731667247,148.4758925180476
2025-11-18,159.03818390003485,146.8114020402151
2025-11-19,157.64424752327375,145.24779013901386
2025-11-20,159.69532533479364,146.82821536625954
2025-11-21,158.3909991536815,146.30701190876314
2025-11-25,160.0388310847812,147.41667158830467
2025-11-26,161.17389356300095,149.2640840491489
2025-11-27,162.10982227311197,150.61543150767946
2025-11-28,162.81674714989794,151.23123625478746
2025-12-01,162.65744013541098,150.94043975984258
2025-12-02,161.85592671877333,149.79435956657684
2025-12-03,162.47821974411312,149.93120420375888
2025-12-04,162.5877433165729,150.76938260636368
2025-12-05,162.62259172599192,151.4878213298904
2025-12-08,163.11046945785833,152.08651937832468
2025-12-09,163.49380196146763,152.56547784947688
2025-12-10,164.10613829840196,152.89048503563006
2025-12-11,164.03146313536118,153.59181815296608
2025-12-12,164.41479563897047,154.37867825287285
2025-12-15,163.60332553392743,153.54050083231382
2025-12-16,162.31891272962613,152.92469594562564
2025-12-17,161.24856872604173,152.240469566297
2025-12-18,160.890127943446,152.3088925229389
2025-12-19,162.26415094339623,153.76287433436383
2025-12-22,165.31089759545975,156.24319712056283
2025-12-23,165.54985811719024,156.03792949548173
2025-12-24,165.74899188529895,155.82923032516084
2025-12-25,165.79379698312343,155.63792189567522
2025-12-26,166.40613332005776,156.22923860871268
2025-12-29,166.4160900084632,156.29880592637275
2025-12-30,166.10245432369194,155.8292311717759
2026-01-05,166.8093792004779,156.40315646335083
2026-01-06,167.7054811569672,157.95101437757447
2026-01-07,168.556778015632,159.81192215101458
2026-01-08,168.1236620699955,157.67274848022763
2026-01-09,168.27301239607706,158.55972233625576
2026-01-13,171.10071190322097,160.92498784069295
2026-01-14,172.02668392492657,161.6032625256933
2026-01-15,170.976253298153,160.8380290607859
2026-01-16,171.42430427639766,161.81196122843943
2026-01-19,170.3041768307861,160.49019536878606
2026-01-20,170.56802907353014,159.82931279327696
2026-01-21,168.13859710260368,157.77709802383873
2026-01-22,169.41305321849953,158.94233869250007
2026-01-23,171.04097177278837,160.24671329979057
2026-01-26,167.461542291034,156.62242139742486
2026-01-27,167.5411957982775,155.79148620028823
2026-01-28,166.89401105192414,154.60696146700616
2026-01-29,167.7054811569672,155.77380648838113
2026-01-30,167.92950664608952,156.8168959359125
2026-02-02,168.37755762433414,157.02904880991736
2026-02-03,169.42798825110768,158.40804808104673
2026-02-04,169.49768506994573,157.89534300854714
2026-02-05,169.68686214964904,160.12295577096663
2026-02-06,167.67063274754815,158.5671627031865
2026-02-09,170.57300741773287,161.8201854884303
2026-02-10,171.3994125553841,162.08537802661058
2026-02-12,168.55179967142928,159.98152116580164
2026-02-13,166.10743266789464,157.40031851033456
2026-02-16,166.12734604470555,158.92075364503927
2026-02-17,166.3115447802061,159.22130457433278
2026-02-18,166.56544033454472,159.20362464067284
2026-02-19,169.08448250112014,161.34284056089706
2026-02-20,169.04465574749838,161.0599694525405
2026-02-24,168.6911933091054,160.24671324278683
2026-02-25,170.78209787424703,161.14556109437262
2026-02-26,172.7684572111316,160.75006798960112
2026-02-27,171.96196545029125,160.73209130949783
2026-03-02,171.97192213869667,162.33204104888537
2026-03-03,171.9171603524668,162.0803630757636
2026-03-04,168.84054363518695,158.88046233327498
2026-03-05,168.5318862946184,158.48496914241187
2026-03-06,168.70612834171354,157.38837360452294
2026-03-09,167.61587096131828,155.71651560590888
