äÓèÄì˙,äÓèÄâøäz,ëOì˙î‰,èÉéëéYëçäz,íºãﬂåàéZì˙,íºãﬂï™îzã‡,ï™îzã‡çƒìäéëäÓèÄâøäz
20210817,26534.00,-336,18922530157,20210201,0,26534
20210818,26097.00,-437,18530651239,20210201,0,26097
20210819,26056.00,-41,18215121077,20210201,0,26056
20210820,25959.00,-97,18118663689,20210201,0,25959
20210823,26240.00,281,18213747649,20210201,0,26240
20210824,26864.00,624,18653715990,20210201,0,26864
20210825,27240.00,376,18888326159,20210201,0,27240
20210826,27318.00,78,18924840316,20210201,0,27318
20210827,27079.00,-239,18744178769,20210201,0,27079
20210830,27296.00,217,18891826300,20210201,0,27296
20210831,27767.00,471,19214591439,20210201,0,27767
20210901,27939.00,172,19308317568,20210201,0,27939
20210902,28247.00,308,19435035485,20210201,0,28247
20210903,28070.00,-177,19299851918,20210201,0,28070
20210906,28150.00,80,19344768891,20210201,0,28150
20210907,28137.00,-13,19283893642,20210201,0,28137
20210908,28656.00,519,19639817604,20210201,0,28656
20210909,28306.00,-350,19340592264,20210201,0,28306
20210910,28056.00,-250,19052377475,20210201,0,28056
20210913,27888.00,-168,18925862176,20210201,0,27888
20210914,27730.00,-158,18833365160,20210201,0,27730
20210915,27478.00,-252,18651742405,20210201,0,27478
20210916,27621.00,143,18735808258,20210201,0,27621
20210917,27680.00,59,18801882973,20210201,0,27680
20210921,26615.00,-1065,18094004889,20210201,0,26615
20210922,26684.00,69,18205944256,20210201,0,26684
20210924,27611.00,927,18750536389,20210201,0,27611
20210927,27648.00,37,18783198869,20210201,0,27648
20210928,27679.00,31,18877542608,20210201,0,27679
20210929,27130.00,-549,18522374571,20210201,0,27130
20210930,26998.00,-132,18430597465,20210201,0,26998
20211001,26938.00,-60,18378749444,20210201,0,26938
20211004,26915.00,-23,18381023327,20210201,0,26915
20211005,26090.00,-825,17904548168,20210201,0,26090
20211006,26844.00,754,18424617470,20210201,0,26844
20211007,27008.00,164,18502898263,20210201,0,27008
20211008,27650.00,642,18924722567,20210201,0,27650
20211011,27911.00,261,19124307258,20210201,0,27911
20211012,28070.00,159,19258053747,20210201,0,28070
20211013,27924.00,-146,19162199228,20210201,0,27924
20211014,28214.00,290,19344932693,20210201,0,28214
20211015,28674.00,460,19644837283,20210201,0,28674
20211018,28956.00,282,19817718093,20210201,0,28956
20211019,29515.00,559,20188221860,20210201,0,29515
20211020,30100.00,585,20563201762,20210201,0,30100
20211021,29893.00,-207,20350442576,20210201,0,29893
20211022,30158.00,265,20510693514,20210201,0,30158
20211025,29682.00,-476,20120988753,20210201,0,29682
20211026,30177.00,495,20455086862,20210201,0,30177
20211027,30155.00,-22,20441483429,20210201,0,30155
20211028,29881.00,-274,20316867896,20210201,0,29881
20211029,30240.00,359,20591417105,20210201,0,30240
20211101,30397.00,157,20703442861,20210201,0,30397
20211102,30951.00,554,21107227121,20210201,0,30951
20211104,31109.00,158,21365096456,20210201,0,31109
20211105,31410.00,301,21621889553,20210201,0,31410
20211108,31108.00,-302,21429598981,20210201,0,31108
20211109,31057.00,-51,21464703964,20210201,0,31057
20211110,30431.00,-626,21206834589,20210201,0,30431
20211111,30442.00,11,21280964930,20210201,0,30442
20211112,30818.00,376,21564288280,20210201,0,30818
20211115,31056.00,238,21652914381,20210201,0,31056
20211116,31031.00,-25,21649920262,20210201,0,31031
20211117,31438.00,407,22015241951,20210201,0,31438
20211118,30960.00,-478,21726623282,20210201,0,30960
20211119,30987.00,27,21802193772,20210201,0,30987
20211122,31180.00,193,21992423607,20210201,0,31180
20211124,30697.00,-483,21709909480,20210201,0,30697
20211125,31031.00,334,21986850292,20210201,0,31031
20211126,30923.00,-108,21943007949,20210201,0,30923
20211129,30014.00,-909,21297901107,20210201,0,30014
20211130,30535.00,521,21690226962,20210201,0,30535
20211201,29942.00,-593,21240681471,20210201,0,29942
20211202,29061.00,-881,20689565593,20210201,0,29061
20211203,29133.00,72,20880300581,20210201,0,29133
20211206,28084.00,-1049,20160900172,20210201,0,28084
20211207,28835.00,751,20782286950,20210201,0,28835
20211208,29771.00,936,21440581589,20210201,0,29771
20211209,30023.00,252,21727869821,20210201,0,30023
20211210,29380.00,-643,21303638985,20210201,0,29380
20211213,29476.00,96,21363167464,20210201,0,29476
20211214,28717.00,-759,20813115499,20210201,0,28717
20211215,28665.00,-52,20790917719,20210201,0,28665
20211216,29313.00,648,21268376669,20210201,0,29313
20211217,28295.00,-1018,20579584614,20210201,0,28295
20211220,28152.00,-143,20541605669,20210201,0,28152
20211221,27653.00,-499,20214308670,20210201,0,27653
20211222,28701.00,1048,21033040834,20210201,0,28701
20211223,28990.00,289,21248399145,20210201,0,28990
20211224,29366.00,376,21561075071,20210201,0,29366
20211227,29344.00,-22,21547313170,20210201,0,29344
20211228,29860.00,516,21926313428,20210201,0,29860
20211229,29617.00,-243,21786739218,20210201,0,29617
20211230,29409.00,-208,21678716597,20210201,0,29409
20220104,30190.00,781,22256072368,20210201,0,30190
20220105,29880.00,-310,22033528676,20210201,0,29880
20220106,28856.00,-1024,21389797172,20210201,0,28856
20220107,29004.00,148,21487143037,20210201,0,29004
20220111,28707.00,-297,21239946837,20210201,0,28707
20220112,29145.00,438,21587812735,20210201,0,29145
20220113,29331.00,186,21718676409,20210201,0,29331
20220114,28105.00,-1226,20836629504,20210201,0,28105
20220117,28470.00,365,21128421710,20210201,0,28470
20220118,28524.00,54,21186843348,20210201,0,28524
20220119,27865.00,-659,20696894137,20210201,0,27865
20220120,27507.00,-358,20396452101,20210201,0,27507
20220121,27309.00,-198,20191765102,20210201,0,27309
20220124,25858.00,-1451,19100941320,20210201,0,25858
20220125,25655.00,-203,18881293984,20210201,0,25655
20220126,25060.00,-595,18363013043,20210201,0,25060
20220127,25171.00,111,18345008459,20210201,0,25171
20220128,24965.00,-206,18109174469,20210201,0,24965
20220131,25707.00,742,18634445881,20220131,0,25707
20220201,27140.00,1433,19643594415,20220131,0,27140
20220202,27338.00,198,19816404347,20220131,0,27338
20220203,27264.00,-74,19897113364,20220131,0,27264
20220204,25859.00,-1405,18947271199,20220131,0,25859
20220207,26474.00,615,19399698016,20220131,0,26474
20220208,25969.00,-505,19037306871,20220131,0,25969
20220209,26540.00,571,19479165757,20220131,0,26540
20220210,27198.00,658,19918228357,20220131,0,27198
20220214,25668.00,-1530,18780602658,20220131,0,25668
20220215,25811.00,143,18888789084,20220131,0,25811
20220216,26709.00,898,19472159867,20220131,0,26709
20220217,26615.00,-94,19413557511,20220131,0,26615
20220218,25667.00,-948,18743191485,20220131,0,25667
20220221,25122.00,-545,18352934810,20220131,0,25122
20220222,25062.00,-60,18311377936,20220131,0,25062
20220224,23769.00,-1293,17366034414,20220131,0,23769
20220225,24688.00,919,18004261841,20220131,0,24688
20220228,24960.00,272,18067968161,20220131,0,24960
20220301,25081.00,121,18185277183,20220131,0,25081
20220302,24932.00,-149,18148886027,20220131,0,24932
20220303,25243.00,311,18477569698,20220131,0,25243
20220304,24605.00,-638,18038145061,20220131,0,24605
20220307,24006.00,-599,17615114503,20220131,0,24006
20220308,23039.00,-967,16901319112,20220131,0,23039
20220309,23052.00,13,16879739962,20220131,0,23052
20220310,24108.00,1056,17529253786,20220131,0,24108
20220311,23668.00,-440,17200412812,20220131,0,23668
20220314,22920.00,-748,16665930226,20220131,0,22920
20220315,22151.00,-769,16099147488,20220131,0,22151
20220316,22874.00,723,16635034725,20220131,0,22874
20220317,25328.00,2454,18424543910,20220131,0,25328
20220318,25416.00,88,18554800394,20220131,0,25416
20220322,26397.00,981,19359618770,20220131,0,26397
20220323,27622.00,1225,20313605742,20220131,0,27622
20220324,27414.00,-208,20118249749,20220131,0,27414
20220325,28069.00,655,20641848719,20220131,0,28069
20220328,27966.00,-103,20555732715,20220131,0,27966
20220329,28992.00,1026,21306357127,20220131,0,28992
20220330,28995.00,3,21297553945,20220131,0,28995
20220331,28590.00,-405,20949175417,20220131,0,28590
20220401,27721.00,-869,20268129163,20220131,0,27721
20220404,27982.00,261,20408703114,20220131,0,27982
20220405,29175.00,1193,21348076252,20220131,0,29175
20220406,28525.00,-650,20826524897,20220131,0,28525
20220407,27485.00,-1040,20080379035,20220131,0,27485
20220408,27305.00,-180,19931143623,20220131,0,27305
20220411,27003.00,-302,19687363287,20220131,0,27003
20220412,26381.00,-622,19257396634,20220131,0,26381
20220413,26215.00,-166,19097836691,20220131,0,26215
20220414,26745.00,530,19466363505,20220131,0,26745
20220415,26062.00,-683,18943456363,20220131,0,26062
20220418,26125.00,63,18998004028,20220131,0,26125
20220419,26331.00,206,19148116242,20220131,0,26331
20220420,27243.00,912,19817308897,20220131,0,27243
20220421,25333.00,-1910,18409190204,20220131,0,25333
20220422,24698.00,-635,17948791326,20220131,0,24698
20220425,24234.00,-464,17572933823,20220131,0,24234
20220426,24226.00,-8,17599124785,20220131,0,24226
20220427,23026.00,-1200,16742783017,20220131,0,23026
20220428,23311.00,285,16960684362,20220131,0,23311
20220502,23921.00,610,17414455437,20220131,0,23921
20220506,23951.00,30,17469536403,20220131,0,23951
20220509,23515.00,-436,17260157587,20220131,0,23515
20220510,22085.00,-1430,16236482439,20220131,0,22085
20220511,22449.00,364,16529394187,20220131,0,22449
20220512,21421.00,-1028,15779586806,20220131,0,21421
20220513,21214.00,-207,15638569591,20220131,0,21214
20220516,22498.00,1284,16572339670,20220131,0,22498
20220517,22135.00,-363,16288928064,20220131,0,22135
20220518,22914.00,779,16870452142,20220131,0,22914
20220519,21511.00,-1403,15857663027,20220131,0,21511
20220520,21503.00,-8,15863656787,20220131,0,21503
20220523,21285.00,-218,15721163263,20220131,0,21285
20220524,21626.00,341,15995722362,20220131,0,21626
20220525,20493.00,-1133,15156376729,20220131,0,20493
20220526,20987.00,494,15522048645,20220131,0,20987
20220527,22118.00,1131,16295412986,20220131,0,22118
20220530,22811.00,693,16813077926,20220131,0,22811
20220531,23024.00,213,16998144503,20220131,0,23024
20220601,23318.00,294,17214663872,20220131,0,23318
20220602,23306.00,-12,17282378579,20220131,0,23306
20220603,24153.00,847,17990093685,20220131,0,24153
20220606,23424.00,-729,17456676414,20220131,0,23424
20220607,24072.00,648,17929142639,20220131,0,24072
20220608,24499.00,427,18233438407,20220131,0,24499
20220609,25246.00,747,18799426220,20220131,0,25246
20220610,24152.00,-1094,17926757291,20220131,0,24152
20220613,23429.00,-723,17384253360,20220131,0,23429
20220614,21766.00,-1663,16152223379,20220131,0,21766
20220615,22339.00,573,16506412485,20220131,0,22339
20220616,23036.00,697,17059511169,20220131,0,23036
20220617,21742.00,-1294,16111321956,20220131,0,21742
20220620,22392.00,650,16602704616,20220131,0,22392
20220621,22385.00,-7,16551965243,20220131,0,22385
20220622,23213.00,828,17164545240,20220131,0,23213
20220623,23127.00,-86,17043571987,20220131,0,23127
20220624,23403.00,276,17240509262,20220131,0,23403
20220627,24347.00,944,17930349289,20220131,0,24347
20220628,24375.00,28,18005907106,20220131,0,24375
20220629,23577.00,-798,17439287559,20220131,0,23577
20220630,23628.00,51,17472967534,20220131,0,23628
20220701,23048.00,-580,16984385158,20220131,0,23048
20220704,23085.00,37,17016745869,20220131,0,23085
20220705,23283.00,198,17229001083,20220131,0,23283
20220706,23904.00,621,17688101044,20220131,0,23904
20220707,23941.00,37,17705911944,20220131,0,23941
20220708,24678.00,737,18245160957,20220131,0,24678
20220711,24695.00,17,18269241644,20220131,0,24695
20220712,23710.00,-985,17546692728,20220131,0,23710
20220713,23435.00,-275,17340860172,20220131,0,23435
20220714,23666.00,231,17516968865,20220131,0,23666
20220715,23645.00,-21,17498965930,20220131,0,23645
20220719,23981.00,336,17748067516,20220131,0,23981
20220720,24777.00,796,18342542767,20220131,0,24777
20220721,25389.00,612,18795596630,20220131,0,25389
20220722,25759.00,370,19064844906,20220131,0,25759
20220725,24871.00,-888,18422876464,20220131,0,24871
20220726,24644.00,-227,18231098894,20220131,0,24644
20220727,24107.00,-537,17819508451,20220131,0,24107
20220728,25252.00,1145,18671245743,20220131,0,25252
20220729,24973.00,-279,18488302274,20220131,0,24973
20220801,24936.00,-37,18453063777,20220131,0,24936
20220802,24557.00,-379,18155865129,20220131,0,24557
20220803,25043.00,486,18576601144,20220131,0,25043
20220804,25781.00,738,19118453848,20220131,0,25781
20220805,25940.00,159,19230073346,20220131,0,25940
20220808,25854.00,-86,19154298332,20220131,0,25854
20220809,25627.00,-227,18929467764,20220131,0,25627
20220810,25419.00,-208,18738557812,20220131,0,25419
20220812,25827.00,408,19005830592,20220131,0,25827
20220815,26364.00,537,19406019110,20220131,0,26364
20220816,26554.00,190,19538137011,20220131,0,26554
20220817,26596.00,42,19564936362,20220131,0,26596
20220818,26290.00,-306,19299371021,20220131,0,26290
20220819,26612.00,322,19520769257,20220131,0,26612
20220822,26194.00,-418,19168899824,20220131,0,26194
20220823,25505.00,-689,18650204039,20220131,0,25505
20220824,25493.00,-12,18607016739,20220131,0,25493
20220825,25746.00,253,18759462150,20220131,0,25746
20220826,26492.00,746,19301068040,20220131,0,26492
20220829,25654.00,-838,18697811901,20220131,0,25654
20220830,25431.00,-223,18510284940,20220131,0,25431
20220831,24922.00,-509,18115732238,20220131,0,24922
20220901,25164.00,242,18300327553,20220131,0,25164
20220902,25262.00,98,18369613488,20220131,0,25262
20220905,24823.00,-439,18065347305,20220131,0,24823
20220906,24808.00,-15,18059714743,20220131,0,24808
20220907,24932.00,124,18149887052,20220131,0,24932
20220908,25777.00,845,18744501872,20220131,0,25777
20220909,25675.00,-102,18630435682,20220131,0,25675
20220912,26194.00,519,19018392626,20220131,0,26194
20220913,26530.00,336,19246500115,20220131,0,26530
20220914,25127.00,-1403,18194685997,20220131,0,25127
20220915,25125.00,-2,18153861230,20220131,0,25125
20220916,24949.00,-176,18014285109,20220131,0,24949
20220920,25133.00,184,18151399458,20220131,0,25133
20220921,24997.00,-136,18047066409,20220131,0,24997
20220922,24493.00,-504,17680407847,20220131,0,24493
20220926,23646.00,-847,17063998986,20220131,0,23646
20220927,23615.00,-31,17022474548,20220131,0,23615
20220928,23654.00,39,17063932391,20220131,0,23654
20220929,24315.00,661,17554229186,20220131,0,24315
20220930,23568.00,-747,17010093524,20220131,0,23568
20221003,23305.00,-263,16826647292,20220131,0,23305
20221004,23582.00,277,17028061309,20220131,0,23582
20221005,24185.00,603,17514319956,20220131,0,24185
20221006,24184.00,-1,17500095129,20220131,0,24184
20221007,24158.00,-26,17488318298,20220131,0,24158
20221011,22904.00,-1254,16578272673,20220131,0,22904
20221012,22293.00,-611,16142951806,20220131,0,22293
20221013,22450.00,157,16268028671,20220131,0,22450
20221014,22995.00,545,16689646902,20220131,0,22995
20221017,22285.00,-710,16178820171,20220131,0,22285
20221018,23406.00,1121,17003527283,20220131,0,23406
20221019,23514.00,108,17104710828,20220131,0,23514
20221020,23605.00,91,17177935271,20220131,0,23605
20221021,23500.00,-105,17113109655,20220131,0,23500
20221024,23827.00,327,17358200180,20220131,0,23827
20221025,23373.00,-454,17031288729,20220131,0,23373
20221026,23879.00,506,17396924608,20220131,0,23879
20221027,23059.00,-820,16803719072,20220131,0,23059
20221028,22204.00,-855,16184199188,20220131,0,22204
20221031,22723.00,519,16581933774,20220131,0,22723
20221101,22389.00,-334,16344022506,20220131,0,22389
20221102,22006.00,-383,16062733999,20220131,0,22006
20221104,20985.00,-1021,15365920178,20220131,0,20985
20221107,21282.00,297,15591525810,20220131,0,21282
20221108,21339.00,57,15652264680,20220131,0,21339
20221109,21264.00,-75,15625260386,20220131,0,21264
20221110,20617.00,-647,15158675486,20220131,0,20617
20221111,21852.00,1235,16043933034,20220131,0,21852
20221114,22140.00,288,16265770615,20220131,0,22140
20221115,22248.00,108,16361985925,20220131,0,22248
20221116,22857.00,609,16813593378,20220131,0,22857
20221117,22374.00,-483,16459220232,20220131,0,22374
20221118,22527.00,153,16597823602,20220131,0,22527
20221121,22190.00,-337,16359748194,20220131,0,22190
20221122,22030.00,-160,16241062805,20220131,0,22030
20221124,22327.00,297,16455405278,20220131,0,22327
20221125,22303.00,-24,16438954306,20220131,0,22303
20221128,21939.00,-364,16170381208,20220131,0,21939
20221129,21636.00,-303,15933136008,20220131,0,21636
20221130,21682.00,46,15975656282,20220131,0,21682
20221201,22974.00,1292,16920185672,20220131,0,22974
20221202,22849.00,-125,16823951376,20220131,0,22849
20221205,22904.00,55,16898277482,20220131,0,22904
20221206,22900.00,-4,16896018444,20220131,0,22900
20221207,22504.00,-396,16594233001,20220131,0,22504
20221208,22168.00,-336,16338110607,20220131,0,22168
20221209,22787.00,619,16798833141,20220131,0,22787
20221212,22718.00,-69,16710295732,20220131,0,22718
20221213,22862.00,144,16803014829,20220131,0,22862
20221214,22904.00,42,16840155605,20220131,0,22904
20221215,22722.00,-182,16703178824,20220131,0,22722
20221216,22034.00,-688,16174817525,20220131,0,22034
20221219,21616.00,-418,15883658433,20220131,0,21616
20221220,20919.00,-697,15370866884,20220131,0,20919
20221221,20435.00,-484,15012416259,20220131,0,20435
20221222,20968.00,533,15376768653,20220131,0,20968
20221223,20239.00,-729,14843127175,20220131,0,20239
20221226,20182.00,-57,14807193672,20220131,0,20182
20221227,20320.00,138,14894171404,20220131,0,20320
20221228,19798.00,-522,14511645324,20220131,0,19798
20221229,19638.00,-160,14406382106,20220131,0,19638
20221230,20164.00,526,14792729128,20220131,0,20164
20230104,19632.00,-532,14406304539,20220131,0,19632
20230105,19920.00,288,14620096901,20220131,0,19920
20230106,19661.00,-259,14461712268,20220131,0,19661
20230110,20378.00,717,14997070426,20220131,0,20378
20230111,20807.00,429,15314184980,20220131,0,20807
20230112,21169.00,362,15590648888,20220131,0,21169
20230113,20994.00,-175,15519361825,20220131,0,20994
20230116,20930.00,-64,15470493847,20220131,0,20930
20230117,21018.00,88,15535660560,20220131,0,21018
20230118,21639.00,621,15995230509,20220131,0,21639
20230119,20920.00,-719,15456251270,20220131,0,20920
20230120,20655.00,-265,15256965133,20220131,0,20655
20230123,21723.00,1068,16047642162,20220131,0,21723
20230124,22793.00,1070,16842342930,20220131,0,22793
20230125,22659.00,-134,16740774951,20220131,0,22659
20230126,22404.00,-255,16547843430,20220131,0,22404
20230127,23137.00,733,17098079732,20220131,0,23137
20230130,23846.00,709,17619522317,20230130,0,23846
20230131,23098.00,-748,17074812208,20230130,0,23098
20230201,23475.00,377,17346760807,20230130,0,23475
20230202,24195.00,720,17870255539,20230130,0,24195
20230203,25918.00,1723,19192490768,20230130,0,25918
20230206,25968.00,50,19221780708,20230130,0,25968
20230207,25745.00,-223,19023994828,20230130,0,25745
20230208,26050.00,305,19130616461,20230130,0,26050
20230209,25783.00,-267,18848642880,20230130,0,25783
20230210,25586.00,-197,18701316134,20230130,0,25586
20230213,24987.00,-599,18263847593,20230130,0,24987
20230214,25579.00,592,18674021898,20230130,0,25579
20230215,26262.00,683,19149806061,20230130,0,26262
20230216,26685.00,423,19446087339,20230130,0,26685
20230217,25776.00,-909,18760065871,20230130,0,25776
20230220,25473.00,-303,18534074033,20230130,0,25473
20230221,25448.00,-25,18471591627,20230130,0,25448
20230222,24882.00,-566,18060428721,20230130,0,24882
20230224,25267.00,385,18263637780,20230130,0,25267
20230227,25137.00,-130,18157969474,20230130,0,25137
20230228,25527.00,390,18439371188,20230130,0,25527
20230301,25565.00,38,18466331369,20230130,0,25565
20230302,25201.00,-364,18195690483,20230130,0,25201
20230303,25086.00,-115,18149074868,20230130,0,25086
20230306,25706.00,620,18586409078,20230130,0,25706
20230307,25667.00,-39,18566390906,20230130,0,25667
20230308,25682.00,15,18572059015,20230130,0,25682
20230309,25846.00,164,18674736090,20230130,0,25846
20230310,24975.00,-871,18038218040,20230130,0,24975
20230313,24280.00,-695,17486044221,20230130,0,24280
20230314,24323.00,43,17513533311,20230130,0,24323
20230315,25527.00,1204,18360938163,20230130,0,25527
20230316,25584.00,57,18393872337,20230130,0,25584
20230317,26565.00,981,19112993142,20230130,0,26565
20230320,26152.00,-413,18798893838,20230130,0,26152
20230322,26723.00,571,19200607278,20230130,0,26723
20230323,26020.00,-703,18628614508,20230130,0,26020
20230324,26622.00,602,19024503217,20230130,0,26622
20230327,26532.00,-90,18957471960,20230130,0,26532
20230328,26263.00,-269,18764140658,20230130,0,26263
20230329,26136.00,-127,18665332956,20230130,0,26136
20230330,26930.00,794,19229379835,20230130,0,26930
20230331,27507.00,577,19640536867,20230130,0,27507
20230403,28174.00,667,20111794136,20230130,0,28174
20230404,27824.00,-350,19837645143,20230130,0,27824
20230405,27648.00,-176,19674332604,20230130,0,27648
20230406,26940.00,-708,19080315521,20230130,0,26940
20230407,27300.00,360,19303549629,20230130,0,27300
20230410,27472.00,172,19391579923,20230130,0,27472
20230411,27688.00,216,19543619812,20230130,0,27688
20230412,27348.00,-340,19330047159,20230130,0,27348
20230413,26915.00,-433,19001914165,20230130,0,26915
20230414,27421.00,506,19329534949,20230130,0,27421
20230417,27659.00,238,19464089746,20230130,0,27659
20230418,27707.00,48,19490350407,20230130,0,27707
20230419,27639.00,-68,19435083743,20230130,0,27639
20230420,27701.00,62,19462630756,20230130,0,27701
20230421,27170.00,-531,19054989460,20230130,0,27170
20230424,27233.00,63,19097410781,20230130,0,27233
20230425,27128.00,-105,19015160451,20230130,0,27128
20230426,26305.00,-823,18423135842,20230130,0,26305
20230427,26807.00,502,18759782154,20230130,0,26807
20230428,27905.00,1098,19510796542,20230130,0,27905
20230501,28606.00,701,20009399980,20230130,0,28606
20230502,28729.00,123,20096693826,20230130,0,28729
20230508,28453.00,-276,19900076859,20230130,0,28453
20230509,28957.00,504,20194382297,20230130,0,28957
20230510,28855.00,-102,20130196784,20230130,0,28855
20230511,29198.00,343,20368485458,20230130,0,29198
20230512,29558.00,360,20641845922,20230130,0,29558
20230515,29557.00,-1,20632149170,20230130,0,29557
20230516,29775.00,218,20830633284,20230130,0,29775
20230517,30159.00,384,21117353173,20230130,0,30159
20230518,30967.00,808,21666443020,20230130,0,30967
20230519,32220.00,1253,22541163368,20230130,0,32220
20230522,31734.00,-486,22212303365,20230130,0,31734
20230523,32179.00,445,22506446401,20230130,0,32179
20230524,31796.00,-383,22223186975,20230130,0,31796
20230525,32093.00,297,22432768375,20230130,0,32093
20230526,32979.00,886,22975036422,20230130,0,32979
20230529,34257.00,1278,23878677745,20230130,0,34257
20230530,34135.00,-122,23861978944,20230130,0,34135
20230531,34537.00,402,24143616501,20230130,0,34537
20230601,34070.00,-467,24085672179,20230130,0,34070
20230602,34710.00,640,24537475878,20230130,0,34710
20230605,35245.00,535,25009471705,20230130,0,35245
20230606,35324.00,79,25161997674,20230130,0,35324
20230607,35496.00,172,25422204610,20230130,0,35496
20230608,34584.00,-912,24827742414,20230130,0,34584
20230609,35073.00,489,25254656797,20230130,0,35073
20230612,35457.00,384,25516359576,20230130,0,35457
20230613,36180.00,723,26146239529,20230130,0,36180
20230614,36599.00,419,26689669591,20230130,0,36599
20230615,37207.00,608,27271620510,20230130,0,37207
20230616,37593.00,386,27684566346,20230130,0,37593
20230619,37548.00,-45,27875067940,20230130,0,37548
20230620,37617.00,69,28112325507,20230130,0,37617
20230621,37643.00,26,28131772107,20230130,0,37643
20230622,36818.00,-825,27837651736,20230130,0,36818
20230623,37668.00,850,28829087339,20230130,0,37668
20230626,37489.00,-179,28761574157,20230130,0,37489
20230627,36407.00,-1082,27870879861,20230130,0,36407
20230628,37260.00,853,28498605844,20230130,0,37260
20230629,37721.00,461,28710876875,20230130,0,37721
20230630,37604.00,-117,28673525372,20230130,0,37604
20230703,38186.00,582,29306854238,20230130,0,38186
20230704,38492.00,306,29645488801,20230130,0,38492
20230705,38492.00,0,29920313286,20230130,0,38492
20230706,38538.00,46,29956151604,20230130,0,38538
20230707,38171.00,-367,30013217121,20230130,0,38171
20230710,37633.00,-538,29706132030,20230130,0,37633
20230711,37047.00,-586,29302040522,20230130,0,37047
20230712,36750.00,-297,29149965028,20230130,0,36750
20230713,37060.00,310,29412847931,20230130,0,37060
20230714,37883.00,823,30078354807,20230130,0,37883
20230718,38443.00,560,30674187421,20230130,0,38443
20230719,39009.00,566,31265365361,20230130,0,39009
20230720,39106.00,97,31627092785,20230130,0,39106
20230721,37412.00,-1694,30418224950,20230130,0,37412
20230724,37507.00,95,30570453165,20230130,0,37507
20230725,37577.00,70,30684214311,20230130,0,37577
20230726,37799.00,222,31034577690,20230130,0,37799
20230727,37353.00,-446,30717950849,20230130,0,37353
20230728,37046.00,-307,30593649094,20230130,0,37046
20230731,38489.00,1443,31900806454,20230130,0,38489
20230801,39058.00,569,32464253376,20230130,0,39058
20230802,39175.00,117,32645893260,20230130,0,39175
20230803,37887.00,-1288,31697153541,20230130,0,37887
20230804,37850.00,-37,31456670528,20230130,0,37850
20230807,37766.00,-84,31444765892,20230130,0,37766
20230808,38491.00,725,32152957741,20230130,0,38491
20230809,38008.00,-483,31833324581,20230130,0,38008
20230810,37334.00,-674,31288463071,20230130,0,37334
20230814,37263.00,-71,31216275930,20230130,0,37263
20230815,38035.00,772,31882350155,20230130,0,38035
20230816,37626.00,-409,31470949782,20230130,0,37626
20230817,37191.00,-435,31075859085,20230130,0,37191
20230818,36415.00,-776,30439752019,20230130,0,36415
20230821,36195.00,-220,30295721636,20230130,0,36195
20230822,37462.00,1267,31231443851,20230130,0,37462
20230823,37226.00,-236,31108801562,20230130,0,37226
20230824,37858.00,632,31682650574,20230130,0,37858
20230825,37051.00,-807,31043832595,20230130,0,37051
20230828,37466.00,415,31568424744,20230130,0,37466
20230829,37625.00,159,31764797170,20230130,0,37625
20230830,38665.00,1040,32718360927,20230130,0,38665
20230831,38932.00,267,32940103849,20230130,0,38932
20230901,38932.00,0,33082962919,20230130,0,38932
20230904,39010.00,78,33194749688,20230130,0,39010
20230905,39086.00,76,33395315892,20230130,0,39086
20230906,39874.00,788,34068105768,20230130,0,39874
20230907,39311.00,-563,33627504240,20230130,0,39311
20230908,38875.00,-436,33296603192,20230130,0,38875
20230911,38968.00,93,33366731823,20230130,0,38968
20230912,39704.00,736,34050567391,20230130,0,39704
20230913,39256.00,-448,33761249609,20230130,0,39256
20230914,39364.00,108,33927523842,20230130,0,39364
20230915,39578.00,214,34184574548,20230130,0,39578
20230919,38705.00,-873,33521005850,20230130,0,38705
20230920,38668.00,-37,33540983269,20230130,0,38668
20230921,38034.00,-634,33090797977,20230130,0,38034
20230922,36924.00,-1110,32206870429,20230130,0,36924
20230925,37116.00,192,32408341847,20230130,0,37116
20230926,37525.00,409,32723765488,20230130,0,37525
20230927,36886.00,-639,32208335480,20230130,0,36886
20230928,37034.00,148,32408279818,20230130,0,37034
20230929,37452.00,418,32852779885,20230130,0,37452
20231002,37616.00,164,33054774569,20230130,0,37616
20231003,38166.00,550,33631339639,20230130,0,38166
20231004,37250.00,-916,33069526997,20230130,0,37250
20231005,37822.00,572,33639372607,20230130,0,37822
20231006,37737.00,-85,33582397170,20230130,0,37737
20231010,38845.00,1108,34647466038,20230130,0,38845
20231011,38924.00,79,34737406965,20230130,0,38924
20231012,39467.00,543,35378409685,20230130,0,39467
20231013,39535.00,68,35502894351,20230130,0,39535
20231016,38650.00,-885,34811982548,20230130,0,38650
20231017,39270.00,620,35410551693,20230130,0,39270
20231018,38943.00,-327,35117742576,20230130,0,38943
20231019,38101.00,-842,34416038228,20230130,0,38101
20231020,38186.00,85,34590968945,20230130,0,38186
20231023,37451.00,-735,33985558309,20230130,0,37451
20231024,37845.00,394,34407896482,20230130,0,37845
20231025,38372.00,527,34935197150,20230130,0,38372
20231026,37149.00,-1223,33918202530,20230130,0,37149
20231027,36184.00,-965,33137751963,20230130,0,36184
20231030,36539.00,355,33521544345,20230130,0,36539
20231031,36931.00,392,33999973318,20230130,0,36931
