äÓèÄì˙,äÓèÄâøäz,ëOì˙î‰,èÉéëéYëçäz,íºãﬂåàéZì˙,íºãﬂï™îzã‡,ï™îzã‡çƒìäéëäÓèÄâøäz
20231101,37474.00,543,34638758125,20230130,0,37474
20231102,38071.00,597,35291723351,20230130,0,38071
20231106,38966.00,895,36298397051,20230130,0,38966
20231107,39191.00,225,36713030769,20230130,0,39191
20231108,40101.00,910,37848188972,20230130,0,40101
20231109,40398.00,297,38109712748,20230130,0,40398
20231110,40156.00,-242,37925224683,20230130,0,40156
20231113,41321.00,1165,38988998745,20230130,0,41321
20231114,41270.00,-51,38943285366,20230130,0,41270
20231115,41927.00,657,39654586715,20230130,0,41927
20231116,42124.00,197,39972255877,20230130,0,42124
20231117,41995.00,-129,40298439119,20230130,0,41995
20231120,41810.00,-185,40304909015,20230130,0,41810
20231121,41958.00,148,40790713410,20230130,0,41958
20231122,41834.00,-124,40953875692,20230130,0,41834
20231124,42275.00,441,41536224828,20230130,0,42275
20231127,42147.00,-128,41579702886,20230130,0,42147
20231128,41637.00,-510,41288049323,20230130,0,41637
20231129,41543.00,-94,41612961003,20230130,0,41543
20231130,41379.00,-164,41527948181,20230130,0,41379
20231201,41493.00,114,41767099543,20230130,0,41493
20231204,40912.00,-581,41323664326,20230130,0,40912
20231205,40583.00,-329,41287857986,20230130,0,40583
20231206,40871.00,288,41650518275,20230130,0,40871
20231207,40432.00,-439,41206803376,20230130,0,40432
20231208,40125.00,-307,40952823611,20230130,0,40125
20231211,41121.00,996,42008527590,20230130,0,41121
20231212,41345.00,224,42335746877,20230130,0,41345
20231213,41760.00,415,43060103105,20230130,0,41760
20231214,41344.00,-416,42764320621,20230130,0,41344
20231215,41445.00,101,43011715672,20230130,0,41445
20231218,41664.00,219,43403901575,20230130,0,41664
20231219,42390.00,726,44280506391,20230130,0,42390
20231220,43023.00,633,45049227471,20230130,0,43023
20231221,42212.00,-811,44212578373,20230130,0,42212
20231222,42415.00,203,45226595667,20230130,0,42415
20231225,42246.00,-169,45168599847,20230130,0,42246
20231226,42259.00,13,45437316808,20230130,0,42259
20231227,42667.00,408,45875511121,20230130,0,42667
20231228,42457.00,-210,46646239456,20230130,0,42457
20231229,42372.00,-85,46912502548,20230130,0,42372
20240104,41046.00,-1326,45844530845,20230130,0,41046
20240105,41284.00,238,46598829284,20230130,0,41284
20240109,42345.00,1061,52296649246,20230130,0,42345
20240110,42669.00,324,53763741829,20230130,0,42669
20240111,43381.00,712,56609747811,20230130,0,43381
20240112,43398.00,17,57805626475,20230130,0,43398
20240115,43243.00,-155,58783902698,20230130,0,43243
20240116,43458.00,215,60017859935,20230130,0,43458
20240117,43779.00,321,60460609550,20230130,0,43779
20240118,43769.00,-10,62900639183,20230130,0,43769
20240119,44335.00,566,64469956520,20230130,0,44335
20240122,45301.00,966,66666546077,20230130,0,45301
20240123,45407.00,106,67605496452,20230130,0,45407
20240124,45829.00,422,70790083204,20230130,0,45829
20240125,46551.00,722,73418717556,20230130,0,46551
20240126,46359.00,-192,74692543633,20230130,0,46359
20240129,46400.00,41,76289289922,20230130,0,46400
20240130,46887.00,487,78565798204,20240130,0,46887
20240131,46520.00,-367,80109430874,20240130,0,46520
20240201,44978.00,-1542,78639408341,20240130,0,44978
20240202,45561.00,583,80893675100,20240130,0,45561
20240205,48507.00,2946,88924155152,20240130,0,48507
20240206,48400.00,-107,90289468816,20240130,0,48400
20240207,47889.00,-511,91433537791,20240130,0,47889
20240208,48829.00,940,94420413456,20240130,0,48829
20240209,49418.00,589,96954763213,20240130,0,49418
20240213,49836.00,418,99899654209,20240130,0,49836
20240214,49544.00,-292,100797902732,20240130,0,49544
20240215,50473.00,929,107573553825,20240130,0,50473
20240216,50506.00,33,109504823355,20240130,0,50506
20240219,49922.00,-584,110450528943,20240130,0,49922
20240220,50039.00,117,112778308896,20240130,0,50039
20240221,49079.00,-960,110614344611,20240130,0,49079
20240222,49007.00,-72,115011867954,20240130,0,49007
20240226,51116.00,2109,121365054017,20240130,0,51116
20240227,51185.00,69,123781359273,20240130,0,51185
20240228,51356.00,171,127401848051,20240130,0,51356
20240229,51039.00,-317,127840967082,20240130,0,51039
20240301,50531.00,-508,127886262232,20240130,0,50531
20240304,51413.00,882,131994192323,20240130,0,51413
20240305,51014.00,-399,134274391049,20240130,0,51014
20240306,49724.00,-1290,134183106768,20240130,0,49724
20240307,49546.00,-178,135216626277,20240130,0,49546
20240308,50375.00,829,138353285618,20240130,0,50375
20240311,48877.00,-1498,135004615103,20240130,0,48877
20240312,48391.00,-486,134654577937,20240130,0,48391
20240313,49674.00,1283,138982649691,20240130,0,49674
20240314,49341.00,-333,138557807356,20240130,0,49341
20240315,49513.00,172,139502905751,20240130,0,49513
20240318,49137.00,-376,138678440882,20240130,0,49137
20240319,49955.00,818,141305060154,20240130,0,49955
20240321,51549.00,1594,146264949729,20240130,0,51549
20240322,51716.00,167,147073319054,20240130,0,51716
20240325,52015.00,299,148612218734,20240130,0,52015
20240326,51851.00,-164,148385256991,20240130,0,51851
20240327,51738.00,-113,149230182875,20240130,0,51738
20240328,51668.00,-70,149736006435,20240130,0,51668
20240329,51414.00,-254,149784485712,20240130,0,51414
20240401,51418.00,4,150368129198,20240130,0,51418
20240402,51879.00,461,151715935760,20240130,0,51879
20240403,51276.00,-603,152373175575,20240130,0,51276
20240404,51654.00,378,154389412087,20240130,0,51654
20240405,50727.00,-927,151988630973,20240130,0,50727
20240408,51753.00,1026,155467767258,20240130,0,51753
20240409,51920.00,167,156463472934,20240130,0,51920
20240410,51918.00,-2,157532379549,20240130,0,51918
20240411,52069.00,151,158363826523,20240130,0,52069
20240412,53428.00,1359,162944095483,20240130,0,53428
20240415,52785.00,-643,161359259314,20240130,0,52785
20240416,51706.00,-1079,158343859795,20240130,0,51706
20240417,51765.00,59,159445510513,20240130,0,51765
20240418,50990.00,-775,157697316942,20240130,0,50990
20240419,50735.00,-255,157387318086,20240130,0,50735
20240422,48842.00,-1893,151896199039,20240130,0,48842
20240423,49237.00,395,153000658875,20240130,0,49237
20240424,50313.00,1076,156204226954,20240130,0,50313
20240425,50870.00,557,158645302632,20240130,0,50870
20240426,50669.00,-201,159111117678,20240130,0,50669
20240430,53018.00,2349,167086892475,20240130,0,53018
20240501,52068.00,-950,164376478874,20240130,0,52068
20240502,51262.00,-806,162713456387,20240130,0,51262
20240507,53457.00,2195,172245338640,20240130,0,53457
20240508,53461.00,4,172997320215,20240130,0,53461
20240509,53652.00,191,175124435846,20240130,0,53652
20240510,53543.00,-109,175722937008,20240130,0,53543
20240513,53629.00,86,176432948990,20240130,0,53629
20240514,54036.00,407,178186824165,20240130,0,54036
20240515,54684.00,648,181090065460,20240130,0,54684
20240516,54496.00,-188,180813390683,20240130,0,54496
20240517,54865.00,369,182852349594,20240130,0,54865
20240520,54948.00,83,184146197166,20240130,0,54948
20240521,55611.00,663,187088289244,20240130,0,55611
20240522,55969.00,358,189918933625,20240130,0,55969
20240523,55800.00,-169,190197909578,20240130,0,55800
20240524,55524.00,-276,190338352936,20240130,0,55524
20240527,56258.00,734,193835868621,20240130,0,56258
20240528,56281.00,23,194810439222,20240130,0,56281
20240529,56775.00,494,196518597239,20240130,0,56775
20240530,56677.00,-98,198173722184,20240130,0,56677
20240531,55340.00,-1337,194300263452,20240130,0,55340
20240603,55024.00,-316,194034583964,20240130,0,55024
20240604,55187.00,163,195601803890,20240130,0,55187
20240605,54913.00,-274,198664561775,20240130,0,54913
20240606,56299.00,1386,204500499073,20240130,0,56299
20240607,56289.00,-10,205292840880,20240130,0,56289
20240610,56584.00,295,206685562316,20240130,0,56584
20240611,56806.00,222,207776831297,20240130,0,56806
20240612,57396.00,590,211583983942,20240130,0,57396
20240613,58282.00,886,215330221166,20240130,0,58282
20240614,59304.00,1022,219748642337,20240130,0,59304
20240617,59807.00,503,222344605775,20240130,0,59807
20240618,60944.00,1137,227607185784,20240130,0,60944
20240619,60796.00,-148,227831630902,20240130,0,60796
20240620,60872.00,76,229457658513,20240130,0,60872
20240621,60487.00,-385,228004745213,20240130,0,60487
20240624,60473.00,-14,230558432574,20240130,0,60473
20240625,59363.00,-1110,227271635586,20240130,0,59363
20240626,60331.00,968,231899076876,20240130,0,60331
20240627,61752.00,1421,238047531203,20240130,0,61752
20240628,62366.00,614,241479881848,20240130,0,62366
20240701,61815.00,-551,240182152096,20240130,0,61815
20240702,63401.00,1586,247709603097,20240130,0,63401
20240703,64431.00,1030,256877730251,20240130,0,64431
20240704,65462.00,1031,262875997407,20240130,0,65462
20240705,65339.00,-123,264752375534,20240130,0,65339
20240708,66061.00,722,267681832761,20240130,0,66061
20240709,66147.00,86,272998146181,20240130,0,66147
20240710,66543.00,396,279140196190,20240130,0,66543
20240711,67148.00,605,284649270632,20240130,0,67148
20240712,63739.00,-3409,272663300760,20240130,0,63739
20240716,63677.00,-62,274770853145,20240130,0,63677
20240717,63594.00,-83,276684439414,20240130,0,63594
20240718,60472.00,-3122,266480749903,20240130,0,60472
20240719,60868.00,396,268820455603,20240130,0,60868
20240722,60173.00,-695,264886772720,20240130,0,60173
20240723,61137.00,964,269375763334,20240130,0,61137
20240724,60903.00,-234,269050318037,20240130,0,60903
20240725,56620.00,-4283,250841458441,20240130,0,56620
20240726,56578.00,-42,250985422746,20240130,0,56578
20240729,56807.00,229,250493032725,20240130,0,56807
20240730,57330.00,523,252888747466,20240130,0,57330
20240731,55710.00,-1620,246498292222,20240130,0,55710
20240801,56561.00,851,250757597806,20240130,0,56561
20240802,55005.00,-1556,244111018488,20240130,0,55005
20240805,51975.00,-3030,233231104844,20240130,0,51975
20240806,49755.00,-2220,222373670594,20240130,0,49755
20240807,51123.00,1368,222564672694,20240130,0,51123
20240808,50171.00,-952,217744718518,20240130,0,50171
20240809,52456.00,2285,228459018445,20240130,0,52456
20240813,52918.00,462,232003837172,20240130,0,52918
20240814,54484.00,1566,239822916275,20240130,0,54484
20240815,54537.00,53,241909110401,20240130,0,54537
20240816,56571.00,2034,252381108681,20240130,0,56571
20240819,56293.00,-278,252922853498,20240130,0,56293
20240820,56691.00,398,256076289327,20240130,0,56691
20240821,56313.00,-378,255917345750,20240130,0,56313
20240822,56548.00,235,257489266483,20240130,0,56548
20240823,54878.00,-1670,250119490144,20240130,0,54878
20240826,54624.00,-254,249012601332,20240130,0,54624
20240827,54546.00,-78,248832257049,20240130,0,54546
20240828,54169.00,-377,247463853755,20240130,0,54169
20240829,53453.00,-716,244352045780,20240130,0,53453
20240830,53522.00,69,244709238128,20240130,0,53522
20240902,54929.00,1407,251090998278,20240130,0,54929
20240903,55274.00,345,252658175301,20240130,0,55274
20240904,52728.00,-2546,241021133581,20240130,0,52728
20240905,52268.00,-460,242076637891,20240130,0,52268
20240906,52696.00,428,243846771278,20240130,0,52696
20240909,50321.00,-2375,233079337993,20240130,0,50321
20240910,51307.00,986,237720388936,20240130,0,51307
20240911,51587.00,280,240205371533,20240130,0,51587
20240912,53183.00,1596,247944904697,20240130,0,53183
20240913,53486.00,303,249548236284,20240130,0,53486
20240917,53082.00,-404,247930716409,20240130,0,53082
20240918,53558.00,476,250362157970,20240130,0,53558
20240919,54082.00,524,253338001577,20240130,0,54082
20240920,55511.00,1429,260226909421,20240130,0,55511
20240924,55978.00,467,262552900366,20240130,0,55978
20240925,56100.00,122,263763501283,20240130,0,56100
20240926,56489.00,389,266052771972,20240130,0,56489
20240927,56765.00,276,267702325797,20240130,0,56765
20240930,55306.00,-1459,261032646036,20240130,0,55306
20241001,56040.00,734,264964254165,20240130,0,56040
20241002,55056.00,-984,260551112560,20240130,0,55056
20241003,56580.00,1524,270220129588,20240130,0,56580
20241004,56749.00,169,271419235917,20240130,0,56749
20241007,58472.00,1723,280286896780,20240130,0,58472
20241008,57365.00,-1107,275105120455,20240130,0,57365
20241009,58694.00,1329,281682500295,20240130,0,58694
20241010,59674.00,980,287548554251,20240130,0,59674
20241011,59810.00,136,288558918534,20240130,0,59810
20241015,60338.00,528,291368722193,20240130,0,60338
20241016,59349.00,-989,286858618846,20240130,0,59349
20241017,59491.00,142,288538734267,20240130,0,59491
20241018,59826.00,335,290508496851,20240130,0,59826
20241021,60329.00,503,293296541384,20240130,0,60329
20241022,61233.00,904,298041218390,20240130,0,61233
20241023,61600.00,367,300379538957,20240130,0,61600
20241024,60774.00,-826,296490955218,20240130,0,60774
20241025,61039.00,265,297946087033,20240130,0,61039
20241028,61814.00,775,301471479652,20240130,0,61814
20241029,61603.00,-211,300859814798,20240130,0,61603
20241030,62813.00,1210,307610910127,20240130,0,62813
20241031,62744.00,-69,308029875482,20240130,0,62744
20241101,60182.00,-2562,296133161696,20240130,0,60182
20241105,60701.00,519,299214438601,20240130,0,60701
20241106,61952.00,1251,308514492306,20240130,0,61952
20241107,64296.00,2344,322798061428,20240130,0,64296
20241108,65135.00,839,327701613819,20240130,0,65135
20241111,64773.00,-362,326918839217,20240130,0,64773
20241112,65126.00,353,330404760787,20240130,0,65126
20241113,66093.00,967,336597800386,20240130,0,66093
20241114,66472.00,379,339119202045,20240130,0,66472
20241115,66649.00,177,340445462990,20240130,0,66649
20241118,63807.00,-2842,326555054251,20240130,0,63807
20241119,64249.00,442,330195540128,20240130,0,64249
20241120,65602.00,1353,338463704880,20240130,0,65602
20241121,65505.00,-97,339158189208,20240130,0,65505
20241122,65238.00,-267,338812202045,20240130,0,65238
20241125,65202.00,-36,339170669188,20240130,0,65202
20241126,64816.00,-386,337527356991,20240130,0,64816
20241127,64986.00,170,339337656275,20240130,0,64986
20241128,63566.00,-1420,332325505619,20240130,0,63566
20241129,63134.00,-432,330330320844,20240130,0,63134
20241202,63416.00,282,331806757620,20240130,0,63416
20241203,64103.00,687,336657312965,20240130,0,64103
20241204,64710.00,607,342930507308,20240130,0,64710
20241205,66405.00,1695,353489382314,20240130,0,66405
20241206,66358.00,-47,353537147575,20240130,0,66358
20241209,67032.00,674,358029409872,20240130,0,67032
20241210,67159.00,127,359297860855,20240130,0,67159
20241211,67127.00,-32,361667516962,20240130,0,67127
20241212,69348.00,2221,374430530485,20240130,0,69348
20241213,69278.00,-70,375020694910,20240130,0,69278
20241216,70651.00,1373,383448245949,20240130,0,70651
20241217,72697.00,2046,395324860553,20240130,0,72697
20241218,71601.00,-1096,391475060058,20240130,0,71601
20241219,69104.00,-2497,379290500607,20240130,0,69104
20241220,70695.00,1591,389709455738,20240130,0,70695
20241223,71006.00,311,393327176353,20240130,0,71006
20241224,72267.00,1261,402424068455,20240130,0,72267
20241225,73277.00,1010,410685807457,20240130,0,73277
20241226,73298.00,21,412263915412,20240130,0,73298
20241227,73566.00,268,413767959836,20240130,0,73566
20241230,72352.00,-1214,422033380450,20240130,0,72352
20250106,71642.00,-710,423369421315,20240130,0,71642
20250107,73167.00,1525,443868795546,20240130,0,73167
20250108,71501.00,-1666,464761962110,20240130,0,71501
20250109,71498.00,-3,472697020498,20240130,0,71498
20250110,71385.00,-113,479671756264,20240130,0,71385
20250114,69117.00,-2268,464431182935,20240130,0,69117
20250115,69088.00,-29,472924649224,20240130,0,69088
20250116,70274.00,1186,485833091115,20240130,0,70274
20250117,69087.00,-1187,480939649432,20240130,0,69087
20250120,70431.00,1344,493553014058,20240130,0,70431
20250121,70438.00,7,496095719036,20240130,0,70438
20250122,70939.00,501,499625372327,20240130,0,70939
20250123,73353.00,2414,521819309439,20240130,0,73353
20250124,73703.00,350,526409895526,20240130,0,73703
20250127,73203.00,-500,525300580780,20240130,0,73203
20250128,70297.00,-2906,507003556196,20240130,0,70297
20250129,72982.00,2685,531251135314,20240130,0,72982
20250130,71821.00,-1161,526145163499,20250130,0,71821
20250131,70885.00,-936,522234671318,20250130,0,70885
20250203,71679.00,794,530257588771,20250130,0,71679
20250204,70935.00,-744,526641619946,20250130,0,70935
20250205,71415.00,480,537886851045,20250130,0,71415
20250206,71060.00,-355,537029634266,20250130,0,71060
20250207,70937.00,-123,538027710825,20250130,0,70937
20250210,70279.00,-658,534182650025,20250130,0,70279
20250212,71843.00,1564,547322130076,20250130,0,71843
20250213,72373.00,530,555187002617,20250130,0,72373
20250214,72644.00,271,559137322435,20250130,0,72644
20250217,72430.00,-214,558376940361,20250130,0,72430
20250218,72314.00,-116,558423990482,20250130,0,72314
20250219,72065.00,-249,556498082793,20250130,0,72065
20250220,71475.00,-590,554536967776,20250130,0,71475
20250221,70149.00,-1326,544999907188,20250130,0,70149
20250225,66917.00,-3232,520681466670,20250130,0,66917
20250226,65298.00,-1619,508749159610,20250130,0,65298
20250227,66463.00,1165,519440591912,20250130,0,66463
20250228,64338.00,-2125,504172654673,20250130,0,64338
20250303,65858.00,1520,518154327338,20250130,0,65858
20250304,63337.00,-2521,499491963421,20250130,0,63337
20250305,63687.00,350,509127931713,20250130,0,63687
20250306,63923.00,236,511739832697,20250130,0,63923
20250307,60803.00,-3120,487405314931,20250130,0,60803
20250310,60630.00,-173,487021614691,20250130,0,60630
20250311,57478.00,-3152,462059036162,20250130,0,57478
20250312,58951.00,1473,477309158783,20250130,0,58951
20250313,60512.00,1561,489359969999,20250130,0,60512
20250314,58865.00,-1647,476806129464,20250130,0,58865
20250317,60969.00,2104,495016421681,20250130,0,60969
20250318,61426.00,457,499528196676,20250130,0,61426
20250319,60260.00,-1166,492016545039,20250130,0,60260
20250321,60735.00,475,497247270657,20250130,0,60735
20250324,61360.00,625,503305983162,20250130,0,61360
20250325,63122.00,1762,518981845249,20250130,0,63122
20250326,63508.00,386,523286330129,20250130,0,63508
20250327,61796.00,-1712,510659423586,20250130,0,61796
20250328,61426.00,-370,508977913837,20250130,0,61426
20250331,58747.00,-2679,487355132074,20250130,0,58747
20250401,58647.00,-100,487237356050,20250130,0,58647
20250402,59416.00,769,493296170626,20250130,0,59416
20250403,59142.00,-274,494128538641,20250130,0,59142
20250404,54549.00,-4593,456877797425,20250130,0,54549
20250407,51365.00,-3184,431789750858,20250130,0,51365
20250408,52768.00,1403,443361005564,20250130,0,52768
20250409,51302.00,-1466,430562479574,20250130,0,51302
20250410,58906.00,7604,498565016280,20250130,0,58906
20250411,54956.00,-3950,466050928242,20250130,0,54956
20250414,55990.00,1034,476900106753,20250130,0,55990
20250415,56197.00,207,479247185389,20250130,0,56197
20250416,56300.00,103,481571400878,20250130,0,56300
20250417,54320.00,-1980,465482553094,20250130,0,54320
20250418,53748.00,-572,461132531739,20250130,0,53748
20250421,53284.00,-464,457713995549,20250130,0,53284
20250422,51912.00,-1372,445927459615,20250130,0,51912
20250423,53772.00,1860,462605622801,20250130,0,53772
20250424,55961.00,2189,481466144776,20250130,0,55961
20250425,58894.00,2933,507149694596,20250130,0,58894
20250428,60124.00,1230,518528596201,20250130,0,60124
20250430,59804.00,-320,516907013190,20250130,0,59804
20250501,59991.00,187,520057193069,20250130,0,59991
20250502,62576.00,2585,543120938250,20250130,0,62576
20250507,61520.00,-1056,536760210651,20250130,0,61520
20250508,61730.00,210,539782370722,20250130,0,61730
20250509,63067.00,1337,554500902305,20250130,0,63067
20250512,62778.00,-289,554205699544,20250130,0,62778
20250513,66419.00,3641,587258494002,20250130,0,66419
20250514,67711.00,1292,600353250301,20250130,0,67711
20250515,67687.00,-24,600665384603,20250130,0,67687
20250516,66909.00,-778,593908759642,20250130,0,66909
20250519,67054.00,145,595794538519,20250130,0,67054
20250520,67310.00,256,598361226554,20250130,0,67310
20250521,66487.00,-823,591123839545,20250130,0,66487
20250522,65570.00,-917,583288312271,20250130,0,65570
20250523,66174.00,604,588771016114,20250130,0,66174
20250526,65106.00,-1068,579113366934,20250130,0,65106
20250527,64935.00,-171,577684837507,20250130,0,64935
20250528,67470.00,2535,600232520596,20250130,0,67470
20250529,68274.00,804,608372495707,20250130,0,68274
20250530,67238.00,-1036,599424593690,20250130,0,67238
20250602,67275.00,37,599522448968,20250130,0,67275
20250603,67642.00,367,602750217038,20250130,0,67642
20250604,68658.00,1016,615025179208,20250130,0,68658
20250605,68247.00,-411,613370643841,20250130,0,68247
20250606,68732.00,485,618157328143,20250130,0,68732
20250609,69720.00,988,627690509538,20250130,0,69720
20250610,69529.00,-191,626421720291,20250130,0,69529
20250611,69718.00,189,630927640915,20250130,0,69718
20250612,69380.00,-338,628324642348,20250130,0,69380
20250613,69190.00,-190,626981037450,20250130,0,69190
20250616,68973.00,-217,626056870312,20250130,0,68973
20250617,70224.00,1251,637518190391,20250130,0,70224
20250618,70204.00,-20,637418660543,20250130,0,70204
20250619,69734.00,-470,633529493588,20250130,0,69734
20250620,69940.00,206,635128383723,20250130,0,69940
20250623,69831.00,-109,634145396565,20250130,0,69831
20250624,70204.00,373,637272443893,20250130,0,70204
20250625,70869.00,665,642481229643,20250130,0,70869
20250626,71411.00,542,647194292246,20250130,0,71411
20250627,72380.00,969,656259241592,20250130,0,72380
20250630,73145.00,765,663169968898,20250130,0,73145
20250701,73028.00,-117,662689483916,20250130,0,73028
20250702,71736.00,-1292,651727368199,20250130,0,71736
20250703,72215.00,479,658435958407,20250130,0,72215
20250704,73888.00,1673,674235651688,20250130,0,73888
20250707,73772.00,-116,674981609392,20250130,0,73772
20250708,74049.00,277,677513328149,20250130,0,74049
20250709,74112.00,63,678523883732,20250130,0,74112
20250710,74469.00,357,683676082282,20250130,0,74469
20250711,73920.00,-549,678999979247,20250130,0,73920
20250714,73822.00,-98,678883360511,20250130,0,73822
20250715,74396.00,574,684381187020,20250130,0,74396
20250716,75468.00,1072,694672893006,20250130,0,75468
20250717,75085.00,-383,691599902983,20250130,0,75085
20250718,75613.00,528,696674898074,20250130,0,75613
20250722,75518.00,-95,696398992197,20250130,0,75518
20250723,74050.00,-1468,683492931010,20250130,0,74050
20250724,74198.00,148,686093011155,20250130,0,74198
20250725,75543.00,1345,699114492462,20250130,0,75543
20250728,75676.00,133,701172763695,20250130,0,75676
20250729,76551.00,875,710008540321,20250130,0,76551
20250730,76138.00,-413,707497049687,20250130,0,76138
20250731,76889.00,751,714845254685,20250130,0,76889
20250801,77766.00,877,723644229174,20250130,0,77766
20250804,74140.00,-3626,690718904393,20250130,0,74140
20250805,75234.00,1094,704168488427,20250130,0,75234
20250806,74684.00,-550,701571927089,20250130,0,74684
20250807,76145.00,1461,717425698737,20250130,0,76145
20250808,75540.00,-605,712528830160,20250130,0,75540
20250812,76780.00,1240,726286558612,20250130,0,76780
20250813,77473.00,693,735676572460,20250130,0,77473
20250814,76526.00,-947,729522446811,20250130,0,76526
20250815,77355.00,829,738184574857,20250130,0,77355
20250818,77251.00,-104,737951775644,20250130,0,77251
20250819,77455.00,204,741650321307,20250130,0,77455
20250820,75932.00,-1523,728409784736,20250130,0,75932
20250821,75230.00,-702,722245034146,20250130,0,75230
20250822,75288.00,58,723800858511,20250130,0,75288
20250825,75956.00,668,731231395711,20250130,0,75956
20250826,75895.00,-61,731444402571,20250130,0,75895
20250827,76243.00,348,737178939678,20250130,0,76243
20250828,76524.00,281,740663749585,20250130,0,76524
20250829,77446.00,922,750460228049,20250130,0,77446
20250901,76312.00,-1134,740484212798,20250130,0,76312
20250902,76341.00,29,741638013793,20250130,0,76341
20250903,76452.00,111,742711429354,20250130,0,76452
20250904,77439.00,987,758326043621,20250130,0,77439
20250905,78336.00,897,769152135070,20250130,0,78336
20250908,78982.00,646,776310457163,20250130,0,78982
20250909,79171.00,189,779661680718,20250130,0,79171
20250910,79434.00,263,787323407035,20250130,0,79434
20250911,79908.00,474,793209001394,20250130,0,79908
20250912,79597.00,-311,791805438602,20250130,0,79597
20250916,81193.00,1596,809478739319,20250130,0,81193
20250917,80450.00,-743,804551294050,20250130,0,80450
20250918,80228.00,-222,805716725355,20250130,0,80228
20250919,81845.00,1617,823605579660,20250130,0,81845
20250922,82694.00,849,834636200296,20250130,0,82694
20250924,81186.00,-1508,821326807572,20250130,0,81186
20250925,81275.00,89,825556114054,20250130,0,81275
20250926,81498.00,223,831778849017,20250130,0,81498
20250929,81530.00,32,834774557772,20250130,0,81530
20250930,81522.00,-8,836633603180,20250130,0,81522
20251001,81059.00,-463,834718307325,20250130,0,81059
20251002,80524.00,-535,830789543217,20250130,0,80524
20251003,80877.00,353,839388445691,20250130,0,80877
20251006,81725.00,848,850882545675,20250130,0,81725
20251007,82521.00,796,862245880732,20250130,0,82521
20251008,83191.00,670,872856049365,20250130,0,83191
20251009,84765.00,1574,892611370172,20250130,0,84765
20251010,85212.00,447,901549961796,20250130,0,85212
20251014,84171.00,-1041,892870370785,20250130,0,84171
20251015,82355.00,-1816,875866435613,20250130,0,82355
20251016,82153.00,-202,878168088160,20250130,0,82153
20251017,81508.00,-645,873918166146,20250130,0,81508
20251020,82391.00,883,885520321215,20250130,0,82391
20251021,83632.00,1241,900309859658,20250130,0,83632
20251022,84314.00,682,909818525578,20250130,0,84314
20251023,83342.00,-972,900755754524,20250130,0,83342
20251024,84390.00,1048,913394749709,20250130,0,84390
20251027,85430.00,1040,925899563752,20250130,0,85430
20251028,86702.00,1272,941257955433,20250130,0,86702
20251029,87377.00,675,952029390581,20250130,0,87377
20251030,88694.00,1317,968252468614,20250130,0,88694
20251031,87849.00,-845,961494687954,20250130,0,87849
20251104,88668.00,819,972665693259,20250130,0,88668
20251105,86378.00,-2290,949795988042,20250130,0,86378
20251106,86901.00,523,965582464439,20250130,0,86901
20251107,85191.00,-1710,948048184505,20250130,0,85191
20251110,85465.00,274,953399644499,20250130,0,85465
20251111,87770.00,2305,982628850049,20250130,0,87770
20251112,87581.00,-189,986587502257,20250130,0,87581
20251113,87528.00,-53,987655122137,20250130,0,87528
20251114,85545.00,-1983,967312419408,20250130,0,85545
20251117,85518.00,-27,967565651770,20250130,0,85518
20251118,85282.00,-236,965390163066,20250130,0,85282
20251119,84197.00,-1085,955219865043,20250130,0,84197
20251120,85722.00,1525,972406558986,20250130,0,85722
20251121,83981.00,-1741,952714338274,20250130,0,83981
20251125,86710.00,2729,985983458557,20250130,0,86710
20251126,87017.00,307,989919624414,20250130,0,87017
20251127,86891.00,-126,990387048020,20250130,0,86891
20251128,87290.00,399,995835714725,20250130,0,87290
20251201,87626.00,336,999666703841,20250130,0,87626
20251202,87186.00,-440,996357576283,20250130,0,87186
20251203,87786.00,600,1008321601217,20250130,0,87786
20251204,86915.00,-871,999700905829,20250130,0,86915
20251205,86783.00,-132,1000042780155,20250130,0,86783
20251208,87173.00,390,1005368497390,20250130,0,87173
20251209,87531.00,358,1011063089177,20250130,0,87531
20251210,88204.00,673,1025632778014,20250130,0,88204
20251211,87483.00,-721,1018558138886,20250130,0,87483
20251212,87031.00,-452,1014804287299,20250130,0,87031
20251215,85153.00,-1878,993631841447,20250130,0,85153
20251216,82588.00,-2565,965990703516,20250130,0,82588
20251217,82771.00,183,969618675880,20250130,0,82771
20251218,81658.00,-1113,956585944754,20250130,0,81658
20251219,82684.00,1026,970518258652,20250130,0,82684
20251222,84617.00,1933,998266326345,20250130,0,84617
20251223,84266.00,-351,995598542180,20250130,0,84266
20251224,84772.00,506,1003986369161,20250130,0,84772
20251225,84683.00,-89,1003374135890,20250130,0,84683
20251226,85002.00,319,1006887614749,20250130,0,85002
20251229,84925.00,-77,1005977796257,20250130,0,84925
20251230,84389.00,-536,1004709192219,20250130,0,84389
20260105,82752.00,-1637,987749940089,20250130,0,82752
20260106,82953.00,201,991483231399,20250130,0,82953
20260107,83320.00,367,1014803507241,20250130,0,83320
20260108,84064.00,744,1027363355768,20250130,0,84064
20260109,83353.00,-711,1023004339556,20250130,0,83353
20260113,84666.00,1313,1044517744319,20250130,0,84666
20260114,85099.00,433,1052040801218,20250130,0,85099
20260115,83273.00,-1826,1032774261797,20250130,0,83273
20260116,83376.00,103,1033392371420,20250130,0,83376
20260119,82531.00,-845,1023814478928,20250130,0,82531
