date,orcan_start_100,emaxis-sp_start_100
2024-04-05,118.06143276746155,119.48702577716878
2024-04-08,119.32095385074923,121.46099169307185
2024-04-09,119.7241997311694,121.56375781450714
2024-04-10,119.69930801015582,121.62370471867774
2024-04-11,119.59476278189874,121.41817247580715
2024-04-12,120.14735898840046,122.38588678598956
2024-04-15,118.90277293772091,120.91290571208357
2024-04-16,118.32030666600288,120.20210670548943
2024-04-17,117.77268880370389,120.24492592275413
2024-04-18,117.23502762981033,119.29433929947761
2024-04-19,117.22009259720217,119.26864776911879
2024-04-22,116.5430377856325,118.25383231994519
2024-04-23,117.54368497037886,119.32859467328937
2024-04-24,119.0620799522079,120.7630384516571
2024-04-25,119.5051525862498,121.31112443264539
2024-04-26,119.2861054413302,120.93431532071594
2024-04-30,121.82008264051376,123.45636721760727
2024-05-01,120.94389406083536,122.34734949045132
2024-05-02,119.46034748842536,120.51468699152178
2024-05-07,121.21272464778214,122.80979703691017
2024-05-08,121.97441131079802,123.65333561702492
2024-05-09,122.54692089411061,124.20998544146613
2024-05-10,123.14930054263952,124.90365676115441
2024-05-13,123.6919400607358,125.34897662070736
2024-05-14,124.12007766216956,125.62730153292799
2024-05-15,124.7871757853338,126.38520167851333
2024-05-16,124.19973116941306,125.77288687162797
2024-05-17,125.34475033603823,126.86905883360453
2024-05-20,125.83262806790461,127.29296908452514
2024-05-21,126.39518096281176,127.89243812623106
2024-05-22,126.2408522925275,128.08084268219577
2024-05-23,126.37028924179819,128.21786417744283
2024-05-24,125.7977796584856,127.46852787531044
2024-05-27,126.13132872006771,128.12366189946047
2024-05-28,126.4300293722308,128.17932688190461
2024-05-29,126.49474784686615,128.5903913676458
2024-05-30,125.3895554338627,127.81964545688105
2024-05-31,124.4287350027381,126.3595101481545
2024-06-03,125.51899238313338,127.74257086580458
2024-06-04,125.39951212226813,127.31866061488395
2024-06-05,124.13003435057499,126.56504239102509
2024-06-06,125.85751978891821,128.46621563757813
2024-06-07,126.14626375267586,128.46621563757813
2024-06-10,126.69885995917758,129.33116382632525
2024-06-11,127.06725743017873,129.9391967114841
2024-06-12,126.81336187584009,130.18754817161943
2024-06-13,127.62981032508587,131.0310867517342
2024-06-14,127.80903071638372,131.6905026976107
2024-06-17,127.57504853885597,131.85321572321658
2024-06-18,128.46617215114253,133.0521538066284
2024-06-19,129.1382486185095,133.57883017898433
2024-06-20,129.43694927067259,133.7458251263167
2024-06-21,130.03435057499874,134.20399075104908
2024-06-24,130.2932244735401,134.65787445405496
2024-06-25,130.13889580325585,133.9813308212726
2024-06-26,130.61183850251405,134.69212982786672
2024-06-27,131.32374172350276,135.74976449430505
2024-06-28,131.637377408274,136.11800976278155
2024-07-01,131.54776721262508,135.70694527704032
2024-07-02,132.26962712201922,136.47769118780508
2024-07-03,132.69278637925026,137.24415517684335
2024-07-04,133.5789316473341,137.82649653164341
2024-07-05,133.65360681037487,137.57386314978163
2024-07-08,133.7133469408075,137.99777340070221
2024-07-09,134.022004281376,138.2932259998287
2024-07-10,134.4551202270125,138.914104650167
2024-07-11,135.81918653855726,140.50269761068768
2024-07-12,133.31010106038732,137.0214952470669
2024-07-16,133.59884502414496,137.60383660186693
2024-07-17,134.22113804948475,138.5758328337758
2024-07-18,130.57201174889232,134.32388455939025
2024-07-19,130.89062577786626,134.6707202192344
2024-07-22,129.92482700253896,133.75438896976962
2024-07-23,130.33802957136456,134.51657103708143
2024-07-24,129.3921441728481,133.55742057035198
2024-07-25,125.00124458605069,128.36773143786934
2024-07-26,124.92656942300991,128.34632182923696
2024-07-29,125.9371732961617,129.45962147811937
2024-07-30,126.16119878528403,129.83643059004882
2024-07-31,124.59302036142779,127.81964545688105
2024-08-01,123.87613879623638,127.44283634495162
2024-08-02,121.84497436152735,125.61873768947504
2024-08-05,115.83611290884652,119.97516485398647
2024-08-06,112.94867327126998,116.00154149182154
2024-08-07,115.4726937820481,118.86186520510404
2024-08-08,114.68611539801863,117.2689903228569
2024-08-09,117.62333847762234,121.16982101567184
2024-08-13,118.33026335440833,121.50809283206303
2024-08-14,119.84865833623736,123.36644686135136
2024-08-15,120.57549658983422,124.06868202449259
2024-08-16,123.66704833972221,127.59270360537809
2024-08-19,123.23393239408573,126.8305215380663
2024-08-20,123.25882411509932,126.79198424252805
2024-08-21,122.4025489122318,125.81142416716622
2024-08-22,122.69129287598946,126.17966943564272
2024-08-23,122.68133618758401,125.79429648026034
2024-08-26,121.73047244486483,124.88224715252205
2024-08-27,122.52202917309702,125.61873768947504
2024-08-28,122.23826355354208,125.3147212468956
2024-08-29,121.87982277094638,124.79232679626617
2024-08-30,122.22332852093393,125.02355056949558
2024-09-02,124.23457957883208,127.55416630983987
2024-09-03,124.97137452083437,128.35916759441636
2024-09-04,121.23761636879573,124.15432045902202
2024-09-05,119.44043411161446,122.58713710713369
2024-09-06,118.76337930004482,121.75644429219834
2024-09-09,116.67745307910589,119.28577545602465
2024-09-10,118.11121620948872,121.31112443264539
2024-09-11,117.12550405735051,120.65599040849533
2024-09-12,118.64887738338228,122.5700094202278
2024-09-13,118.72853089062578,122.36019525563073
2024-09-17,118.93264300293723,122.54003596814252
2024-09-18,119.78891820580475,123.31506380063372
2024-09-19,121.09324438691691,124.71097028346321
2024-09-20,122.41748394483996,126.05977562730153
2024-09-24,123.20406232886943,127.03605378093687
2024-09-25,123.62224324189775,126.9889526419457
2024-09-26,124.57310698461693,127.88387428277812
2024-09-27,126.44994274904167,129.22839770488997
2024-09-30,124.02548912231792,126.58217007793098
2024-10-01,125.30990192661922,128.34632182923696
2024-10-02,124.16488275999401,127.00179840712511
2024-10-03,127.05232239757056,129.84499443350174
2024-10-04,126.25080898093294,129.2797807656076
2024-10-07,128.58565241200776,132.02021067054895
2024-10-08,127.37591477074726,130.24749507579
2024-10-09,127.9683377308707,131.82324227113128
2024-10-10,129.48673271269973,133.80149010876082
2024-10-11,128.7897645243192,132.83805772030487
2024-10-15,131.07980285756958,135.62130684251093
2024-10-16,129.6609747597949,134.25537381176673
2024-10-17,130.22850599890475,135.19739659159032
2024-10-18,130.68153532135213,135.62130684251093
2024-10-21,130.77114551700103,135.53138648625503
2024-10-22,131.3088066908946,136.47340926607862
2024-10-23,131.56768058943595,136.9786760298022
2024-10-24,131.8215761437746,136.99580371670805
2024-10-25,131.44820032857072,136.7260426479404
2024-10-28,132.49863095534425,137.83934229682282
2024-10-29,132.5434360531687,137.74085809711397
2024-10-30,132.9217902125753,138.30178984328168
2024-10-31,132.538457708966,138.14335873940223
2024-11-01,129.24777219096927,134.17829922069023
2024-11-05,130.00945885398517,134.69212982786672
2024-11-06,131.68716085030118,136.7260426479404
2024-11-07,135.0525215313387,141.82152950244068
2024-11-08,134.95793299148704,141.49182152950243
2024-11-11,134.9479763030816,142.05275327567014
2024-11-12,135.68477124508388,142.83634495161428
2024-11-13,135.58520436102953,143.48291513231138
2024-11-14,136.01334196246327,144.26222488652905
2024-11-15,136.35186936824812,144.39068253832318
2024-11-18,132.96659531039975,140.23721846364649
2024-11-19,133.6884552197939,140.9223259398818
2024-11-20,134.47005525962066,141.87291256315834
2024-11-21,134.5098820132424,142.08272672775541
2024-11-22,134.49494698063424,142.29682281407895
2024-11-25,134.98780305670334,142.5408923524878
2024-11-26,135.09234828496042,142.9648026034084
2024-11-27,134.30576990093095,142.51948274385543
2024-11-28,133.2204908647384,140.9565813136936
2024-11-29,132.35425897346542,139.9974308469641
2024-12-02,132.5434360531687,140.3100111329965
2024-12-03,132.78737491910192,140.42134109788472
2024-12-04,132.9516602777916,140.35711227198766
2024-12-05,134.1564195748494,141.74445491136422
2024-12-06,133.87265395529445,141.18352316519653
2024-12-09,133.94732911833523,141.34623619080241
2024-12-10,134.93304127047344,142.08272672775541
2024-12-11,134.69905909294567,141.96283291941424
2024-12-12,135.99342858565242,143.6285004710114
2024-12-13,135.84407825957086,143.43581399332018
2024-12-16,136.44645790809977,144.2879164168879
2024-12-17,137.02394583561508,145.1828380577203
2024-12-18,135.9336884552198,144.125203391282
2024-12-19,133.7432170060238,140.96514515714654
2024-12-20,135.6100960820431,143.5813993320202
2024-12-23,135.53044257479962,144.01815534812025
2024-12-24,136.90944391895258,145.74805172561446
2024-12-25,137.99970129934783,147.28954354714398
2024-12-26,138.1241599044158,147.33664468613514
2024-12-27,138.77632299497188,147.9874967885587
2024-12-30,137.83043759645543,146.36464845422626
2025-01-06,136.77005028127644,145.27704033570265
2025-01-07,138.24364016528102,146.55305301019098
2025-01-08,136.99407577039878,144.81031086751733
2025-01-09,137.15338278488576,145.3455510833262
2025-01-10,136.89948723054712,145.11432731009677
2025-01-14,134.27092149151193,142.5708658045731
2025-01-15,135.117240005974,143.2003082983643
2025-01-16,135.7644247523274,144.33929947760555
2025-01-17,134.92308458206801,142.9219833861437
2025-01-20,136.7551152486683,145.12289115354972
2025-01-21,137.1434260964803,145.1400188404556
2025-01-22,137.82048090805,145.89791898604093
2025-01-23,139.24428735002738,147.69204418943224
2025-01-24,139.692338328272,148.31720476149698
2025-01-27,139.0551102703241,147.21675087779397
2025-01-28,137.12351271966944,144.63475207673204
2025-01-29,138.57718922686314,146.48454226256743
2025-01-30,137.53671528849506,144.93876851931148
2025-01-31,137.92502613630705,145.3926522223174
2025-02-03,137.9947229551451,145.86366361222917
2025-02-04,136.84970378851992,144.42921983386142
2025-02-05,136.90944391895258,144.2750706517085
2025-02-06,136.2423457957883,143.47006936713197
2025-02-07,135.69970627769203,142.7592703605378
2025-02-10,135.24667695524468,142.0270617453113
2025-02-12,137.20814457111567,144.27078872998203
2025-02-13,138.31333698411908,145.06294424937911
2025-02-14,138.2635535420919,144.9644600496703
2025-02-17,137.69104395877932,144.125203391282
2025-02-18,137.6313038283467,143.89826153977904
2025-02-19,138.3780554587544,144.716108589535
2025-02-20,137.3276248319809,144.0952299391967
2025-02-21,135.81918653855726,142.28397704889954
2025-02-25,134.00706924876786,139.50929177014643
2025-02-26,132.3990640712899,137.6509377408581
2025-02-27,133.0064220640215,137.96779994861694
2025-02-28,131.3884601981381,136.16939282349918
2025-03-03,133.36486284661723,139.16245611030232
2025-03-04,130.98521431771792,135.54851417316092
2025-03-05,130.22850599890475,134.44377836773145
2025-03-06,131.637377408274,135.38151922582855
2025-03-07,129.0386817344551,131.9217264708401
2025-03-10,128.84950465475183,132.0416202791813
2025-03-11,125.28998854980833,127.89243812623106
2025-03-12,125.64842933240404,128.13650766463988
2025-03-13,126.46985612585253,128.96720047957524
2025-03-14,125.13565987952407,127.22017641517513
2025-03-17,127.85881415841092,130.37595272758412
2025-03-18,129.54149449892967,131.82752419285774
2025-03-19,129.07353014387414,130.56863920527533
2025-03-21,129.1183352416986,131.14669863834888
2025-03-24,129.5016677453079,131.9088807056607
2025-03-25,132.0456016328969,135.26590733921384
2025-03-26,131.65729078508488,134.81202363620793
2025-03-27,130.7860805496092,133.64734092660785
2025-03-28,130.79105889381194,133.6730324569667
2025-03-31,127.34106636132823,129.65658987753704
2025-04-01,127.42569821277444,130.64999571807826
2025-04-02,128.10773136854684,131.16382632525477
2025-04-03,127.02743067655697,130.27746852787533
2025-04-04,120.93891571663265,122.47580714224544
2025-04-07,113.93936376761089,114.97388027746854
2025-04-08,113.64066311544781,116.27130256058919
2025-04-09,111.04196744162891,112.5974137192772
2025-04-10,119.13177677104596,124.59964031857498
2025-04-11,115.11923134365509,117.5473152350775
2025-04-14,116.64260466968686,119.41851502954526
2025-04-15,118.29541494498929,120.71165539093944
2025-04-16,118.00169263702894,119.91521794981588
2025-04-17,116.09000846318513,116.9007450543804
2025-04-18,116.31901229651018,117.00351117581572
2025-04-21,115.45775874943993,116.00154149182154
2025-04-22,113.53611788719071,113.04701550055665
2025-04-23,116.39866580375366,116.82795238503041
2025-04-24,118.90277293772091,119.49558962062174
2025-04-25,120.82441379997013,122.0433330478719
2025-04-28,122.02419475282522,123.41354800034254
2025-04-30,122.06402150644695,123.26796266164254
2025-05-01,122.73111962961119,123.88027746852788
2025-05-02,125.5289490715388,127.21589449344866
2025-05-07,124.0752725643451,124.70668836173675
2025-05-08,124.77224075272564,125.7857326368074
2025-05-09,127.00253895554339,128.43196026376637
2025-05-12,127.30621795190919,128.48334332448403
2025-05-13,132.00079653507245,134.44377836773145
2025-05-14,132.379150694479,134.89766207073734
2025-05-15,131.67222581769303,134.0798150209814
2025-05-16,131.18434808582666,133.55742057035198
2025-05-19,131.7469009807338,134.37954954183436
2025-05-20,132.21984367999204,134.86768861865207
2025-05-21,131.3038283466919,133.3818617795667
2025-05-22,129.20794543734755,130.3973623362165
2025-05-23,129.3871658286454,130.84268219576947
2025-05-26,127.99322945188429,128.91581741885759
2025-05-27,127.9384676656544,128.5775456024664
2025-05-28,130.97525762931247,132.7738288944078
2025-05-29,132.01573156768058,133.86143701293142
2025-05-30,130.74625379598746,132.3927378607519
2025-06-02,130.38781301339176,132.17007793097542
2025-06-03,130.12396077064767,131.99023721846365
2025-06-04,131.6921391945039,133.84430932602552
2025-06-05,130.9204958430826,132.67962661642545
2025-06-06,131.63239906407128,132.94082384174018
2025-06-09,133.4992781400906,135.38580114755504
2025-06-10,133.5540399263205,135.3429819302903
2025-06-11,134.2908348683228,136.30641431874625
2025-06-12,133.5839099915368,135.16314121777856
2025-06-13,132.84711504953452,134.7006936713197
2025-06-16,132.7126997560611,134.44377836773145
2025-06-17,134.41031512918804,136.34923353601096
2025-06-18,133.60880171255042,135.47143958208443
2025-06-19,133.0611838502514,135.021837800805
2025-06-20,133.1109672922786,135.42433844309326
2025-06-23,133.89754567630806,136.20364819731094
2025-06-24,134.2410514262956,136.78170763038452
2025-06-25,135.33130880669088,137.67662927121694
2025-06-26,135.19191516901478,137.43255973280807
2025-06-27,135.96853686463882,138.3274813736405
2025-06-30,136.90446557474985,139.27806799691703
2025-07-01,136.40663115447802,138.92266849361994
2025-07-02,136.2622591725992,138.7813650766464
2025-07-03,136.78996365808732,139.3808341183523
2025-07-04,138.5423408174441,141.53464074676717
2025-07-07,138.1490516254294,141.31626273871714
2025-07-08,138.91073828844526,141.83865718934658
2025-07-09,139.67740329566388,142.51520082212897
2025-07-10,139.42848608552796,142.40387085724075
2025-07-11,140.42913327027432,143.5642716451143
2025-07-14,140.23497784636828,143.44009591504667
2025-07-15,140.98670782097875,144.29648026034084
2025-07-16,141.7683078608055,145.06294424937911
2025-07-17,141.5243689948723,144.9944335017556
2025-07-18,142.46527604918603,145.95358396848505
2025-07-22,141.75337282819734,144.95589620621735
2025-07-23,141.1460148354657,144.07810225229082
2025-07-24,142.50510280280778,145.22137535325854
2025-07-25,143.35142131726988,146.24047272415862
2025-07-28,143.8243640165281,147.17393166052926
2025-07-29,144.08323791506945,147.96608717992635
2025-07-30,143.58540349479762,147.2381604864263
2025-07-31,144.2624583063673,148.18874710970283
2025-08-01,144.8847513317071,149.03656761154406
2025-08-04,140.05077911086772,143.58996317547314
2025-08-05,141.23064668691194,145.05866232765266
2025-08-06,141.67869766515656,144.99871542348205
2025-08-07,142.62956140787574,146.09060546373212
2025-08-08,142.7241499477274,145.57249293482914
2025-08-12,144.232588241151,147.55930461591163
2025-08-13,145.0291233135859,148.60837543889699
2025-08-14,144.59600736794943,147.9318318061146
2025-08-15,145.5269577338577,148.9594930204676
2025-08-18,145.31786727734354,148.3985612742999
2025-08-19,145.59665455269578,148.79249807313522
2025-08-20,144.82501120127444,147.76055493705576
2025-08-21,144.3172200925972,147.17393166052926
2025-08-22,144.9494698063424,147.62781536353515
2025-08-25,145.81072335341264,148.78393422968227
2025-08-26,145.06397172300493,147.85903913676458
2025-08-27,145.51202270124958,148.87385458593815
2025-08-28,145.6763080599393,149.09651451571466
2025-08-29,145.4921093244387,149.06225914190287
2025-09-01,145.06397172300493,148.48419970882932
2025-09-02,145.2979539005327,148.5441466129999
2025-09-03,145.45726091501967,148.99374839427935
2025-09-04,145.48215263603325,148.9851845508264
2025-09-05,146.66202021207746,150.47101138991178
2025-09-08,146.95076417583513,150.2355056949559
2025-09-09,146.44795141136058,149.44335017555878
2025-09-10,146.93085079902423,150.0042819217265
2025-09-11,147.4386419077015,150.49242099854413
2025-09-12,148.31980883158263,151.50295452599127
2025-09-16,149.3254343605317,152.41500385372956
2025-09-17,148.32478717578533,151.21178384859124
2025-09-18,148.6732712699756,151.51151836944422
2025-09-19,150.21655797281824,153.34418086837374
2025-09-22,150.82391596554984,154.34186863064144
2025-09-24,150.51525862498133,153.72527190202962
2025-09-25,151.01309304525316,154.23910250920613
2025-09-26,151.07781151988848,154.51742742142673
2025-09-29,151.1325733061184,154.83428962918558
2025-09-30,151.39144720465973,154.89851845508264
2025-10-01,151.16742171553742,154.80003425537382
2025-10-02,150.85378603076614,154.30761325682965
2025-10-03,151.61547269378204,154.628757386315
2025-10-06,154.37347538208792,157.1508092832063
2025-10-07,155.40399263205057,158.45679540977991
2025-10-08,156.65355702693284,159.78419114498587
2025-10-09,157.8732513565988,161.16725186263594
2025-10-10,157.56459401603027,161.09874111501242
2025-10-14,155.04057350525215,158.56812537466817
2025-10-15,154.11460148354655,157.47195341269162
2025-10-16,154.27390849803356,157.13368159630042
2025-10-17,153.37282819734156,155.57506208786504
2025-10-20,154.36351869368247,157.24929348291514
2025-10-21,155.56827799074028,158.46964117495932
2025-10-22,156.63862199432467,159.68142502355056
2025-10-23,156.44446657041868,159.40738203305645
2025-10-24,157.71892268631453,160.79044275070652
2025-10-27,159.1676208493055,162.3918814764066
2025-10-28,160.29272663911982,163.92480945448318
2025-10-29,159.48623487827948,163.2568296651537
2025-10-30,160.7258425847563,164.54568810482144
2025-10-31,160.84034450141883,164.3016185664126
2025-11-04,161.33817892169066,165.3292797807656
2025-11-05,158.5901329217902,162.4518283805772
2025-11-06,159.72519540000997,163.63363877708315
2025-11-07,157.74381440732813,160.96600154149183
2025-11-10,158.39597749788422,161.90802432131542
2025-11-11,161.049434957933,164.87967799948618
2025-11-12,161.68666301588092,165.13231138134793
2025-11-13,162.83168218250609,166.04436070908625
2025-11-14,160.5516005376612,162.995632439839
2025-11-17,159.83969731667247,162.89714824013018
2025-11-18,159.03818390003485,162.08786503382717
2025-11-19,157.64424752327375,160.9702834632183
2025-11-20,159.69532533479364,163.3938511604008
2025-11-21,158.3909991536815,161.07733150638006
2025-11-25,160.0388310847812,164.53284233964203
2025-11-26,161.17389356300095,165.51340241500384
2025-11-27,162.10982227311197,166.15997259570094
2025-11-28,162.81674714989794,166.92643658473924
2025-12-01,162.65744013541098,167.00779309754216
2025-12-02,161.85592671877333,165.95444035283035
2025-12-03,162.47821974411312,166.51537209899803
2025-12-04,162.5877433165729,166.4468613513745
2025-12-05,162.62259172599192,166.44257942964802
2025-12-08,163.11046945785833,166.9135908195598
2025-12-09,163.49380196146763,167.19191573178043
2025-12-10,164.10613829840196,167.9583797208187
2025-12-11,164.03146313536118,168.0054808598099
2025-12-12,164.41479563897047,168.18532157232167
2025-12-15,163.60332553392743,166.72946818532156
2025-12-16,162.31891272962613,165.53053010190973
2025-12-17,161.24856872604173,164.67842767834205
2025-12-18,160.890127943446,163.74068682024492
2025-12-19,162.26415094339623,165.29502440695384
2025-12-22,165.31089759545975,168.6477691187805
2025-12-23,165.54985811719024,168.80191830093344
2025-12-24,165.74899188529895,168.99888670035114
2025-12-25,165.79379698312343,169.21726470840113
2025-12-26,166.40613332005776,169.85527104564528
2025-12-29,166.4160900084632,169.7781964545688
2025-12-30,166.10245432369194,169.28577545602465
2026-01-05,166.8093792004779,168.95178556135994
2026-01-06,167.7054811569672,169.3971054209129
2026-01-07,168.556778015632,170.40763894836002
2026-01-08,168.1236620699955,170.0308298364306
2026-01-09,168.27301239607706,170.3562558876424
2026-01-13,171.10071190322097,172.9939196711484
2026-01-14,172.02668392492657,173.72612828637492
2026-01-15,170.976253298153,172.06474265650425
2026-01-16,171.42430427639766,172.71987668065427
2026-01-19,170.3041768307861,171.2939967457395
2026-01-20,170.56802907353014,171.98766806542775
2026-01-21,168.13859710260368,168.50646570180697
2026-01-22,169.41305321849953,170.4847135394365
2026-01-23,171.04097177278837,171.79926350946303
2026-01-26,167.461542291034,167.7828209300334
2026-01-27,167.5411957982775,168.05686392052755
2026-01-28,166.89401105192414,166.7080585766892
2026-01-29,167.7054811569672,167.44026719191572
2026-01-30,167.92950664608952,167.77853900830692
2026-02-02,168.37755762433414,168.84045559647168
2026-02-03,169.42798825110768,170.09505866232766
2026-02-04,169.49768506994573,169.17444549113642
2026-02-05,169.68686214964904,169.16588164768348
2026-02-06,167.67063274754815,167.05917615825982
2026-02-09,170.57300741773287,170.50612314806887
2026-02-10,171.3994125553841,170.45902200907767
2026-02-12,168.55179967142928,166.80654277639803
2026-02-13,166.10743266789464,163.80491564614198
2026-02-16,166.12734604470555,164.05754902800376
2026-02-17,166.3115447802061,164.32302817504495
2026-02-18,166.56544033454472,164.4043846878479
2026-02-19,169.08448250112014,166.99494733236278
2026-02-20,169.04465574749838,166.9307185064657
2026-02-24,168.6911933091054,166.04007878735976
2026-02-25,170.78209787424703,168.3694442065599
2026-02-26,172.7684572111316,170.09934058405412
2026-02-27,171.96196545029125,168.8104821443864
2026-03-02,171.97192213869667,168.87471097028345
2026-03-03,171.9171603524668,169.9880106191659
2026-03-04,168.84054363518695,168.59638605806288
2026-03-05,168.5318862946184,168.73340755330992
2026-03-06,168.70612834171354,168.69487025777167
2026-03-09,167.61587096131828,167.80423053866576
