date,emaxis-sp_start_100,rakuten-nasdaq_start_100
2026-07-30,169.09650134563628,178.54000000000002
2026-07-31,168.97347174163784,181.39000000000001
2026-08-03,164.9442522106882,176.89
2026-08-04,169.1426374471357,181.91
2026-08-05,172.32218377547096,188.13
2026-08-06,172.29142637447137,186.84
2026-08-07,172.91426374471357,187.12
2026-08-10,173.2641291810842,188.54999999999998
2026-08-12,174.1676278354479,188.98999999999998
2026-08-13,174.640522875817,190.39
2026-08-14,175.80545943867742,192.6
2026-08-17,175.18262206843522,191.98
2026-08-18,174.7135717031911,192.13
2026-08-19,173.43713956170703,188.82000000000002
2026-08-20,172.77970011534026,187.29
2026-08-21,172.01076509034988,186.73
2026-08-24,172.4067666282199,186.95999999999998
2026-08-25,172.37985390234525,185.63
2026-08-26,172.8296808919646,186.7
2026-08-27,172.84890426758938,186.86
2026-08-28,174.33294886582084,189.78
2026-08-31,174.57900807381776,189.19
2026-09-01,173.7677816224529,189.08
2026-09-02,173.07574009996156,187.21
2026-09-03,172.160707420223,185.79000000000002
2026-09-04,170.67281814686658,184.38000000000002
2026-09-07,170.34986543637064,185.10999999999999
2026-09-08,167.9354094579008,182.48
2026-09-09,166.958861976163,182.26
2026-09-10,166.14763552479818,181.70999999999998
2026-09-11,166.17839292579777,180.85
