date,rakuten-sp_start_100,rakuten-nasdaq_start_100
2025-12-03,149.4989633724948,159.58
2025-12-04,149.42121630960608,159.35
2025-12-05,149.42121630960608,159.02
2025-12-08,149.84450587422253,159.84
2025-12-09,150.0950241879751,160.26
2025-12-10,150.77747062888736,161.4
2025-12-11,150.82066344160333,161.03
2025-12-12,150.9934346924672,160.3
2025-12-15,149.68037318590186,157.56
2025-12-16,148.60055286800275,155.85
2025-12-17,147.8317208016586,155.82
2025-12-18,146.9937802349689,153.73000000000002
2025-12-19,148.39322736696613,156.29
2025-12-22,151.39944713199725,160.12
2025-12-23,151.53766413268832,159.97
2025-12-24,151.71907394609536,160.22
2025-12-25,151.90912232204562,160.34
2025-12-26,152.48790601243954,160.94
2025-12-29,152.41015894955078,160.82
2025-12-30,151.96959225984796,160.17
2026-01-05,151.6758811333794,158.92
2026-01-06,152.07325501036627,159.56
2026-01-07,152.98030407740154,161.0
2026-01-08,152.63476157567382,161.29
2026-01-09,152.93711126468557,160.66
2026-01-13,155.3040774015204,163.61
2026-01-14,155.96060815480303,164.32
2026-01-15,154.4747753973739,161.88
2026-01-16,155.05355908776778,162.59
2026-01-19,153.77505183137527,161.23000000000002
2026-01-20,154.40566689702834,161.88
2026-01-21,151.27850725639254,158.5
2026-01-22,153.05805114029025,160.67000000000002
2026-01-23,154.23289564616448,162.24
2026-01-26,150.6219765031099,158.92
2026-01-27,150.87249481686246,159.06
2026-01-28,149.66309606081546,158.51999999999998
2026-01-29,150.31962681409814,159.75
2026-01-30,150.6219765031099,159.42000000000002
2026-02-02,151.5722183828611,159.06
2026-02-03,152.69523151347616,160.54
2026-02-04,151.86592950932965,158.51999999999998
2026-02-05,151.85729094678646,156.49
2026-02-06,149.9654457498272,154.31
2026-02-09,153.06668970283346,157.77
2026-02-10,153.02349689011749,158.18
2026-02-12,149.74084312370422,154.89
2026-02-13,147.04561161022806,151.37
2026-02-16,147.27021423635108,151.79
2026-02-17,147.51209398756046,152.04
2026-02-18,147.581202487906,151.75
