date,rakuten-vti_start_100,sbi-vti_start_100
2024-04-05,119.22060489114476,119.20941762530501
2024-04-08,121.06212508913966,121.04523073579294
2024-04-09,121.34737195352155,121.32652411614293
2024-04-10,121.38932002181299,121.37093933009137
2024-04-11,120.97822895255675,120.95640052793763
2024-04-12,121.86333319350643,121.84469707603076
2024-04-15,120.39515080330551,120.37900771975166
2024-04-16,119.66105960820504,119.65356529794995
2024-04-17,119.58555308528042,119.57954042324272
2024-04-18,118.6333319350644,118.63202443140486
2024-04-19,118.6165527077478,118.61721915475583
2024-04-22,117.71466923948152,117.72152036799099
2024-04-23,118.90599437895885,118.90591540719815
2024-04-24,120.3280338940392,120.31978759741222
2024-04-25,120.87755358865724,120.86757110400058
2024-04-26,120.48324174671757,120.47523980289985
2024-04-30,122.97495700323,122.95506840593559
2024-05-01,121.77524225009438,121.75586795096156
2024-05-02,120.05956625697387,120.06070118091674
2024-05-07,122.44221653592852,122.42949281218118
2024-05-08,123.22245060614958,123.20675236313336
2024-05-09,123.69226897101389,123.67310840184066
2024-05-10,124.45991862074752,124.43556300898668
2024-05-13,124.79969797390831,124.77607719409389
2024-05-14,125.1688409748731,125.14620047187475
2024-05-15,125.91551659046101,125.89385015419583
2024-05-16,125.35341247535553,125.33126201131925
2024-05-17,126.34758169386299,126.31579046023558
2024-05-20,126.79642602458156,126.75993825317815
2024-05-21,127.39628340114936,127.35953811310334
2024-05-22,127.53051721968203,127.49278293547263
2024-05-23,127.57246528797349,127.53719759626388
2024-05-24,126.68316624019465,126.6489010150059
2024-05-27,127.36272494651621,127.32992888394487
2024-05-28,127.41725743529511,127.38174579850421
2024-05-29,127.79059524308907,127.75187002054874
2024-05-30,126.91807542262679,126.8857813278192
2024-05-31,125.59251646461679,125.56814100705171
2024-06-03,126.91388061579765,126.88578150493935
2024-06-04,126.38114014849616,126.35280285515911
2024-06-05,125.42472419145099,125.39788396641308
2024-06-06,127.35014052602878,127.30772132675602
2024-06-07,127.26204958261671,127.2262940351182
2024-06-10,128.00033558454632,127.95913911723049
2024-06-11,128.69247871135534,128.6475695224123
2024-06-12,128.8099333025714,128.76600890729313
2024-06-13,129.75795964595832,129.70612310002485
2024-06-14,130.16905071521455,130.10585661843942
2024-06-17,130.24875204496834,130.19468639204567
2024-06-18,131.41490834347078,131.35687446791172
2024-06-19,131.9308695834557,131.86024320585398
2024-06-20,132.0986618566215,132.03049983327895
2024-06-21,132.5517009941692,132.4746477941081
2024-06-24,132.9921557112295,132.9187955457674
2024-06-25,132.50136331221947,132.43023257491961
2024-06-26,133.12219472293302,133.0520401917426
2024-06-27,133.9527664751038,133.86631202511404
2024-06-28,134.51067578338018,134.42889992669393
2024-07-01,134.13733797558623,134.0587768365258
2024-07-02,134.80850706824953,134.72499935565588
2024-07-03,135.50484500188767,135.42083242132793
2024-07-04,135.94529971894792,135.85017604526982
2024-07-05,135.68941650237008,135.5984918581178
2024-07-08,136.05855950333486,135.96121239989856
2024-07-09,136.39414404966652,136.29432416833893
2024-07-10,136.86815722135998,136.76808187620486
2024-07-11,138.34892403204833,138.2337720701202
2024-07-12,135.49226058140022,135.39862505171646
2024-07-16,136.39833885649566,136.30912935371177
2024-07-17,137.6106380301187,137.51573231438564
2024-07-18,133.3612987121943,133.29632334821014
2024-07-19,133.58362347413902,133.51099441103597
2024-07-22,132.78661017660136,132.72633294045303
2024-07-23,133.4913377238978,133.42956748837807
2024-07-24,132.6523763580687,132.59308818972372
2024-07-25,127.57666009480263,127.55200372529008
2024-07-26,127.72347833382274,127.70005333601402
2024-07-29,128.93577750744578,128.9066566609716
2024-07-30,129.21682956499853,129.18054850157887
2024-07-31,127.30399765090819,127.29291840548731
2024-08-01,126.8006208314107,126.78955001601548
2024-08-02,124.73677587147111,124.73166306288405
2024-08-05,118.91438399261713,118.94292894596714
2024-08-06,115.03418767565753,115.08624015777285
2024-08-07,117.85309786484332,117.95099677020258
2024-08-08,116.28004530391377,116.38907551685193
2024-08-09,120.19380007550653,120.27537309013267
2024-08-13,120.36998196233064,120.45303184372412
2024-08-14,122.19052812617979,122.2666377358004
2024-08-15,122.76102185494358,122.82922566134687
2024-08-16,126.36016611435043,126.4120227466169
2024-08-19,125.64285414656655,125.7013849195445
2024-08-20,125.55895800998364,125.61255552186341
2024-08-21,124.52703553001385,124.59101392633296
2024-08-22,124.98846428121986,125.04256415446564
2024-08-23,124.66546415537564,124.7242583040053
2024-08-26,123.89781450564202,123.96920633081227
2024-08-27,124.70321741683796,124.76867382490315
2024-08-28,124.30890557489826,124.37634247312097
2024-08-29,123.77197030076765,123.84336497035515
2024-08-30,124.12433407441587,124.19128061243366
2024-09-02,126.56571164897856,126.61929217934949
2024-09-03,127.36272494651621,127.41135662919159
2024-09-04,123.13016485590838,123.20675255581624
2024-09-05,121.49838499937078,121.57820816466851
2024-09-06,120.65942363354168,120.74913110551326
2024-09-09,118.27257854775787,118.3581328833145
2024-09-10,120.16024162087335,120.25316613249055
2024-09-11,119.44712445991863,119.53512605979182
2024-09-12,121.25928101010948,121.33392649727739
2024-09-13,121.14182641889342,121.22288896778267
2024-09-17,121.55711229497881,121.6448294774128
2024-09-18,122.41285288812452,122.496113375027
2024-09-19,123.84747682369226,123.91738800503322
2024-09-20,125.17303578170225,125.2350276143422
2024-09-24,126.07911405679768,126.1455313497084
2024-09-25,126.03716598850623,126.1011167695755
2024-09-26,126.74608834263181,126.80435117252023
2024-09-27,128.11779017576242,128.1738090001827
2024-09-30,125.48764629388816,125.56073596478643
2024-10-01,127.19073786652125,127.24849952108524
2024-10-02,125.88195813582786,125.95306653147075
2024-10-03,128.70086832501363,128.75860307380336
2024-10-04,128.0800369143001,128.13679558990918
2024-10-07,130.85699903519443,130.9053204767927
2024-10-08,129.16229707621966,129.21755687083223
2024-10-09,130.56336255715425,130.60922220527766
2024-10-10,132.50136331221947,132.54126696130257
2024-10-11,131.52397332102856,131.5641409313598
2024-10-15,134.51906539703847,134.5473367767158
2024-10-16,133.25642854146565,133.2889168813166
2024-10-17,134.246402953144,134.28084766919065
2024-10-18,134.65749402240027,134.6879831708982
2024-10-21,134.55262385167163,134.59175130068226
2024-10-22,135.3076890809178,135.33199920324844
2024-10-23,135.7187801501741,135.7391346962915
2024-10-24,135.74814379797812,135.77614668614913
2024-10-25,135.55098787700825,135.57628012494274
2024-10-28,136.57032593649063,136.59782163619093
2024-10-29,136.6584168799027,136.68665119960096
2024-10-30,137.17857292671673,137.1974218778036
2024-10-31,137.13243005159612,137.15300695641912
2024-11-01,133.18092201854103,133.2296971888783
2024-11-05,133.8395066907169,133.88111446720453
2024-11-06,135.91174126431477,135.94640470330995
2024-11-07,141.33562649439992,141.33540447252005
2024-11-08,140.9455094592894,140.94307293659884
2024-11-11,141.6082889382944,141.6092953386321
2024-11-12,142.6402114182642,142.6456417251736
2024-11-13,143.13519862410337,143.12680259218962
2024-11-14,143.80636771676666,143.80042745732172
2024-11-15,143.72666638701287,143.7115976192685
2024-11-18,139.6451193422543,139.66244575208287
2024-11-19,140.328872855405,140.33607124693214
2024-11-20,141.36499014220396,141.37241804907293
2024-11-21,141.6460421997567,141.6537124041619
2024-11-22,142.07391249632954,142.08305630723615
2024-11-25,142.5227568270481,142.52720509959144
2024-11-26,143.20651034019883,143.21563572984735
2024-11-27,142.4682243382692,142.47538848051232
2024-11-28,141.02521078904314,141.04671082350845
2024-11-29,140.068794831998,140.09919428187385
2024-12-02,140.36243131003818,140.38789108756274
2024-12-03,140.38760015101303,140.4100990480539
2024-12-04,140.2533663324804,140.28425649678206
2024-12-05,141.72574352951045,141.74254360844515
2024-12-06,141.03360040270147,141.05411424839326
2024-12-09,141.22656151684214,141.23917583574604
2024-12-10,141.90612022316373,141.92020289379084
2024-12-11,141.6754058475607,141.69072644092375
2024-12-12,143.3239649314149,143.326673399338
2024-12-13,143.08486094215363,143.08979453967746
2024-12-16,143.85251059188724,143.85224850988212
2024-12-17,144.7627836738118,144.77015532239884
2024-12-18,143.55467930701792,143.55615044010557
2024-12-19,140.1988338437015,140.21023269046086
2024-12-20,142.71991274801798,142.72707366816635
2024-12-23,143.21909476068626,143.22303883099733
2024-12-24,144.6579135030832,144.6517158557139
2024-12-25,146.13029070011325,146.11740515269054
2024-12-26,146.17643357523386,146.16922276807983
2024-12-27,146.94827803179663,146.9390799857848
2024-12-30,145.35844624355047,145.3623531267789
2025-01-06,144.43558874113847,144.45184840912225
2025-01-07,145.69822559671127,145.70286641967704
2025-01-08,143.95318595578675,143.96328492880454
2025-01-09,144.393640672847,144.40743325730264
2025-01-10,144.1713159109023,144.1779568491878
2025-01-14,141.683795461219,141.7129333449211
2025-01-15,142.45983472461091,142.49019335608463
2025-01-16,143.58823776165107,143.60796622727804
2025-01-17,142.36754897436975,142.38655893332012
2025-01-20,144.45236796845504,144.46665427159962
2025-01-21,144.4649523889425,144.4814592143294
2025-01-22,145.38361508452536,145.39936581767853
2025-01-23,146.98603129325895,146.99089709796326
2025-01-24,147.5984730903142,147.60530287883407
2025-01-27,146.47845966693234,146.48752924961747
2025-01-28,144.00352363773646,144.02250595654365
2025-01-29,145.75275808549014,145.76948887222113
2025-01-30,144.2719912748018,144.2889941777444
2025-01-31,144.86345903771132,144.8811922820984
2025-02-03,145.2661604933093,145.28832871577802
2025-02-04,143.86928981920383,143.89666411880793
2025-02-05,143.71827677335457,143.74861459696265
2025-02-06,143.01354922605813,143.05278217817232
2025-02-07,142.13683459876674,142.1718874644921
2025-02-10,141.47824992659088,141.52047009331852
2025-02-12,143.52951046604304,143.55615006730537
2025-02-13,144.22165359285205,144.24457932719912
2025-02-14,144.12097822895257,144.148346556101
2025-02-17,143.25265321531944,143.28225716252103
2025-02-18,143.02613364654556,143.06018255932227
2025-02-19,143.873484626033,143.90406453360137
2025-02-20,143.1226142036159,143.14901285835938
2025-02-21,141.1594446075758,141.1947597126986
2025-02-25,138.18532656571165,138.233770054554
2025-02-26,136.29766349259614,136.3609443794124
2025-02-27,136.6332480389278,136.70145811166944
2025-02-28,134.909182432149,134.97668214452867
2025-03-03,137.79940433743025,137.85624363676317
2025-03-04,134.1625068165611,134.24383657150642
2025-03-05,133.0299089726918,133.1112589106269
2025-03-06,133.98632492973698,134.0661777842503
2025-03-07,130.45429757959647,130.55000402957612
2025-03-10,130.46268719325477,130.5574062148046
2025-03-11,126.30563362557155,126.41942447532601
2025-03-12,126.61604933092832,126.73032776593817
2025-03-13,127.43403666261169,127.54459926980972
2025-03-14,125.68480221485801,125.79761579182716
2025-03-17,128.79315407525485,128.906654805052
2025-03-18,130.46268719325477,130.5648081762069
2025-03-19,129.19166072402365,129.29898497223473
2025-03-21,129.79571290742064,129.90598810811585
2025-03-24,130.49205084105878,130.59441839679542
2025-03-25,133.9234028272998,134.01436103450567
2025-03-26,133.48294811023953,133.57761493261228
2025-03-27,132.2538697092999,132.35620660141535
2025-03-28,132.1154410839381,132.21555960203239
2025-03-31,128.11779017576242,128.2404313726619
2025-04-01,129.03645287134526,129.158337908298
2025-04-02,129.489492008893,129.6098883734592
2025-04-03,128.75959562062167,128.87704425432133
2025-04-04,120.79365745207433,120.94159361804418
2025-04-07,113.51147279667771,113.70197540035092
2025-04-08,114.68182390200931,114.8641630866093
2025-04-09,111.0491211879693,111.25175637331654
2025-04-10,123.58739880028524,123.73232439623749
2025-04-11,115.79344771173288,115.95232660916442
2025-04-14,117.47976005704936,117.63268801448892
2025-04-15,118.89760476530056,119.0465599921565
2025-04-16,118.10478627459204,118.25449560990468
2025-04-17,115.32362934686857,115.49337375699893
2025-04-18,115.50400604052184,115.67103259411438
2025-04-21,114.51403162884348,114.68650322703087
2025-04-22,111.56927723478334,111.75512423260318
2025-04-23,115.33621376735601,115.50817757133558
2025-04-24,118.0083057175217,118.16566497206512
2025-04-25,120.61747556525022,120.77133486870746
2025-04-28,121.82557993204412,121.97053504599967
2025-04-30,121.79621628424012,121.94832787068384
2025-05-01,122.2912034900793,122.43689067611542
2025-05-02,125.57154243047108,125.70138141493206
2025-05-07,123.22664541297874,123.36220063714013
2025-05-08,124.26276269977767,124.39854674674065
2025-05-09,127.13620537774236,127.26330346397478
2025-05-12,127.11523134359663,127.24849892388283
2025-05-13,133.11380510927472,133.22229422951358
2025-05-14,133.4997273375561,133.60722272979146
2025-05-15,132.63559713075213,132.74113394952903
2025-05-16,132.08607743613408,132.1933511120595
2025-05-19,132.85792189269685,132.97061100246012
2025-05-20,133.3151558370737,133.42216191124504
2025-05-21,131.9224799697974,132.0304967145433
2025-05-22,128.80573849574228,128.92886137151964
2025-05-23,129.27136205377744,129.39521769171824
2025-05-26,127.471789924074,127.6038198338592
2025-05-27,127.13620537774236,127.27070878614471
2025-05-28,131.28906413859642,131.40128854874862
2025-05-29,132.32098661856622,132.43023159478116
2025-05-30,130.76471328495322,130.8831154141751
2025-06-02,130.43751835227988,130.55740623731117
2025-06-03,130.37459624984268,130.49078409848235
2025-06-04,132.34615545954108,132.45984174893832
2025-06-05,131.1674147405512,131.28284863150347
2025-06-06,131.38134988883763,131.50492275976302
2025-06-09,133.96535089559126,134.07358079999568
2025-06-10,133.89823398632493,134.0069582969604
2025-06-11,134.8168966819078,134.9248644191375
2025-06-12,133.69688325852596,133.80709152309493
2025-06-13,133.15994798439533,133.27411379228198
2025-06-16,132.82016863123454,132.93359976428383
2025-06-17,134.7413901589832,134.85083992422818
2025-06-18,133.8772599521792,133.98475096525604
2025-06-19,133.52070137170182,133.6368341022721
2025-06-20,133.91081840681235,134.02176297558862
2025-06-23,134.65749402240027,134.7694127618713
2025-06-24,135.22798775116408,135.339402473124
2025-06-25,136.18859851503836,136.29432075533572
2025-06-26,135.79009186626956,135.8871850862618
2025-06-27,136.74650782331474,136.84950687699015
2025-06-30,137.58546918914385,137.67858361299807
2025-07-01,137.17018331305843,137.2714473894669
2025-07-02,137.17857292671673,137.28625211506787
2025-07-03,137.83296279206343,137.93026741518972
2025-07-04,139.9303662066362,140.01036205411668
2025-07-07,139.71643105834977,139.7956897663936
2025-07-08,140.22400268467635,140.30645988013615
2025-07-09,140.9832627207517,141.06151207865813
2025-07-10,140.8993665841688,140.98008432081073
2025-07-11,142.0235748143798,142.09785760755582
2025-07-14,141.76769159780193,141.84617388216134
2025-07-15,142.74088678216367,142.81589815759804
2025-07-16,143.2946012836109,143.36368138841232
2025-07-17,143.31557531775664,143.3858884226594
2025-07-18,144.42300432065102,144.4888571260319
2025-07-22,143.31977012458577,143.38588843116318
2025-07-23,142.51856202021898,142.59382334961055
2025-07-24,143.73925080750033,143.8152307066469
2025-07-25,144.59079659381686,144.659112593692
2025-07-28,145.57657619866603,145.64364081513773
2025-07-29,146.29388816644993,146.35427837533067
2025-07-30,145.547212550862,145.61403160719328
2025-07-31,146.49523889424893,146.55414491805564
2025-08-01,147.22513528252023,147.2869903852598
2025-08-04,141.76349679097277,141.83877096741384
2025-08-05,143.33654935190233,143.415497552282
2025-08-06,143.33654935190233,143.415497552282
2025-08-07,144.34330299089726,144.4074294069474
2025-08-08,143.86090020554553,143.92626818438634
2025-08-12,145.6101346532992,145.66584885668647
2025-08-13,146.77209614497252,146.8280365484971
2025-08-14,146.33164142791225,146.3912906806621
2025-08-15,147.08670665715843,147.13894028042643
2025-08-18,146.59171945131925,146.6503772003405
2025-08-19,147.04056378203785,147.09452546573698
2025-08-20,145.98347246109316,146.04337474825155
2025-08-21,145.3710306640379,145.43637174891788
2025-08-22,145.87860229036454,145.9471428321364
2025-08-25,147.32581064641974,147.3832218524046
2025-08-26,146.32325181425395,146.39129002820357
2025-08-27,147.38034313519864,147.44244097494789
2025-08-28,147.64461596543478,147.7015268322291
2025-08-29,147.6739796132388,147.73853935783796
2025-09-01,147.15382356642476,147.22036563705046
2025-09-02,147.21674566886196,147.27958502912801
2025-09-03,147.63203154494735,147.68672029559497
2025-09-04,147.49360291958556,147.55347585967706
2025-09-05,149.0289022190528,149.07838496236602
2025-09-08,148.97017492344477,149.0265682973208
2025-09-09,148.3367590922438,148.3973587525156
2025-09-10,148.68073325223375,148.73787281588272
2025-09-11,149.1002139351483,149.1524112169355
2025-09-12,150.21183774487184,150.26278230833643
2025-09-16,150.9627081672889,151.00302936596114
2025-09-17,149.75460380049498,149.8038282380393
2025-09-18,150.0608246990226,150.11473260120283
2025-09-19,152.10369562481648,152.1430093118913
2025-09-22,152.92168295649986,152.95728174058868
2025-09-24,152.30504635261545,152.34287681300182
2025-09-25,152.69096858089685,152.7278046067028
2025-09-26,152.9174881496707,152.94987847099117
2025-09-29,153.27824153697722,153.31259910778513
2025-09-30,153.28663115063551,153.32000104007003
2025-10-01,153.05172196820337,153.08312163846313
2025-10-02,152.56512437602248,152.60196148634762
2025-10-03,153.00557909308276,153.03870677410194
2025-10-06,155.55602164520323,155.57775512393331
2025-10-07,156.86480137589663,156.8731873039707
2025-10-08,158.01837325391165,158.02057034576694
2025-10-09,159.5159192919166,159.5084667528514
2025-10-10,159.32715298460508,159.32340502972474
2025-10-14,156.91094425101724,156.93240682576265
2025-10-15,156.01745039640923,156.05151227044422
2025-10-16,155.7825412139771,155.8146338773933
2025-10-17,153.97877427744453,154.03063734310675
2025-10-20,155.54763203154496,155.58515612344544
2025-10-21,156.8228533076052,156.8435770975703
2025-10-22,158.0015940265951,158.02057051100473
2025-10-23,157.61147699148455,157.63564188247418
2025-10-24,159.06707496119802,159.07912406604333
2025-10-27,160.69046520407736,160.6928624703503
2025-10-28,162.02441377574564,162.01790528263692
2025-10-29,161.24417970552457,161.24804804246352
2025-10-30,162.40614119719788,162.3954311030364
2025-10-31,162.02860858257478,162.01790557248822
2025-11-04,163.15281681278577,163.14308104239183
2025-11-05,160.2542052938462,160.2561173945738
2025-11-06,161.51264734258987,161.50713594171927
2025-11-07,158.84894500608246,158.86445281887387
2025-11-10,159.90603632702712,159.91560330061787
2025-11-11,162.69977767523804,162.6989327769091
2025-11-12,163.01438818742398,163.00243462008973
2025-11-13,163.8659339737405,163.85371809494188
2025-11-14,160.66529636310247,160.66325189281648
2025-11-17,160.593984647007,160.5966296621541
2025-11-18,159.58303620118292,159.59729625651946
2025-11-19,158.70212676706237,158.7238042943779
2025-11-20,161.01346532992156,161.02597244557663
2025-11-21,158.65178908511263,158.67198689296563
2025-11-25,162.23834892403204,162.23997880671314
2025-11-26,163.4590377113134,163.46138626316161
2025-11-27,164.08825873568523,164.08319337650664
2025-11-28,164.84332396493141,164.83824516247572
2025-12-01,164.95658374931836,164.95668473838984
2025-12-02,163.97080414446913,163.96475400518617
2025-12-03,164.31477830445908,164.31267081670978
2025-12-04,164.47837577079576,164.4755243910096
2025-12-05,164.5454926800621,164.54214684691945
2025-12-08,164.89785645371032,164.8974657405066
2025-12-09,165.25022022735854,165.2453812544978
2025-12-10,165.984311422459,165.97082335028938
2025-12-11,166.13532446830823,166.13367724157715
2025-12-12,166.52124669658963,166.51860564907233
2025-12-15,164.94819413566003,164.9492810234817
2025-12-16,163.6729728595998,163.68345859141468
2025-12-17,162.7501153571878,162.76555285549114
2025-12-18,161.9279332186753,161.95128074125438
2025-12-19,163.42547925668023,163.4391773623213
2025-12-22,166.75196107219264,166.74808195882665
2025-12-23,166.9323377658459,166.92574203526888
2025-12-24,166.9239481521876,166.91093739120777
2025-12-25,167.1714417551072,167.16262072459062
2025-12-26,167.800662779479,167.78442889790955
2025-12-29,167.65384454045892,167.6363792735386
2025-12-30,167.12110407315743,167.1108040208764
2026-01-05,166.86102604975042,166.85171710143047
2026-01-06,167.49024707412224,167.48832981692794
2026-01-07,168.6102604975041,168.6061033831604
2026-01-08,168.2411174965393,168.23597926501367
2026-01-09,168.59767607701664,168.58389463485332
2026-01-13,171.2571836066949,171.24878454929376
2026-01-14,171.97030076764966,171.9594224804893
2026-01-15,170.56084567305675,170.5529526072676
2026-01-16,171.29074206132807,171.28579817826673
2026-01-19,169.87709215990603,169.86452343643887
2026-01-20,170.5650404798859,170.55295377431256
2026-01-21,167.25953269851922,167.2662567961299
2026-01-22,169.26045555602164,169.26492464391202
2026-01-23,170.53148202525276,170.52334503796814
2026-01-26,166.32828558244893,166.34094794319057
2026-01-27,166.48349343512731,166.4964002126814
2026-01-28,165.07403834053443,165.09733262665824
2026-01-29,165.7200385922228,165.73394463932
2026-01-30,165.88783086538865,165.89679978534093
2026-02-02,166.80649356097152,166.81470677855324
2026-02-03,168.0775200302026,168.07312689984343
2026-02-04,167.28889634632324,167.28846406106135
2026-02-05,167.3308444146147,167.33287914826957
2026-02-06,165.1453500566299,165.15655274205355
2026-02-09,168.7864423843282,168.77636157738434
2026-02-10,168.76127354335333,168.75415398372797
2026-02-12,165.1285708293133,165.14915011941676
2026-02-13,162.08314107135365,162.12153846142903
2026-02-16,162.53618020890138,162.5730890976441
2026-02-17,162.80045303913755,162.83957727956204
2026-02-18,162.8969335962079,162.9358089561512
2026-02-19,165.40123327320777,165.43044254724862
2026-02-20,165.47254498930323,165.49706469507123
2026-02-24,164.31897311128822,164.34227913668974
2026-02-25,166.69742858341374,166.71847292569413
2026-02-26,168.34179286043877,168.34701731448106
2026-02-27,167.3014807668107,167.3180736107743
2026-03-02,167.23855866437353,167.25145090022394
2026-03-03,168.43407861068,168.44324961653422
2026-03-04,166.94911699316245,166.9627547315446
2026-03-05,167.01203909559965,167.02937620993757
2026-03-06,166.8316624019464,166.844314342272
2026-03-09,165.8710516380721,165.8893959251223
