date,rakuten-orcan_start_100,rakuten-sp_start_100
2026-02-16,173.34744054816608,172.41100323624596
2026-02-17,173.52881902458685,172.69417475728156
2026-02-18,173.7908101571947,172.77508090614887
2026-02-19,176.43087464731963,175.50566343042073
2026-02-20,176.37041515517936,175.4348705501618
2026-02-24,176.00765820233778,174.49433656957927
2026-02-25,178.22450624748086,176.95186084142395
2026-02-26,180.27005239822654,178.7621359223301
2026-02-27,179.39338976219267,177.41707119741102
2026-03-02,179.41354292623942,177.4878640776699
2026-03-03,179.36316001612255,178.65088996763754
2026-03-04,176.15880693268844,177.1844660194175
2026-03-05,175.84643288996372,177.32605177993528
2026-03-06,176.00765820233778,177.28559870550163
2026-03-09,174.8690044336961,176.3652912621359
2026-03-10,174.6372430471584,176.73948220064725
2026-03-11,176.1285771866183,176.94174757281553
2026-03-12,176.65255945183392,177.7609223300971
2026-03-13,174.39540507859735,175.24271844660194
2026-03-16,173.21644498186214,174.39320388349515
2026-03-17,174.82869810560257,176.11245954692555
2026-03-18,175.67513099556632,176.35517799352752
2026-03-19,174.31479242241033,174.70671521035598
2026-03-23,169.88109633212414,171.20752427184468
2026-03-24,170.10278113663847,172.04692556634305
2026-03-25,170.55622732769044,171.60194174757282
2026-03-26,172.64207980652964,173.47289644012943
2026-03-27,170.00201531640468,170.54004854368932
2026-03-30,167.93631600161225,168.1027508090615
2026-03-31,167.1100362756953,167.334142394822
2026-04-01,170.14308746473196,171.12661812297733
2026-04-02,172.0576380491737,172.19862459546925
2026-04-03,172.78315195485692,173.46278317152104
2026-04-06,172.85368802902056,173.53357605177993
2026-04-07,173.67996775493754,174.413430420712
2026-04-08,173.26682789197903,173.2200647249191
2026-04-09,178.22450624748086,177.87216828478964
2026-04-10,179.242241031842,179.4093851132686
2026-04-13,179.9576783555018,179.87459546925567
2026-04-14,180.76380491737203,180.9668284789644
2026-04-15,182.6178960096735,182.7366504854369
2026-04-16,183.74647319629182,184.10194174757282
