äÓèÄì˙,äÓèÄâøäz(â~),ï™îzã‡çƒìäéëäÓèÄâøäz(â~),èÉéëéYëçäz(â≠â~),ï™îzã‡(â~)
2018/10/25,8938,8938,296.65,
2018/10/26,8866,8866,309.04,
2018/10/29,8634,8634,307.26,
2018/10/30,9307,9307,333.75,
2018/10/31,10048,10048,365.16,
2018/11/01,9375,9375,344.92,
2018/11/02,10692,10692,396.66,
2018/11/05,9944,9944,368.54,
2018/11/06,10591,10591,396.21,
2018/11/07,10428,10428,389.41,
2018/11/08,11192,11192,416.17,
2018/11/09,10700,10700,391.42,
2018/11/12,10658,10658,394.57,
2018/11/13,9645,9645,355.42,
2018/11/14,9760,9760,370.68,
2018/11/15,9759,9759,370.36,
2018/11/16,9433,9433,358.16,
2018/11/19,9789,9789,372.76,
2018/11/20,9213,9213,350.37,
2018/11/21,9176,9176,353.11,
2018/11/22,9506,9506,371.07,
2018/11/26,9748,9748,382.30,
2018/11/27,10074,10074,393.48,
2018/11/28,10524,10524,407.77,
2018/11/29,10544,10544,406.69,
2018/11/30,10769,10769,406.86,
2018/12/03,11368,11368,428.56,
2018/12/04,10144,10144,377.44,
2018/12/05,9771,9771,361.64,
2018/12/06,8943,8943,335.31,
2018/12/07,9249,9249,353.01,
2018/12/10,8392,8392,326.44,
2018/12/11,8347,8347,324.59,
2018/12/12,9268,9268,362.63,
2018/12/13,9597,9597,377.36,
2018/12/14,8691,8691,341.05,
2018/12/17,8953,8953,354.26,
2018/12/18,8270,8270,327.33,
2018/12/19,8018,8018,320.30,
2018/12/20,6847,6847,279.15,
2018/12/21,6611,6611,276.08,
2018/12/25,5065,5065,211.25,
2018/12/26,5554,5554,236.48,
2018/12/27,6321,6321,273.37,
2018/12/28,6291,6291,275.47,
2019/01/04,5587,5587,244.07,
2019/01/07,6314,6314,279.81,
2019/01/08,6515,6515,288.08,
2019/01/09,6790,6790,300.61,
2019/01/10,6349,6349,281.31,
2019/01/11,6634,6634,292.59,
2019/01/15,6900,6900,299.99,
2019/01/16,6784,6784,294.52,
2019/01/17,6670,6670,291.51,
2019/01/18,7066,7066,310.03,
2019/01/21,7198,7198,311.21,
2019/01/22,6959,6959,303.61,
2019/01/23,6959,6959,304.80,
2019/01/24,6959,6959,303.21,
2019/01/25,7279,7279,317.52,
2019/01/28,7068,7068,304.47,
2019/01/29,7053,7053,304.36,
2019/01/30,7023,7023,303.55,
2019/01/31,7226,7226,312.99,
2019/02/01,7181,7181,307.35,
2019/02/04,7375,7375,314.50,
2019/02/05,7344,7344,312.40,
2019/02/06,7404,7404,315.44,
2019/02/07,7176,7176,304.13,
2019/02/08,6535,6535,278.04,
2019/02/12,7353,7353,312.55,
2019/02/13,7775,7775,328.18,
2019/02/14,7822,7822,325.82,
2019/02/15,7367,7367,303.39,
2019/02/18,7970,7970,328.95,
2019/02/19,7969,7969,324.74,
2019/02/20,8162,8162,331.79,
2019/02/21,8194,8194,333.17,
2019/02/22,8128,8128,327.72,
2019/02/25,8373,8373,339.45,
2019/02/26,8256,8256,327.46,
2019/02/27,8387,8387,331.58,
2019/02/28,8103,8103,319.26,
2019/03/01,8476,8476,333.66,
2019/03/04,8805,8805,343.92,
2019/03/05,8692,8692,336.04,
2019/03/06,8433,8433,326.95,
2019/03/07,8143,8143,316.32,
2019/03/08,7382,7382,285.00,
2019/03/11,7628,7628,293.54,
2019/03/12,8255,8255,318.08,
2019/03/13,7788,7788,298.71,
2019/03/14,7901,7901,304.57,
2019/03/15,8093,8093,310.97,
2019/03/18,8372,8372,318.28,
2019/03/19,8304,8304,314.10,
2019/03/20,8404,8404,317.42,
2019/03/22,8253,8253,311.85,
2019/03/25,7251,7251,273.92,
2019/03/26,7866,7866,306.42,
2019/03/27,8238,8238,314.79,
2019/03/28,7710,7710,295.67,
2019/03/29,7944,7944,310.19,
2019/04/01,8329,8329,322.80,
2019/04/02,8363,8363,314.85,
2019/04/03,8782,8782,324.50,
2019/04/04,8747,8747,318.01,
2019/04/05,8903,8903,318.64,
2019/04/08,8867,8867,316.05,
2019/04/09,8814,8814,313.26,
2019/04/10,8744,8744,309.59,
2019/04/11,8691,8691,307.81,
2019/04/12,9020,9020,318.59,
2019/04/15,9587,9587,333.38,
2019/04/16,9660,9660,323.94,
2019/04/17,9753,9753,323.31,
2019/04/18,9452,9452,310.25,
2019/04/19,9616,9616,314.10,
2019/04/22,9689,9689,315.32,
2019/04/23,9689,9689,314.10,
2019/04/24,9557,9557,309.08,
2019/04/25,9892,9892,319.60,
2019/04/26,9703,9703,308.83,
2019/05/07,9118,9118,294.92,
2019/05/08,8478,8478,275.72,
2019/05/09,8140,8140,268.74,
2019/05/10,8024,8024,269.06,
2019/05/13,7796,7796,267.76,
2019/05/14,7573,7573,261.83,
2019/05/15,7776,7776,275.00,
2019/05/16,7601,7601,270.61,
2019/05/17,7943,7943,282.33,
2019/05/20,8006,8006,282.99,
2019/05/21,7909,7909,280.00,
2019/05/22,7957,7957,282.09,
2019/05/23,7668,7668,272.40,
2019/05/24,7667,7667,272.73,
2019/05/27,7823,7823,280.43,
2019/05/28,7870,7870,281.65,
2019/05/29,7423,7423,262.02,
2019/05/30,7392,7392,263.67,
2019/05/31,6799,6799,244.79,
2019/06/03,6541,6541,236.69,
2019/06/04,6541,6541,235.66,
2019/06/05,7055,7055,256.88,
2019/06/06,7069,7069,258.28,
2019/06/07,7334,7334,266.89,
2019/06/10,7682,7682,282.57,
2019/06/11,7776,7776,286.97,
2019/06/12,7618,7618,278.88,
2019/06/13,7446,7446,272.49,
2019/06/14,7583,7583,277.95,
2019/06/17,7644,7644,280.35,0
2019/06/18,7394,7394,271.61,
2019/06/19,7940,7940,292.12,
2019/06/20,8149,8149,298.30,
2019/06/21,7805,7805,279.61,
2019/06/24,7868,7868,281.47,
2019/06/25,7629,7629,272.48,
2019/06/26,7582,7582,273.86,
2019/06/27,7907,7907,288.21,
2019/06/28,7907,7907,289.34,
2019/07/01,8721,8721,322.07,
2019/07/02,8635,8635,311.75,
2019/07/03,8413,8413,298.20,
2019/07/04,8547,8547,304.36,
2019/07/05,8597,8597,304.07,
2019/07/08,8308,8308,293.91,
2019/07/09,8274,8274,294.59,
2019/07/10,8257,8257,293.66,
2019/07/11,8423,8423,301.76,
2019/07/12,8473,8473,303.08,
2019/07/16,8252,8252,294.24,
2019/07/17,8120,8120,290.04,
2019/07/18,7449,7449,266.30,
2019/07/19,8011,8011,287.42,
2019/07/22,7978,7978,284.73,
2019/07/23,8363,8363,297.60,
2019/07/24,8480,8480,298.58,
2019/07/25,8614,8614,301.08,
2019/07/26,8358,8358,290.84,
2019/07/29,8307,8307,289.07,
2019/07/30,8456,8456,294.81,
2019/07/31,8271,8271,284.09,
2019/08/01,8189,8189,283.44,
2019/08/02,7387,7387,257.88,
2019/08/05,6751,6751,248.81,
2019/08/06,6665,6665,258.48,
2019/08/07,6581,6581,270.82,
2019/08/08,6705,6705,278.87,
2019/08/09,6832,6832,285.07,
2019/08/13,6403,6403,264.96,
2019/08/14,6717,6717,280.77,
2019/08/15,6434,6434,267.95,
2019/08/16,6448,6448,278.91,
2019/08/19,6706,6706,290.68,
2019/08/20,6817,6817,295.93,
2019/08/21,6690,6690,288.15,
2019/08/22,6760,6760,290.82,
2019/08/23,6900,6900,296.31,
2019/08/26,6301,6301,266.65,
2019/08/27,6459,6459,280.69,
2019/08/28,6540,6540,281.96,
2019/08/29,6513,6513,281.71,
2019/08/30,6827,6827,295.61,
2019/09/02,6684,6684,284.92,
2019/09/03,6782,6782,288.98,
2019/09/04,6838,6838,291.15,
2019/09/05,7360,7360,314.09,
2019/09/06,7556,7556,300.44,
2019/09/09,7753,7753,302.62,
2019/09/10,7781,7781,301.97,
2019/09/11,8115,8115,309.62,
2019/09/12,8524,8524,314.05,
2019/09/13,8810,8810,310.83,
2019/09/17,8827,8827,299.46,
2019/09/18,8809,8809,292.75,
2019/09/19,8930,8930,292.47,
2019/09/20,9000,9000,290.16,
2019/09/24,9052,9052,287.41,
2019/09/25,8803,8803,276.73,
2019/09/26,8908,8908,280.58,
2019/09/27,8820,8820,274.25,
2019/09/30,8730,8730,272.61,
2019/10/01,9092,9092,282.26,
2019/10/02,8635,8635,267.73,
2019/10/03,7877,7877,247.73,
2019/10/04,7957,7957,249.96,
2019/10/07,8053,8053,256.82,
2019/10/08,8440,8440,270.14,
2019/10/09,8139,8139,261.03,
2019/10/10,8269,8269,265.60,
2019/10/11,8732,8732,279.82,
2019/10/15,9418,9418,300.50,
2019/10/16,9946,9946,310.54,
2019/10/17,9889,9889,286.82,
2019/10/18,9889,9889,278.56,
2019/10/21,10096,10096,280.39,
2019/10/23,10249,10249,283.60,
2019/10/24,10501,10501,290.16,
2019/10/25,10481,10481,286.21,
2019/10/28,10639,10639,286.81,
2019/10/29,10879,10879,294.59,
2019/10/30,10614,10614,284.87,
2019/10/31,10834,10834,289.09,
2019/11/01,10631,10631,283.44,
2019/11/05,11568,11568,308.46,
2019/11/06,11525,11525,301.26,
2019/11/07,11652,11652,294.32,
2019/11/08,11694,11694,289.31,
2019/11/11,11521,11521,282.04,
2019/11/12,12054,12054,293.02,
2019/11/13,11505,11505,278.48,
2019/11/14,11121,11121,269.79,
2019/11/15,11578,11578,281.71,
2019/11/18,11704,11704,286.45,
2019/11/19,11467,11467,280.10,
2019/11/20,11149,11149,272.95,
2019/11/21,10962,10962,269.20,
2019/11/22,11125,11125,272.04,
2019/11/25,11536,11536,282.07,
2019/11/26,11641,11641,285.19,
2019/11/27,11855,11855,286.61,
2019/11/28,11703,11703,278.49,
2019/11/29,11445,11445,268.46,
2019/12/02,12015,12015,280.92,
2019/12/03,11512,11512,265.76,
2019/12/04,11021,11021,256.16,
2019/12/05,11452,11452,267.58,
2019/12/06,11684,11684,272.14,
2019/12/09,11734,11734,272.08,
2019/12/10,11758,11758,269.52,
2019/12/11,11586,11586,263.36,
2019/12/12,11778,11778,267.87,
2019/12/13,12984,12984,293.60,
2019/12/16,12936,12936,269.84,
2019/12/17,13097,13097,266.86,
2019/12/18,12628,12628,252.20,
2019/12/19,12673,12673,253.42,
2019/12/20,12422,12422,246.23,
2019/12/23,12488,12488,249.11,
2019/12/24,12510,12510,249.05,
2019/12/25,12396,12396,246.27,
2019/12/26,12666,12666,250.61,
2019/12/27,12689,12689,249.68,
2019/12/30,12230,12230,240.33,
2020/01/06,11026,11026,221.78,
2020/01/07,11812,11812,240.38,
2020/01/08,11093,11093,224.79,
2020/01/09,12226,12226,254.24,
2020/01/10,12448,12448,253.39,
2020/01/14,12897,12897,260.13,
2020/01/15,12689,12689,248.79,
2020/01/16,12756,12756,250.85,
2020/01/17,12962,12962,247.57,
2020/01/20,13076,13076,243.40,
2020/01/21,12563,12563,230.85,
2020/01/22,12923,12923,242.99,
2020/01/23,12299,12299,229.96,
2020/01/24,12410,12410,238.58,
2020/01/27,11310,11310,217.80,
2020/01/28,10999,10999,221.67,
2020/01/29,11409,11409,242.39,
2020/01/30,10590,10590,224.54,
2020/01/31,10904,10904,238.17,
2020/02/03,10413,10413,220.61,
2020/02/04,10806,10806,238.86,
2020/02/05,11346,11346,247.09,
2020/02/06,12570,12570,265.14,
2020/02/07,12301,12301,242.15,
2020/02/10,11880,11880,226.51,
2020/02/12,12377,12377,237.67,
2020/02/13,12199,12199,230.16,
2020/02/14,11846,11846,222.38,
2020/02/17,11650,11650,222.41,
2020/02/18,10931,10931,213.36,
2020/02/19,11272,11272,229.16,
2020/02/20,11562,11562,235.52,
2020/02/21,11100,11100,221.19,
2020/02/25,9813,9813,194.41,
2020/02/26,9204,9204,225.35,
2020/02/27,8345,8345,216.62,
2020/02/28,7062,7062,189.90,
2020/03/02,7188,7188,207.55,
2020/03/03,6903,6903,214.21,
2020/03/04,7118,7118,229.06,
2020/03/05,7465,7465,244.98,
2020/03/06,6477,6477,214.81,
2020/03/09,4754,4754,170.05,
2020/03/10,5099,5099,198.85,
2020/03/11,4644,4644,199.92,
2020/03/12,3573,3573,157.04,
2020/03/13,2451,2451,116.05,
2020/03/16,2508,2508,140.29,
2020/03/17,2402,2402,150.52,
2020/03/18,2301,2301,153.37,
2020/03/19,2325,2325,160.17,
2020/03/23,2567,2567,183.89,
2020/03/24,3449,3449,251.16,
2020/03/25,4211,4211,318.40,
2020/03/26,3364,3364,259.12,
2020/03/27,3935,3935,294.24,
2020/03/30,3696,3696,261.30,
2020/03/31,3791,3791,265.31,
2020/04/01,2863,2863,195.69,
2020/04/02,2891,2891,198.30,
2020/04/03,2767,2767,193.88,
2020/04/06,3367,3367,237.71,
2020/04/07,3823,3823,274.50,
2020/04/08,3633,3633,258.84,
2020/04/09,4108,4108,288.57,
2020/04/10,3945,3945,276.55,
2020/04/13,3731,3731,258.55,
2020/04/14,4182,4182,290.54,
2020/04/15,4154,4154,288.62,
2020/04/16,3845,3845,267.97,
2020/04/17,4229,4229,298.36,
2020/04/20,4172,4172,285.70,
2020/04/21,3877,3877,272.35,
2020/04/22,3622,3622,258.66,
2020/04/23,3970,3970,290.37,
2020/04/24,3753,3753,274.20,
2020/04/27,4199,4199,306.92,
2020/04/28,4281,4281,301.17,
2020/04/30,4505,4505,313.96,
2020/05/01,4089,4089,272.44,
2020/05/07,4150,4150,285.74,
2020/05/08,4543,4543,317.64,
2020/05/11,4886,4886,333.84,
2020/05/12,4680,4680,318.66,
2020/05/13,4740,4740,325.66,
2020/05/14,4181,4181,295.53,
2020/05/15,4416,4416,317.99,
2020/05/18,4577,4577,328.13,
2020/05/19,4889,4889,349.38,
2020/05/20,4909,4909,334.64,
2020/05/21,4981,4981,336.21,
2020/05/22,4712,4712,315.85,
2020/05/25,5172,5172,353.08,
2020/05/26,5662,5662,387.56,
2020/05/27,5902,5902,401.14,
2020/05/28,6538,6538,436.74,
2020/05/29,6257,6257,410.76,
2020/06/01,6645,6645,424.95,
2020/06/02,6970,6970,444.80,
2020/06/03,7453,7453,474.13,
2020/06/04,7495,7495,454.51,
2020/06/05,7650,7650,448.56,
2020/06/08,8103,8103,479.26,
2020/06/09,7985,7985,462.56,
2020/06/10,7835,7835,446.44,
2020/06/11,6894,6894,386.79,
2020/06/12,6668,6668,352.21,
2020/06/15,5646,5646,304.00,0
2020/06/16,6780,6780,360.68,
2020/06/17,7005,7005,381.69,
2020/06/18,6566,6566,353.02,
2020/06/19,6963,6963,373.81,
2020/06/22,6711,6711,356.20,
2020/06/23,7022,7022,370.54,
2020/06/24,6889,6889,360.78,
2020/06/25,6571,6571,346.08,
2020/06/26,6824,6824,363.98,
2020/06/29,6332,6332,330.13,
2020/06/30,6598,6598,358.70,
2020/07/01,6368,6368,335.33,
2020/07/02,6479,6479,342.99,
2020/07/03,6604,6604,345.83,
2020/07/06,7071,7071,366.00,
2020/07/07,6922,6922,347.91,
2020/07/08,6699,6699,338.14,
2020/07/09,6841,6841,347.68,
2020/07/10,6590,6590,330.15,
2020/07/13,7122,7122,360.83,
2020/07/14,6933,6933,338.50,
2020/07/15,7434,7434,366.42,
2020/07/16,7169,7169,340.33,
2020/07/17,7047,7047,337.31,
2020/07/20,7020,7020,340.08,
2020/07/21,7274,7274,354.43,
2020/07/22,7150,7150,337.97,
2020/07/27,7068,7068,342.14,
2020/07/28,6960,6960,341.38,
2020/07/29,6601,6601,323.03,
2020/07/30,6575,6575,330.50,
2020/07/31,5859,5859,293.18,
2020/08/03,6237,6237,326.53,
2020/08/04,6849,6849,353.60,
2020/08/05,6745,6745,336.89,
2020/08/06,6591,6591,328.76,
2020/08/07,6527,6527,327.78,
2020/08/11,7001,7001,358.81,
2020/08/12,7240,7240,347.22,
2020/08/13,7659,7659,358.74,
2020/08/14,7759,7759,321.95,
2020/08/17,7469,7469,300.63,
2020/08/18,7441,7441,303.41,
2020/08/19,7538,7538,309.71,
2020/08/20,7187,7187,295.63,
2020/08/21,7214,7214,300.43,
2020/08/24,7349,7349,306.71,
2020/08/25,7801,7801,327.87,
2020/08/26,7643,7643,306.63,
2020/08/27,7628,7628,302.86,
2020/08/28,7176,7176,286.25,
2020/08/31,7540,7540,309.16,
2020/09/01,7540,7540,305.87,
2020/09/02,7735,7735,316.26,
2020/09/03,7977,7977,324.83,
2020/09/04,7539,7539,289.72,
2020/09/07,7389,7389,299.12,
2020/09/08,7656,7656,314.17,
2020/09/09,7226,7226,297.65,
2020/09/10,7608,7608,334.44,
2020/09/11,7778,7778,328.79,
2020/09/14,8094,8094,328.73,
2020/09/15,7945,7945,316.10,
2020/09/16,7916,7916,322.51,
2020/09/17,7623,7623,303.72,
2020/09/18,7794,7794,309.85,
2020/09/23,7749,7749,306.78,
2020/09/24,7361,7361,305.80,
2020/09/25,7513,7513,322.48,
2020/09/28,7879,7879,333.45,
2020/09/29,8214,8214,326.97,
2020/09/30,7718,7718,289.53,
2020/10/01,7889,7889,304.57,
2020/10/02,7409,7409,291.73,
2020/10/05,7822,7822,321.36,
2020/10/06,7995,7995,312.30,
2020/10/07,8010,8010,299.78,
2020/10/08,8332,8332,313.57,
2020/10/09,8240,8240,290.25,
2020/10/12,8164,8164,286.58,
2020/10/13,8268,8268,296.24,
2020/10/14,8268,8268,295.67,
2020/10/15,8132,8132,287.94,
2020/10/16,7998,7998,289.41,
2020/10/19,8364,8364,308.04,
2020/10/20,8166,8166,284.30,
2020/10/21,8345,8345,300.44,
2020/10/22,8117,8117,283.12,
2020/10/23,8102,8102,301.00,
2020/10/26,8086,8086,290.90,
2020/10/27,8101,8101,293.56,
2020/10/28,7997,7997,298.13,
2020/10/29,7850,7850,299.23,
2020/10/30,7213,7213,283.18,
2020/11/02,7751,7751,320.09,
2020/11/04,8412,8412,338.66,
2020/11/05,8987,8987,324.05,
2020/11/06,9339,9339,297.74,
2020/11/09,10196,10196,284.68,
2020/11/10,10354,10354,280.46,
2020/11/11,11193,11193,272.67,
2020/11/12,11078,11078,268.56,
2020/11/13,11040,11040,252.68,
2020/11/16,12261,12261,269.35,
2020/11/17,12363,12363,272.28,
2020/11/18,11670,11670,252.08,
2020/11/19,11357,11357,246.34,
2020/11/20,11357,11357,239.69,
2020/11/24,12674,12674,268.79,
2020/11/25,12987,12987,263.79,
2020/11/26,13408,13408,261.12,
2020/11/27,13516,13516,261.07,
2020/11/30,13144,13144,258.49,
2020/12/01,13869,13869,278.06,
2020/12/02,13957,13957,280.90,
2020/12/03,13979,13979,281.99,
2020/12/04,13822,13822,276.81,
2020/12/07,13355,13355,274.80,
2020/12/08,13188,13188,276.97,
2020/12/09,13985,13985,293.89,
2020/12/10,13605,13605,276.94,
2020/12/11,13363,13363,266.57,
2020/12/14,13729,13729,277.56,
2020/12/15,13596,13596,267.61,
2020/12/16,13683,13683,268.09,
2020/12/17,13904,13904,264.33,
2020/12/18,13837,13837,257.38,
2020/12/21,13636,13636,257.87,
2020/12/22,12956,12956,251.20,
2020/12/23,13251,13251,262.78,
2020/12/24,13616,13616,269.97,
2020/12/25,13615,13615,263.17,
2020/12/28,13898,13898,264.09,
2020/12/29,15667,15667,288.66,
2020/12/30,15349,15349,260.65,
2021/01/04,15057,15057,259.09,
2021/01/05,14468,14468,249.45,
2021/01/06,14329,14329,249.10,
2021/01/07,15311,15311,267.54,
2021/01/08,16990,16990,280.36,
2021/01/12,17117,17117,268.02,
2021/01/13,17819,17819,282.34,
2021/01/14,18763,18763,306.76,
2021/01/15,17780,17780,297.09,
2021/01/18,17056,17056,295.42,
2021/01/19,18305,18305,332.24,
2021/01/20,17808,17808,329.72,
2021/01/21,18451,18451,349.08,
2021/01/22,18174,18174,320.42,
2021/01/25,18581,18581,333.58,
2021/01/26,17885,17885,322.06,
2021/01/27,18180,18180,349.30,
2021/01/28,16571,16571,315.18,
2021/01/29,15360,15360,307.05,
2021/02/01,16723,16723,340.26,
2021/02/02,17287,17287,358.00,
2021/02/03,18017,18017,362.43,
2021/02/04,17181,17181,337.40,
2021/02/05,18374,18374,365.35,
2021/02/08,20072,20072,369.71,
2021/02/09,20334,20334,344.92,
2021/02/10,20096,20096,332.39,
2021/02/12,19977,19977,335.04,
2021/02/15,22079,22079,384.14,
2021/02/16,23655,23655,400.47,
2021/02/17,22988,22988,392.75,
2021/02/18,22435,22435,400.20,
2021/02/19,21828,21828,393.55,
2021/02/22,22229,22229,418.17,
2021/02/24,20544,20544,381.31,
2021/02/25,22177,22177,427.76,
2021/02/26,19198,19198,362.23,
2021/03/01,20107,20107,439.76,
2021/03/02,19843,19843,424.62,
2021/03/03,20132,20132,430.37,
2021/03/04,18359,18359,387.73,
2021/03/05,17764,17764,401.69,
2021/03/08,17783,17783,411.46,
2021/03/09,18606,18606,417.99,
2021/03/10,18357,18357,406.01,
2021/03/11,19042,19042,418.11,
2021/03/12,20591,20591,451.72,
2021/03/15,20408,20408,446.69,
2021/03/16,20977,20977,450.70,
2021/03/17,20976,20976,442.09,
2021/03/18,22009,22009,467.22,
2021/03/19,20214,20214,413.11,
2021/03/22,18570,18570,396.98,
2021/03/23,18240,18240,410.93,
2021/03/24,16555,16555,377.06,
2021/03/25,17640,17640,411.38,
2021/03/26,18913,18913,448.28,
2021/03/29,18855,18855,445.87,
2021/03/30,19969,19969,451.05,
2021/03/31,19096,19096,429.33,
2021/04/01,19713,19713,456.75,
2021/04/02,21241,21241,482.07,
2021/04/05,21694,21694,468.49,
2021/04/06,20515,20515,420.39,
2021/04/07,20544,20544,423.49,
2021/04/08,20424,20424,424.66,
2021/04/09,20720,20720,436.70,
2021/04/12,20148,20148,416.19,
2021/04/13,20732,20732,438.20,
2021/04/14,20223,20223,417.09,
2021/04/15,20252,20252,427.36,
2021/04/16,20575,20575,432.66,
2021/04/19,20454,20454,429.93,
2021/04/20,18829,18829,397.06,
2021/04/21,17174,17174,393.19,
2021/04/22,18657,18657,455.91,
2021/04/23,18242,18242,445.21,
2021/04/26,18781,18781,464.76,
2021/04/27,18282,18282,446.85,
2021/04/28,18444,18444,447.68,
2021/04/30,17978,17978,427.63,
2021/05/06,19125,19125,469.01,
2021/05/07,19349,19349,450.27,
2021/05/10,19854,19854,455.76,
2021/05/11,17318,17318,386.28,
2021/05/12,15912,15912,398.62,
2021/05/13,14319,14319,393.45,
2021/05/14,15557,15557,452.91,
2021/05/17,14909,14909,444.71,
2021/05/18,16502,16502,496.39,
2021/05/19,15285,15285,438.19,
2021/05/20,15565,15565,457.84,
2021/05/21,16184,16184,474.79,
2021/05/24,16158,16158,458.18,
2021/05/25,16796,16796,467.90,
2021/05/26,16770,16770,458.08,
2021/05/27,16618,16618,445.14,
2021/05/28,18098,18098,489.87,
2021/05/31,17693,17693,438.31,
2021/06/01,17145,17145,445.38,
2021/06/02,17582,17582,463.61,
2021/06/03,17948,17948,464.71,
2021/06/04,17576,17576,446.57,
2021/06/07,17812,17812,460.07,
2021/06/08,17903,17903,451.50,
2021/06/09,17317,17317,434.53,
2021/06/10,17654,17654,450.31,
2021/06/11,17548,17548,445.67,
2021/06/14,18227,18227,463.87,
2021/06/15,18951,18951,471.06,0
2021/06/16,18506,18506,443.95,
2021/06/17,17826,17826,438.15,
2021/06/18,17641,17641,450.57,
2021/06/21,15254,15254,392.74,
2021/06/22,16920,16920,485.67,
2021/06/23,17071,17071,465.76,
2021/06/24,17045,17045,461.60,
2021/06/25,17655,17655,473.68,
2021/06/28,17419,17419,450.59,
2021/06/29,16926,16926,435.74,
2021/06/30,16977,16977,449.59,
2021/07/01,16596,16596,445.20,
2021/07/02,16920,16920,460.92,
2021/07/05,16439,16439,442.93,
2021/07/06,16538,16538,452.83,
2021/07/07,15964,15964,431.08,
2021/07/08,15408,15408,438.63,
2021/07/09,15548,15548,455.81,
2021/07/12,16234,16234,538.67,
2021/07/13,16601,16601,498.49,
2021/07/14,16325,16325,465.99,
2021/07/15,15536,15536,445.24,
2021/07/16,14846,14846,436.50,
2021/07/19,14092,14092,442.51,
2021/07/20,13677,13677,455.85,
2021/07/21,13996,13996,487.84,
2021/07/26,14581,14581,507.70,
2021/07/27,14760,14760,496.38,
2021/07/28,13892,13892,457.46,
2021/07/29,14499,14499,488.49,
2021/07/30,13470,13470,446.80,
2021/08/02,14291,14291,500.34,
2021/08/03,13936,13936,458.37,
2021/08/04,13957,13957,464.27,
2021/08/05,14152,14152,471.70,
2021/08/06,14503,14503,476.61,
2021/08/10,14523,14523,471.00,
2021/08/11,15017,15017,481.86,
2021/08/12,14901,14901,469.87,
2021/08/13,14832,14832,459.97,
2021/08/16,13668,13668,424.48,
2021/08/17,13412,13412,439.52,
2021/08/18,13917,13917,455.08,
2021/08/19,13073,13073,425.84,
2021/08/20,12657,12657,424.61,
2021/08/23,13681,13681,478.38,
2021/08/24,14151,14151,470.30,
2021/08/25,14150,14150,453.38,
2021/08/26,14040,14040,441.74,
2021/08/27,13930,13930,435.70,
2021/08/30,14145,14145,449.07,
2021/08/31,15112,15112,473.79,
2021/09/01,15827,15827,491.52,
2021/09/02,15778,15778,471.50,
2021/09/03,17428,17428,511.51,
2021/09/06,18939,18939,529.26,
2021/09/07,19362,19362,527.53,
2021/09/08,20036,20036,506.01,
2021/09/09,19601,19601,471.14,
2021/09/10,20620,20620,489.41,
2021/09/13,21119,21119,489.01,
2021/09/14,21327,21327,502.20,
2021/09/15,21175,21175,492.54,
2021/09/16,20726,20726,488.22,
2021/09/17,21164,21164,490.83,
2021/09/21,19392,19392,442.52,
2021/09/22,18724,18724,463.24,
2021/09/24,20432,20432,515.68,
2021/09/27,20225,20225,496.73,
2021/09/28,19761,19761,487.22,
2021/09/29,18903,18903,477.22,
2021/09/30,18457,18457,520.60,
2021/10/01,16733,16733,484.38,
2021/10/04,15269,15269,467.11,
2021/10/05,14133,14133,441.54,
2021/10/06,13414,13414,444.23,
2021/10/07,14275,14275,487.56,
2021/10/08,14938,14938,525.86,
2021/10/11,15799,15799,570.90,
2021/10/12,14823,14823,533.47,
2021/10/13,14936,14936,540.03,
2021/10/14,15922,15922,579.93,
2021/10/15,17237,17237,622.12,
2021/10/18,16700,16700,587.21,
2021/10/19,17572,17572,611.47,
2021/10/20,17623,17623,608.69,
2021/10/21,16194,16194,541.61,
2021/10/22,16534,16534,552.60,
2021/10/25,15915,15915,535.86,
2021/10/26,17129,17129,587.98,
2021/10/27,16799,16799,555.49,
2021/10/28,16198,16198,541.90,
2021/10/29,16246,16246,549.05,
2021/11/01,18105,18105,612.49,
2021/11/02,17972,17972,581.36,
2021/11/04,18810,18810,597.83,
2021/11/05,18267,18267,562.64,
2021/11/08,17920,17920,561.99,
2021/11/09,17423,17423,545.48,
2021/11/10,16935,16935,534.59,
2021/11/11,17409,17409,554.65,
2021/11/12,18171,18171,580.85,
2021/11/15,18511,18511,578.39,
2021/11/16,18618,18618,563.65,
2021/11/17,18401,18401,550.99,
2021/11/18,18081,18081,546.67,
2021/11/19,18632,18632,571.02,
2021/11/22,18656,18656,563.60,
2021/11/24,17523,17523,529.34,
2021/11/25,17904,17904,569.56,
2021/11/26,15992,15992,498.00,
2021/11/29,14649,14649,508.27,
2021/11/30,12979,12979,469.89,
2021/12/01,14434,14434,535.30,
2021/12/02,13482,13482,520.68,
2021/12/03,14149,14149,564.58,
2021/12/06,13661,13661,550.23,
2021/12/07,15140,15140,617.71,
2021/12/08,15938,15938,638.29,
2021/12/09,15580,15580,597.55,
2021/12/10,14878,14878,564.69,
2021/12/13,15486,15486,591.69,
2021/12/14,14766,14766,561.13,
2021/12/15,15057,15057,578.45,
2021/12/16,16258,16258,627.50,
2021/12/17,15099,15099,551.54,
2021/12/20,13692,13692,511.58,
2021/12/21,14953,14953,584.57,
2021/12/22,14817,14817,564.17,
2021/12/23,15422,15422,578.28,
2021/12/24,15421,15421,562.93,
2021/12/27,15281,15281,548.37,
2021/12/28,15945,15945,573.11,
