date,sbi-sp_start_100,rakuten-vti_start_100
2025-07-08,141.70213548522054,140.22400268467635
2025-07-09,142.3801802035173,140.9832627207517
2025-07-10,142.24924738980215,140.8993665841688
2025-07-11,143.41829153464082,142.0235748143798
2025-07-14,143.25462544870732,141.76769159780193
2025-07-15,144.18518457488202,142.74088678216367
2025-07-16,144.88193496785874,143.2946012836109
2025-07-17,144.8304975344871,143.31557531775664
2025-07-18,145.8732843582603,144.42300432065102
2025-07-22,144.8679067189362,143.31977012458577
2025-07-23,143.8952621445462,142.51856202021898
2025-07-24,145.13912444748135,143.73925080750033
2025-07-25,146.1491780937275,144.59079659381686
2025-07-28,147.07506090529506,145.57657619866603
2025-07-29,147.8045443828817,146.29388816644993
2025-07-30,147.13585149732097,145.547212550862
2025-07-31,148.08043865083903,146.49523889424893
2025-08-01,148.90812093543843,147.22513528252023
2025-08-04,143.3995866429731,141.76349679097277
2025-08-05,144.92869658723137,143.33654935190233
2025-08-06,144.86790624544787,143.33654935190233
2025-08-07,145.9761602150162,144.34330299089726
2025-08-08,145.48516210132496,143.86090020554553
2025-08-12,147.48188921195242,145.6101346532992
2025-08-13,148.43115344222738,146.77209614497252
2025-08-14,147.79051716241307,146.33164142791225
2025-08-15,148.76783811754606,147.08670665715843
2025-08-18,148.28619182789183,146.59171945131925
2025-08-19,148.6369049830459,147.04056378203785
2025-08-20,147.65958463266327,145.98347246109316
2025-08-21,147.03765279836142,145.3710306640379
2025-08-22,147.48188883650195,145.87860229036454
2025-08-25,148.64158022335226,147.32581064641974
2025-08-26,147.72505029403186,146.32325181425395
2025-08-27,148.7070466568594,147.38034313519864
2025-08-28,148.91279772661383,147.64461596543478
2025-08-29,148.93150266313626,147.6739796132388
2025-09-01,148.4358288359728,147.15382356642476
2025-09-02,148.4966192453143,147.21674566886196
2025-09-03,148.85668493786318,147.63203154494735
2025-09-04,148.84265668387465,147.49360291958556
2025-09-05,150.2922710395565,149.0289022190528
2025-09-08,150.1052232907115,148.97017492344477
2025-09-09,149.3804162032166,148.3367590922438
2025-09-10,149.89011861514777,148.68073325223375
2025-09-11,150.36708845829656,149.1002139351483
2025-09-12,151.3210277931722,150.21183774487184
2025-09-16,152.30770142279482,150.9627081672889
2025-09-17,151.10124775059265,149.75460380049498
2025-09-18,151.36779035162468,150.0608246990226
2025-09-19,153.17746948285142,152.10369562481648
2025-09-22,154.14076123051234,152.92168295649986
2025-09-24,153.62170608973713,152.30504635261545
2025-09-25,154.06126694980583,152.69096858089685
