date,rakuten-sp_start_100,fang_start_100
2024-10-17,142.13187702265373,164.41244749060357
2024-10-18,142.58697411003237,165.3382710590316
2024-10-21,142.4757281553398,166.7283882378952
2024-10-22,143.47694174757282,169.22673004642937
2024-10-23,144.00283171521036,170.2409904930356
2024-10-24,144.01294498381878,167.9582135750608
2024-10-25,143.73988673139158,168.690581472474
2024-10-28,144.91302588996763,170.83241211585232
2024-10-29,144.8118932038835,170.2492814503648
2024-10-30,145.3984627831715,173.593300906478
2024-10-31,145.2366504854369,173.40260888790627
2024-11-01,141.0598705501618,166.3221313287641
2024-11-05,141.6059870550162,167.75646694671678
2024-11-06,143.73988673139158,171.2137961529958
2024-11-07,149.0898058252427,177.69179747954897
2024-11-08,148.74595469255664,180.01050187928368
2024-11-11,149.34263754045307,179.01005969489276
2024-11-12,150.16181229773463,179.98562900729604
2024-11-13,150.83940129449837,182.65808091974353
2024-11-14,151.66868932038835,183.7055051956666
2024-11-15,151.79004854368932,184.19467167808975
2024-11-18,147.4312297734628,176.34037143488834
2024-11-19,148.1593851132686,177.56190581472472
2024-11-20,149.1504854368932,181.30112757019677
2024-11-21,149.37297734627833,181.0330532832191
2024-11-22,149.59546925566343,180.29515808091975
2024-11-25,149.85841423948222,180.19566659296927
2024-11-26,150.30339805825244,179.12889674994472
2024-11-27,149.82807443365695,179.5987176652664
2024-11-28,148.17961165048544,175.67433119610877
2024-11-29,147.17839805825244,174.48043334070306
2024-12-02,147.5121359223301,175.25978332964846
2024-12-03,147.62338187702267,177.1584125580367
2024-12-04,147.55258899676375,178.83594959097942
2024-12-05,149.0088996763754,183.52034048198098
2024-12-06,148.43244336569578,183.39044881715677
2024-12-09,148.59425566343043,185.2531505637851
2024-12-10,149.37297734627833,185.60413442405485
2024-12-11,149.24150485436894,185.51569754587663
2024-12-12,151.00121359223303,191.65376962193235
2024-12-13,150.78883495145632,191.46031395091754
2024-12-16,151.68891585760517,195.25480875525093
2024-12-17,152.63956310679612,200.9092416537696
2024-12-18,151.50687702265373,197.88027857616626
2024-12-19,148.18972491909386,190.97943842582356
2024-12-20,150.9304207119741,195.37640946274598
2024-12-23,151.39563106796118,196.23590537254034
2024-12-24,153.21601941747574,199.72087110325006
2024-12-25,154.834142394822,202.51216007074947
2024-12-26,154.8847087378641,202.57019677205395
2024-12-27,155.57241100323625,203.31085562679635
2024-12-30,153.86326860841424,199.9557815609109
2025-01-06,152.72046925566343,197.99358832633206
2025-01-07,154.0554207119741,202.20815830201192
2025-01-08,152.22491909385113,197.6039133318594
2025-01-09,152.7710355987055,197.5956223745302
2025-01-10,152.538430420712,197.2833296484634
2025-01-14,149.8685275080906,191.01536590758346
2025-01-15,150.53600323624596,190.93521998673447
2025-01-16,151.72936893203882,194.21291178421401
2025-01-17,150.24271844660194,190.9324563342914
2025-01-20,152.54854368932038,194.6468052177758
2025-01-21,152.5687702265372,194.6661507848773
2025-01-22,153.36771844660194,196.05074065885475
2025-01-23,155.2588996763754,202.7221976564227
2025-01-24,155.91626213592232,203.6894760114968
2025-01-27,154.7532362459547,202.30764978996243
2025-01-28,152.0529935275081,194.2764757904046
2025-01-29,153.9745145631068,201.6968826000442
2025-01-30,152.3462783171521,198.4882821136414
2025-01-31,152.83171521035598,195.90150342692903
2025-02-03,153.31715210355986,198.09584346672563
2025-02-04,151.81027508090614,196.03968604908246
2025-02-05,151.6484627831715,197.36623922175548
2025-02-06,150.79894822006472,196.38514260446607
2025-02-07,150.06067961165047,196.04521335396862
2025-02-10,149.2819579288026,194.22673004642937
2025-02-12,151.6484627831715,198.5490824673889
2025-02-13,152.4777508090615,200.01381826221535
2025-02-14,152.37661812297733,200.76276807428698
2025-02-17,151.4866504854369,200.17134645147027
2025-02-18,151.25404530744336,199.8507627680743
2025-02-19,152.12378640776697,199.16261330975016
2025-02-20,151.46642394822007,197.5320583683396
2025-02-21,149.5651294498382,193.8674552288304
2025-02-25,146.6626213592233,184.9353305328322
2025-02-26,144.6905339805825,180.46097722750386
2025-02-27,145.0242718446602,183.68063232367896
2025-02-28,143.14320388349515,177.80787088215786
2025-03-03,146.288430420712,182.00862259562237
2025-03-04,142.48584142394822,175.04145478664603
2025-03-05,141.3228155339806,176.00873314172009
2025-03-06,142.31391585760517,176.66095511828433
2025-03-07,138.67313915857605,168.0383594959098
2025-03-10,138.80461165048544,167.5602476232589
2025-03-11,134.43567961165047,158.84921512270617
2025-03-12,134.69862459546925,162.92007517134647
2025-03-13,135.55825242718447,167.2341366349768
2025-03-14,133.7378640776699,162.68240106124253
2025-03-17,137.04490291262138,168.49712580145922
2025-03-18,138.58211974110034,169.76011496794163
2025-03-19,137.24716828478964,166.53769621932346
2025-03-21,137.8640776699029,167.8504311297811
2025-03-24,138.6529126213592,169.5777139066991
2025-03-25,142.18244336569578,174.44726951138625
2025-03-26,141.70711974110034,175.51403935441078
2025-03-27,140.48341423948222,170.78266637187707
2025-03-28,140.50364077669903,169.76011496794163
2025-03-31,136.27629449838187,162.3562900729604
2025-04-01,137.32807443365695,162.07992482865353
2025-04-02,137.8640776699029,164.20517355737343
2025-04-03,136.92354368932038,163.44793278797258
2025-04-04,128.72168284789643,150.7544771169578
2025-04-07,120.84344660194175,141.95500773822684
2025-04-08,122.19862459546927,145.83241211585232
2025-04-09,118.34546925566343,141.78089763431353
2025-04-10,130.95671521035598,162.79571081140836
2025-04-11,123.54368932038835,151.87928366128676
2025-04-14,125.51577669902913,154.73690028741987
2025-04-15,126.87095469255662,155.3089763431351
2025-04-16,126.04166666666667,155.59363254477117
2025-04-17,122.8661003236246,150.12160070749502
2025-04-18,122.97734627831716,148.5407915100597
2025-04-21,121.91545307443366,147.2584567764758
2025-04-22,118.81067961165049,143.46672562458545
2025-04-23,122.78519417475728,148.60711916869334
2025-04-24,125.58656957928802,154.65675436657088
2025-04-25,128.26658576051778,162.76254698209155
2025-04-28,129.70266990291262,166.16183948706612
2025-04-30,129.5509708737864,165.27747070528412
2025-05-01,130.19822006472492,165.79427371213797
2025-05-02,133.69741100323625,172.9383152774707
2025-05-07,131.06796116504856,170.0198982975901
2025-05-08,132.20064724919095,170.6002653106345
2025-05-09,134.98179611650485,174.29526862701746
2025-05-12,135.03236245954693,173.49657307097058
2025-05-13,141.31270226537217,183.55903161618394
2025-05-14,141.78802588996763,187.12967057262878
2025-05-15,140.92839805825244,187.06334291399514
2025-05-16,140.38228155339806,184.91322131328764
2025-05-19,141.23179611650485,185.31395091753262
2025-05-20,141.74757281553397,186.02144594295822
2025-05-21,140.1901294498382,183.74695998231263
2025-05-22,137.05501618122977,181.21269069201858
2025-05-23,137.52022653721681,182.88193676763208
2025-05-26,135.49757281553397,179.93035595843466
2025-05-27,135.14360841423948,179.4577713906699
2025-05-28,139.5631067961165,186.4636303338492
2025-05-29,140.69579288025892,188.6856068980765
2025-05-30,139.1484627831715,185.82246296705728
2025-06-02,138.915857605178,185.92471810745081
2025-06-03,138.73381877022655,186.93897855405703
2025-06-04,140.67556634304208,189.7468494362149
2025-06-05,139.45186084142395,188.61098828211365
2025-06-06,139.73503236245955,189.951359717002
2025-06-09,142.30380258899675,192.68184833075392
2025-06-10,142.2532362459547,192.1539907141278
2025-06-11,143.26456310679612,192.6763210258678
2025-06-12,142.06108414239483,191.74220650011057
2025-06-13,141.57564724919095,191.21711253592747
2025-06-16,141.31270226537217,190.61739995578156
2025-06-17,143.30501618122977,194.07472916206058
2025-06-18,142.39482200647248,194.0194561131992
2025-06-19,141.91949838187702,192.7205394649569
2025-06-20,142.34425566343043,193.28985186822905
2025-06-23,143.15331715210357,192.98861375193454
2025-06-24,143.76011326860842,194.0194561131992
2025-06-25,144.71076051779934,195.85728498783993
2025-06-26,144.4478155339806,197.3551846119832
2025-06-27,145.3883495145631,200.0331638293168
2025-06-30,146.3794498381877,202.14735794826444
2025-07-01,146.00525889967636,201.82401061242538
2025-07-02,145.86367313915858,198.25337165598054
2025-07-03,146.49069579288025,199.57716117621047
2025-07-04,148.75606796116506,204.2007517134645
2025-07-07,148.5234627831715,203.88016803006855
2025-07-08,149.0796925566343,204.6456997567986
2025-07-09,149.7876213592233,204.8198098607119
2025-07-10,149.66626213592232,205.80643378288747
2025-07-11,150.88996763754045,204.28918859164273
2025-07-14,150.75849514563106,204.01835065222195
2025-07-15,151.66868932038835,205.60468715454343
2025-07-16,152.45752427184468,208.56732257351314
2025-07-17,152.39684466019418,207.5088436878178
2025-07-18,153.39805825242718,208.96805217775812
2025-07-22,152.35639158576052,208.7055051956666
2025-07-23,151.4259708737864,204.64846340924163
2025-07-24,152.63956310679612,205.05748397081584
2025-07-25,153.70145631067962,208.7745965067433
2025-07-28,154.68244336569578,209.14216228167146
2025-07-29,155.52184466019418,211.56035816935662
2025-07-30,154.7532362459547,210.41896971036925
2025-07-31,155.7544498381877,212.49447269511387
2025-08-01,156.64441747572815,214.91819588768516
2025-08-04,150.9203074433657,204.89719212911783
2025-08-05,152.46763754045307,207.92062790183508
2025-08-06,152.39684466019418,206.40061905814724
2025-08-07,153.5497572815534,210.4383152774707
2025-08-08,153.01375404530745,208.76630554941408
2025-08-12,155.08697411003237,212.19323457881939
2025-08-13,156.19943365695792,214.108445721866
2025-08-14,155.48139158576052,211.49126685827991
2025-08-15,156.56351132686083,213.78233473358392
2025-08-18,155.97694174757282,213.49491487950476
2025-08-19,156.39158576051778,214.0586999778908
2025-08-20,155.3094660194175,209.84965730709706
2025-08-21,154.68244336569578,207.9095732920628
2025-08-22,155.15776699029126,208.06986513376077
2025-08-25,156.3814724919094,209.9159849657307
2025-08-26,155.41059870550163,209.74740216670352
2025-08-27,156.4724919093851,210.70915321689142
2025-08-28,156.70509708737862,211.48573955339378
2025-08-29,156.6747572815534,214.03382710590316
2025-09-01,156.06796116504856,210.89984523546318
2025-09-02,156.12864077669903,210.97999115631217
2025-09-03,156.6039644012945,211.28675657749284
2025-09-04,156.5938511326861,214.0144815388017
2025-09-05,158.15129449838187,216.49347778023434
2025-09-08,157.90857605177993,218.2787972584568
2025-09-09,157.06917475728156,218.8011275701968
2025-09-10,157.65574433656957,219.52796816272385
2025-09-11,158.17152103559872,220.83793942073845
2025-09-12,159.23341423948222,219.97844351094406
2025-09-16,160.19417475728156,224.38923281008178
2025-09-17,158.93001618122977,222.3358390448817
2025-09-18,159.2435275080906,221.72230820252045
2025-09-19,161.17516181229774,226.19113420296264
2025-09-22,162.2168284789644,228.53747512712803
2025-09-24,161.5594660194175,224.36988724298033
2025-09-25,162.10558252427185,224.61585231041346
2025-09-26,162.40898058252426,225.23214680521778
2025-09-29,162.73260517799352,225.32058368339597
2025-09-30,162.80339805825244,225.2984744638514
2025-10-01,162.69215210355986,224.0189033827106
2025-10-02,162.17637540453075,222.54034932566879
2025-10-03,162.52022653721681,223.5159186380721
2025-10-06,165.16990291262138,225.85949590979436
2025-10-07,166.5453074433657,228.05936325447712
2025-10-08,167.94093851132686,229.9110103913332
2025-10-09,169.3972491909385,234.26099933672342
2025-10-10,169.3163430420712,235.49635197877515
2025-10-14,166.64644012944984,232.61938978554056
2025-10-15,165.50364077669903,227.6005969489277
2025-10-16,165.15978964401293,227.04233915542778
2025-10-17,163.51132686084142,225.25978332964846
2025-10-20,165.2811488673139,227.7000884368782
2025-10-21,166.5554207119741,231.1297811187265
2025-10-22,167.8296925566343,233.0145920848994
2025-10-23,167.54652103559872,230.32832191023655
2025-10-24,169.00283171521036,233.22462967057263
2025-10-27,170.69174757281553,236.09882821136412
2025-10-28,172.2997572815534,239.6141941189476
2025-10-29,171.5918284789644,241.479659518019
2025-10-30,172.9470064724919,245.11938978554056
2025-10-31,172.68406148867314,242.78410347114746
2025-11-04,173.76618122977345,245.04753482202076
2025-11-05,170.7423139158576,238.71877072739332
2025-11-06,171.98624595469255,240.1641609551183
2025-11-07,169.1747572815534,235.4383152774707
2025-11-10,170.165857605178,236.19555604687156
2025-11-11,173.290857605178,242.56577492814503
2025-11-12,173.56391585760517,242.04344461640503
2025-11-13,174.51456310679612,241.8969710369224
2025-11-14,171.3086569579288,236.41664824231702
2025-11-17,171.21763754045307,236.3420296263542
2025-11-18,170.35800970873788,235.68980764978997
2025-11-19,169.1848705501618,232.6912447490604
2025-11-20,171.73341423948222,236.90581472474022
2025-11-21,169.29611650485435,232.09429582135752
2025-11-25,172.92677993527508,239.63630333849216
2025-11-26,173.95833333333331,240.4847446385143
2025-11-27,174.6359223300971,240.1365244306876
2025-11-28,175.44498381877023,241.23922175547202
2025-12-01,175.53600323624596,242.16780897634314
2025-12-02,174.4336569579288,240.95180190139288
2025-12-03,175.02022653721681,242.60999336723415
2025-12-04,174.92920711974108,240.20285208932125
2025-12-05,174.92920711974108,239.83804996683617
2025-12-08,175.4247572815534,240.915874419633
2025-12-09,175.7180420711974,241.90526199425162
2025-12-10,176.51699029126212,243.7652000884369
2025-12-11,176.56755663430422,241.7726066769843
2025-12-12,176.76982200647248,240.52343577271725
2025-12-15,175.23260517799352,235.3332964846341
2025-12-16,173.96844660194176,228.2445279681627
2025-12-17,173.06836569579286,228.7502763652443
2025-12-18,172.0873786407767,225.67433119610877
2025-12-19,173.7257281553398,228.5098386026973
2025-12-22,177.24514563106797,233.85197877514923
2025-12-23,177.4069579288026,232.8819367676321
2025-12-24,177.61933656957927,234.28034490382487
2025-12-25,177.8418284789644,234.0343798363918
2025-12-26,178.51941747572815,234.9159849657307
2025-12-29,178.42839805825244,234.70318372761443
2025-12-30,177.9126213592233,233.22186601812956
2026-01-05,177.5687702265372,228.69776696882602
2026-01-06,178.03398058252426,229.2532611098828
2026-01-07,179.09587378640776,230.26752155648907
2026-01-08,178.6913430420712,232.3236789741322
2026-01-09,179.0453074433657,230.35872208711035
2026-01-13,181.8163430420712,233.9873977448596
2026-01-14,182.58495145631068,235.1840592527084
2026-01-15,180.84546925566343,230.13762989166483
2026-01-16,181.52305825242718,230.4222860933009
2026-01-19,180.02629449838187,228.0869997789078
2026-01-20,180.76456310679612,229.00729604244972
2026-01-21,177.10355987055016,222.63154985629006
2026-01-22,179.1868932038835,222.78631439310192
2026-01-23,180.56229773462783,225.34822020782664
2026-01-26,176.33495145631068,222.32478443510945
2026-01-27,176.6282362459547,223.71213796152998
2026-01-28,175.2123786407767,223.391554278134
2026-01-29,175.9809870550162,222.89686049082468
2026-01-30,176.33495145631068,221.7278355074066
2026-02-02,177.44741100323625,222.11751050187928
2026-02-03,178.7621359223301,222.67300464293612
2026-02-04,177.79126213592232,219.8402608887906
2026-02-05,177.7811488673139,215.55107229714793
2026-02-06,175.5663430420712,210.33053283219104
2026-02-09,179.1970064724919,214.12502763652444
2026-02-10,179.14644012944984,216.5349325668804
2026-02-12,175.30339805825244,209.44892770285207
2026-02-13,172.14805825242718,203.41311076718992
2026-02-16,172.41100323624596,202.84103471147466
2026-02-17,172.69417475728156,203.16990935219988
2026-02-18,172.77508090614887,203.70882157859828
2026-02-19,175.50566343042073,207.58622595622373
2026-02-20,175.4348705501618,207.7934998894539
2026-02-24,174.49433656957927,203.67289409683838
2026-02-25,176.95186084142395,206.10214459429582
2026-02-26,178.7621359223301,211.32821136413887
2026-02-27,177.41707119741102,209.606455892107
2026-03-02,177.4878640776699,210.9882821136414
2026-03-03,178.65088996763754,214.71368560689808
2026-03-04,177.1844660194175,215.05914216228166
