äÓèÄì˙,äÓèÄâøäz(â~),ï™îzã‡çƒìäéëäÓèÄâøäz(â~),èÉéëéYëçäz(â≠â~),ï™îzã‡(â~)
2023/02/21,20065,20065,8178.78,
2023/02/22,19733,19733,8043.66,
2023/02/24,19718,19718,8040.77,
2023/02/27,19798,19798,8073.44,
2023/02/28,19877,19877,8110.47,
2023/03/01,19821,19821,8095.83,
2023/03/02,19830,19830,8102.53,
2023/03/03,19942,19942,8216.89,
2023/03/06,20151,20151,8304.71,
2023/03/07,20156,20156,8307.63,
2023/03/08,20032,20032,8257.46,
2023/03/09,20021,20021,8253.69,
2023/03/10,19471,19471,8076.04,
2023/03/13,18911,18911,7843.42,
2023/03/14,18676,18676,7751.05,
2023/03/15,19208,19208,7972.93,
2023/03/16,18876,18876,7838.70,
2023/03/17,19235,19235,7996.91,
2023/03/20,18865,18865,7879.34,
2023/03/22,19281,19281,8055.83,
2023/03/23,18707,18707,7821.43,
2023/03/24,18695,18695,7820.57,
2023/03/27,18812,18812,7871.36,
2023/03/28,18862,18862,7897.77,
2023/03/29,18923,18923,7933.04,
2023/03/30,19380,19380,8128.55,
2023/03/31,19628,19628,8233.95,
2023/04/03,19867,19867,8334.55,
2023/04/04,19841,19841,8323.70,
2023/04/05,19555,19555,8268.42,
2023/04/06,19428,19428,8212.03,
2023/04/07,19578,19578,8275.76,
2023/04/10,19702,19702,8328.18,
2023/04/11,19874,19874,8400.69,
2023/04/12,19938,19938,8486.80,
2023/04/13,19786,19786,8421.13,
2023/04/14,19936,19936,8481.37,
2023/04/17,20072,20072,8571.71,
2023/04/18,20239,20239,8640.86,
2023/04/19,20198,20198,8625.90,
2023/04/20,20325,20325,8668.48,
2023/04/21,20110,20110,8570.32,
2023/04/24,20098,20098,8564.87,
2023/04/25,20138,20138,8580.23,
2023/04/26,19724,19724,8403.97,
2023/04/27,19622,19622,8363.28,
2023/04/28,20052,20052,8547.14,
2023/05/01,20634,20634,8797.84,
2023/05/02,20749,20749,8849.79,
2023/05/08,20221,20221,8684.96,
2023/05/09,20270,20270,8699.88,
2023/05/10,20160,20160,8698.06,
2023/05/11,20105,20105,8676.35,
2023/05/12,20145,20145,8697.54,
2023/05/15,20308,20308,8767.74,
2023/05/16,20395,20395,8805.05,
2023/05/17,20301,20301,8766.22,
2023/05/18,20734,20734,8950.16,
2023/05/19,21059,21059,9087.87,
2023/05/22,20904,20904,9051.72,
2023/05/23,21055,21055,9109.81,
2023/05/24,20854,20854,9017.83,
2023/05/25,20827,20827,9002.69,
2023/05/26,21022,21022,9084.84,
2023/05/29,21432,21432,9265.37,
2023/05/30,21357,21357,9232.94,
2023/05/31,21288,21288,9203.32,
2023/06/01,21073,21073,9104.92,
2023/06/02,21252,21252,9180.32,
2023/06/05,21786,21786,9478.21,
2023/06/06,21641,21641,9415.50,
2023/06/07,21725,21725,9451.89,
2023/06/08,21756,21756,9461.16,
2023/06/09,21728,21728,9450.43,
2023/06/12,21794,21794,9532.04,
2023/06/13,22032,22032,9636.29,
2023/06/14,22252,22252,9738.17,
2023/06/15,22302,22302,9760.86,
2023/06/16,22563,22563,9908.52,
2023/06/19,22740,22740,9989.60,
2023/06/20,22782,22782,10007.23,
2023/06/21,22577,22577,9917.45,
2023/06/22,22503,22503,9887.19,
2023/06/23,22753,22753,9994.83,
2023/06/26,22606,22606,9930.61,
2023/06/27,22549,22549,9907.29,
2023/06/28,22861,22861,10053.55,
2023/06/29,22956,22956,10096.89,
2023/06/30,23168,23168,10193.54,
2023/07/03,23330,23330,10265.33,
2023/07/04,23408,23408,10299.57,
2023/07/05,23408,23408,10366.94,
2023/07/06,23318,23318,10326.93,
2023/07/07,23065,23065,10218.81,
2023/07/10,22780,22780,10093.74,
2023/07/11,22707,22707,10064.75,
2023/07/12,22632,22632,10088.77,
2023/07/13,22609,22609,10078.38,
2023/07/14,22696,22696,10118.62,
2023/07/18,22886,22886,10240.51,0
2023/07/19,23095,23095,10335.26,
2023/07/20,23263,23263,10419.96,
2023/07/21,23159,23159,10374.07,
2023/07/24,23442,23442,10504.60,
2023/07/25,23485,23485,10525.31,
2023/07/26,23466,23466,10521.07,
2023/07/27,23356,23356,10475.15,
2023/07/28,23043,23043,10333.56,
2023/07/31,23522,23522,10551.27,
2023/08/01,23838,23838,10697.35,
2023/08/02,23903,23903,10726.91,
2023/08/03,23603,23603,10659.26,
2023/08/04,23438,23438,10585.34,
2023/08/07,23148,23148,10453.77,
2023/08/08,23547,23547,10636.67,
2023/08/09,23503,23503,10625.43,
2023/08/10,23416,23416,10642.76,
2023/08/14,23583,23583,10720.13,
2023/08/15,23779,23779,10814.59,
2023/08/16,23528,23528,10702.90,
2023/08/17,23457,23457,10710.05,
2023/08/18,23142,23142,10567.29,
2023/08/21,23108,23108,10553.28,
2023/08/22,23390,23390,10681.89,
2023/08/23,23240,23240,10617.04,
2023/08/24,23357,23357,10672.03,
2023/08/25,23259,23259,10627.36,
2023/08/28,23469,23469,10726.96,
2023/08/29,23617,23617,10799.89,
2023/08/30,23882,23882,10928.42,
2023/08/31,24012,24012,10988.03,
2023/09/01,23909,23909,10940.38,
2023/09/04,24076,24076,11016.07,
2023/09/05,24123,24123,11105.22,
2023/09/06,24191,24191,11136.22,
2023/09/07,24052,24052,11077.52,
2023/09/08,23820,23820,10971.16,
2023/09/11,23839,23839,10983.51,
2023/09/12,23948,23948,11092.02,
2023/09/13,23928,23928,11089.94,
2023/09/14,23908,23908,11082.50,
2023/09/15,24185,24185,11212.60,
2023/09/19,23920,23920,11125.76,
2023/09/20,23877,23877,11110.83,
2023/09/21,23760,23760,11057.33,
2023/09/22,23234,23234,10816.85,
2023/09/25,23314,23314,10856.83,
2023/09/26,23478,23478,10935.55,
2023/09/27,23160,23160,10797.74,
2023/09/28,23272,23272,10853.77,
2023/09/29,23414,23414,10923.16,
2023/10/02,23379,23379,10911.38,
2023/10/03,23368,23368,10907.54,
2023/10/04,22935,22935,10772.82,
2023/10/05,23035,23035,10821.67,
2023/10/06,23004,23004,10807.39,
2023/10/10,23402,23402,10998.13,
2023/10/11,23555,23555,11072.32,
2023/10/12,23743,23743,11228.09,
2023/10/13,23659,23659,11190.02,
2023/10/16,23472,23472,11103.16,
2023/10/17,23743,23743,11232.28,
2023/10/18,23814,23814,11305.80,
2023/10/19,23467,23467,11142.60,
2023/10/20,23258,23258,11043.26,
2023/10/23,22959,22959,10900.66,
2023/10/24,22877,22877,10865.11,
2023/10/25,23085,23085,10966.83,
2023/10/26,22786,22786,10830.13,
2023/10/27,22563,22563,10731.44,
2023/10/30,22365,22365,10641.32,
2023/10/31,22570,22570,10742.61,
2023/11/01,23012,23012,10956.78,
2023/11/02,23112,23112,11004.88,
2023/11/06,23688,23688,11349.00,
2023/11/07,23765,23765,11388.78,
2023/11/08,23925,23925,11468.92,
2023/11/09,23987,23987,11496.45,
2023/11/10,23837,23837,11483.56,
2023/11/13,24236,24236,11672.96,
2023/11/14,24231,24231,11672.61,
2023/11/15,24588,24588,11838.28,
2023/11/16,24759,24759,11915.22,
2023/11/17,24648,24648,11898.92,
2023/11/20,24577,24577,11860.57,
2023/11/21,24472,24472,11804.00,
2023/11/22,24433,24433,11783.04,
2023/11/24,24748,24748,11932.85,
2023/11/27,24756,24756,11935.23,
2023/11/28,24498,24498,11811.45,
2023/11/29,24315,24315,11727.71,
2023/11/30,24346,24346,11744.03,
2023/12/01,24580,24580,11855.70,
2023/12/04,24540,24540,11836.59,
2023/12/05,24576,24576,11918.62,
2023/12/06,24547,24547,11899.88,
2023/12/07,24428,24428,11843.03,
2023/12/08,23972,23972,11619.91,
2023/12/11,24445,24445,11851.79,
2023/12/12,24626,24626,12002.36,
2023/12/13,24677,24677,12029.80,
2023/12/14,24523,24523,11950.52,
2023/12/15,24668,24668,12016.55,
2023/12/18,24583,24583,12006.44,
2023/12/19,24774,24774,12103.86,
2023/12/20,25188,25188,12300.21,
2023/12/21,24718,24718,12065.50,
2023/12/22,24782,24782,12093.13,
2023/12/25,24818,24818,12102.16,
2023/12/26,24827,24827,12103.15,
2023/12/27,25040,25040,12206.97,
2023/12/28,24921,24921,12141.96,
2023/12/29,24906,24906,12132.49,
2024/01/04,24685,24685,12021.70,
2024/01/05,24893,24893,12121.05,
2024/01/09,25105,25105,12265.55,
2024/01/10,25181,25181,12299.81,
2024/01/11,25478,25478,12481.22,
2024/01/12,25404,25404,12443.60,
2024/01/15,25382,25382,12427.12,
2024/01/16,25510,25510,12484.86,
2024/01/17,25657,25657,12556.58,
2024/01/18,25644,25644,12543.65,
2024/01/19,25858,25858,12647.80,
2024/01/22,26174,26174,12841.31,
2024/01/23,26279,26279,12891.12,
2024/01/24,26330,26330,12916.43,
2024/01/25,26271,26271,12883.84,
2024/01/26,26388,26388,12940.96,
2024/01/29,26463,26463,12983.06,
2024/01/30,26547,26547,13015.97,
2024/01/31,26541,26541,12968.97,
2024/02/01,25971,25971,12683.70,
2024/02/02,26256,26256,12820.51,
2024/02/05,26889,26889,13181.65,
2024/02/06,26748,26748,13113.59,
2024/02/07,26694,26694,13078.46,
2024/02/08,26954,26954,13201.32,
2024/02/09,27271,27271,13358.49,
2024/02/13,27437,27437,13495.04,
2024/02/14,27231,27231,13392.01,
2024/02/15,27496,27496,13515.67,
2024/02/16,27665,27665,13594.58,
2024/02/19,27478,27478,13541.55,
2024/02/20,27541,27541,13571.47,
2024/02/21,27328,27328,13466.45,
2024/02/22,27405,27405,13500.77,
2024/02/26,27930,27930,13758.62,
2024/02/27,27900,27900,13744.82,
2024/02/28,27948,27948,13765.07,
2024/02/29,27932,27932,13753.69,
2024/03/01,27984,27984,13778.11,
2024/03/04,28198,28198,13881.84,
2024/03/05,28233,28233,13950.53,
2024/03/06,27865,27865,13762.30,
2024/03/07,27839,27839,13748.03,
2024/03/08,27892,27892,13771.06,
2024/03/11,27536,27536,13598.31,
2024/03/12,27497,27497,13637.67,
2024/03/13,27897,27897,13833.86,
2024/03/14,27890,27890,13828.82,
2024/03/15,27953,27953,13858.87,
2024/03/18,27923,27923,13876.37,
2024/03/19,28057,28057,13942.62,
2024/03/21,28791,28791,14300.78,
2024/03/22,29062,29062,14432.26,
2024/03/25,28940,28940,14368.58,
2024/03/26,28856,28856,14323.36,
2024/03/27,28850,28850,14319.38,
2024/03/28,29094,29094,14441.60,
2024/03/29,29091,29091,14442.15,
2024/04/01,29095,29095,14447.11,
2024/04/02,29136,29136,14467.23,
2024/04/03,28837,28837,14368.12,
2024/04/04,28908,28908,14403.73,
2024/04/05,28421,28421,14162.35,
2024/04/08,28860,28860,14382.67,
2024/04/09,28928,28928,14418.97,
2024/04/10,28938,28938,14485.56,
2024/04/11,28840,28840,14436.11,
2024/04/12,29051,29051,14545.96,
2024/04/15,28701,28701,14369.71,
2024/04/16,28526,28526,14314.86,
2024/04/17,28508,28508,14305.64,
2024/04/18,28281,28281,14191.61,
2024/04/19,28277,28277,14188.60,
2024/04/22,28062,28062,14079.85,
2024/04/23,28346,28346,14220.62,
2024/04/24,28685,28685,14389.83,
2024/04/25,28816,28816,14455.47,
2024/04/26,28722,28722,14411.47,
2024/04/30,29316,29316,14712.36,
2024/05/01,29030,29030,14570.02,
2024/05/02,28621,28621,14364.98,
2024/05/07,29189,29189,14702.55,
2024/05/08,29375,29375,14797.44,
2024/05/09,29487,29487,14853.89,
2024/05/10,29670,29670,15007.19,
2024/05/13,29751,29751,15048.28,
2024/05/14,29839,29839,15095.27,
2024/05/15,30017,30017,15182.78,
2024/05/16,29883,29883,15112.91,
2024/05/17,30120,30120,15235.43,
2024/05/20,30227,30227,15289.12,
2024/05/21,30370,30370,15361.33,
2024/05/22,30402,30402,15408.63,
2024/05/23,30412,30412,15413.96,
2024/05/24,30200,30200,15306.46,
2024/05/27,30362,30362,15387.93,
2024/05/28,30375,30375,15396.15,
2024/05/29,30464,30464,15441.27,
2024/05/30,30256,30256,15345.84,
2024/05/31,29940,29940,15183.93,
2024/06/03,30255,30255,15342.29,
2024/06/04,30128,30128,15278.22,
2024/06/05,29900,29900,15218.33,
2024/06/06,30359,30359,15452.69,
2024/06/07,30338,30338,15443.80,
2024/06/10,30514,30514,15533.44,
2024/06/11,30679,30679,15618.45,
2024/06/12,30707,30707,15698.69,
2024/06/13,30933,30933,15811.78,
2024/06/14,31031,31031,15860.38,
2024/06/17,31050,31050,15902.70,
2024/06/18,31328,31328,16043.15,
2024/06/19,31451,31451,16107.03,
2024/06/20,31491,31491,16126.06,
2024/06/21,31599,31599,16181.28,
2024/06/24,31704,31704,16235.50,
2024/06/25,31587,31587,16175.93,
2024/06/26,31735,31735,16250.52,
2024/06/27,31933,31933,16355.22,
2024/06/28,32066,32066,16426.01,
2024/07/01,31977,31977,16381.57,
2024/07/02,32137,32137,16466.86,
2024/07/03,32303,32303,16605.53,
2024/07/04,32408,32408,16661.30,
2024/07/05,32347,32347,16631.79,
2024/07/08,32435,32435,16676.91,
2024/07/09,32515,32515,16720.01,
2024/07/10,32628,32628,16847.15,
2024/07/11,32981,32981,17029.90,
2024/07/12,32300,32300,16683.63,
2024/07/16,32516,32516,16794.84,0
2024/07/17,32805,32805,16944.16,
2024/07/18,31792,31792,16458.89,
2024/07/19,31845,31845,16486.87,
2024/07/22,31655,31655,16388.60,
2024/07/23,31823,31823,16474.32,
2024/07/24,31623,31623,16369.34,
2024/07/25,30413,30413,15741.65,
2024/07/26,30448,30448,15760.71,
2024/07/29,30737,30737,15903.84,
2024/07/30,30804,30804,15936.06,
2024/07/31,30348,30348,15702.21,
2024/08/01,30228,30228,15639.85,
2024/08/02,29736,29736,15385.31,
2024/08/05,28348,28348,14711.52,
2024/08/06,27423,27423,14222.39,
2024/08/07,28095,28095,14522.02,
2024/08/08,27720,27720,14308.73,
2024/08/09,28653,28653,14793.11,
2024/08/13,28695,28695,14884.50,
2024/08/14,29129,29129,15111.97,
2024/08/15,29265,29265,15191.71,
2024/08/16,30123,30123,15640.68,
2024/08/19,29952,29952,15591.43,
2024/08/20,29932,29932,15584.12,
2024/08/21,29686,29686,15456.03,
2024/08/22,29796,29796,15515.44,
2024/08/23,29719,29719,15472.75,
2024/08/26,29536,29536,15378.01,
2024/08/27,29728,29728,15477.31,
2024/08/28,29634,29634,15431.96,
2024/08/29,29506,29506,15366.14,
2024/08/30,29590,29590,15411.46,
2024/09/02,30172,30172,15711.72,
2024/09/03,30362,30362,15809.75,
2024/09/04,29353,29353,15284.37,
2024/09/05,28964,28964,15130.19,
2024/09/06,28764,28764,15022.18,
2024/09/09,28195,28195,14727.76,
2024/09/10,28645,28645,14963.37,
2024/09/11,28475,28475,14942.00,
2024/09/12,28907,28907,15172.40,
2024/09/13,28879,28879,15157.72,
2024/09/17,28978,28978,15243.56,
2024/09/18,29182,29182,15350.09,
2024/09/19,29524,29524,15530.31,
2024/09/20,29840,29840,15695.92,
2024/09/24,30056,30056,15807.97,
2024/09/25,30046,30046,15804.45,
2024/09/26,30215,30215,15889.81,
2024/09/27,30542,30542,16066.43,
2024/09/30,29915,29915,15736.87,
2024/10/01,30321,30321,15950.07,
2024/10/02,30009,30009,15782.28,
2024/10/03,30681,30681,16188.66,
2024/10/04,30533,30533,16108.69,
2024/10/07,31195,31195,16457.94,
2024/10/08,30791,30791,16242.20,
2024/10/09,31125,31125,16417.37,
2024/10/10,31587,31587,16724.63,
2024/10/11,31354,31354,16599.97,
2024/10/15,32068,32068,16979.17,
2024/10/16,31767,31767,16815.75,
2024/10/17,32003,32003,16937.89,
2024/10/18,32101,32101,17018.29,
2024/10/21,32076,32076,17002.04,
2024/10/22,32256,32256,17094.63,
2024/10/23,32354,32354,17140.58,
2024/10/24,32361,32361,17141.00,
2024/10/25,32314,32314,17109.00,
2024/10/28,32557,32557,17235.26,
2024/10/29,32578,32578,17247.18,
2024/10/30,32702,32702,17312.37,
2024/10/31,32691,32691,17302.28,
2024/11/01,31749,31749,16799.15,
2024/11/05,31906,31906,16879.21,
2024/11/06,32400,32400,17192.44,
2024/11/07,33693,33693,17876.91,
2024/11/08,33600,33600,17829.71,
2024/11/11,33758,33758,17912.90,
2024/11/12,34004,34004,18102.35,
2024/11/13,34122,34122,18164.99,
2024/11/14,34282,34282,18241.41,
2024/11/15,34263,34263,18229.35,
2024/11/18,33290,33290,17707.95,
2024/11/19,33453,33453,17831.53,
2024/11/20,33700,33700,17960.38,
2024/11/21,33767,33767,17995.94,
2024/11/22,33869,33869,18051.30,
2024/11/25,33976,33976,18108.37,
2024/11/26,34139,34139,18192.36,
2024/11/27,33963,33963,18094.62,
2024/11/28,33619,33619,17909.21,
2024/11/29,33391,33391,17786.82,
2024/12/02,33461,33461,17824.05,
2024/12/03,33467,33467,17829.40,
2024/12/04,33435,33435,17863.32,
2024/12/05,33786,33786,18049.18,
2024/12/06,33621,33621,17955.35,
2024/12/09,33667,33667,17979.36,
2024/12/10,33829,33829,18061.81,
2024/12/11,33774,33774,18093.45,
2024/12/12,34167,34167,18303.58,
2024/12/13,34110,34110,18268.25,
2024/12/16,34293,34293,18364.58,
2024/12/17,34510,34510,18508.96,
2024/12/18,34222,34222,18343.85,
2024/12/19,33422,33422,17907.12,
2024/12/20,34023,34023,18221.59,
2024/12/23,34142,34142,18280.98,
2024/12/24,34485,34485,18467.23,
2024/12/25,34836,34836,18644.25,
2024/12/26,34847,34847,18645.45,
2024/12/27,35031,35031,18744.40,
2024/12/30,34652,34652,18536.83,
2025/01/06,34432,34432,18416.39,
2025/01/07,34733,34733,18577.47,
2025/01/08,34317,34317,18410.94,
2025/01/09,34422,34422,18468.09,
2025/01/10,34369,34369,18502.59,
2025/01/14,33776,33776,18183.74,
2025/01/15,33961,33961,18289.80,
2025/01/16,34230,34230,18432.11,
2025/01/17,33939,33939,18280.40,
2025/01/20,34436,34436,18549.27,
2025/01/21,34439,34439,18550.96,
2025/01/22,34658,34658,18668.68,
2025/01/23,35040,35040,18910.94,
2025/01/24,35186,35186,18987.93,
2025/01/27,34919,34919,18842.47,
2025/01/28,34329,34329,18522.41,
2025/01/29,34746,34746,18748.12,
2025/01/30,34393,34393,18557.64,
2025/01/31,34534,34534,18635.95,
2025/02/03,34630,34630,18686.88,
2025/02/04,34297,34297,18507.75,
2025/02/05,34261,34261,18538.81,
2025/02/06,34093,34093,18446.19,
2025/02/07,33884,33884,18334.99,
2025/02/10,33727,33727,18250.14,
2025/02/12,34216,34216,18517.21,
2025/02/13,34381,34381,18674.67,
2025/02/14,34357,34357,18662.75,
2025/02/17,34150,34150,18548.50,
2025/02/18,34096,34096,18551.83,
2025/02/19,34298,34298,18661.58,
2025/02/20,34119,34119,18558.51,
2025/02/21,33651,33651,18300.08,
2025/02/25,32942,32942,17913.67,
2025/02/26,32492,32492,17668.08,
2025/02/27,32572,32572,17710.11,
2025/02/28,32161,32161,17486.12,
2025/03/03,32850,32850,17861.44,
2025/03/04,31983,31983,17391.91,
2025/03/05,31713,31713,17294.74,
2025/03/06,31941,31941,17417.37,
2025/03/07,31099,31099,16957.80,
2025/03/10,31101,31101,16957.76,
2025/03/11,30110,30110,16415.99,
2025/03/12,30184,30184,16517.50,
2025/03/13,30379,30379,16615.49,
2025/03/14,29962,29962,16384.78,
2025/03/17,30703,30703,16789.71,
2025/03/18,31101,31101,17006.50,
2025/03/19,30798,30798,16877.46,
2025/03/21,30942,30942,16956.33,
2025/03/24,31108,31108,17046.28,
2025/03/25,31926,31926,17495.55,
2025/03/26,31821,31821,17437.35,
2025/03/27,31528,31528,17280.82,
2025/03/28,31495,31495,17263.39,
2025/03/31,30542,30542,16741.43,
2025/04/01,30761,30761,16863.33,
2025/04/02,30869,30869,16915.45,
2025/04/03,30695,30695,16868.65,
2025/04/04,28796,28796,15825.52,
2025/04/07,27060,27060,14867.69,
2025/04/08,27339,27339,15006.19,
2025/04/09,26473,26473,14512.97,
2025/04/10,29462,29462,16221.38,
2025/04/11,27604,27604,15197.06,
2025/04/14,28006,28006,15426.85,
2025/04/15,28344,28344,15613.38,
2025/04/16,28155,28155,15548.44,
2025/04/17,27492,27492,15184.91,
2025/04/18,27535,27535,15208.82,
2025/04/21,27299,27299,15078.20,
2025/04/22,26597,26597,14690.23,
2025/04/23,27495,27495,15185.45,
2025/04/24,28132,28132,15533.96,
2025/04/25,28754,28754,15874.92,
2025/04/28,29042,29042,16035.81,
2025/04/30,29035,29035,16035.61,
2025/05/01,29153,29153,16104.12,
2025/05/02,29935,29935,16534.16,
2025/05/07,29376,29376,16272.61,
2025/05/08,29623,29623,16410.58,
2025/05/09,30308,30308,16788.30,
2025/05/12,30303,30303,16850.64,
2025/05/13,31733,31733,17644.76,
2025/05/14,31825,31825,17697.81,
2025/05/15,31619,31619,17580.42,
2025/05/16,31488,31488,17504.04,
2025/05/19,31672,31672,17607.36,
2025/05/20,31781,31781,17666.11,
2025/05/21,31449,31449,17474.32,
2025/05/22,30706,30706,17093.86,
2025/05/23,30817,30817,17152.25,
2025/05/26,30388,30388,16911.24,
2025/05/27,30308,30308,16865.01,
2025/05/28,31298,31298,17415.84,
2025/05/29,31544,31544,17556.20,
2025/05/30,31173,31173,17349.96,
2025/06/02,31095,31095,17302.61,
2025/06/03,31080,31080,17290.66,
2025/06/04,31550,31550,17596.22,
2025/06/05,31269,31269,17438.52,
2025/06/06,31320,31320,17464.88,
2025/06/09,31936,31936,17806.89,
2025/06/10,31920,31920,17795.47,
2025/06/11,32139,32139,17978.55,
2025/06/12,31872,31872,17827.54,
2025/06/13,31744,31744,17752.68,
2025/06/16,31663,31663,17743.22,
2025/06/17,32121,32121,17996.74,
2025/06/18,31915,31915,17875.14,
2025/06/19,31830,31830,17824.22,
2025/06/20,31923,31923,17871.83,
2025/06/23,32101,32101,17971.28,
2025/06/24,32237,32237,18043.44,
2025/06/25,32466,32466,18161.44,
2025/06/26,32371,32371,18104.48,
2025/06/27,32599,32599,18231.45,
2025/06/30,32799,32799,18342.17,
2025/07/01,32700,32700,18284.74,
2025/07/02,32702,32702,18281.62,
2025/07/03,32858,32858,18411.33,
2025/07/04,33358,33358,18688.02,
2025/07/07,33307,33307,18655.37,
2025/07/08,33428,33428,18723.42,
2025/07/09,33609,33609,18813.83,
2025/07/10,33589,33589,18860.81,
2025/07/11,33857,33857,19007.39,
2025/07/14,33796,33796,18972.67,
2025/07/15,34028,34028,19099.55,0
2025/07/16,34160,34160,19170.37,
2025/07/17,34165,34165,19206.90,
2025/07/18,34429,34429,19351.37,
2025/07/22,34166,34166,19199.37,
2025/07/23,33975,33975,19088.30,
2025/07/24,34266,34266,19244.02,
2025/07/25,34469,34469,19354.40,
2025/07/28,34704,34704,19484.52,
2025/07/29,34875,34875,19579.53,
2025/07/30,34697,34697,19475.80,
2025/07/31,34923,34923,19596.85,
2025/08/01,35097,35097,19689.75,
2025/08/04,33795,33795,18956.66,
2025/08/05,34170,34170,19211.50,
2025/08/06,34170,34170,19204.44,
2025/08/07,34410,34410,19339.88,
2025/08/08,34295,34295,19273.12,
2025/08/12,34712,34712,19508.91,
2025/08/13,34989,34989,19725.17,
2025/08/14,34884,34884,19664.70,
2025/08/15,35064,35064,19759.53,
2025/08/18,34946,34946,19686.98,
2025/08/19,35053,35053,19782.08,
2025/08/20,34801,34801,19632.28,
2025/08/21,34655,34655,19545.01,
2025/08/22,34776,34776,19610.61,
2025/08/25,35121,35121,19803.22,
2025/08/26,34882,34882,19666.84,
2025/08/27,35134,35134,19807.91,
2025/08/28,35197,35197,19840.88,
2025/08/29,35204,35204,19843.68,
2025/09/01,35080,35080,19772.93,
2025/09/02,35095,35095,19777.13,
2025/09/03,35194,35194,19832.77,
2025/09/04,35161,35161,19849.53,
2025/09/05,35527,35527,20055.05,
2025/09/08,35513,35513,20043.85,
2025/09/09,35362,35362,19958.24,
2025/09/10,35444,35444,20058.43,
2025/09/11,35544,35544,20110.32,
2025/09/12,35809,35809,20259.87,
2025/09/16,35988,35988,20357.01,
2025/09/17,35700,35700,20227.75,
2025/09/18,35773,35773,20258.17,
2025/09/19,36260,36260,20528.39,
2025/09/22,36455,36455,20634.03,
2025/09/24,36308,36308,20542.86,
2025/09/25,36400,36400,20586.36,
2025/09/26,36454,36454,20609.56,
2025/09/29,36540,36540,20656.72,
2025/09/30,36542,36542,20655.64,
2025/10/01,36486,36486,20617.09,
2025/10/02,36370,36370,20548.75,
2025/10/03,36475,36475,20650.87,
2025/10/06,37083,37083,20992.75,
2025/10/07,37395,37395,21165.29,
2025/10/08,37670,37670,21312.71,
2025/10/09,38027,38027,21511.72,
2025/10/10,37982,37982,21543.14,
2025/10/14,37406,37406,21210.24,
2025/10/15,37193,37193,21088.86,
2025/10/16,37137,37137,21048.57,
2025/10/17,36707,36707,20804.88,
2025/10/20,37081,37081,21048.21,
2025/10/21,37385,37385,21217.19,
2025/10/22,37666,37666,21371.89,
2025/10/23,37573,37573,21313.47,
2025/10/24,37920,37920,21504.87,
2025/10/27,38307,38307,21721.31,
2025/10/28,38625,38625,21900.75,
2025/10/29,38439,38439,21791.40,
2025/10/30,38716,38716,21944.78,
2025/10/31,38626,38626,21888.42,
2025/11/04,38894,38894,22035.83,
2025/11/05,38203,38203,21639.80,
2025/11/06,38503,38503,21844.92,
2025/11/07,37868,37868,21480.66,
2025/11/10,38120,38120,21620.81,
2025/11/11,38786,38786,21995.04,
2025/11/12,38861,38861,22095.39,
2025/11/13,39064,39064,22210.51,
2025/11/14,38301,38301,21771.50,
2025/11/17,38284,38284,21754.93,
2025/11/18,38043,38043,21646.10,
2025/11/19,37833,37833,21521.79,
2025/11/20,38384,38384,21829.08,
2025/11/21,37821,37821,21503.91,
2025/11/25,38676,38676,21989.95,
2025/11/26,38967,38967,22152.10,
2025/11/27,39117,39117,22233.16,
2025/11/28,39297,39297,22331.94,
2025/12/01,39324,39324,22347.42,
2025/12/02,39089,39089,22208.16,
2025/12/03,39171,39171,22290.17,
2025/12/04,39210,39210,22307.33,
2025/12/05,39226,39226,22312.79,
2025/12/08,39310,39310,22353.66,
2025/12/09,39394,39394,22398.26,
2025/12/10,39569,39569,22549.36,
2025/12/11,39605,39605,22564.87,
2025/12/12,39697,39697,22615.62,
2025/12/15,39322,39322,22395.74,
2025/12/16,39018,39018,22223.59,
2025/12/17,38798,38798,22120.72,
2025/12/18,38602,38602,22004.58,
2025/12/19,38959,38959,22204.45,
2025/12/22,39752,39752,22671.98,
2025/12/23,39795,39795,22692.49,
2025/12/24,39793,39793,22678.38,
2025/12/25,39852,39852,22699.53,
2025/12/26,40002,40002,22777.96,
2025/12/29,39967,39967,22758.01,
2025/12/30,39840,39840,22681.12,
2026/01/05,39778,39778,22641.81,
2026/01/06,39928,39928,22724.14,
2026/01/07,40195,40195,22911.03,
2026/01/08,40107,40107,22856.14,
2026/01/09,40192,40192,22899.02,
2026/01/13,40826,40826,23320.47,
2026/01/14,40996,40996,23415.91,
2026/01/15,40660,40660,23224.59,
2026/01/16,40834,40834,23316.60,
2026/01/19,40497,40497,23120.82,
2026/01/20,40661,40661,23211.13,
2026/01/21,39873,39873,22761.46,
2026/01/22,40350,40350,23062.20,
2026/01/23,40653,40653,23233.56,
2026/01/26,39651,39651,22659.92,
2026/01/27,39688,39688,22677.98,
2026/01/28,39352,39352,22485.59,
2026/01/29,39506,39506,22573.48,
2026/01/30,39546,39546,22597.10,
2026/02/02,39765,39765,22718.80,
2026/02/03,40068,40068,22888.04,
2026/02/04,39880,39880,22821.04,
2026/02/05,39890,39890,22824.66,
2026/02/06,39369,39369,22523.00,
2026/02/09,40237,40237,23018.44,
2026/02/10,40231,40231,23011.04,
2026/02/12,39365,39365,22573.36,
2026/02/13,38639,38639,22157.91,
2026/02/16,38747,38747,22217.24,
2026/02/17,38810,38810,22284.65,
2026/02/18,38833,38833,22298.18,
