date,rakuten-sp_start_100,rakuten-vti_start_100
2024-05-24,134.0109223300971,133.847449364003
2024-05-27,134.69862459546925,134.5654389930417
2024-05-28,134.75930420711975,134.62305544475467
2024-05-29,135.19417475728156,135.01750653725125
2024-05-30,134.38511326860842,134.09564330984355
2024-05-31,132.84789644012943,132.6951203297434
2024-06-03,134.31432038834953,134.0912112750964
2024-06-04,133.85922330097085,133.52834286220804
2024-06-05,133.07038834951456,132.51783893985728
2024-06-06,135.0728155339806,134.55214288880023
2024-06-07,135.0728155339806,134.45907015911004
2024-06-10,135.97289644012943,135.23910827460887
2024-06-11,136.62014563106797,135.970394007889
2024-06-12,136.87297734627833,136.09449098080927
2024-06-13,137.76294498381878,137.09613083366574
2024-06-14,138.4405339805825,137.53047023888666
2024-06-17,138.62257281553397,137.61467889908258
2024-06-18,139.89684466019418,138.84678455879094
2024-06-19,140.44296116504856,139.3919248326907
2024-06-20,140.61488673139158,139.56920622257678
2024-06-21,141.09021035598707,140.04786597526925
2024-06-24,141.5655339805825,140.51322962372026
2024-06-25,140.86771844660194,139.99468155830343
2024-06-26,141.6059870550162,140.65062270088197
2024-06-27,142.70833333333331,141.52816558081815
2024-06-28,143.1027508090615,142.11762620218943
2024-07-01,142.6779935275081,141.72317510969285
2024-07-02,143.48705501618122,142.43230066923724
2024-07-03,144.28600323624596,143.16801843726455
2024-07-04,144.8927993527508,143.63338208571554
2024-07-05,144.61974110032364,143.36302796613924
2024-07-08,145.07483818770226,143.75304702388866
2024-07-09,145.3782362459547,144.10760980366086
2024-07-10,146.04571197411002,144.60842973008909
2024-07-11,147.70428802588998,146.17293799583388
2024-07-12,144.05339805825244,143.15472233302307
2024-07-16,144.6703074433657,144.11204183840803
2024-07-17,145.68163430420714,145.39289988033505
2024-07-18,141.211569579288,140.90324868146965
2024-07-19,141.5655339805825,141.13814652306874
2024-07-22,140.61488673139158,140.2960599211098
2024-07-23,141.41383495145632,141.04064175863138
2024-07-24,140.4025080906149,140.15423480920091
2024-07-25,134.961569579288,134.79147276514647
2024-07-26,134.9413430420712,134.94659398129681
2024-07-29,136.11448220064725,136.22745202322386
2024-07-30,136.5088996763754,136.52439835128308
2024-07-31,134.375,134.50339050658158
2024-08-01,133.98058252427185,133.97154633692327
2024-08-02,132.05906148867314,131.79098524132428
2024-08-05,126.12257281553399,125.63932101227672
2024-08-06,121.9457928802589,121.53968887116076
2024-08-07,124.94943365695792,124.51801622124718
2024-08-08,123.29085760517799,122.85600319106503
2024-08-09,127.38673139158576,126.99109161015822
2024-08-13,127.74069579288026,127.17723706953863
2024-08-14,129.69255663430422,129.10074014980276
2024-08-15,130.42071197411002,129.7034968754155
2024-08-16,134.14239482200648,133.50618268847228
2024-08-19,133.34344660194176,132.7483047467092
2024-08-20,133.29288025889966,132.65966405176616
2024-08-21,132.27144012944984,131.56938350396666
2024-08-22,132.64563106796118,132.05690732615344
2024-08-23,132.26132686084142,131.7156406506227
2024-08-26,131.29045307443366,130.9045782918938
2024-08-27,132.05906148867314,131.75552896334707
2024-08-28,131.73543689320388,131.33891769711474
2024-08-29,131.18932038834953,130.77161724947922
2024-08-30,131.44215210355986,131.14390816824005
2024-09-02,134.10194174757282,133.72335239108276
2024-09-03,134.9413430420712,134.5654389930417
2024-09-04,130.52184466019418,130.09351593316492
2024-09-05,128.87338187702267,128.36945441652264
2024-09-06,128.00364077669903,127.48304746709213
2024-09-09,125.40453074433657,124.96121969596241
2024-09-10,127.53843042071198,126.95563533218099
2024-09-11,126.8406148867314,126.2021894251651
2024-09-12,128.85315533980582,128.11682843593496
2024-09-13,128.64077669902915,127.99273146301466
2024-09-17,128.83292880258898,128.43150290298274
2024-09-18,129.65210355987057,129.33563799140185
2024-09-19,131.1185275080906,130.851393874928
2024-09-20,132.5242718446602,132.25191685502816
2024-09-24,133.54571197411002,133.20923636041306
2024-09-25,133.50525889967636,133.16491601294155
2024-09-26,134.43567961165047,133.91392988521028
2024-09-27,135.8515372168285,135.36320524752915
2024-09-30,133.06027508090614,132.58431946106458
2024-10-01,134.92111650485435,134.38372556840847
2024-10-02,133.51537216828478,133.00093072729692
2024-10-03,136.49878640776697,135.97925807738335
2024-10-04,135.90210355987057,135.32331693480478
2024-10-07,138.7742718446602,138.25732393741967
2024-10-08,136.9336569579288,136.4667818995701
2024-10-09,138.58211974110034,137.947081505119
2024-10-10,140.65533980582526,139.99468155830343
2024-10-11,139.6440129449838,138.9620174622169
2024-10-15,142.58697411003237,142.12649027168374
2024-10-16,141.14077669902915,140.79244781279087
2024-10-17,142.13187702265373,141.83840801311882
2024-10-18,142.58697411003237,142.27274741833975
2024-10-21,142.4757281553398,142.16194654966094
2024-10-22,143.47694174757282,142.95971280414838
2024-10-23,144.00283171521036,143.3940522093693
2024-10-24,144.01294498381878,143.4250764525994
2024-10-25,143.73988673139158,143.21677081948323
2024-10-28,144.91302588996763,144.29375526304128
2024-10-29,144.8118932038835,144.38682799273147
2024-10-30,145.3984627831715,144.93640030137834
2024-10-31,145.2366504854369,144.8876479191597
2024-11-01,141.0598705501618,140.7126711873421
2024-11-05,141.6059870550162,141.40850064264504
2024-11-06,143.73988673139158,143.59792580773833
2024-11-07,149.0898058252427,149.3285467358064
2024-11-08,148.74595469255664,148.91636750432122
2024-11-11,149.34263754045307,149.61662899437133
2024-11-12,150.16181229773463,150.70690954217082
2024-11-13,150.83940129449837,151.2298896423348
2024-11-14,151.66868932038835,151.9390152018792
2024-11-15,151.79004854368932,151.85480654168327
2024-11-18,147.4312297734628,147.54243673270398
2024-11-19,148.1593851132686,148.2648583964898
2024-11-20,149.1504854368932,149.35957097903648
2024-11-21,149.37297734627833,149.65651730709567
2024-11-22,149.59546925566343,150.10858485130524
2024-11-25,149.85841423948222,150.58281256925054
2024-11-26,150.30339805825244,151.3052342330364
2024-11-27,149.82807443365695,150.52519611753758
2024-11-28,148.17961165048544,149.00057616451713
2024-11-29,147.17839805825244,147.99007224216638
2024-12-02,147.5121359223301,148.30031467446705
2024-12-03,147.62338187702267,148.32690688294997
2024-12-04,147.55258899676375,148.18508177104107
2024-12-05,149.0088996763754,149.74072596729158
2024-12-06,148.43244336569578,149.00944023401144
2024-12-09,148.59425566343043,149.21331383238046
2024-12-10,149.37297734627833,149.93130346141913
2024-12-11,149.24150485436894,149.68754155032576
2024-12-12,151.00121359223303,151.42933120595666
2024-12-13,150.78883495145632,151.17670522536898
2024-12-16,151.68891585760517,151.98776758409787
2024-12-17,152.63956310679612,152.94951912422994
2024-12-18,151.50687702265373,151.67309311705003
2024-12-19,148.18972491909386,148.1274653193281
2024-12-20,150.9304207119741,150.7911182023667
2024-12-23,151.39563106796118,151.31853033727785
2024-12-24,153.21601941747574,152.83871825555113
2024-12-25,154.834142394822,154.3943624518016
2024-12-26,154.8847087378641,154.4431148340203
2024-12-27,155.57241100323625,155.25860922749635
2024-12-30,153.86326860841424,153.57886805832555
2025-01-06,152.72046925566343,152.60382041395204
2025-01-07,154.0554207119741,153.93786287284493
2025-01-08,152.22491909385113,152.0941364180295
2025-01-09,152.7710355987055,152.55950006648052
2025-01-10,152.538430420712,152.32460222488143
2025-01-14,149.8685275080906,149.69640561982004
2025-01-15,150.53600323624596,150.51633204804327
2025-01-16,151.72936893203882,151.70854939502726
2025-01-17,150.24271844660194,150.4188272836059
2025-01-20,152.54854368932038,152.62154855294065
2025-01-21,152.5687702265372,152.6348446571821
2025-01-22,153.36771844660194,153.6054602668085
2025-01-23,155.2588996763754,155.29849754022072
2025-01-24,155.91626213592232,155.94557461330496
2025-01-27,154.7532362459547,154.76222133581527
2025-01-28,152.0529935275081,152.14732083499533
2025-01-29,153.9745145631068,153.9954793245579
2025-01-30,152.3462783171521,152.4309710588131
2025-01-31,152.83171521035598,153.05588795816158
2025-02-03,153.31715210355986,153.48136329388822
2025-02-04,151.81027508090614,152.00549572308645
2025-02-05,151.6484627831715,151.845942472189
2025-02-06,150.79894822006472,151.10136063466737
2025-02-07,150.06067961165047,150.17506537251253
2025-02-10,149.2819579288026,149.4792359172096
2025-02-12,151.6484627831715,151.64650090856713
2025-02-13,152.4777508090615,152.37778664184728
2025-02-14,152.37661812297733,152.2714178079156
2025-02-17,151.4866504854369,151.35398661525505
2025-02-18,151.25404530744336,151.11465673890882
2025-02-19,152.12378640776697,152.00992775783362
2025-02-20,151.46642394822007,151.21659353809335
2025-02-21,149.5651294498382,149.14240127642603
2025-02-25,146.6626213592233,146.00008864069494
2025-02-26,144.6905339805825,144.00567300447636
2025-02-27,145.0242718446602,144.36023578424854
2025-02-28,143.14320388349515,142.5386695031689
2025-03-03,146.288430420712,145.5923414439569
2025-03-04,142.48584142394822,141.74976731817577
2025-03-05,141.3228155339806,140.55311793644464
2025-03-06,142.31391585760517,141.56362185879536
2025-03-07,138.67313915857605,137.83184860169305
2025-03-10,138.80461165048544,137.84071267118733
2025-03-11,134.43567961165047,133.4485662367593
2025-03-12,134.69862459546925,133.77653680804858
2025-03-13,135.55825242718447,134.64078358374329
2025-03-14,133.7378640776699,132.79262509418072
2025-03-17,137.04490291262138,136.07676284182068
2025-03-18,138.58211974110034,137.84071267118733
2025-03-19,137.24716828478964,136.49780614280016
2025-03-21,137.8640776699029,137.1360191463901
2025-03-24,138.6529126213592,137.8717369144174
2025-03-25,142.18244336569578,141.4971413375881
2025-03-26,141.70711974110034,141.03177768913707
2025-03-27,140.48341423948222,139.73319150822144
2025-03-28,140.50364077669903,139.5869343615654
2025-03-31,136.27629449838187,135.36320524752915
2025-04-01,137.32807443365695,136.33382085715553
2025-04-02,137.8640776699029,136.812480609848
2025-04-03,136.92354368932038,136.04130656384345
2025-04-04,128.72168284789643,127.62487257900102
2025-04-07,120.84344660194175,119.93086025794442
2025-04-08,122.19862459546927,121.16739795239995
2025-04-09,118.34546925566343,117.32925586136595
2025-04-10,130.95671521035598,130.57660772060453
2025-04-11,123.54368932038835,122.34188716039533
2025-04-14,125.51577669902913,124.1235651287506
2025-04-15,126.87095469255662,125.62159287328814
2025-04-16,126.04166666666667,124.78393830607632
2025-04-17,122.8661003236246,121.84549926871426
2025-04-18,122.97734627831716,122.03607676284183
2025-04-21,121.91545307443366,120.99011656251386
2025-04-22,118.81067961165049,117.87882817001285
2025-04-23,122.78519417475728,121.85879537295573
2025-04-24,125.58656957928802,124.68200150689182
2025-04-25,128.26658576051778,127.43872711962061
2025-04-28,129.70266990291262,128.71515312680052
2025-04-30,129.5509708737864,128.68412888357042
2025-05-01,130.19822006472492,129.20710898373443
2025-05-02,133.69741100323625,132.67296015600763
2025-05-07,131.06796116504856,130.19545273234942
2025-05-08,132.20064724919095,131.2901653148961
2025-05-09,134.98179611650485,134.32610911669548
2025-05-12,135.03236245954693,134.30394894295972
2025-05-13,141.31270226537217,140.6417586313877
2025-05-14,141.78802588996763,141.0495058281257
2025-05-15,140.92839805825244,140.1365066702123
2025-05-16,140.38228155339806,139.55591011833533
2025-05-19,141.23179611650485,140.3714045118114
2025-05-20,141.74757281553397,140.85449629925097
2025-05-21,140.1901294498382,139.38306076319637
2025-05-22,137.05501618122977,136.09005894606213
2025-05-23,137.52022653721681,136.58201480299604
2025-05-26,135.49757281553397,134.68067189646766
2025-05-27,135.14360841423948,134.32610911669548
2025-05-28,139.5631067961165,138.71382351637638
2025-05-29,140.69579288025892,139.80410406417587
2025-05-30,139.1484627831715,138.1598191729823
2025-06-02,138.915857605178,137.81412046270444
2025-06-03,138.73381877022655,137.74763994149714
2025-06-04,140.67556634304208,139.83069627265877
2025-06-05,139.45186084142395,138.58529450870896
2025-06-06,139.73503236245955,138.81132828081374
2025-06-09,142.30380258899675,141.5414616850596
2025-06-10,142.2532362459547,141.47054912910517
2025-06-11,143.26456310679612,142.44116473873157
2025-06-12,142.06108414239483,141.25781146124186
2025-06-13,141.57564724919095,140.69051101360634
2025-06-16,141.31270226537217,140.331516199087
2025-06-17,143.30501618122977,142.3613881132828
2025-06-18,142.39482200647248,141.4483889553694
2025-06-19,141.91949838187702,141.07166600186144
2025-06-20,142.34425566343043,141.48384523334664
2025-06-23,143.15331715210357,142.27274741833975
2025-06-24,143.76011326860842,142.8755041439525
2025-06-25,144.71076051779934,143.8904401010504
2025-06-26,144.4478155339806,143.4693968000709
2025-06-27,145.3883495145631,144.47990072242166
2025-06-30,146.3794498381877,145.36630767185216
2025-07-01,146.00525889967636,144.92753623188406
2025-07-02,145.86367313915858,144.93640030137834
2025-07-03,146.49069579288025,145.62779772193414
2025-07-04,148.75606796116506,147.84381509551034
2025-07-07,148.5234627831715,147.61778132340558
2025-07-08,149.0796925566343,148.154057527811
2025-07-09,149.7876213592233,148.95625581704562
2025-07-10,149.66626213592232,148.86761512210256
2025-07-11,150.88996763754045,150.0554004343394
2025-07-14,150.75849514563106,149.7850463147631
2025-07-15,151.66868932038835,150.8132783761025
2025-07-16,152.45752427184468,151.3983069627266
2025-07-17,152.39684466019418,151.42046713646235
2025-07-18,153.39805825242718,152.5905243097106
2025-07-22,152.35639158576052,151.4248991712095
2025-07-23,151.4259708737864,150.5783805345034
2025-07-24,152.63956310679612,151.86810264592475
2025-07-25,153.70145631067962,152.7678056995967
2025-07-28,154.68244336569578,153.8093338651775
2025-07-29,155.52184466019418,154.56721180694058
2025-07-30,154.7532362459547,153.77830962194741
2025-07-31,155.7544498381877,154.77994947480389
2025-08-01,156.64441747572815,155.5511235208084
2025-08-04,150.9203074433657,149.78061428001595
2025-08-05,152.46763754045307,151.4426273101981
2025-08-06,152.39684466019418,151.4426273101981
2025-08-07,153.5497572815534,152.5063156495147
2025-08-08,153.01375404530745,151.99663165359217
2025-08-12,155.08697411003237,153.84479014315474
2025-08-13,156.19943365695792,155.07246376811594
2025-08-14,155.48139158576052,154.60710011966495
2025-08-15,156.56351132686083,155.4048663741524
2025-08-18,155.97694174757282,154.88188627398839
2025-08-19,156.39158576051778,155.3561139919337
2025-08-20,155.3094660194175,154.2392412356513
2025-08-21,154.68244336569578,153.59216416256703
2025-08-22,155.15776699029126,154.12844036697248
2025-08-25,156.3814724919094,155.65749235474007
2025-08-26,155.41059870550163,154.5982360501706
2025-08-27,156.4724919093851,155.71510880645306
2025-08-28,156.70509708737862,155.99432699552364
2025-08-29,156.6747572815534,156.02535123875373
2025-09-01,156.06796116504856,155.47577893010683
2025-09-02,156.12864077669903,155.5422594513141
2025-09-03,156.6039644012945,155.9810308912822
2025-09-04,156.5938511326861,155.83477374462615
2025-09-05,158.15129449838187,157.45689846208396
2025-09-08,157.90857605177993,157.3948499756238
2025-09-09,157.06917475728156,156.72561272880378
2025-09-10,157.65574433656957,157.0890395780703
2025-09-11,158.17152103559872,157.53224305278553
2025-09-12,159.23341423948222,158.7067322607809
2025-09-16,160.19417475728156,159.50006648052118
2025-09-17,158.93001618122977,158.22364047334133
2025-09-18,159.2435275080906,158.54717900988345
2025-09-19,161.17516181229774,160.70557993174666
2025-09-22,162.2168284789644,161.56982670744136
2025-09-24,161.5594660194175,160.91831759960996
2025-09-25,162.10558252427185,161.32606479634802
2025-09-26,162.40898058252426,161.56539467269425
2025-09-29,162.73260517799352,161.94654966094936
2025-09-30,162.80339805825244,161.95541373044364
2025-10-01,162.69215210355986,161.70721978460313
2025-10-02,162.17637540453075,161.19310375393343
2025-10-03,162.52022653721681,161.65846740238442
2025-10-06,165.16990291262138,164.3531445286531
2025-10-07,166.5453074433657,165.73593936976465
2025-10-08,167.94093851132686,166.95474892523157
2025-10-09,169.3972491909385,168.536985329965
2025-10-10,169.3163430420712,168.33754376634315
2025-10-14,166.64644012944984,165.78469175198333
2025-10-15,165.50364077669903,164.84066835083988
2025-10-16,165.15978964401293,164.59247440499934
2025-10-17,163.51132686084142,162.6866994637238
2025-10-20,165.2811488673139,164.3442804591588
2025-10-21,166.5554207119741,165.6916190222931
2025-10-22,167.8296925566343,166.93702078624298
2025-10-23,167.54652103559872,166.52484155475778
2025-10-24,169.00283171521036,168.06275761201968
2025-10-27,170.69174757281553,169.77795505916765
2025-10-28,172.2997572815534,171.18734210876215
2025-10-29,171.5918284789644,170.3629836457918
2025-10-30,172.9470064724919,171.590657270753
2025-10-31,172.68406148867314,171.1917741435093
2025-11-04,173.76618122977345,172.37955945574612
2025-11-05,170.7423139158576,169.31702344546383
2025-11-06,171.98624595469255,170.64663386960953
2025-11-07,169.1747572815534,167.83229180516776
2025-11-10,170.165857605178,168.94916456145017
2025-11-11,173.290857605178,171.90089970305365
2025-11-12,173.56391585760517,172.2333023090901
2025-11-13,174.51456310679612,173.13300536276205
2025-11-14,171.3086569579288,169.75136285068476
2025-11-17,171.21763754045307,169.67601825998315
2025-11-18,170.35800970873788,168.60789788591944
2025-11-19,169.1848705501618,167.6771705890174
2025-11-20,171.73341423948222,170.1192217346984
2025-11-21,169.29611650485435,167.6239861720516
2025-11-25,172.92677993527508,171.4133758808669
2025-11-26,173.95833333333331,172.70309799228826
2025-11-27,174.6359223300971,173.36790320436114
2025-11-28,175.44498381877023,174.16566945884855
2025-12-01,175.53600323624596,174.28533439702167
2025-12-02,174.4336569579288,173.24380623144086
2025-12-03,175.02022653721681,173.60723308070735
2025-12-04,174.92920711974108,173.7800824358463
2025-12-05,174.92920711974108,173.85099499180075
2025-12-08,175.4247572815534,174.22328591056154
2025-12-09,175.7180420711974,174.59557682932234
2025-12-10,176.51699029126212,175.371182910074
2025-12-11,176.56755663430422,175.53073616097151
2025-12-12,176.76982200647248,175.93848335770952
2025-12-15,175.23260517799352,174.27647032752736
2025-12-16,173.96844660194176,172.92913176439305
2025-12-17,173.06836569579286,171.9540841200195
2025-12-18,172.0873786407767,171.08540530957762
2025-12-19,173.7257281553398,172.66764171431103
2025-12-22,177.24514563106797,176.18224526880292
2025-12-23,177.4069579288026,176.37282276293047
2025-12-24,177.61933656957927,176.36395869343616
2025-12-25,177.8418284789644,176.62544874351815
2025-12-26,178.51941747572815,177.29025395559103
2025-12-29,178.42839805825244,177.13513273944068
2025-12-30,177.9126213592233,176.57226432655233
2026-01-05,177.5687702265372,176.29747817222886
2026-01-06,178.03398058252426,176.96228338430174
2026-01-07,179.09587378640776,178.14563666179143
2026-01-08,178.6913430420712,177.75561760404202
2026-01-09,179.0453074433657,178.13234055754995
2026-01-13,181.8163430420712,180.94225058724462
2026-01-14,182.58495145631068,181.69569649426052
2026-01-15,180.84546925566343,180.2065328192173
2026-01-16,181.52305825242718,180.97770686522182
2026-01-19,180.02629449838187,179.48411115543146
2026-01-20,180.76456310679612,180.21096485396447
2026-01-21,177.10355987055016,176.71852147320834
2026-01-22,179.1868932038835,178.83260204760006
2026-01-23,180.56229773462783,180.17550857598724
2026-01-26,176.33495145631068,175.73460975934051
2026-01-27,176.6282362459547,175.89859504498514
2026-01-28,175.2123786407767,174.40943136994193
2026-01-29,175.9809870550162,175.09196472100342
2026-01-30,176.33495145631068,175.2692461108895
2026-02-02,177.44741100323625,176.23986172051588
2026-02-03,178.7621359223301,177.58276824890308
2026-02-04,177.79126213592232,176.7495457164384
2026-02-05,177.7811488673139,176.79386606390995
2026-02-06,175.5663430420712,174.48477596064353
2026-02-09,179.1970064724919,178.3317821211718
2026-02-10,179.14644012944984,178.30518991268892
2026-02-12,175.30339805825244,174.46704782165492
2026-02-13,172.14805825242718,171.24939059522225
2026-02-16,172.41100323624596,171.72805034791472
2026-02-17,172.69417475728156,172.00726853698535
2026-02-18,172.77508090614887,172.10920533616985
2026-02-19,175.50566343042073,174.75513008021983
2026-02-20,175.4348705501618,174.8304746709214
2026-02-24,174.49433656957927,173.61166511545449
2026-02-25,176.95186084142395,176.12462881708993
2026-02-26,178.7621359223301,177.86198643797368
2026-02-27,177.41707119741102,176.76284182067988
2026-03-02,177.4878640776699,176.69636129947258
2026-03-03,178.65088996763754,177.95949120241104
2026-03-04,177.1844660194175,176.39055090191906
2026-03-05,177.32605177993528,176.45703142312635
2026-03-06,177.28559870550163,176.2664539289988
2026-03-09,176.3652912621359,175.2515179719009
2026-03-10,176.73948220064725,175.6725612728804
2026-03-11,176.94174757281553,175.8276824890307
2026-03-12,177.7609223300971,176.63431281301246
2026-03-13,175.24271844660194,174.00611620795107
2026-03-16,174.39320388349515,173.23494216194655
2026-03-17,176.11245954692555,174.93684350485307
2026-03-18,176.35517799352752,175.32686256260249
2026-03-19,174.70671521035598,173.66484953242033
2026-03-23,171.20752427184468,170.2477507423658
2026-03-24,172.04692556634305,171.1607499002792
2026-03-25,171.60194174757282,170.83277932898994
2026-03-26,173.47289644012943,172.80060275672562
2026-03-27,170.54004854368932,169.91091610158225
2026-03-30,168.1027508090615,167.34920001772812
2026-03-31,167.334142394822,166.4849532420334
2026-04-01,171.12661812297733,170.27434295084873
2026-04-02,172.19862459546925,171.40007977662546
2026-04-03,173.46278317152104,172.73412223551833
2026-04-06,173.53357605177993,172.8094668262199
2026-04-07,174.413430420712,173.66928156716747
2026-04-08,173.2200647249191,172.48149625493062
2026-04-09,177.87216828478964,177.16615698267074
2026-04-10,179.4093851132686,178.5223596152994
2026-04-13,179.87459546925567,178.95669902052032
2026-04-14,180.9668284789644,180.15334840225148
2026-04-15,182.7366504854369,181.90400212737669
2026-04-16,184.10194174757282,183.17156406506228
2026-04-17,185.27508090614887,184.28400478659754
2026-04-20,187.02467637540454,186.19864379736737
2026-04-21,186.5898058252427,186.02579444222843
2026-04-22,185.62904530744336,184.99756238088906
