date,emaxis-sp_start_100,rakuten-sp_start_100
2025-06-09,142.37852929256542,142.30380258899675
2025-06-10,142.3334984464358,142.2532362459547
2025-06-11,143.3466924843518,143.26456310679612
2025-06-12,142.1443688926915,142.06108414239483
2025-06-13,141.65803575449183,141.57564724919095
2025-06-16,141.38785067771425,141.31270226537217
2025-06-17,143.39172333048137,143.30501618122977
2025-06-18,142.4685909848246,142.39482200647248
2025-06-19,141.9957671004638,141.91949838187702
2025-06-20,142.41905705408203,142.34425566343043
2025-06-23,143.23861845364075,143.15331715210357
2025-06-24,143.8465348763903,143.76011326860842
2025-06-25,144.78767956049893,144.71076051779934
2025-06-26,144.53100373756024,144.4478155339806
2025-06-27,145.47214842166883,145.3883495145631
2025-06-30,146.47183320574592,146.3794498381877
2025-07-01,146.09807718287027,146.00525889967636
2025-07-02,145.9494753906426,145.86367313915858
2025-07-03,146.57990723645696,146.49069579288025
2025-07-04,148.84495879677579,148.75606796116506
2025-07-07,148.61530148151482,148.5234627831715
2025-07-08,149.16467780429593,149.0796925566343
2025-07-09,149.8761651731436,149.7876213592233
2025-07-10,149.75908497320665,149.66626213592232
2025-07-11,150.97942090331878,150.88996763754045
2025-07-14,150.84883144954293,150.75849514563106
2025-07-15,151.7494483721349,151.66868932038835
2025-07-16,152.55550051785474,152.45752427184468
2025-07-17,152.48345116404738,152.39684466019418
2025-07-18,153.4921421173504,153.39805825242718
2025-07-22,152.44292340253074,152.35639158576052
2025-07-23,151.51979105687397,151.4259708737864
2025-07-24,152.72211464853424,152.63956310679612
2025-07-25,153.79384878641872,153.70145631067962
2025-07-28,154.77552123204396,154.68244336569578
2025-07-29,155.60859188544154,155.52184466019418
2025-07-30,154.84306750123835,154.7532362459547
2025-07-31,155.84275228531544,155.7544498381877
2025-08-01,156.7343630386815,156.64441747572815
2025-08-04,151.00643941099653,150.9203074433657
2025-08-05,152.55099743324178,152.46763754045307
2025-08-06,152.48795424866032,152.39684466019418
2025-08-07,153.63624082496509,153.5497572815534
2025-08-08,153.09136758679696,153.01375404530745
2025-08-12,155.18079884721035,155.08697411003237
2025-08-13,156.2840545773855,156.19943365695792
2025-08-14,155.57256720853786,155.48139158576052
2025-08-15,156.6533075156482,156.56351132686083
2025-08-18,156.06340343135048,155.97694174757282
2025-08-19,156.47768721574278,156.39158576051778
2025-08-20,155.39244382401944,155.3094660194175
2025-08-21,154.77552123204396,154.68244336569578
2025-08-22,155.2528482010177,155.15776699029126
2025-08-25,156.46868104651685,156.3814724919094
2025-08-26,155.49601477011754,155.41059870550163
2025-08-27,156.56324582338902,156.4724919093851
2025-08-28,156.79740622326293,156.70509708737862
2025-08-29,156.76138154635925,156.6747572815534
2025-09-01,156.1534651236097,156.06796116504856
2025-09-02,156.21650830819112,156.12864077669903
2025-09-03,156.6893321925519,156.6039644012945
2025-09-04,156.680326023326,156.5938511326861
2025-09-05,158.24289638402306,158.15129449838187
2025-09-08,157.99522673031026,157.90857605177993
2025-09-09,157.16215607691268,157.06917475728156
2025-09-10,157.75206016121044,157.65574433656957
2025-09-11,158.26541180708787,158.17152103559872
2025-09-12,159.3281397757464,159.23341423948222
2025-09-16,160.28729679830684,160.19417475728156
2025-09-17,159.0219300220651,158.93001618122977
2025-09-18,159.3371459449723,159.2435275080906
2025-09-19,161.26446615931914,161.17516181229774
2025-09-22,162.31368487413877,162.2168284789644
2025-09-24,161.66524068987255,161.5594660194175
2025-09-25,162.20561084342776,162.10558252427185
2025-09-26,162.49831134327013,162.40898058252426
2025-09-29,162.83153960462917,162.73260517799352
2025-09-30,162.89908587382357,162.80339805825244
2025-10-01,162.7955149277255,162.69215210355986
2025-10-02,162.2776601972351,162.17637540453075
2025-10-03,162.6153915432071,162.52022653721681
2025-10-06,165.26770838024046,165.16990291262138
2025-10-07,166.64114918719324,166.5453074433657
2025-10-08,168.0371054172108,167.94093851132686
2025-10-09,169.49160174719685,169.3972491909385
2025-10-10,169.41955239338947,169.3163430420712
2025-10-14,166.7582293871302,166.64644012944984
2025-10-15,165.60543972621244,165.50364077669903
2025-10-16,165.24969604178864,165.15978964401293
2025-10-17,163.61057324267122,163.51132686084142
2025-10-20,165.37127932633854,165.2811488673139
2025-10-21,166.6546584410321,166.5554207119741
2025-10-22,167.92903138649976,167.8296925566343
2025-10-23,167.64083397127033,167.54652103559872
2025-10-24,169.09533030125635,169.00283171521036
2025-10-27,170.77948394650335,170.69174757281553
2025-10-28,172.39158823794298,172.2997572815534
2025-10-29,171.68910703832125,171.5918284789644
2025-10-30,173.04453550682217,172.9470064724919
2025-10-31,172.78785968388345,172.68406148867314
2025-11-04,173.86859999099383,173.76618122977345
2025-11-05,170.84252713108478,170.7423139158576
2025-11-06,172.0853784842617,171.98624595469255
2025-11-07,169.2799567703877,169.1747572815534
2025-11-10,170.27063538523888,170.165857605178
2025-11-11,173.39577610663304,173.290857605178
2025-11-12,173.66145809879768,173.56391585760517
2025-11-13,174.62061512135813,174.51456310679612
2025-11-14,171.4144188769307,171.3086569579288
2025-11-17,171.3108479308326,171.21763754045307
2025-11-18,170.4597649389832,170.35800970873788
2025-11-19,169.28445985500068,169.1848705501618
2025-11-20,171.83320574593597,171.73341423948222
2025-11-21,169.39703697032468,169.29611650485435
2025-11-25,173.0310262529833,172.92677993527508
2025-11-26,174.0622326293511,173.95833333333331
2025-11-27,174.74219840590806,174.6359223300971
2025-11-28,175.54825055162786,175.44498381877023
2025-12-01,175.6338091592741,175.53600323624596
2025-12-02,174.52605034448598,174.4336569579288
2025-12-03,175.1159544287837,175.02022653721681
2025-12-04,175.04390507497635,174.92920711974108
2025-12-05,175.03940199036342,174.92920711974108
2025-12-08,175.534741297789,175.4247572815534
2025-12-09,175.82744179763137,175.7180420711974
2025-12-10,176.6334939433512,176.51699029126212
2025-12-11,176.68302787409377,176.56755663430422
2025-12-12,176.87215742783806,176.76982200647248
2025-12-15,175.3411086594317,175.23260517799352
2025-12-16,174.08024496780294,173.96844660194176
2025-12-17,173.18413112982392,173.06836569579286
2025-12-18,172.1979555995857,172.0873786407767
2025-12-19,173.83257531409015,173.7257281553398
2025-12-22,177.35849056603774,177.24514563106797
2025-12-23,177.52060161210431,177.4069579288026
2025-12-24,177.72774350430046,177.61933656957927
2025-12-25,177.9574008195614,177.8418284789644
2025-12-26,178.62836042689244,178.51941747572815
2025-12-29,178.54730490385916,178.42839805825244
2025-12-30,178.02945017336876,177.9126213592233
2026-01-05,177.6782095735579,177.5687702265372
2026-01-06,178.14653037330572,178.03398058252426
2026-01-07,179.20925834196424,179.09587378640776
2026-01-08,178.81298689602377,178.6913430420712
2026-01-09,179.15522132660874,179.0453074433657
2026-01-13,181.92912144819203,181.8163430420712
2026-01-14,182.69914891700816,182.58495145631068
2026-01-15,180.9519520871797,180.84546925566343
2026-01-16,181.64092403296257,181.52305825242718
2026-01-19,180.14139685684694,180.02629449838187
2026-01-20,180.87089656414642,180.76456310679612
2026-01-21,177.20988877381006,177.10355987055016
2026-01-22,179.29031386499753,179.1868932038835
2026-01-23,180.6727608411762,180.56229773462783
2026-01-26,176.44886747421984,176.33495145631068
2026-01-27,176.73706488944927,176.6282362459547
2026-01-28,175.31859323636692,175.2123786407767
2026-01-29,176.08862070518305,175.9809870550162
2026-01-30,176.4443643896069,176.33495145631068
2026-02-02,177.56112937362093,177.44741100323625
2026-02-03,178.88053316521817,178.7621359223301
2026-02-04,177.9123699734318,177.79126213592232
2026-02-05,177.9033638042059,177.7811488673139
2026-02-06,175.6878461746296,175.5663430420712
2026-02-09,179.31282928806232,179.1970064724919
2026-02-10,179.26329535731978,179.14644012944984
2026-02-12,175.422164182465,175.30339805825244
2026-02-13,172.26550186878012,172.14805825242718
2026-02-16,172.53118386094474,172.41100323624596
2026-02-17,172.81037510694824,172.69417475728156
2026-02-18,172.89593371459452,172.77508090614887
2026-02-19,175.62029990543522,175.50566343042073
2026-02-20,175.55275363624082,175.4348705501618
2026-02-24,174.61611203674516,174.49433656957927
2026-02-25,177.06579006619535,176.95186084142395
2026-02-26,178.88503624983113,178.7621359223301
2026-02-27,177.5296077813302,177.41707119741102
2026-03-02,177.5971540505246,177.4878640776699
2026-03-03,178.76795604989417,178.65088996763754
