date,emaxis-sp_start_100,sbi-sp_start_100
2025-11-19,160.9702834632183,160.78093017313776
2025-11-20,163.3938511604008,163.16577924011224
2025-11-21,161.07733150638006,160.90250997958822
2025-11-25,164.53284233964203,164.2553272944636
2025-11-26,165.51340241500384,165.26538093604216
2025-11-27,166.15997259570094,165.90134030107595
2025-11-28,166.92643658473924,166.6635574189552
2025-12-01,167.00779309754216,166.7711087458288
2025-12-02,165.95444035283035,165.83119678320386
2025-12-03,166.51537209899803,166.2614043654587
2025-12-04,166.4468613513745,166.2567274321539
2025-12-05,166.44257942964802,166.20528926325366
2025-12-08,166.9135908195598,166.6448490676624
2025-12-09,167.19191573178043,166.99556148476776
2025-12-10,167.9583797208187,167.76245353181864
2025-12-11,168.0054808598099,167.76245353181864
2025-12-12,168.18532157232167,168.00093792526133
2025-12-15,166.72946818532156,166.5185900495247
2025-12-16,165.53053010190973,165.32616541285316
2025-12-17,164.67842767834205,164.40963517682235
2025-12-18,163.74068682024492,163.57727522861995
2025-12-19,165.29502440695384,165.05494727285222
2025-12-22,168.6477691187805,168.4077645354877
2025-12-23,168.80191830093344,168.4825830530379
2025-12-24,168.99888670035114,168.6930110599678
2025-12-25,169.21726470840113,168.92681957329694
2025-12-26,169.85527104564528,169.5627800602127
2025-12-29,169.7781964545688,169.53939904847022
2025-12-30,169.28577545602465,169.03904759242243
2026-01-05,168.95178556135994,168.67430527787036
2026-01-06,169.3971054209129,169.16062703484752
2026-01-07,170.40763894836002,170.1052149013913
2026-01-08,170.0308298364306,169.7638545603358
2026-01-09,170.3562558876424,170.04910197459938
2026-01-13,172.9939196711484,172.70049396865917
2026-01-14,173.72612828637492,173.40659720829942
2026-01-15,172.06474265650425,171.83540164857834
2026-01-16,172.71987668065427,172.49474267647403
2026-01-19,171.2939967457395,171.03110063560015
2026-01-20,171.98766806542775,171.72317456370013
2026-01-21,168.50646570180697,168.3048908299335
2026-01-22,170.4847135394365,170.25017895473275
2026-01-23,171.79926350946303,171.50339392702213
2026-01-26,167.7828209300334,167.51461601201774
2026-01-27,168.05686392052755,167.80453858338822
2026-01-28,166.7080585766892,166.4718282257774
2026-01-29,167.44026719191572,167.1826063318799
2026-01-30,167.77853900830692,167.38835796549253
2026-02-02,168.84045559647168,168.61351520453147
2026-02-03,170.09505866232766,169.8620544451071
2026-02-04,169.17444549113642,168.90343794084612
2026-02-05,169.16588164768348,168.88005663793194
2026-02-06,167.05917615825982,166.7711010674437
2026-02-09,170.50612314806887,170.15665114635144
2026-02-10,170.45902200907767,170.09586098116287
2026-02-12,166.80654277639803,166.52326277079666
2026-02-13,163.80491564614198,163.5445396076336
2026-02-16,164.05754902800376,163.79237663840044
2026-02-17,164.32302817504495,164.05891924875166
2026-02-18,164.4043846878479,164.24129042456696
2026-02-19,166.99494733236278,166.7290154751311
2026-02-20,166.9307185064657,166.68692973704486
2026-02-24,166.04007878735976,165.87795139469068
2026-02-25,168.3694442065599,168.1225156237518
2026-02-26,170.09934058405412,169.89011035994076
2026-02-27,168.8104821443864,168.56207596945487
2026-03-02,168.87471097028345,168.57142779342968
2026-03-03,169.9880106191659,169.6703280740723
2026-03-04,168.59638605806288,168.37970357632437
2026-03-05,168.73340755330992,168.4077606863313
2026-03-06,168.69487025777167,168.4171123692822
2026-03-09,167.80423053866576,167.49590613221582
2026-03-10,168.17247580714226,167.90273358870223
2026-03-11,168.36088036310696,168.14589536456742
2026-03-12,169.13590819559818,168.86602556085793
2026-03-13,166.74659587222746,166.47182447519327
2026-03-16,165.933030744198,165.71896064315897
2026-03-17,167.56444292198339,167.3088600656214
2026-03-18,167.79994861693928,167.58007776631936
2026-03-19,166.23276526505094,165.99485402068885
2026-03-23,162.91427592703604,162.7916745619312
2026-03-24,163.7021495247067,163.46971979356584
2026-03-25,163.28680311723903,163.10965484995972
2026-03-26,165.0638006337244,164.8819244358285
2026-03-27,162.27198766806544,162.05283915587745
2026-03-30,159.95118609231824,159.65396125468266
2026-03-31,159.21469555536524,158.99462072895346
2026-04-01,162.82863749250666,162.48304697489567
2026-04-02,163.84345294168023,163.61468127834843
2026-04-03,165.050954868545,164.8024289679141
2026-04-06,165.12802945962147,164.87724762264128
2026-04-07,165.95444035283035,165.68622608196415
2026-04-08,164.83257686049498,164.54523948408655
2026-04-09,169.2515200822129,168.96890167506743
2026-04-10,170.71165539093946,170.36707878389223
2026-04-13,171.15269332876593,170.8674298575726
2026-04-14,172.18891838657188,171.84007390661958
2026-04-15,173.87171362507493,173.56558195114255
2026-04-16,175.17341782992207,174.84685349104083
2026-04-17,176.29528132225744,175.8896401252614
2026-04-20,177.9566669521281,177.58709123963266
2026-04-21,177.53703862293398,177.25040742509327
2026-04-22,176.63355313864864,176.3058205063801
2026-04-23,178.6631840369958,178.29319436993237
2026-04-24,178.44908795067226,178.09679550167417
2026-04-27,179.56238759955468,179.1910204322685
2026-04-28,179.75935599897235,179.46223858506417
2026-04-30,179.7636379206988,179.52302962376248
2026-05-01,177.92669350004283,177.59176934228805
2026-05-07,180.91975678684594,180.49099759882554
2026-05-08,181.00539522137535,180.6920735947005
2026-05-11,182.50834974736662,182.118306849236
2026-05-12,183.33904256230196,182.99275154193873
2026-05-13,183.49319174445492,183.20317856679185
2026-05-14,184.67928406268734,184.31143138692775
2026-05-15,186.88447375181983,186.52793854341516
2026-05-18,185.10747623533442,184.7837251164926
2026-05-19,185.03896548771087,184.69955428186478
2026-05-20,183.81005395221374,183.53051138200652
2026-05-21,185.70266335531386,185.32616289353737
2026-05-22,186.3106962404727,185.94341762471709
2026-05-25,186.6832234306757,186.35024508757238
2026-05-26,186.81168108246982,186.47650110562412
2026-05-27,188.33176329536695,188.05237112687252
2026-05-28,188.75567354628757,188.4264655892789
2026-05-29,189.51785561359938,189.18400593021076
2026-06-01,190.02312237732295,189.69370926266805
2026-06-02,190.89235248779653,190.54477388314916
2026-06-03,191.41902886015242,191.0825331548977
2026-06-04,190.01455853387,189.74047071576027
2026-06-05,190.87522480089063,190.53542067370392
2026-06-08,186.24646741457568,185.99485489921398
2026-06-09,186.73460649139332,186.38765371337854
2026-06-10,186.40918044018156,185.99485478031335
2026-06-11,183.57883017898433,183.2592926748153
2026-06-12,186.29356855356684,185.82651346292315
2026-06-15,187.23559133339043,186.84124329713418
2026-06-16,190.48985184550827,190.21276550624447
2026-06-17,189.62490365676115,189.30558756797083
2026-06-18,187.73229425366105,187.43044189393095
2026-06-19,190.19439924638178,189.68903494788538
2026-06-22,190.69966601010532,190.1940611376403
2026-06-23,190.03596814250236,189.67500632927076
2026-06-24,187.34692129827866,187.0142624112343
2026-06-25,187.34692129827866,187.02361499449748
2026-06-26,187.4282778110816,187.12181548402262
2026-06-29,187.17564442921983,185.93874341927938
2026-06-30,190.11304273357882,189.64227317009204
2026-07-01,192.03562558876425,191.6483527534081
2026-07-02,191.53892266849363,191.18073460565682
2026-07-03,189.9117924124347,189.38975921929307
2026-07-06,190.2800376809112,189.75450116877832
2026-07-07,192.34392395307015,192.01309396738495
2026-07-08,191.75730067654365,191.302315257184
2026-07-09,191.41902886015242,190.99368723197958
2026-07-10,192.50663697867603,192.03179713012844
2026-07-13,193.3202021067055,192.89688885429183
2026-07-14,192.03562558876425,191.65770187957187
2026-07-15,192.55802003939368,192.17675693411022
2026-07-16,193.3630213239702,192.98573460126215
2026-07-17,192.72073306499956,192.31236491637677
2026-07-21,190.4555964716965,190.15197204075014
2026-07-22,192.9219833861437,192.50408728322373
