date,rakuten-sp_start_100,sbi-sp_start_100
2024-05-15,132.86812297734627,132.79720585324586
2024-05-16,132.22087378640776,132.1873001580913
2024-05-17,133.37378640776697,133.3382523368218
2024-05-20,133.82888349514565,133.82027545254948
2024-05-21,134.46601941747574,134.44493779273995
2024-05-22,134.6581715210356,134.66627449382813
2024-05-23,134.7997572815534,134.78432025672393
2024-05-24,134.0109223300971,133.98750770360303
2024-05-27,134.69862459546925,134.6466002932475
2024-05-28,134.75930420711975,134.71054261726078
2024-05-29,135.19417475728156,135.2073214207976
2024-05-30,134.38511326860842,134.44985755644115
2024-05-31,132.84789644012943,132.8070456704262
2024-06-03,134.31432038834953,134.3367291750923
2024-06-04,133.85922330097085,133.87438111092308
2024-06-05,133.07038834951456,133.0382191301738
2024-06-06,135.0728155339806,135.0351693626944
2024-06-07,135.0728155339806,135.0351693626944
2024-06-10,135.97289644012943,135.89100471154313
2024-06-11,136.62014563106797,136.60911936703124
2024-06-12,136.87297734627833,136.81570104342927
2024-06-13,137.76294498381878,137.6715366115793
2024-06-14,138.4405339805825,138.30111680879625
2024-06-17,138.62257281553397,138.60115140063476
2024-06-18,139.89684466019418,139.88490575716077
2024-06-19,140.44296116504856,140.445626008794
2024-06-20,140.61488673139158,140.6226956406971
2024-06-21,141.09021035598707,141.06536885543923
2024-06-24,141.5655339805825,141.4441011577423
2024-06-25,140.86771844660194,140.78500842181353
2024-06-26,141.6059870550162,141.56214729970227
2024-06-27,142.70833333333331,142.59997196085027
2024-06-28,143.1027508090615,143.0770758170383
2024-07-01,142.6779935275081,142.61964695948515
2024-07-02,143.48705501618122,143.3672734108115
2024-07-03,144.28600323624596,144.19851686204734
2024-07-04,144.8927993527508,144.72480684094978
2024-07-05,144.61974110032364,144.45428433750652
2024-07-08,145.07483818770226,144.9510626213432
2024-07-09,145.3782362459547,145.25109682586313
2024-07-10,146.04571197411002,145.94953817746125
2024-07-11,147.70428802588998,147.50873314826026
2024-07-12,144.05339805825244,143.88864609861488
2024-07-16,144.6703074433657,144.6067612369045
2024-07-17,145.68163430420714,145.5216202500726
2024-07-18,141.211569579288,141.06537133701895
2024-07-19,141.5655339805825,141.47361452166825
2024-07-22,140.61488673139158,140.57351128505246
2024-07-23,141.41383495145632,141.3113015188863
2024-07-24,140.4025080906149,140.29806981162253
2024-07-25,134.961569579288,134.91220509010301
2024-07-26,134.9413430420712,134.90728619110544
2024-07-29,136.11448220064725,136.0828305089346
2024-07-30,136.5088996763754,136.46648066801862
2024-07-31,134.375,134.30721657834715
2024-08-01,133.98058252427185,133.8989736766913
2024-08-02,132.05906148867314,131.99547657882133
2024-08-05,126.12257281553399,126.09807839980627
2024-08-06,121.9457928802589,121.92218921590259
2024-08-07,124.94943365695792,124.87334750564271
2024-08-08,123.29085760517799,123.30431514296778
2024-08-09,127.38673139158576,127.42609973044499
2024-08-13,127.74069579288026,127.7556452867849
2024-08-14,129.69255663430422,129.6788174482224
2024-08-15,130.42071197411002,130.32807260281135
2024-08-16,134.14239482200648,134.1203106380211
2024-08-19,133.34344660194176,133.3234978489113
2024-08-20,133.29288025889966,133.25463759550732
2024-08-21,132.27144012944984,132.26600011844423
2024-08-22,132.64563106796118,132.5611159858885
2024-08-23,132.26132686084142,132.26108113279952
2024-08-26,131.29045307443366,131.2232575265883
2024-08-27,132.05906148867314,132.07909298771156
2024-08-28,131.73543689320388,131.72003597342444
2024-08-29,131.18932038834953,131.20358278757843
2024-08-30,131.44215210355986,131.47410620678482
2024-09-02,134.10194174757282,134.0170205204297
2024-09-03,134.9413430420712,134.85810061985427
2024-09-04,130.52184466019418,130.56416475287787
2024-09-05,128.87338187702267,128.80330722801324
2024-09-06,128.00364077669903,127.9917381976987
2024-09-09,125.40453074433657,125.46849755161283
2024-09-10,127.53843042071198,127.53430876073067
2024-09-11,126.8406148867314,126.81127467804419
2024-09-12,128.85315533980582,128.75903879202534
2024-09-13,128.64077669902915,128.6754226722338
2024-09-17,128.83292880258898,128.8475736599643
2024-09-18,129.65210355987057,129.6837351431336
2024-09-19,131.1185275080906,131.10029133149965
2024-09-20,132.5242718446602,132.56111434674537
2024-09-24,133.54571197411002,133.5349971086832
2024-09-25,133.50525889967636,133.5349971086832
2024-09-26,134.43567961165047,134.44985605667452
2024-09-27,135.8515372168285,135.84181944992497
2024-09-30,133.06027508090614,133.01854420329647
2024-10-01,134.92111650485435,134.87777365970567
2024-10-02,133.51537216828478,133.4661361366945
2024-10-03,136.49878640776697,136.43696820359074
2024-10-04,135.90210355987057,135.8123065527371
2024-10-07,138.7742718446602,138.67984895141464
2024-10-08,136.9336569579288,136.90915413043624
2024-10-09,138.58211974110034,138.52737241405404
2024-10-10,140.65533980582526,140.55383393415028
2024-10-11,139.6440129449838,139.57995187974228
2024-10-15,142.58697411003237,142.5507841377464
2024-10-16,141.14077669902915,141.10471619677276
2024-10-17,142.13187702265373,142.02941208923642
2024-10-18,142.58697411003237,142.51143434857312
2024-10-21,142.4757281553398,142.39338785215915
2024-10-22,143.47694174757282,143.41153759758294
2024-10-23,144.00283171521036,143.91323417956056
2024-10-24,144.01294498381878,143.9378275121495
2024-10-25,143.73988673139158,143.67222335717616
2024-10-28,144.91302588996763,144.82809369180706
2024-10-29,144.8118932038835,144.78874534703195
2024-10-30,145.3984627831715,145.37405819375968
2024-10-31,145.2366504854369,145.24617408850722
2024-11-01,141.0598705501618,140.93256461026053
2024-11-05,141.6059870550162,141.58181979553532
2024-11-06,143.73988673139158,143.67222297954308
2024-11-07,149.0898058252427,148.9449590815588
2024-11-08,148.74595469255664,148.64984251853377
2024-11-11,149.34263754045307,149.31877126936246
2024-11-12,150.16181229773463,150.11066545453696
2024-11-13,150.83940129449837,150.7648387279479
2024-11-14,151.66868932038835,151.61575547772844
2024-11-15,151.79004854368932,151.6846163215513
2024-11-18,147.4312297734628,147.3710061689067
2024-11-19,148.1593851132686,148.09895851726856
2024-11-20,149.1504854368932,149.04824766454126
2024-11-21,149.37297734627833,149.3187702340524
2024-11-22,149.59546925566343,149.48108421685995
2024-11-25,149.85841423948222,149.71717613608288
2024-11-26,150.30339805825244,150.1844434428036
2024-11-27,149.82807443365695,149.69750192367343
2024-11-28,148.17961165048544,148.14322569465034
2024-11-29,147.17839805825244,147.13983236840113
2024-12-02,147.5121359223301,147.40051853800992
2024-12-03,147.62338187702267,147.56283156700843
2024-12-04,147.55258899676375,147.45954053616816
2024-12-05,149.0088996763754,148.93511949666524
2024-12-06,148.43244336569578,148.36948029568003
2024-12-09,148.59425566343043,148.4580153319621
2024-12-10,149.37297734627833,149.34828093540403
2024-12-11,149.24150485436894,149.23515259956108
2024-12-12,151.00121359223303,150.8976381689263
2024-12-13,150.78883495145632,150.7304058614256
2024-12-16,151.68891585760517,151.6059158873514
2024-12-17,152.63956310679612,152.54044962224165
2024-12-18,151.50687702265373,151.3845789414426
2024-12-19,148.18972491909386,148.08911831938215
2024-12-20,150.9304207119741,150.9025553732757
2024-12-23,151.39563106796118,151.41900880586186
2024-12-24,153.21601941747574,153.16019264421143
2024-12-25,154.834142394822,154.6554465937352
2024-12-26,154.8847087378641,154.70463321196988
2024-12-27,155.57241100323625,155.43750464156062
2024-12-30,153.86326860841424,153.83896047382606
2025-01-06,152.72046925566343,152.65357897812868
2025-01-07,154.0554207119741,154.016030488938
2025-01-08,152.22491909385113,152.1666383381932
2025-01-09,152.7710355987055,152.69292796021523
2025-01-10,152.538430420712,152.45191744272282
2025-01-14,149.8685275080906,149.76144447917446
2025-01-15,150.53600323624596,150.4352916057652
2025-01-16,151.72936893203882,151.6108366006072
2025-01-17,150.24271844660194,150.21887325204315
2025-01-20,152.54854368932038,152.46175369385108
2025-01-21,152.5687702265372,152.48142735854776
2025-01-22,153.36771844660194,153.32250728778612
2025-01-23,155.2588996763754,155.1276329618631
2025-01-24,155.91626213592232,155.81131767095792
2025-01-27,154.7532362459547,154.62101736508194
2025-01-28,152.0529935275081,152.02399811878752
2025-01-29,153.9745145631068,153.83404144758921
2025-01-30,152.3462783171521,152.25517191655354
2025-01-31,152.83171521035598,152.72735783611492
2025-02-03,153.31715210355986,153.16511262551268
2025-02-04,151.81027508090614,151.81741739447418
2025-02-05,151.6484627831715,151.56656947571327
2025-02-06,150.79894822006472,150.7500818816133
2025-02-07,150.06067961165047,149.9926184976885
2025-02-10,149.2819579288026,149.1908869528518
2025-02-12,151.6484627831715,151.66494180982397
2025-02-13,152.4777508090615,152.39781259168913
2025-02-14,152.37661812297733,152.309277082464
2025-02-17,151.4866504854369,151.41901108080373
2025-02-18,151.25404530744336,151.17800046924665
2025-02-19,152.12378640776697,152.08794085407104
2025-02-20,151.46642394822007,151.4436050838487
2025-02-21,149.5651294498382,149.5450262709708
2025-02-25,146.6626213592233,146.672565406358
2025-02-26,144.6905339805825,144.68053342601718
2025-02-27,145.0242718446602,145.0789402109124
2025-02-28,143.14320388349515,143.17052395532778
2025-03-03,146.288430420712,146.239729177273
2025-03-04,142.48584142394822,142.4917584701751
2025-03-05,141.3228155339806,141.3555619612384
2025-03-06,142.31391585760517,142.34419993448407
2025-03-07,138.67313915857605,138.67000859889117
2025-03-10,138.80461165048544,138.76838110299124
2025-03-11,134.43567961165047,134.4744461082128
2025-03-12,134.69862459546925,134.64167852939295
2025-03-13,135.55825242718447,135.50243335531385
2025-03-14,133.7378640776699,133.77600633710415
2025-03-17,137.04490291262138,136.9583382016144
2025-03-18,138.58211974110034,138.63557931623313
2025-03-19,137.24716828478964,137.3223135868421
2025-03-21,137.8640776699029,137.8584404974322
2025-03-24,138.6529126213592,138.5814749318155
2025-03-25,142.18244336569578,142.07367959658103
2025-03-26,141.70711974110034,141.7047852875085
2025-03-27,140.48341423948222,140.4161134678168
2025-03-28,140.50364077669903,140.4702186046582
2025-03-31,136.27629449838187,136.2451441318498
2025-04-01,137.32807443365695,137.33707266478586
2025-04-02,137.8640776699029,137.85844402037245
2025-04-03,136.92354368932038,136.83045703924805
2025-04-04,128.72168284789643,128.7442833009195
2025-04-07,120.84344660194175,121.11062018741575
2025-04-08,122.19862459546927,122.23697923281374
2025-04-09,118.34546925566343,118.50868291350456
2025-04-10,130.95671521035598,130.81009514538192
2025-04-11,123.54368932038835,123.4764665435302
2025-04-14,125.51577669902913,125.37504563216217
2025-04-15,126.87095469255662,126.98834539059725
2025-04-16,126.04166666666667,126.00954462199559
2025-04-17,122.8661003236246,122.91082878905075
2025-04-18,122.97734627831716,123.01903825360836
2025-04-21,121.91545307443366,121.97137736908105
2025-04-22,118.81067961165049,118.83331240869464
2025-04-23,122.78519417475728,122.80753924723042
2025-04-24,125.58656957928802,125.52260516716996
2025-04-25,128.26658576051778,128.28685644680505
2025-04-28,129.70266990291262,129.723086816681
2025-04-30,129.5509708737864,129.59520320323537
2025-05-01,130.19822006472492,130.1018193635015
2025-05-02,133.69741100323625,133.69731454444943
2025-05-07,131.06796116504856,131.05110910935525
2025-05-08,132.20064724919095,132.2020615435749
2025-05-09,134.98179611650485,135.09419712920092
2025-05-12,135.03236245954693,135.04501068296815
2025-05-13,141.31270226537217,141.3703272194432
2025-05-14,141.78802588996763,141.74905973976738
2025-05-15,140.92839805825244,140.917816321132
2025-05-16,140.38228155339806,140.45054975234908
2025-05-19,141.23179611650485,141.21293219047078
2025-05-20,141.74757281553397,141.7293845988537
2025-05-21,140.1901294498382,140.21937564134214
2025-05-22,137.05501618122977,137.0075316558079
2025-05-23,137.52022653721681,137.59776284233175
2025-05-26,135.49757281553397,135.56638230189313
2025-05-27,135.14360841423948,135.2171619454196
2025-05-28,139.5631067961165,139.609469695071
2025-05-29,140.69579288025892,140.72599084457852
2025-05-30,139.1484627831715,139.1667961201174
2025-06-02,138.915857605178,138.7880634261522
2025-06-03,138.73381877022655,138.81757531995916
2025-06-04,140.67556634304208,140.74566537425667
2025-06-05,139.45186084142395,139.4176441665947
2025-06-06,139.73503236245955,139.7668644525854
2025-06-09,142.30380258899675,142.3048601954697
2025-06-10,142.2532362459547,142.2704295345454
2025-06-11,143.26456310679612,143.30825390498393
2025-06-12,142.06108414239483,142.10319772721755
2025-06-13,141.57564724919095,141.61133734995633
2025-06-16,141.31270226537217,141.35065211959562
2025-06-17,143.30501618122977,143.3574398383875
2025-06-18,142.39482200647248,142.41306983630332
2025-06-19,141.91949838187702,141.96055942755197
2025-06-20,142.34425566343043,142.37372143970993
2025-06-23,143.15331715210357,143.10167400621953
2025-06-24,143.76011326860842,143.8050330441275
2025-06-25,144.71076051779934,144.72481147352806
2025-06-26,144.4478155339806,144.53790516850245
2025-06-27,145.3883495145631,145.45768224569557
2025-06-30,146.3794498381877,146.4069710807211
2025-07-01,146.00525889967636,145.95446080671394
2025-07-02,145.86367313915858,145.90035694763748
2025-07-03,146.49069579288025,146.48075148558232
2025-07-04,148.75606796116506,148.753144003566
2025-07-07,148.5234627831715,148.52688898400513
2025-07-08,149.0796925566343,149.0482599518679
2025-07-09,149.7876213592233,149.7614558757376
2025-07-10,149.66626213592232,149.62373524091424
2025-07-11,150.88996763754045,150.85338499176996
2025-07-14,150.75849514563106,150.68123412588506
2025-07-15,151.66868932038835,151.66003531376933
2025-07-16,152.45752427184468,152.3929066522171
2025-07-17,152.39684466019418,152.33880259856838
2025-07-18,153.39805825242718,153.43564959421818
2025-07-22,152.35639158576052,152.3781511505804
2025-07-23,151.4259708737864,151.3550827199739
2025-07-24,152.63956310679612,152.66342935312355
2025-07-25,153.70145631067962,153.7258462173121
2025-07-28,154.68244336569578,154.69972866100954
2025-07-29,155.52184466019418,155.46703003318441
2025-07-30,154.7532362459547,154.7636707599192
2025-07-31,155.7544498381877,155.75722721637385
2025-08-01,156.64441747572815,156.62781821974934
2025-08-04,150.9203074433657,150.83371040079706
2025-08-05,152.46763754045307,152.44209248823967
2025-08-06,152.39684466019418,152.3781506525455
2025-08-07,153.5497572815534,153.54385874285254
2025-08-08,153.01375404530745,153.027406296778
2025-08-12,155.08697411003237,155.12764776751283
2025-08-13,156.19943365695792,156.12612376981548
2025-08-14,155.48139158576052,155.45227561331876
2025-08-15,156.56351132686083,156.48026285767656
2025-08-18,155.97694174757282,155.97364705305645
2025-08-19,156.39158576051778,156.3425418854381
2025-08-20,155.3094660194175,155.31455527718214
2025-08-21,154.68244336569578,154.66038124237352
2025-08-22,155.15776699029126,155.12764737259823
2025-08-25,156.3814724919094,156.34745949963025
2025-08-26,155.41059870550163,155.38341481045714
2025-08-27,156.4724919093851,156.41631984507305
2025-08-28,156.70509708737862,156.63273746521068
2025-08-29,156.6747572815534,156.6524121033637
2025-09-01,156.06796116504856,156.13104154540127
2025-09-02,156.12864077669903,156.19498345215575
2025-09-03,156.6039644012945,156.57371567633157
2025-09-04,156.5938511326861,156.5589601693662
2025-09-05,158.15129449838187,158.08372545660615
2025-09-08,157.90857605177993,157.88698077525189
2025-09-09,157.06917475728156,157.12459822666165
2025-09-10,157.65574433656957,157.66072463951681
2025-09-11,158.17152103559872,158.16242156121396
2025-09-12,159.23341423948222,159.1658150349678
2025-09-16,160.19417475728156,160.20363981532182
2025-09-17,158.93001618122977,158.9346411517623
2025-09-18,159.2435275080906,159.21500185875402
2025-09-19,161.17516181229774,161.11849840562635
2025-09-22,162.2168284789644,162.1317291401048
2025-09-24,161.5594660194175,161.58576513408113
2025-09-25,162.10558252427185,162.0481137155746
2025-09-26,162.40898058252426,162.37765962107
2025-09-29,162.73260517799352,162.702286661961
2025-09-30,162.80339805825244,162.75147319024177
2025-10-01,162.69215210355986,162.56948449292045
2025-10-02,162.17637540453075,162.0677869353011
2025-10-03,162.52022653721681,162.48094958589098
2025-10-06,165.16990291262138,165.10748013289881
2025-10-07,166.5453074433657,166.4305821335422
2025-10-08,167.94093851132686,167.8618934614198
2025-10-09,169.3972491909385,169.30304321121093
2025-10-10,169.3163430420712,169.23418258444565
2025-10-14,166.64644012944984,166.53387181307727
2025-10-15,165.50364077669903,165.40751330971466
2025-10-16,165.15978964401293,165.10747896724703
2025-10-17,163.51132686084142,163.4253193925094
2025-10-20,165.2811488673139,165.22060699340432
2025-10-21,166.5554207119741,166.46009363927487
2025-10-22,167.8296925566343,167.70941659246012
2025-10-23,167.54652103559872,167.46348750396893
2025-10-24,169.00283171521036,168.88004439841623
2025-10-27,170.69174757281553,170.61139079198568
2025-10-28,172.2997572815534,172.16566738655627
2025-10-29,171.5918284789644,171.53116803596987
2025-10-30,172.9470064724919,172.95264339486062
2025-10-31,172.68406148867314,172.57391169635457
2025-11-04,173.76618122977345,173.71994570636508
2025-11-05,170.7423139158576,170.7294384894045
2025-11-06,171.98624595469255,171.85579693583378
2025-11-07,169.1747572815534,169.15056843520165
2025-11-10,170.165857605178,170.08510164472654
2025-11-11,173.290857605178,173.19857406267187
2025-11-12,173.56391585760517,173.50352652400977
2025-11-13,174.51456310679612,174.42822224379583
2025-11-14,171.3086569579288,171.28523848139378
2025-11-17,171.21763754045307,171.1967045673275
2025-11-18,170.35800970873788,170.2916834604346
2025-11-19,169.1848705501618,169.11613783158836
2025-11-20,171.73341423948222,171.62462228359192
2025-11-21,169.29611650485435,169.24402058038865
2025-11-25,172.92677993527508,172.77065470631396
2025-11-26,173.95833333333331,173.83307156559295
2025-11-27,174.6359223300971,174.5020003466152
2025-11-28,175.44498381877023,175.3037323370077
2025-12-01,175.53600323624596,175.41685934155942
2025-12-02,174.4336569579288,174.42822044732196
2025-12-03,175.02022653721681,174.88073085821745
2025-12-04,174.92920711974108,174.8758114632584
2025-12-05,174.92920711974108,174.8217066359498
2025-12-08,175.4247572815534,175.28405410705574
2025-12-09,175.7180420711974,175.65294816312675
2025-12-10,176.51699029126212,176.45959744044683
2025-12-11,176.56755663430422,176.45959744044683
2025-12-12,176.76982200647248,176.71044534578425
2025-12-15,175.23260517799352,175.151249566798
2025-12-16,173.96844660194176,173.89700723226264
2025-12-17,173.06836569579286,172.93296222047863
2025-12-18,172.0873786407767,172.05745105398577
2025-12-19,173.7257281553398,173.61172859693295
2025-12-22,177.24514563106797,177.13836266791017
2025-12-23,177.4069579288026,177.21705992829263
2025-12-24,177.61933656957927,177.43839694746066
2025-12-25,177.8418284789644,177.68432656562985
2025-12-26,178.51941747572815,178.35325652669474
2025-12-29,178.42839805825244,178.32866339615228
2025-12-30,177.9126213592233,177.80237271159103
2026-01-05,177.5687702265372,177.41872141989631
2026-01-06,178.03398058252426,177.9302550774942
2026-01-07,179.09587378640776,178.92381228393924
2026-01-08,178.6913430420712,178.56475513440034
2026-01-09,179.0453074433657,178.86479034986252
2026-01-13,181.8163430420712,181.65363585181436
2026-01-14,182.58495145631068,182.39634490735804
2026-01-15,180.84546925566343,180.74369540127526
2026-01-16,181.52305825242718,181.43721799771473
2026-01-19,180.02629449838187,179.89769780179358
2026-01-20,180.76456310679612,180.6256502379946
2026-01-21,177.10355987055016,177.03015578200012
2026-01-22,179.1868932038835,179.07629156614715
2026-01-23,180.56229773462783,180.3944757298914
2026-01-26,176.33495145631068,176.19891152381877
2026-01-27,176.6282362459547,176.5038642659604
2026-01-28,175.2123786407767,175.10206351580558
2026-01-29,175.9809870550162,175.84968979231647
2026-01-30,176.33495145631068,176.06610800554387
2026-02-02,177.44741100323625,177.35477986656346
2026-02-03,178.7621359223301,178.66804589923262
2026-02-04,177.79126213592232,177.6597327822003
2026-02-05,177.7811488673139,177.63513934539122
2026-02-06,175.5663430420712,175.41685126511135
2026-02-09,179.1970064724919,178.97791508756683
2026-02-10,179.14644012944984,178.91397343762264
2026-02-12,175.30339805825244,175.15616453136397
2026-02-13,172.14805825242718,172.02301835239132
2026-02-16,172.41100323624596,172.28370375463274
2026-02-17,172.69417475728156,172.56406447142675
2026-02-18,172.77508090614887,172.75589013677447
2026-02-19,175.50566343042073,175.3725838708215
2026-02-20,175.4348705501618,175.32831632320082
2026-02-24,174.49433656957927,174.4773989121558
2026-02-25,176.95186084142395,176.83832587734372
2026-02-26,178.7621359223301,178.6975562892701
2026-02-27,177.41707119741102,177.30067391780577
2026-03-02,177.4878640776699,177.31051055919477
2026-03-03,178.65088996763754,178.4663800464791
2026-03-04,177.1844660194175,177.10884697203474
2026-03-05,177.32605177993528,177.13835861920572
2026-03-06,177.28559870550163,177.14819511225983
2026-03-09,176.3652912621359,176.17923168611674
2026-03-10,176.73948220064725,176.60714989837453
2026-03-11,176.94174757281553,176.86291767107184
2026-03-12,177.7609223300971,177.62038086898596
2026-03-13,175.24271844660194,175.1020595707836
2026-03-16,174.39320388349515,174.31016575943653
2026-03-17,176.11245954692555,175.98248877422427
2026-03-18,176.35517799352752,176.26776694747662
2026-03-19,174.70671521035598,174.60036200603696
2026-03-23,171.20752427184468,171.23112326445712
2026-03-24,172.04692556634305,171.94431972827718
2026-03-25,171.60194174757282,171.56558829187085
2026-03-26,173.47289644012943,173.42973590711205
2026-03-27,170.54004854368932,170.45398514098386
2026-03-30,168.1027508090615,167.93074457170277
2026-03-31,167.334142394822,167.23722250346313
2026-04-01,171.12661812297733,170.906495800917
2026-04-02,172.19862459546925,172.09679630876695
2026-04-03,173.46278317152104,173.34611923382676
2026-04-06,173.53357605177993,173.4248166384977
2026-04-07,174.413430420712,174.27573417257537
2026-04-08,173.2200647249191,173.0755965284973
2026-04-09,177.87216828478964,177.72859028842083
2026-04-10,179.4093851132686,179.19925171819585
2026-04-13,179.87459546925567,179.725542000567
2026-04-14,180.9668284789644,180.74860987859566
2026-04-15,182.7366504854369,182.56357173988619
2026-04-16,184.10194174757282,183.91126698028435
2026-04-17,185.27508090614887,185.00811377655478
2026-04-20,187.02467637540454,186.79356417985363
2026-04-21,186.5898058252427,186.4394259973963
2026-04-22,185.62904530744336,185.4458697879193
2026-04-23,187.76294498381878,187.53627312038836
2026-04-24,187.55056634304208,187.3296925387326
