date,sbi-sp_start_100,rakuten-nasdaq_start_100
2026-07-09,171.5846105521375,190.94
2026-07-10,172.51722610171765,193.56
2026-07-13,173.29440585427233,194.18
2026-07-14,172.1811469945679,190.78
2026-07-15,172.6474548641045,192.68
2026-07-16,173.37422295772768,192.19
2026-07-17,172.76928215149914,189.42000000000002
2026-07-21,170.8284317727441,186.71
2026-07-22,172.94152139210615,191.07
2026-07-23,172.63485110988236,189.94
2026-07-24,171.45017551841403,187.39
2026-07-27,171.2485295379833,184.88
2026-07-28,171.42917104936646,184.44
2026-07-29,171.70643544774657,182.49
2026-07-30,168.92539044895278,178.54000000000002
2026-07-31,168.803561457361,181.39000000000001
2026-08-03,164.80003219795628,176.89
2026-08-04,168.88337982774402,181.91
2026-08-05,172.0761201233875,188.13
2026-08-06,171.9921005162149,186.84
2026-08-07,172.62644694110182,187.12
2026-08-10,172.95412301015648,188.54999999999998
2026-08-12,173.9287488955196,188.98999999999998
2026-08-13,174.37405171416685,190.39
2026-08-14,175.56292702379199,192.6
2026-08-17,174.89497153349092,191.98
2026-08-18,174.5042806523811,192.13
2026-08-19,173.23558567083973,188.82000000000002
2026-08-20,172.57603275493855,187.29
2026-08-21,171.8492633081977,186.73
2026-08-24,172.14753176356592,186.95999999999998
2026-08-25,172.14333136379088,185.63
2026-08-26,172.56763024693635,186.7
2026-08-27,172.6684528849081,186.86
2026-08-28,174.02116689844547,189.78
2026-08-31,174.32363656905497,189.19
2026-09-01,173.50864741954916,189.08
2026-09-02,172.89950540579392,187.21
2026-09-03,171.96268747364383,185.79000000000002
2026-09-04,170.4377343985157,184.38000000000002
2026-09-07,170.0848532957076,185.10999999999999
2026-09-08,167.677695093318,182.48
2026-09-09,166.74507846031676,182.26
2026-09-10,165.98050058460188,181.70999999999998
