date,fang_start_100,rakuten-nasdaq_start_100
2025-11-04,189.10998784311218,160.59
2025-11-05,184.2259048350289,156.37
2025-11-06,185.3413526137309,158.06
2025-11-07,181.69428626271676,154.23
2025-11-10,182.27866999381493,154.5
2025-11-11,187.1947448119948,158.35
2025-11-12,186.79164800477744,157.79000000000002
2025-11-13,186.6786102757694,158.46
2025-11-14,182.44929298099686,154.91
2025-11-17,182.39170772282296,154.98000000000002
2025-11-18,181.88836991063621,154.32
2025-11-19,179.57429564698103,152.68
2025-11-20,182.82679634013692,155.27
2025-11-21,179.11361358158976,151.79
2025-11-25,184.933990231834,156.34
2025-11-26,185.5887559451447,156.76000000000002
2025-11-27,185.32002474033314,157.66
2025-11-28,186.17100688890312,158.39000000000001
2025-12-01,186.8876234350673,158.85
2025-12-02,185.9491970055666,158.10999999999999
2025-12-03,187.22886940943118,159.58
2025-12-04,185.37121163648774,159.35
2025-12-05,185.08968370763753,159.02
2025-12-08,185.9214707701495,159.84
2025-12-09,186.6850086377887,160.26
2025-12-10,188.12037451745687,161.4
2025-12-11,186.58263484547956,161.03
2025-12-12,185.61861496790155,160.3
2025-12-15,181.61324034380533,157.56
2025-12-16,176.1426408172841,155.85
2025-12-17,176.53294090046282,155.82
2025-12-18,174.15914859129396,153.73000000000002
2025-12-19,176.34738840190244,156.29
2025-12-22,180.47006632968626,160.12
2025-12-23,179.72145797342546,159.97
2025-12-24,180.8006483673513,160.22
2025-12-25,180.61083029411137,160.34
2025-12-26,181.2911894554994,160.94
2025-12-29,181.12696483033676,160.82
2025-12-30,179.98379081621772,160.17
2026-01-05,176.4924179410071,158.92
2026-01-06,176.92110819630176,159.56
2026-01-07,177.70384114999894,161.0
2026-01-08,179.29063493079104,161.29
2026-01-09,177.7742231322115,160.66
2026-01-13,180.57457290933522,163.61
2026-01-14,181.4980698274575,164.32
2026-01-15,177.60360014502953,161.88
2026-01-16,177.8232772410263,162.59
2026-01-19,176.02107193891698,161.23000000000002
2026-01-20,176.73129012306183,161.88
2026-01-21,171.81094973020242,158.5
2026-01-22,171.93038582122978,160.67000000000002
2026-01-23,173.9074796852006,162.24
2026-01-26,171.57421033548746,158.92
2026-01-27,172.64486958005418,159.06
2026-01-28,172.39746624864034,158.51999999999998
2026-01-29,172.01569731482073,159.75
2026-01-30,171.1135282700962,159.42000000000002
2026-02-02,171.41425128500438,159.06
2026-02-03,171.84294154029902,160.54
2026-02-04,169.65683451703032,158.51999999999998
2026-02-05,166.34674856570052,156.49
