ÇÖÇlÇ`ÇwÇhÇr ÇrÇåÇâÇç ïƒçëäîéÆÅiÇrÅïÇoÇTÇOÇOÅj
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2022/03/16,17629,17629,,10259.36
2022/03/17,18114,18114,,10564.39
2022/03/18,18292,18292,,10682.23
2022/03/22,18708,18708,,10972.49
2022/03/23,19097,19097,,11220.90
2022/03/24,18849,18849,,11107.09
2022/03/25,19279,19279,,11368.95
2022/03/28,19404,19404,,11451.35
2022/03/29,19859,19859,,11735.80
2022/03/30,19821,19821,,11730.71
2022/03/31,19683,19683,,11650.62
2022/04/01,19347,19347,,11447.70
2022/04/04,19447,19447,,11513.61
2022/04/05,19627,19627,,11790.78
2022/04/06,19616,19616,,11799.29
2022/04/07,19367,19367,,11661.49
2022/04/08,19472,19472,,11730.54
2022/04/11,19552,19552,,11783.72
2022/04/12,19366,19366,,11751.60
2022/04/13,19309,19309,,11730.48
2022/04/14,19522,19522,,11866.32
2022/04/15,19406,19406,,11804.71
2022/04/18,19454,19454,,11862.61
2022/04/19,19554,19554,,11923.91
2022/04/20,20191,20191,,12342.98
2022/04/21,19999,19999,,12233.12
2022/04/22,19762,19762,,12100.80
2022/04/25,19239,19239,0,11782.00
2022/04/26,19167,19167,,11745.80
2022/04/27,18636,18636,,11452.42
2022/04/28,18851,18851,,11600.12
2022/05/02,18798,18798,,11584.49
2022/05/06,18929,18929,,11688.53
2022/05/09,18861,18861,,11849.78
2022/05/10,18154,18154,,11442.76
2022/05/11,18239,18239,,11598.48
2022/05/12,17864,17864,,11384.26
2022/05/13,17727,17727,,11321.65
2022/05/16,18256,18256,,11679.63
2022/05/17,18135,18135,,11621.50
2022/05/18,18506,18506,,11907.70
2022/05/19,17640,17640,,11365.37
2022/05/20,17459,17459,,11264.24
2022/05/23,17452,17452,,11297.62
2022/05/24,17790,17790,,11546.72
2022/05/25,17524,17524,,11397.78
2022/05/26,17763,17763,,11575.24
2022/05/27,18048,18048,,11777.26
2022/05/30,18496,18496,,12081.72
2022/05/31,18669,18669,,12208.56
2022/06/01,18658,18658,,12201.22
2022/06/02,18682,18682,,12248.64
2022/06/03,18995,18995,,12641.05
2022/06/06,18831,18831,,12540.10
2022/06/07,19092,19092,,12718.33
2022/06/08,19358,19358,,12901.28
2022/06/09,19387,19387,,12926.62
2022/06/10,18895,18895,,12684.23
2022/06/13,18452,18452,,12384.95
2022/06/14,17623,17623,,11843.59
2022/06/15,17677,17677,,11898.73
2022/06/16,17842,17842,,12046.43
2022/06/17,17125,17125,,11600.68
2022/06/20,17423,17423,,11828.45
2022/06/21,17417,17417,,11842.83
2022/06/22,18014,18014,,12248.10
2022/06/23,17952,17952,,12251.20
2022/06/24,17994,17994,,12291.20
2022/06/27,18460,18460,,12616.19
2022/06/28,18524,18524,,12674.96
2022/06/29,18240,18240,,12499.67
2022/06/30,18301,18301,,12547.79
2022/07/01,18052,18052,,12378.88
2022/07/04,18107,18107,,12423.55
2022/07/05,18263,18263,,12713.11
2022/07/06,18234,18234,,12692.85
2022/07/07,18325,18325,,12773.30
2022/07/08,18625,18625,,12986.74
2022/07/11,18667,18667,,13024.69
2022/07/12,18556,18556,,13048.31
2022/07/13,18356,18356,,12920.09
2022/07/14,18404,18404,,12962.85
2022/07/15,18476,18476,,13022.57
2022/07/19,18580,18580,,13125.17
2022/07/20,19083,19083,,13497.86
2022/07/21,19243,19243,,13624.87
2022/07/22,19270,19270,,13654.00
2022/07/25,18992,18992,,13448.88
2022/07/26,18994,18994,,13446.31
2022/07/27,18850,18850,,13363.50
2022/07/28,19242,19242,,13650.99
2022/07/29,19236,19236,,13654.70
2022/08/01,19265,19265,,13685.46
2022/08/02,18917,18917,,13437.63
2022/08/03,19202,19202,,13834.13
2022/08/04,19491,19491,,14053.58
2022/08/05,19384,19384,,13983.97
2022/08/08,19692,19692,,14205.47
2022/08/09,19603,19603,,14146.36
2022/08/10,19572,19572,,14229.06
2022/08/12,19690,19690,,14309.21
2022/08/15,19985,19985,,14538.76
2022/08/16,20097,20097,,14635.84
2022/08/17,20306,20306,,14840.98
2022/08/18,20252,20252,,14802.15
2022/08/19,20512,20512,,14996.30
2022/08/22,20376,20376,,14895.98
2022/08/23,19961,19961,,14599.24
2022/08/24,19862,19862,,14533.30
2022/08/25,19927,19927,,14584.65
2022/08/26,20175,20175,,14784.17
2022/08/29,19722,19722,,14472.63
2022/08/30,19623,19623,,14413.48
2022/08/31,19417,19417,,14282.11
2022/09/01,19394,19394,,14275.53
2022/09/02,19533,19533,,14389.34
2022/09/05,19360,19360,,14453.02
2022/09/06,19349,19349,,14460.50
2022/09/07,19663,19663,,14694.64
2022/09/08,20214,20214,,15131.17
2022/09/09,20255,20255,,15173.48
2022/09/12,20424,20424,,15408.12
2022/09/13,20600,20600,,15540.87
2022/09/14,19979,19979,,15091.74
2022/09/15,19892,19892,,15027.09
2022/09/16,19637,19637,,14867.78
2022/09/20,19653,19653,,14911.63
2022/09/21,19493,19493,,14803.63
2022/09/22,19264,19264,,14660.74
2022/09/26,18710,18710,,14248.49
2022/09/27,18580,18580,,14165.60
2022/09/28,18570,18570,,14197.71
2022/09/29,18885,18885,,14461.18
2022/09/30,18548,18548,,14226.80
2022/10/03,18280,18280,,14045.03
2022/10/04,18731,18731,,14425.93
2022/10/05,19202,19202,,15023.89
2022/10/06,19259,19259,,15119.13
2022/10/07,19100,19100,,15030.46
2022/10/11,18535,18535,,14603.87
2022/10/12,18468,18468,,14566.78
2022/10/13,18501,18501,,14723.43
2022/10/14,19046,19046,,15176.62
2022/10/17,18746,18746,,14958.75
2022/10/18,19277,19277,,15425.22
2022/10/19,19542,19542,,15672.74
2022/10/20,19511,19511,,15661.95
2022/10/21,19393,19393,,15576.26
2022/10/24,19691,19691,,15831.86
2022/10/25,19926,19926,,16031.16
2022/10/26,20140,20140,,16239.54
2022/10/27,19702,19702,,15902.17
2022/10/28,19661,19661,,15877.32
2022/10/31,20365,20365,,16449.03
2022/11/01,20283,20283,,16395.05
2022/11/02,20044,20044,,16213.81
2022/11/04,19433,19433,,15910.68
2022/11/07,19529,19529,,16005.69
2022/11/08,19651,19651,,16124.15
2022/11/09,19660,19660,,16164.64
2022/11/10,19335,19335,,16016.21
2022/11/11,19775,19775,,16389.60
2022/11/14,19638,19638,,16298.53
2022/11/15,19580,19580,,16269.23
2022/11/16,19633,19633,,16333.61
2022/11/17,19468,19468,,16249.69
2022/11/18,19519,19519,,16301.77
2022/11/21,19622,19622,,16400.85
2022/11/22,19790,19790,,16552.41
2022/11/24,19775,19775,,16564.48
2022/11/25,19753,19753,,16557.84
2022/11/28,19747,19747,,16552.10
2022/11/29,19415,19415,,16309.27
2022/11/30,19380,19380,,16301.54
2022/12/01,19728,19728,,16601.25
2022/12/02,19500,19500,,16418.82
2022/12/05,19353,19353,,16518.03
2022/12/06,19264,19264,,16459.42
2022/12/07,19093,19093,,16337.25
2022/12/08,18955,18955,,16231.81
2022/12/09,19153,19153,,16418.90
2022/12/12,18986,18986,,16403.59
2022/12/13,19409,19409,,16785.77
2022/12/14,19219,19219,,16671.80
2022/12/15,19104,19104,,16591.03
2022/12/16,18938,18938,,16457.86
2022/12/19,18522,18522,,16156.39
2022/12/20,18129,18129,,15831.67
2022/12/21,17777,17777,,15550.48
2022/12/22,18113,18113,,15881.21
2022/12/23,17915,17915,,15738.64
2022/12/26,17961,17961,,15809.71
2022/12/27,18084,18084,,15939.25
2022/12/28,18107,18107,,15959.38
2022/12/29,17919,17919,,15858.94
2022/12/30,18035,18035,,15980.17
2023/01/04,17690,17690,,15687.52
2023/01/05,17981,17981,,15954.61
2023/01/06,17987,17987,,16162.26
2023/01/10,18127,18127,,16337.50
2023/01/11,18330,18330,,16533.07
2023/01/12,18508,18508,,16831.62
2023/01/13,18192,18192,,16556.89
2023/01/16,18072,18072,,16459.47
2023/01/17,18149,18149,,16538.74
2023/01/18,18477,18477,,16837.88
2023/01/19,17835,17835,,16325.65
2023/01/20,17731,17731,,16238.27
2023/01/23,18149,18149,,16626.90
2023/01/24,18524,18524,,16993.75
2023/01/25,18508,18508,,16999.38
2023/01/26,18344,18344,,16866.76
2023/01/27,18593,18593,,17107.32
2023/01/30,18714,18714,,17224.89
2023/01/31,18524,18524,,17058.08
2023/02/01,18714,18714,,17246.23
2023/02/02,18706,18706,,17246.37
2023/02/03,19018,19018,,17735.59
2023/02/06,19357,19357,,18065.22
2023/02/07,19266,19266,,17984.68
2023/02/08,19271,19271,,17997.23
2023/02/09,19161,19161,,17893.38
2023/02/10,19004,19004,,17844.20
2023/02/13,19059,19059,,17899.48
2023/02/14,19359,19359,,18197.71
2023/02/15,19424,19424,,18270.76
2023/02/16,19682,19682,,18544.81
2023/02/17,19448,19448,,18337.48
2023/02/20,19404,19404,,18296.61
2023/02/21,19386,19386,,18274.78
2023/02/22,19079,19079,,17985.80
2023/02/24,19051,19051,,17981.22
2023/02/27,19143,19143,,18073.30
2023/02/28,19213,19213,,18163.34
2023/03/01,19167,19167,,18142.35
2023/03/02,19042,19042,,18036.19
2023/03/03,19265,19265,,18449.07
2023/03/06,19467,19467,,18659.12
2023/03/07,19511,19511,,18706.23
2023/03/08,19385,19385,,18593.01
2023/03/09,19378,19378,,18589.86
2023/03/10,18872,18872,,18198.85
2023/03/13,18372,18372,,17717.91
2023/03/14,18190,18190,,17561.84
2023/03/15,18689,18689,,18058.10
2023/03/16,18378,18378,,17775.05
2023/03/17,18735,18735,,18156.44
2023/03/20,18409,18409,,17884.22
2023/03/22,18797,18797,,18273.84
2023/03/23,18262,18262,,17773.73
2023/03/24,18280,18280,,17804.13
2023/03/27,18382,18382,,17916.40
2023/03/28,18413,18413,,17970.95
2023/03/29,18472,18472,,18058.66
2023/03/30,18916,18916,,18506.07
2023/03/31,19167,19167,,18757.09
2023/04/03,19388,19388,,18982.95
2023/04/04,19383,19383,,18982.80
2023/04/05,19120,19120,,18916.10
2023/04/06,19021,19021,,18810.45
2023/04/07,19178,19178,,18968.38
2023/04/10,19300,19300,,19090.64
2023/04/11,19445,19445,,19233.60
2023/04/12,19487,19487,,19394.54
2023/04/13,19340,19340,,19245.27
2023/04/14,19494,19494,,19393.88
2023/04/17,19643,19643,,19566.17
2023/04/18,19793,19793,,19712.27
2023/04/19,19759,19759,,19691.00
