date,rakuten-orcan_start_100,invesco_start_100
2024-05-27,131.9125352680371,131.5829981044759
2024-05-28,132.1342200725514,132.2478948888777
2024-05-29,132.23498589278518,131.56969991182962
2024-05-30,131.0963321241435,129.94735209742984
2024-05-31,130.1894397420395,129.73458539942018
2024-06-03,131.28778718258766,131.14416594058926
2024-06-04,131.07617896009674,130.47926895359547
2024-06-05,129.76622329705765,129.20266761490961
2024-06-06,131.64046755340587,130.71863093862223
2024-06-07,131.88230552196697,130.85160969468978
2024-06-10,132.3559048770657,130.58565118095314
2024-06-11,132.81942765014108,131.4234208143915
2024-06-12,132.56751309955663,130.9712913909348
2024-06-13,133.484482063684,132.3675737090277
2024-06-14,133.57517130189441,132.2744888601683
2024-06-17,133.33333333333331,131.78246612121026
2024-06-18,134.391374445788,132.77981032088684
2024-06-19,135.12696493349458,133.19204648679766
2024-06-20,135.27811366384523,133.5909846363554
2024-06-21,135.8726320032245,134.77450056699502
2024-06-24,136.1850060459492,134.80109696693688
2024-06-25,136.0540104796453,134.9360733053299
2024-06-26,136.51753325272068,134.12621398056598
2024-06-27,137.20274083031038,134.39616712892038
2024-06-28,137.57557436517533,134.13971101884331
2024-07-01,137.46473196291817,134.40966450447453
2024-07-02,138.24062877871825,134.35567348633975
2024-07-03,138.78476420798066,135.03055681338572
2024-07-04,139.73196291817814,135.55696533728928
2024-07-05,139.6614268440145,135.71893693289218
2024-07-08,139.78234582829506,135.09804451145413
2024-07-09,140.0644901249496,135.04405392894557
2024-07-10,140.528012898025,133.9372463673493
2024-07-11,142.0092704554615,135.75943045923796
2024-07-12,139.28859330914952,134.6661203955149
2024-07-16,139.5707376058041,135.7189374314446
2024-07-17,140.32648125755745,136.97421952720993
2024-07-18,136.36638452237003,134.6526229343103
2024-07-19,136.66868198307134,135.3140083411128
2024-07-22,135.71140669085048,134.46365587163484
2024-07-23,136.30592503022973,134.5986318340354
2024-07-24,135.1571946795647,133.62566274205562
2024-07-25,130.48166062071743,129.95304692201438
2024-07-26,130.44135429262394,129.41859942218196
2024-07-29,131.63039097138252,130.50119894820844
2024-07-30,131.7613865376864,130.50119894820844
2024-07-31,130.11890366787586,129.45971063978646
2024-08-01,129.47400241837968,128.40451819788632
2024-08-02,127.15638855300281,126.84228591127693
2024-08-05,121.01975010076582,121.484103717024
2024-08-06,118.08746473196292,118.77075261598115
2024-08-07,120.63683998387746,121.26484221660714
2024-08-08,119.68964127367995,120.89484014268426
2024-08-09,123.05521966948811,123.29300328078145
2024-08-13,123.65981459089078,123.55337591096989
2024-08-14,125.31237404272471,124.84153228841382
2024-08-15,125.96735187424426,125.85561256470066
2024-08-16,129.35308343409915,128.70600054651499
2024-08-19,128.80894800483676,128.06192225622007
2024-08-20,128.85933091495366,127.89747666123168
2024-08-21,127.86174929463925,127.11636072816994
2024-08-22,128.26481257557435,127.44525143060915
2024-08-23,128.1136638452237,127.97969946474599
2024-08-26,127.28738411930674,127.5200923690432
2024-08-27,127.99274486094316,128.42537918318675
2024-08-28,127.76098347440548,128.32788634083363
2024-08-29,127.32769044740024,128.23039436230164
2024-08-30,127.72067714631197,128.84320357004725
2024-09-02,129.81660620717452,130.5562847666661
2024-09-03,130.61265618702137,130.83483443359287
2024-09-04,126.55179363160016,128.0771919944824
2024-09-05,124.87908101571948,126.74015320255054
2024-09-06,124.11326078194276,125.73737370379816
2024-09-09,121.77549375251915,123.77359734230235
2024-09-10,123.48851269649334,125.54238888606642
2024-09-11,122.4304715840387,124.40033479606542
2024-09-12,124.1434905280129,125.20812961406702
2024-09-13,124.09310761789601,125.50060704027644
2024-09-17,124.30471584038693,126.04377868757103
2024-09-18,125.16122531237403,127.14405012399288
2024-09-19,126.51148730350666,128.1607562493689
2024-09-20,128.0128980249899,129.27495510561943
2024-09-24,128.78879484079,129.62314297695133
2024-09-25,129.39338976219267,130.217680261918
2024-09-26,130.16928657799275,130.98208408859148
2024-09-27,132.29544538492544,133.11958464829573
2024-09-30,129.59492140266022,131.23688501218166
2024-10-01,130.85449415558244,132.07206736181723
2024-10-02,129.695687222894,130.8122160626048
2024-10-03,132.72873841193066,134.1104786509868
2024-10-04,131.90245868601372,132.8364720191556
2024-10-07,134.37122128174124,135.04475084346092
2024-10-08,133.1217251108424,133.62918745706457
2024-10-09,133.73639661426844,133.47347604638026
2024-10-10,135.3284965739621,135.32786442587016
2024-10-11,134.56267634018542,134.266191617155
2024-10-15,136.97097944377268,136.77173838957037
2024-10-16,135.39903264812577,135.04475037099033
2024-10-17,136.08424022571543,135.82331036582917
2024-10-18,136.58806932688432,136.48862455285894
2024-10-21,136.62837565497782,136.5310916235023
2024-10-22,137.19266424828697,136.44615836202513
2024-10-23,137.47480854494157,136.9982277055274
2024-10-24,137.6864167674325,137.9040723169568
2024-10-25,137.33373639661426,137.55898806159448
2024-10-28,138.42200725513908,138.53672571016904
2024-10-29,138.48246674727932,138.73802511409494
2024-10-30,138.86537686416767,138.68051126578388
2024-10-31,138.4522370012092,138.32104860697274
2024-11-01,135.01612253123741,134.79831857168105
2024-11-05,135.80209592906087,135.8479485949536
2024-11-06,137.5957275292221,137.80342275883953
2024-11-07,141.062071745264,141.6281002581078
2024-11-08,141.062071745264,140.8372829370106
2024-11-11,140.91092301491335,140.7222554945446
2024-11-12,141.68681983071343,141.28301679601972
2024-11-13,141.58605401047964,139.97457499784943
2024-11-14,142.049576783555,140.1039814924349
2024-11-15,142.43248690044337,140.49220121891156
2024-11-18,138.87545344619105,136.6675230184046
2024-11-19,139.68158000806125,137.11325594467775
2024-11-20,140.45747682386133,137.11325594467775
2024-11-21,140.49778315195485,137.17076947101634
2024-11-22,140.5179363160016,137.77466652702785
2024-11-25,140.99153567110037,138.50796943412465
2024-11-26,141.08222490931078,139.5595953472923
2024-11-27,140.2559451833938,138.4933628300309
2024-11-28,139.1273679967755,137.82148997893356
2024-11-29,138.2305521966949,137.07658825525073
2024-12-02,138.4522370012092,137.16422405965406
2024-12-03,138.69407496977027,137.03277135388424
2024-12-04,138.84522370012093,137.01816503078564
2024-12-05,140.10479645304312,137.6316131679899
2024-12-06,139.82265215638856,136.9889519845149
2024-12-09,139.88311164852882,136.85749875608008
2024-12-10,140.95122934300684,138.6978448076279
2024-12-11,140.66908504635228,137.7776719869715
2024-12-12,142.02942361950826,138.53717967046003
2024-12-13,141.85812172511086,138.3473019973755
2024-12-16,142.503022974607,139.82250066204656
2024-12-17,143.10761789600969,140.23146609600795
2024-12-18,141.97904070939137,138.37651371109786
2024-12-19,139.621120515921,136.81367967888875
2024-12-20,141.60620717452642,137.67542937121897
2024-12-23,141.57597742845627,137.10579865894988
2024-12-24,142.99677549375252,138.44167803971945
2024-12-25,144.1354292623942,139.54006877561943
2024-12-26,144.26642482869812,139.55491165273511
2024-12-27,144.9415558242644,140.41581194722968
2024-12-30,143.94397420395,140.02989172551577
2025-01-06,142.84562676340184,138.8127561075343
2025-01-07,144.37726723095525,139.85177375138193
2025-01-08,143.04715840386942,139.31742250016168
2025-01-09,143.2285368802902,139.65881427130142
2025-01-10,142.97662232970575,139.54006936446723
2025-01-14,140.23579201934703,136.9425253916449
2025-01-15,141.1124546553809,138.12997457069466
2025-01-16,141.82789197904071,138.11513112362732
2025-01-17,140.90084643288995,137.9221704739345
2025-01-20,142.83555018137847,139.56975562109517
2025-01-21,143.2285368802902,140.07442171335282
2025-01-22,143.94397420395,141.33608603716715
2025-01-23,145.42523176138653,142.5680646448839
2025-01-24,145.90890769850867,143.41246535248197
2025-01-27,145.23377670294235,142.62837921003708
2025-01-28,143.15800080612658,142.10062853385168
2025-01-29,144.6795646916566,142.01015732668304
2025-01-30,143.57114066908505,140.8792636991167
2025-01-31,144.0447400241838,141.5125638883939
2025-02-03,144.0850463522773,141.97999969867624
2025-02-04,142.92623941958888,141.01497015952432
2025-02-05,142.97662232970575,139.9594688774312
2025-02-06,142.26118500604593,140.04994007770824
2025-02-07,141.68681983071343,139.25077450514223
2025-02-10,141.19306731156792,138.2103512033651
2025-02-12,143.28899637243046,140.8792621902777
2025-02-13,144.43772672309552,142.05539271067323
2025-02-14,144.397420395002,141.82921353495323
2025-02-17,143.7726723095526,141.1808341938175
2025-02-18,143.71221281741234,141.04512694056538
2025-02-19,144.47803305118904,142.02523542316268
2025-02-20,143.37968561064088,140.90941984207
2025-02-21,141.8782748891576,139.4467969732397
2025-02-25,139.88311164852882,138.08972445105164
2025-02-26,138.26078194276502,137.52252643145792
2025-02-27,138.89560661023782,137.9210983432374
2025-02-28,137.15235792019348,137.90576841315655
2025-03-03,139.23821039903265,139.59203326135133
2025-03-04,136.74929463925835,138.08972565242837
2025-03-05,135.9633212414349,137.24659397630683
2025-03-06,137.44457879887142,138.76423250084832
2025-03-07,134.71382507053607,136.74071556918562
2025-03-10,134.53244659411527,136.83269421151326
2025-03-11,130.80411124546555,132.90829696502655
2025-03-12,131.1870213623539,133.13824160960576
2025-03-13,132.05360741636437,133.90472512346432
2025-03-14,130.66303909713827,132.84697688448554
2025-03-17,133.50463522773074,134.7325271661978
2025-03-18,135.27811366384523,137.0319789135126
2025-03-19,134.7541313986296,137.26192405540863
2025-03-21,134.79443772672312,136.21950621721996
2025-03-24,135.1975010076582,136.20417607399025
2025-03-25,137.84764207980652,138.12210521445743
2025-03-26,137.44457879887142,137.29568060354882
2025-03-27,136.52760983474406,137.03060108709394
2025-03-28,136.5477629987908,137.17093686627925
2025-03-31,132.93027005239824,134.22387415608202
2025-04-01,133.04111245465538,133.81845765538728
2025-04-02,133.73639661426844,134.58251019758563
2025-04-03,132.60781942765016,133.8184570248668
2025-04-04,126.22934300685206,128.0646688427223
2025-04-07,118.87343812978636,120.7359952808946
2025-04-08,118.62152357920192,119.75364134361102
2025-04-09,115.8806932688432,118.11638512713454
2025-04-10,124.44578798871422,124.71219069652224
2025-04-11,120.17331721080208,121.82750045020295
2025-04-14,121.78557033454251,122.77866865996789
2025-04-15,123.5086658605401,124.97727119080868
2025-04-16,123.16606207174527,125.2111649040696
2025-04-17,121.1608222490931,123.96373114414972
2025-04-18,121.40266021765417,123.46475729209754
2025-04-21,120.49576783555018,122.71629664832679
2025-04-22,118.49052801289804,120.95429679183518
2025-04-23,121.50342603788795,122.6383325801812
2025-04-24,124.1031841999194,125.03864191140697
2025-04-25,126.13865376864169,126.64414682625437
2025-04-28,127.37807335751714,127.24819761404716
2025-04-30,127.40830310358726,127.1528212724895
2025-05-01,128.09351068117692,128.64705383708855
2025-05-02,131.00564288593307,131.54014211259766
2025-05-07,129.5143087464732,130.33203930079435
2025-05-08,130.21966948810964,131.26990865560288
2025-05-09,132.55743651753323,133.87686734464606
2025-05-12,132.86981056025795,134.30606185489756
2025-05-13,137.77710600564288,139.6153564209627
2025-05-14,138.19024586860138,140.3783683053389
2025-05-15,137.42442563482467,139.36101819455646
2025-05-16,136.9105199516324,138.72517518738272
2025-05-19,137.5050382910117,139.1384735528115
2025-05-20,138.01894397420395,139.8537969678091
2025-05-21,137.0515920999597,139.21795307843294
2025-05-22,134.8347440548166,136.67457890146352
2025-05-23,135.04635227730753,136.73816264906006
2025-05-26,133.57517130189441,135.3791931543356
2025-05-27,133.5348649738009,135.6542227541883
2025-05-28,136.70898831116486,138.7604372164404
2025-05-29,137.77710600564288,139.73112891696616
2025-05-30,136.4268440145103,138.55012001804866
2025-06-02,136.07416364369206,138.11330889816418
2025-06-03,135.82224909310762,137.40146737957068
2025-06-04,137.44457879887142,140.16794012612846
2025-06-05,136.63845223700122,139.6178818820503
2025-06-06,137.38411930673115,140.75035603028726
2025-06-09,139.33897621926644,143.03148297543456
2025-06-10,139.3893591293833,143.7109669081428
2025-06-11,140.1652559451834,144.6169467115058
2025-06-12,139.41958887545346,144.29338220110296
2025-06-13,138.66384522370012,143.20944309933913
2025-06-16,138.51269649334944,142.54613705754707
2025-06-17,140.28617492946393,144.40663070742434
2025-06-18,139.4296654574768,143.03148390892153
2025-06-19,138.8553002821443,143.0961970735013
2025-06-20,138.90568319226117,143.45211738255827
2025-06-23,139.73196291817814,144.63312567098188
2025-06-24,140.10479645304312,145.22547931515496
2025-06-25,141.2434502216848,146.5418219389798
2025-06-26,141.08222490931078,145.48874749441657
2025-06-27,141.89842805320436,146.4760050371642
2025-06-30,142.8657799274486,147.43035333562327
2025-07-01,142.36195082627972,147.0189961123533
2025-07-02,142.21080209592907,147.29871886492654
2025-07-03,142.75493752519145,148.41761024433484
2025-07-04,144.58887545344618,150.5566671785725
2025-07-07,144.1757355904877,149.78331629637637
2025-07-08,144.97178557033453,150.83639036909548
2025-07-09,145.77791213220473,152.35018438283973
2025-07-10,145.52599758162032,151.9881896802332
2025-07-11,146.56388553002822,153.45262020591258
2025-07-14,146.3522773075373,152.86026547044614
2025-07-15,147.13825070536075,153.27162314504568
2025-07-16,147.95445384925435,153.25516943630106
2025-07-17,147.71261588069328,152.5311812880221
2025-07-18,148.70012091898428,154.06142900992882
2025-07-22,147.94437726723095,152.44890962906774
2025-07-23,147.31962918178155,152.18564103356204
2025-07-24,148.72027408303103,152.85466280825324
2025-07-25,149.5969367190649,153.52368473916556
2025-07-28,150.10076582023376,153.87492083082236
2025-07-29,150.3627569528416,153.9919996418349
2025-07-30,149.84885126964934,151.86785709757538
2025-07-31,150.54413542926238,151.33263983955638
2025-08-01,151.19911326078196,151.28246398949116
2025-08-04,146.16082224909312,146.81674634521292
2025-08-05,147.3901652559452,147.95408282512057
2025-08-06,147.85368802902056,148.60637834685747
2025-08-07,148.8613462313583,148.94088833238868
2025-08-08,148.94195888754533,148.63982815716687
2025-08-12,150.53405884723904,149.71026233883552
2025-08-13,151.38049173720273,150.94795151095101
2025-08-14,150.91696896412736,150.94795151095101
2025-08-15,151.87424425634825,151.23228612929415
2025-08-18,151.66263603385732,150.26220511759493
2025-08-19,151.96493349455864,150.74724550522632
2025-08-20,151.14873035066506,150.5799899288658
2025-08-21,150.6348246674728,149.94441889577425
2025-08-22,151.27972591696897,150.47963650235755
2025-08-25,152.2067714631197,152.53687671850133
2025-08-26,151.38049173720273,151.70362114889502
2025-08-27,151.8540910923015,152.16276277755566
2025-08-28,152.01531640467553,152.34981950509334
2025-08-29,151.8440145102781,151.58458464369758
2025-09-01,151.39056831922613,151.15945354929758
2025-09-02,151.63240628778718,151.58458346602683
2025-09-03,151.8037081821846,151.12544285778324
2025-09-04,151.83393792825473,150.34320245300705
2025-09-05,153.0632809351068,150.92138031354463
2025-09-08,153.36557839580814,151.92468904851722
2025-09-09,152.85167271261588,151.82265794659912
2025-09-10,153.34542523176137,150.93838661233468
2025-09-11,153.869407496977,150.751328669806
2025-09-12,154.79645304312777,151.68661554059938
2025-09-16,155.84441757355904,152.17976693011573
2025-09-17,154.7863764611044,150.97239548625723
2025-09-18,155.14913341394598,151.2784889986577
2025-09-19,156.7613865376864,153.65922060421008
2025-09-22,157.3962112051592,152.8599744609749
2025-09-24,157.07376058041112,152.72393214090417
2025-09-25,157.56751309955663,152.44722692065127
2025-09-26,157.64812575574365,152.53369651223295
2025-09-29,157.7186618299073,152.9487544284754
2025-09-30,157.9806529625151,152.98334225980187
2025-10-01,157.7488915759774,153.363811832002
2025-10-02,157.42644095122935,152.91416600572987
2025-10-03,158.20233776702943,154.0728685112133
2025-10-06,161.09431680773883,157.3760351984965
2025-10-07,162.1825876662636,158.10238540383094
2025-10-08,163.46231358323257,158.8979123385151
2025-10-09,164.75211608222492,160.48896666863538
2025-10-10,164.39943571140668,159.07085245646832
2025-10-14,161.7795243853285,155.9233318152889
2025-10-15,160.82224909310762,155.69850908161106
2025-10-16,160.98347440548167,155.52556851963374
2025-10-17,160.03627569528416,154.48792370005035
2025-10-20,161.10439338976218,154.62627690499917
2025-10-21,162.34381297863766,155.8022731376352
2025-10-22,163.43208383716242,157.0820345672105
2025-10-23,163.24062877871825,156.63238881408222
2025-10-24,164.5908907698509,157.52923924492555
2025-10-27,166.09230149133413,158.7074555604721
2025-10-28,167.27126158806934,158.76021150577498
2025-10-29,166.434905280129,157.52923880423108
2025-10-30,167.72470777912133,157.84577490609954
2025-10-31,167.81539701733172,158.97123422267302
2025-11-04,168.34945586457073,158.25023608697953
2025-11-05,165.46755340588473,156.26309578494713
2025-11-06,166.6968964127368,157.12477581140308
2025-11-07,164.58081418782749,155.38383015291726
2025-11-10,165.28617492946393,156.6675585271384
2025-11-11,168.06731156791616,158.86572344061864
2025-11-12,168.7222893994357,159.55154994602628
2025-11-13,169.9113260781943,160.58908336053076
2025-11-14,167.4727932285369,156.31585281725043
2025-11-17,166.80773881499397,155.29590438288608
2025-11-18,165.92099959693672,153.55495809384269
2025-11-19,164.51027811366384,151.91952408376338
2025-11-20,166.6465135026199,153.57254371417116
2025-11-21,165.21563885530028,153.02739957712177
2025-11-25,167.0092704554615,154.18802976811844
2025-11-26,168.1882305521967,156.12030028024986
2025-11-27,169.16565900846433,157.53371980680708
2025-11-28,169.9012494961709,158.177810598272
2025-12-01,169.72994760177346,157.873656813385
2025-12-02,168.8935912938331,156.67493318835696
2025-12-03,169.5384925433293,156.81806357357115
2025-12-04,169.64933494558645,157.6947424125341
2025-12-05,169.68964127367997,158.44618151434122
2025-12-08,170.20354695687223,159.07237983722766
2025-12-09,170.59653365578396,159.5733385294301
2025-12-10,171.24143490528013,159.91327442103253
2025-12-11,171.1708988311165,160.6468221969257
2025-12-12,171.5739621120516,161.4698255058499
2025-12-15,170.69729947601772,160.59314769404148
2025-12-16,169.36719064893188,159.94905675658498
2025-12-17,168.25876662636034,159.23340149041067
2025-12-18,167.875856509472,159.3049673503765
2025-12-19,169.316807738815,160.8257355810444
2025-12-22,172.50100765820233,163.4199881813272
2025-12-23,172.7428456267634,163.2052919034542
2025-12-24,172.95445384925435,162.98700645758623
2025-12-25,172.99476017734784,162.7869105694984
2025-12-26,173.63966142684401,163.40538850669418
2025-12-29,173.6497380088674,163.47815129214231
2025-12-30,173.31721080209593,162.98700734308926
2026-01-05,174.0628778718259,163.58729501061418
2026-01-06,175.0,165.20625139854332
2026-01-07,175.87666263603384,167.1526371097078
2026-01-08,175.41313986295847,164.91520378499123
2026-01-09,175.5844417573559,165.84291942151535
2026-01-13,178.55703345425232,168.31682976068078
2026-01-14,179.49415558242646,169.0262599505976
2026-01-15,178.39580814187826,168.22587666290391
2026-01-16,178.88956066102378,169.2445449074134
2026-01-19,177.69044740024185,167.86206576500084
2026-01-20,177.9826682789198,167.17082656438714
2026-01-21,175.42321644498188,165.02434646446736
2026-01-22,176.7936316001612,166.24311067187216
2026-01-23,178.48649738008868,167.60739972148085
2026-01-26,174.73800886739218,163.81663154235008
2026-01-27,174.82869810560257,162.9475286143632
2026-01-28,174.15356711003628,161.70859455847545
2026-01-29,174.97984683595325,162.92903681206937
2026-01-30,175.21160822249092,164.0200389697896
2026-02-02,175.66505441354292,164.2419367599107
2026-02-03,176.81378476420798,165.6842782425682
2026-02-04,176.82386134623135,165.14802285076556
2026-02-05,176.98508665860538,167.47795758082782
2026-02-06,174.92946392583636,165.85070155026264
2026-02-09,178.03305118903668,169.25314693614345
2026-02-10,178.84925433293026,169.53052068587388
2026-02-12,175.87666263603384,167.33002639450768
2026-02-13,173.2869810560258,164.6302601632487
2026-02-16,173.34744054816608,166.2205341484398
2026-02-17,173.52881902458685,166.53489042262132
2026-02-18,173.7908101571947,166.5163983883888
2026-02-19,176.43087464731963,168.75387590320562
2026-02-20,176.37041515517936,168.45801154535587
2026-02-24,176.00765820233778,167.60739966185872
2026-02-25,178.22450624748086,168.54753470767204
2026-02-26,180.27005239822654,168.13387523514038
2026-02-27,179.39338976219267,168.11507282387282
2026-03-02,179.41354292623942,169.78851379487188
2026-03-03,179.36316001612255,169.52527538096942
2026-03-04,176.15880693268844,166.17839211721108
2026-03-05,175.84643288996372,165.7647325546333
2026-03-06,176.00765820233778,164.617766586552
2026-03-09,174.8690044336961,162.86911436098634
2026-03-10,174.6372430471584,162.0417946355314
2026-03-11,176.1285771866183,163.50840575125454
2026-03-12,176.65255945183392,163.62122164597076
2026-03-13,174.39540507859735,161.02644759219584
2026-03-16,173.21644498186214,160.38715488234558
2026-03-17,174.82869810560257,161.79735894164858
2026-03-18,175.67513099556632,162.41784857724264
2026-03-19,174.31479242241033,159.93588945942224
2026-03-23,169.88109633212414,155.55485680291727
2026-03-24,170.10278113663847,156.01445451618144
2026-03-25,170.55622732769044,157.89114770912298
2026-03-26,172.64207980652964,160.70618740271746
2026-03-27,170.00201531640468,156.91450168775646
2026-03-30,167.93631600161225,155.03780895500597
2026-03-31,167.1100362756953,154.88460989446514
2026-04-01,170.14308746473196,157.22090174088206
2026-04-02,172.0576380491737,159.51889275141536
2026-04-03,172.78315195485692,160.51468943941606
2026-04-06,172.85368802902056,160.3614894043744
2026-04-07,173.67996775493754,161.16578566171182
2026-04-08,173.26682789197903,160.34233808971473
2026-04-09,178.22450624748086,166.0681661897452
2026-04-10,179.242241031842,167.12141201676215
2026-04-13,179.9576783555018,167.6193101547272
2026-04-14,180.76380491737203,169.32365324322186
2026-04-15,182.6178960096735,170.5300978184721
2026-04-16,183.74647319629182,170.3002982798558
2026-04-17,184.6533655783958,172.5982896327726
2026-04-20,186.0640870616687,175.08778004910275
2026-04-21,185.7920193470375,174.89628129142966
2026-04-22,184.925433293027,173.99623529553614
2026-04-23,186.0137041515518,173.63238654802257
