date,rakuten-vti_start_100,rakuten-nasdaq_start_100
2026-07-08,170.77259200662976,190.22
2026-07-09,170.3280973367989,190.94
2026-07-10,171.38283045165178,193.56
2026-07-13,171.9440991449128,194.18
2026-07-14,170.82156175839077,190.78
2026-07-15,171.2773571401665,192.68
2026-07-16,171.91019700907825,192.19
2026-07-17,171.36776283572533,189.42000000000002
2026-07-21,169.4052058613026,186.71
2026-07-22,171.57494255471428,191.07
2026-07-23,171.213319772479,189.94
2026-07-24,170.19625569744227,187.39
2026-07-27,169.90997099483934,184.88
2026-07-28,170.2226240253136,184.44
2026-07-29,170.4637058801371,182.49
2026-07-30,167.68373074170339,178.54000000000002
2026-07-31,167.4953855426225,181.39000000000001
2026-08-03,163.21618261950505,176.89
2026-08-04,167.4464157908615,181.91
2026-08-05,170.72362225486873,188.13
2026-08-06,170.44863826421064,186.84
2026-08-07,171.1040795570121,187.12
2026-08-10,171.60884469054884,188.54999999999998
2026-08-12,172.62214186160395,188.98999999999998
2026-08-13,173.16834293893848,190.39
2026-08-14,174.3097148453686,192.6
2026-08-17,173.76351376803404,191.98
2026-08-18,173.409424793762,192.13
2026-08-19,171.93279843296793,188.82000000000002
2026-08-20,171.33386069989075,187.29
2026-08-21,170.5051418239349,186.73
2026-08-24,170.90066674200474,186.95999999999998
2026-08-25,170.82156175839077,185.63
2026-08-26,171.19825215655254,186.7
2026-08-27,171.28865785211136,186.86
2026-08-28,172.6146080536407,189.78
2026-08-31,172.70501374919954,189.19
2026-09-01,171.9214977210231,189.08
2026-09-02,171.0890119410856,187.21
2026-09-03,170.17742117753417,185.79000000000002
2026-09-04,168.7196293366482,184.38000000000002
2026-09-07,168.4785474818247,185.10999999999999
2026-09-08,166.0903303574792,182.48
2026-09-09,165.15613817003805,182.26
2026-09-10,164.25584811843146,181.70999999999998
2026-09-11,164.2181790786153,180.85
