date,emaxis-sp_start_100,rakuten-vti_start_100
2024-04-05,119.48702577716878,119.22060489114476
2024-04-08,121.46099169307185,121.06212508913966
2024-04-09,121.56375781450714,121.34737195352155
2024-04-10,121.62370471867774,121.38932002181299
2024-04-11,121.41817247580715,120.97822895255675
2024-04-12,122.38588678598956,121.86333319350643
2024-04-15,120.91290571208357,120.39515080330551
2024-04-16,120.20210670548943,119.66105960820504
2024-04-17,120.24492592275413,119.58555308528042
2024-04-18,119.29433929947761,118.6333319350644
2024-04-19,119.26864776911879,118.6165527077478
2024-04-22,118.25383231994519,117.71466923948152
2024-04-23,119.32859467328937,118.90599437895885
2024-04-24,120.7630384516571,120.3280338940392
2024-04-25,121.31112443264539,120.87755358865724
2024-04-26,120.93431532071594,120.48324174671757
2024-04-30,123.45636721760727,122.97495700323
2024-05-01,122.34734949045132,121.77524225009438
2024-05-02,120.51468699152178,120.05956625697387
2024-05-07,122.80979703691017,122.44221653592852
2024-05-08,123.65333561702492,123.22245060614958
2024-05-09,124.20998544146613,123.69226897101389
2024-05-10,124.90365676115441,124.45991862074752
2024-05-13,125.34897662070736,124.79969797390831
2024-05-14,125.62730153292799,125.1688409748731
2024-05-15,126.38520167851333,125.91551659046101
2024-05-16,125.77288687162797,125.35341247535553
2024-05-17,126.86905883360453,126.34758169386299
2024-05-20,127.29296908452514,126.79642602458156
2024-05-21,127.89243812623106,127.39628340114936
2024-05-22,128.08084268219577,127.53051721968203
2024-05-23,128.21786417744283,127.57246528797349
2024-05-24,127.46852787531044,126.68316624019465
2024-05-27,128.12366189946047,127.36272494651621
2024-05-28,128.17932688190461,127.41725743529511
2024-05-29,128.5903913676458,127.79059524308907
2024-05-30,127.81964545688105,126.91807542262679
2024-05-31,126.3595101481545,125.59251646461679
2024-06-03,127.74257086580458,126.91388061579765
2024-06-04,127.31866061488395,126.38114014849616
2024-06-05,126.56504239102509,125.42472419145099
2024-06-06,128.46621563757813,127.35014052602878
2024-06-07,128.46621563757813,127.26204958261671
2024-06-10,129.33116382632525,128.00033558454632
2024-06-11,129.9391967114841,128.69247871135534
2024-06-12,130.18754817161943,128.8099333025714
2024-06-13,131.0310867517342,129.75795964595832
2024-06-14,131.6905026976107,130.16905071521455
2024-06-17,131.85321572321658,130.24875204496834
2024-06-18,133.0521538066284,131.41490834347078
2024-06-19,133.57883017898433,131.9308695834557
2024-06-20,133.7458251263167,132.0986618566215
2024-06-21,134.20399075104908,132.5517009941692
2024-06-24,134.65787445405496,132.9921557112295
2024-06-25,133.9813308212726,132.50136331221947
2024-06-26,134.69212982786672,133.12219472293302
2024-06-27,135.74976449430505,133.9527664751038
2024-06-28,136.11800976278155,134.51067578338018
2024-07-01,135.70694527704032,134.13733797558623
2024-07-02,136.47769118780508,134.80850706824953
2024-07-03,137.24415517684335,135.50484500188767
2024-07-04,137.82649653164341,135.94529971894792
2024-07-05,137.57386314978163,135.68941650237008
2024-07-08,137.99777340070221,136.05855950333486
2024-07-09,138.2932259998287,136.39414404966652
2024-07-10,138.914104650167,136.86815722135998
2024-07-11,140.50269761068768,138.34892403204833
2024-07-12,137.0214952470669,135.49226058140022
2024-07-16,137.60383660186693,136.39833885649566
2024-07-17,138.5758328337758,137.6106380301187
2024-07-18,134.32388455939025,133.3612987121943
2024-07-19,134.6707202192344,133.58362347413902
2024-07-22,133.75438896976962,132.78661017660136
2024-07-23,134.51657103708143,133.4913377238978
2024-07-24,133.55742057035198,132.6523763580687
2024-07-25,128.36773143786934,127.57666009480263
2024-07-26,128.34632182923696,127.72347833382274
2024-07-29,129.45962147811937,128.93577750744578
2024-07-30,129.83643059004882,129.21682956499853
2024-07-31,127.81964545688105,127.30399765090819
2024-08-01,127.44283634495162,126.8006208314107
2024-08-02,125.61873768947504,124.73677587147111
2024-08-05,119.97516485398647,118.91438399261713
2024-08-06,116.00154149182154,115.03418767565753
2024-08-07,118.86186520510404,117.85309786484332
2024-08-08,117.2689903228569,116.28004530391377
2024-08-09,121.16982101567184,120.19380007550653
2024-08-13,121.50809283206303,120.36998196233064
2024-08-14,123.36644686135136,122.19052812617979
2024-08-15,124.06868202449259,122.76102185494358
2024-08-16,127.59270360537809,126.36016611435043
2024-08-19,126.8305215380663,125.64285414656655
2024-08-20,126.79198424252805,125.55895800998364
2024-08-21,125.81142416716622,124.52703553001385
2024-08-22,126.17966943564272,124.98846428121986
2024-08-23,125.79429648026034,124.66546415537564
2024-08-26,124.88224715252205,123.89781450564202
2024-08-27,125.61873768947504,124.70321741683796
2024-08-28,125.3147212468956,124.30890557489826
2024-08-29,124.79232679626617,123.77197030076765
2024-08-30,125.02355056949558,124.12433407441587
2024-09-02,127.55416630983987,126.56571164897856
2024-09-03,128.35916759441636,127.36272494651621
2024-09-04,124.15432045902202,123.13016485590838
2024-09-05,122.58713710713369,121.49838499937078
2024-09-06,121.75644429219834,120.65942363354168
2024-09-09,119.28577545602465,118.27257854775787
2024-09-10,121.31112443264539,120.16024162087335
2024-09-11,120.65599040849533,119.44712445991863
2024-09-12,122.5700094202278,121.25928101010948
2024-09-13,122.36019525563073,121.14182641889342
2024-09-17,122.54003596814252,121.55711229497881
2024-09-18,123.31506380063372,122.41285288812452
2024-09-19,124.71097028346321,123.84747682369226
2024-09-20,126.05977562730153,125.17303578170225
2024-09-24,127.03605378093687,126.07911405679768
2024-09-25,126.9889526419457,126.03716598850623
2024-09-26,127.88387428277812,126.74608834263181
2024-09-27,129.22839770488997,128.11779017576242
2024-09-30,126.58217007793098,125.48764629388816
2024-10-01,128.34632182923696,127.19073786652125
2024-10-02,127.00179840712511,125.88195813582786
2024-10-03,129.84499443350174,128.70086832501363
2024-10-04,129.2797807656076,128.0800369143001
2024-10-07,132.02021067054895,130.85699903519443
2024-10-08,130.24749507579,129.16229707621966
2024-10-09,131.82324227113128,130.56336255715425
2024-10-10,133.80149010876082,132.50136331221947
2024-10-11,132.83805772030487,131.52397332102856
2024-10-15,135.62130684251093,134.51906539703847
2024-10-16,134.25537381176673,133.25642854146565
2024-10-17,135.19739659159032,134.246402953144
2024-10-18,135.62130684251093,134.65749402240027
2024-10-21,135.53138648625503,134.55262385167163
2024-10-22,136.47340926607862,135.3076890809178
2024-10-23,136.9786760298022,135.7187801501741
2024-10-24,136.99580371670805,135.74814379797812
2024-10-25,136.7260426479404,135.55098787700825
2024-10-28,137.83934229682282,136.57032593649063
2024-10-29,137.74085809711397,136.6584168799027
2024-10-30,138.30178984328168,137.17857292671673
2024-10-31,138.14335873940223,137.13243005159612
2024-11-01,134.17829922069023,133.18092201854103
2024-11-05,134.69212982786672,133.8395066907169
2024-11-06,136.7260426479404,135.91174126431477
2024-11-07,141.82152950244068,141.33562649439992
2024-11-08,141.49182152950243,140.9455094592894
2024-11-11,142.05275327567014,141.6082889382944
2024-11-12,142.83634495161428,142.6402114182642
2024-11-13,143.48291513231138,143.13519862410337
2024-11-14,144.26222488652905,143.80636771676666
2024-11-15,144.39068253832318,143.72666638701287
2024-11-18,140.23721846364649,139.6451193422543
2024-11-19,140.9223259398818,140.328872855405
2024-11-20,141.87291256315834,141.36499014220396
2024-11-21,142.08272672775541,141.6460421997567
2024-11-22,142.29682281407895,142.07391249632954
2024-11-25,142.5408923524878,142.5227568270481
2024-11-26,142.9648026034084,143.20651034019883
2024-11-27,142.51948274385543,142.4682243382692
2024-11-28,140.9565813136936,141.02521078904314
2024-11-29,139.9974308469641,140.068794831998
2024-12-02,140.3100111329965,140.36243131003818
2024-12-03,140.42134109788472,140.38760015101303
2024-12-04,140.35711227198766,140.2533663324804
2024-12-05,141.74445491136422,141.72574352951045
2024-12-06,141.18352316519653,141.03360040270147
2024-12-09,141.34623619080241,141.22656151684214
2024-12-10,142.08272672775541,141.90612022316373
2024-12-11,141.96283291941424,141.6754058475607
2024-12-12,143.6285004710114,143.3239649314149
2024-12-13,143.43581399332018,143.08486094215363
2024-12-16,144.2879164168879,143.85251059188724
2024-12-17,145.1828380577203,144.7627836738118
2024-12-18,144.125203391282,143.55467930701792
2024-12-19,140.96514515714654,140.1988338437015
2024-12-20,143.5813993320202,142.71991274801798
2024-12-23,144.01815534812025,143.21909476068626
2024-12-24,145.74805172561446,144.6579135030832
2024-12-25,147.28954354714398,146.13029070011325
2024-12-26,147.33664468613514,146.17643357523386
2024-12-27,147.9874967885587,146.94827803179663
2024-12-30,146.36464845422626,145.35844624355047
2025-01-06,145.27704033570265,144.43558874113847
2025-01-07,146.55305301019098,145.69822559671127
2025-01-08,144.81031086751733,143.95318595578675
2025-01-09,145.3455510833262,144.393640672847
2025-01-10,145.11432731009677,144.1713159109023
2025-01-14,142.5708658045731,141.683795461219
2025-01-15,143.2003082983643,142.45983472461091
2025-01-16,144.33929947760555,143.58823776165107
2025-01-17,142.9219833861437,142.36754897436975
2025-01-20,145.12289115354972,144.45236796845504
2025-01-21,145.1400188404556,144.4649523889425
2025-01-22,145.89791898604093,145.38361508452536
2025-01-23,147.69204418943224,146.98603129325895
2025-01-24,148.31720476149698,147.5984730903142
2025-01-27,147.21675087779397,146.47845966693234
2025-01-28,144.63475207673204,144.00352363773646
2025-01-29,146.48454226256743,145.75275808549014
2025-01-30,144.93876851931148,144.2719912748018
2025-01-31,145.3926522223174,144.86345903771132
2025-02-03,145.86366361222917,145.2661604933093
2025-02-04,144.42921983386142,143.86928981920383
2025-02-05,144.2750706517085,143.71827677335457
2025-02-06,143.47006936713197,143.01354922605813
2025-02-07,142.7592703605378,142.13683459876674
2025-02-10,142.0270617453113,141.47824992659088
2025-02-12,144.27078872998203,143.52951046604304
2025-02-13,145.06294424937911,144.22165359285205
2025-02-14,144.9644600496703,144.12097822895257
2025-02-17,144.125203391282,143.25265321531944
2025-02-18,143.89826153977904,143.02613364654556
2025-02-19,144.716108589535,143.873484626033
2025-02-20,144.0952299391967,143.1226142036159
2025-02-21,142.28397704889954,141.1594446075758
2025-02-25,139.50929177014643,138.18532656571165
2025-02-26,137.6509377408581,136.29766349259614
2025-02-27,137.96779994861694,136.6332480389278
2025-02-28,136.16939282349918,134.909182432149
2025-03-03,139.16245611030232,137.79940433743025
2025-03-04,135.54851417316092,134.1625068165611
2025-03-05,134.44377836773145,133.0299089726918
2025-03-06,135.38151922582855,133.98632492973698
2025-03-07,131.9217264708401,130.45429757959647
2025-03-10,132.0416202791813,130.46268719325477
2025-03-11,127.89243812623106,126.30563362557155
2025-03-12,128.13650766463988,126.61604933092832
2025-03-13,128.96720047957524,127.43403666261169
2025-03-14,127.22017641517513,125.68480221485801
2025-03-17,130.37595272758412,128.79315407525485
2025-03-18,131.82752419285774,130.46268719325477
2025-03-19,130.56863920527533,129.19166072402365
2025-03-21,131.14669863834888,129.79571290742064
2025-03-24,131.9088807056607,130.49205084105878
2025-03-25,135.26590733921384,133.9234028272998
2025-03-26,134.81202363620793,133.48294811023953
2025-03-27,133.64734092660785,132.2538697092999
2025-03-28,133.6730324569667,132.1154410839381
2025-03-31,129.65658987753704,128.11779017576242
2025-04-01,130.64999571807826,129.03645287134526
2025-04-02,131.16382632525477,129.489492008893
2025-04-03,130.27746852787533,128.75959562062167
2025-04-04,122.47580714224544,120.79365745207433
2025-04-07,114.97388027746854,113.51147279667771
2025-04-08,116.27130256058919,114.68182390200931
2025-04-09,112.5974137192772,111.0491211879693
2025-04-10,124.59964031857498,123.58739880028524
2025-04-11,117.5473152350775,115.79344771173288
2025-04-14,119.41851502954526,117.47976005704936
2025-04-15,120.71165539093944,118.89760476530056
2025-04-16,119.91521794981588,118.10478627459204
2025-04-17,116.9007450543804,115.32362934686857
2025-04-18,117.00351117581572,115.50400604052184
2025-04-21,116.00154149182154,114.51403162884348
2025-04-22,113.04701550055665,111.56927723478334
2025-04-23,116.82795238503041,115.33621376735601
2025-04-24,119.49558962062174,118.0083057175217
2025-04-25,122.0433330478719,120.61747556525022
2025-04-28,123.41354800034254,121.82557993204412
2025-04-30,123.26796266164254,121.79621628424012
2025-05-01,123.88027746852788,122.2912034900793
2025-05-02,127.21589449344866,125.57154243047108
2025-05-07,124.70668836173675,123.22664541297874
2025-05-08,125.7857326368074,124.26276269977767
2025-05-09,128.43196026376637,127.13620537774236
2025-05-12,128.48334332448403,127.11523134359663
2025-05-13,134.44377836773145,133.11380510927472
2025-05-14,134.89766207073734,133.4997273375561
2025-05-15,134.0798150209814,132.63559713075213
2025-05-16,133.55742057035198,132.08607743613408
2025-05-19,134.37954954183436,132.85792189269685
2025-05-20,134.86768861865207,133.3151558370737
2025-05-21,133.3818617795667,131.9224799697974
2025-05-22,130.3973623362165,128.80573849574228
2025-05-23,130.84268219576947,129.27136205377744
2025-05-26,128.91581741885759,127.471789924074
2025-05-27,128.5775456024664,127.13620537774236
2025-05-28,132.7738288944078,131.28906413859642
2025-05-29,133.86143701293142,132.32098661856622
2025-05-30,132.3927378607519,130.76471328495322
2025-06-02,132.17007793097542,130.43751835227988
2025-06-03,131.99023721846365,130.37459624984268
2025-06-04,133.84430932602552,132.34615545954108
2025-06-05,132.67962661642545,131.1674147405512
2025-06-06,132.94082384174018,131.38134988883763
2025-06-09,135.38580114755504,133.96535089559126
2025-06-10,135.3429819302903,133.89823398632493
2025-06-11,136.30641431874625,134.8168966819078
2025-06-12,135.16314121777856,133.69688325852596
2025-06-13,134.7006936713197,133.15994798439533
2025-06-16,134.44377836773145,132.82016863123454
2025-06-17,136.34923353601096,134.7413901589832
2025-06-18,135.47143958208443,133.8772599521792
2025-06-19,135.021837800805,133.52070137170182
2025-06-20,135.42433844309326,133.91081840681235
2025-06-23,136.20364819731094,134.65749402240027
2025-06-24,136.78170763038452,135.22798775116408
2025-06-25,137.67662927121694,136.18859851503836
2025-06-26,137.43255973280807,135.79009186626956
2025-06-27,138.3274813736405,136.74650782331474
2025-06-30,139.27806799691703,137.58546918914385
2025-07-01,138.92266849361994,137.17018331305843
2025-07-02,138.7813650766464,137.17857292671673
2025-07-03,139.3808341183523,137.83296279206343
2025-07-04,141.53464074676717,139.9303662066362
2025-07-07,141.31626273871714,139.71643105834977
2025-07-08,141.83865718934658,140.22400268467635
2025-07-09,142.51520082212897,140.9832627207517
2025-07-10,142.40387085724075,140.8993665841688
2025-07-11,143.5642716451143,142.0235748143798
2025-07-14,143.44009591504667,141.76769159780193
2025-07-15,144.29648026034084,142.74088678216367
2025-07-16,145.06294424937911,143.2946012836109
2025-07-17,144.9944335017556,143.31557531775664
2025-07-18,145.95358396848505,144.42300432065102
2025-07-22,144.95589620621735,143.31977012458577
2025-07-23,144.07810225229082,142.51856202021898
2025-07-24,145.22137535325854,143.73925080750033
2025-07-25,146.24047272415862,144.59079659381686
2025-07-28,147.17393166052926,145.57657619866603
2025-07-29,147.96608717992635,146.29388816644993
2025-07-30,147.2381604864263,145.547212550862
2025-07-31,148.18874710970283,146.49523889424893
2025-08-01,149.03656761154406,147.22513528252023
2025-08-04,143.58996317547314,141.76349679097277
2025-08-05,145.05866232765266,143.33654935190233
2025-08-06,144.99871542348205,143.33654935190233
2025-08-07,146.09060546373212,144.34330299089726
2025-08-08,145.57249293482914,143.86090020554553
2025-08-12,147.55930461591163,145.6101346532992
2025-08-13,148.60837543889699,146.77209614497252
2025-08-14,147.9318318061146,146.33164142791225
2025-08-15,148.9594930204676,147.08670665715843
2025-08-18,148.3985612742999,146.59171945131925
2025-08-19,148.79249807313522,147.04056378203785
2025-08-20,147.76055493705576,145.98347246109316
2025-08-21,147.17393166052926,145.3710306640379
2025-08-22,147.62781536353515,145.87860229036454
2025-08-25,148.78393422968227,147.32581064641974
2025-08-26,147.85903913676458,146.32325181425395
2025-08-27,148.87385458593815,147.38034313519864
2025-08-28,149.09651451571466,147.64461596543478
2025-08-29,149.06225914190287,147.6739796132388
2025-09-01,148.48419970882932,147.15382356642476
2025-09-02,148.5441466129999,147.21674566886196
2025-09-03,148.99374839427935,147.63203154494735
2025-09-04,148.9851845508264,147.49360291958556
2025-09-05,150.47101138991178,149.0289022190528
2025-09-08,150.2355056949559,148.97017492344477
2025-09-09,149.44335017555878,148.3367590922438
2025-09-10,150.0042819217265,148.68073325223375
2025-09-11,150.49242099854413,149.1002139351483
2025-09-12,151.50295452599127,150.21183774487184
2025-09-16,152.41500385372956,150.9627081672889
2025-09-17,151.21178384859124,149.75460380049498
2025-09-18,151.51151836944422,150.0608246990226
2025-09-19,153.34418086837374,152.10369562481648
2025-09-22,154.34186863064144,152.92168295649986
2025-09-24,153.72527190202962,152.30504635261545
2025-09-25,154.23910250920613,152.69096858089685
2025-09-26,154.51742742142673,152.9174881496707
2025-09-29,154.83428962918558,153.27824153697722
2025-09-30,154.89851845508264,153.28663115063551
2025-10-01,154.80003425537382,153.05172196820337
2025-10-02,154.30761325682965,152.56512437602248
2025-10-03,154.628757386315,153.00557909308276
2025-10-06,157.1508092832063,155.55602164520323
2025-10-07,158.45679540977991,156.86480137589663
2025-10-08,159.78419114498587,158.01837325391165
2025-10-09,161.16725186263594,159.5159192919166
2025-10-10,161.09874111501242,159.32715298460508
2025-10-14,158.56812537466817,156.91094425101724
2025-10-15,157.47195341269162,156.01745039640923
2025-10-16,157.13368159630042,155.7825412139771
2025-10-17,155.57506208786504,153.97877427744453
2025-10-20,157.24929348291514,155.54763203154496
2025-10-21,158.46964117495932,156.8228533076052
2025-10-22,159.68142502355056,158.0015940265951
2025-10-23,159.40738203305645,157.61147699148455
2025-10-24,160.79044275070652,159.06707496119802
2025-10-27,162.3918814764066,160.69046520407736
2025-10-28,163.92480945448318,162.02441377574564
2025-10-29,163.2568296651537,161.24417970552457
2025-10-30,164.54568810482144,162.40614119719788
2025-10-31,164.3016185664126,162.02860858257478
2025-11-04,165.3292797807656,163.15281681278577
2025-11-05,162.4518283805772,160.2542052938462
2025-11-06,163.63363877708315,161.51264734258987
2025-11-07,160.96600154149183,158.84894500608246
2025-11-10,161.90802432131542,159.90603632702712
2025-11-11,164.87967799948618,162.69977767523804
2025-11-12,165.13231138134793,163.01438818742398
2025-11-13,166.04436070908625,163.8659339737405
2025-11-14,162.995632439839,160.66529636310247
2025-11-17,162.89714824013018,160.593984647007
2025-11-18,162.08786503382717,159.58303620118292
2025-11-19,160.9702834632183,158.70212676706237
2025-11-20,163.3938511604008,161.01346532992156
2025-11-21,161.07733150638006,158.65178908511263
2025-11-25,164.53284233964203,162.23834892403204
2025-11-26,165.51340241500384,163.4590377113134
2025-11-27,166.15997259570094,164.08825873568523
2025-11-28,166.92643658473924,164.84332396493141
2025-12-01,167.00779309754216,164.95658374931836
2025-12-02,165.95444035283035,163.97080414446913
2025-12-03,166.51537209899803,164.31477830445908
2025-12-04,166.4468613513745,164.47837577079576
2025-12-05,166.44257942964802,164.5454926800621
2025-12-08,166.9135908195598,164.89785645371032
2025-12-09,167.19191573178043,165.25022022735854
2025-12-10,167.9583797208187,165.984311422459
2025-12-11,168.0054808598099,166.13532446830823
2025-12-12,168.18532157232167,166.52124669658963
2025-12-15,166.72946818532156,164.94819413566003
2025-12-16,165.53053010190973,163.6729728595998
2025-12-17,164.67842767834205,162.7501153571878
2025-12-18,163.74068682024492,161.9279332186753
2025-12-19,165.29502440695384,163.42547925668023
2025-12-22,168.6477691187805,166.75196107219264
2025-12-23,168.80191830093344,166.9323377658459
2025-12-24,168.99888670035114,166.9239481521876
2025-12-25,169.21726470840113,167.1714417551072
2025-12-26,169.85527104564528,167.800662779479
2025-12-29,169.7781964545688,167.65384454045892
2025-12-30,169.28577545602465,167.12110407315743
2026-01-05,168.95178556135994,166.86102604975042
2026-01-06,169.3971054209129,167.49024707412224
2026-01-07,170.40763894836002,168.6102604975041
2026-01-08,170.0308298364306,168.2411174965393
2026-01-09,170.3562558876424,168.59767607701664
2026-01-13,172.9939196711484,171.2571836066949
2026-01-14,173.72612828637492,171.97030076764966
2026-01-15,172.06474265650425,170.56084567305675
2026-01-16,172.71987668065427,171.29074206132807
2026-01-19,171.2939967457395,169.87709215990603
2026-01-20,171.98766806542775,170.5650404798859
2026-01-21,168.50646570180697,167.25953269851922
2026-01-22,170.4847135394365,169.26045555602164
2026-01-23,171.79926350946303,170.53148202525276
2026-01-26,167.7828209300334,166.32828558244893
2026-01-27,168.05686392052755,166.48349343512731
2026-01-28,166.7080585766892,165.07403834053443
2026-01-29,167.44026719191572,165.7200385922228
2026-01-30,167.77853900830692,165.88783086538865
2026-02-02,168.84045559647168,166.80649356097152
2026-02-03,170.09505866232766,168.0775200302026
2026-02-04,169.17444549113642,167.28889634632324
2026-02-05,169.16588164768348,167.3308444146147
2026-02-06,167.05917615825982,165.1453500566299
2026-02-09,170.50612314806887,168.7864423843282
2026-02-10,170.45902200907767,168.76127354335333
2026-02-12,166.80654277639803,165.1285708293133
2026-02-13,163.80491564614198,162.08314107135365
2026-02-16,164.05754902800376,162.53618020890138
2026-02-17,164.32302817504495,162.80045303913755
2026-02-18,164.4043846878479,162.8969335962079
2026-02-19,166.99494733236278,165.40123327320777
2026-02-20,166.9307185064657,165.47254498930323
2026-02-24,166.04007878735976,164.31897311128822
2026-02-25,168.3694442065599,166.69742858341374
2026-02-26,170.09934058405412,168.34179286043877
2026-02-27,168.8104821443864,167.3014807668107
2026-03-02,168.87471097028345,167.23855866437353
2026-03-03,169.9880106191659,168.43407861068
2026-03-04,168.59638605806288,166.94911699316245
2026-03-05,168.73340755330992,167.01203909559965
2026-03-06,168.69487025777167,166.8316624019464
