ÇÖÇlÇ`ÇwÇhÇr ÇrÇåÇâÇç çëì‡äîéÆÅiì˙åoïΩãœÅj
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2023/05/22,14633,14633,,274.05
2023/05/23,14572,14572,,273.46
2023/05/24,14443,14443,,270.54
2023/05/25,14499,14499,,271.21
2023/05/26,14553,14553,,270.75
2023/05/29,14703,14703,,277.45
2023/05/30,14747,14747,,281.38
2023/05/31,14539,14539,,279.91
2023/06/01,14662,14662,,285.21
2023/06/02,14839,14839,,290.77
2023/06/05,15165,15165,,293.32
2023/06/06,15300,15300,,297.43
2023/06/07,15021,15021,,296.49
2023/06/08,14893,14893,,299.15
2023/06/09,15187,15187,,305.57
2023/06/12,15267,15267,,306.33
2023/06/13,15542,15542,,312.09
2023/06/14,15770,15770,,312.76
2023/06/15,15761,15761,,315.49
2023/06/16,15865,15865,,320.01
2023/06/19,15707,15707,,319.29
2023/06/20,15715,15715,,327.25
2023/06/21,15803,15803,,333.58
2023/06/22,15656,15656,,327.71
2023/06/23,15428,15428,,324.89
2023/06/26,15390,15390,,329.57
2023/06/27,15315,15315,,328.08
2023/06/28,15623,15623,,335.61
2023/06/29,15658,15658,,333.80
2023/06/30,15637,15637,,333.77
2023/07/03,15902,15902,,342.00
2023/07/04,15746,15746,,334.86
2023/07/05,15707,15707,,339.70
2023/07/06,15440,15440,,337.86
2023/07/07,15260,15260,,341.24
2023/07/10,15166,15166,,341.55
2023/07/11,15173,15173,,345.60
2023/07/12,15050,15050,,344.21
2023/07/13,15275,15275,,352.71
2023/07/14,15261,15261,,351.97
2023/07/18,15309,15309,,353.41
2023/07/19,15499,15499,,358.73
2023/07/20,15307,15307,,352.81
2023/07/21,15219,15219,,351.77
2023/07/24,15406,15406,,358.62
2023/07/25,15397,15397,,356.28
2023/07/26,15390,15390,,357.85
2023/07/27,15496,15496,,360.79
2023/07/28,15434,15434,,357.88
2023/07/31,15629,15629,,366.93
2023/08/01,15772,15772,,361.62
2023/08/02,15409,15409,,349.35
2023/08/03,15152,15152,,351.07
2023/08/04,15168,15168,,362.20
2023/08/07,15198,15198,,368.47
2023/08/08,15254,15254,,372.04
2023/08/09,15174,15174,,370.54
2023/08/10,15301,15301,,374.29
2023/08/14,15105,15105,,367.96
2023/08/15,15190,15190,,372.47
2023/08/16,14967,14967,,367.26
2023/08/17,14901,14901,,371.38
2023/08/18,14818,14818,,372.60
2023/08/21,14872,14872,,376.30
2023/08/22,15010,15010,,379.78
2023/08/23,15081,15081,,379.57
2023/08/24,15212,15212,,382.99
2023/08/25,14900,14900,,374.67
2023/08/28,15156,15156,,385.84
2023/08/29,15183,15183,,384.33
2023/08/30,15242,15242,,383.47
2023/08/31,15377,15377,,383.95
2023/09/01,15420,15420,,381.59
2023/09/04,15528,15528,,381.39
2023/09/05,15574,15574,,380.98
2023/09/06,15670,15670,,382.06
2023/09/07,15552,15552,,374.27
2023/09/08,15371,15371,,370.40
2023/09/11,15305,15305,,374.17
2023/09/12,15451,15451,,380.58
2023/09/13,15417,15417,,379.34
2023/09/14,15635,15635,,384.91
2023/09/15,15807,15807,,384.49
2023/09/19,15670,15670,,374.66
2023/09/20,15567,15567,,376.66
2023/09/21,15353,15353,,374.85
2023/09/22,15274,15274,,382.07
2023/09/25,15403,15403,,394.21
2023/09/26,15231,15231,,391.39
2023/09/27,15258,15258,,395.39
2023/09/28,15128,15128,,395.50
2023/09/29,15122,15122,,407.82
2023/10/02,15076,15076,,411.36
2023/10/03,14827,14827,,409.87
2023/10/04,14488,14488,,407.39
2023/10/05,14749,14749,,425.02
2023/10/06,14712,14712,,427.41
2023/10/10,15068,15068,,439.98
2023/10/11,15158,15158,,444.98
2023/10/12,15425,15425,,452.88
2023/10/13,15338,15338,,442.37
2023/10/16,15027,15027,,432.45
2023/10/17,15208,15208,,440.84
2023/10/18,15209,15209,,439.08
2023/10/19,14918,14918,,430.07
2023/10/20,14836,14836,,431.62
2023/10/23,14713,14713,,432.56
2023/10/24,14744,14744,,437.98
2023/10/25,14841,14841,,444.64
2023/10/26,14524,14524,,435.44
2023/10/27,14710,14710,,447.36
2023/10/30,14570,14570,,443.98
2023/10/31,14647,14647,,450.10
2023/11/01,14999,14999,,462.61
2023/11/02,15163,15163,,463.26
2023/11/06,15524,15524,,469.18
2023/11/07,15317,15317,,446.53
2023/11/08,15267,15267,,444.21
2023/11/09,15495,15495,,451.99
2023/11/10,15458,15458,,443.36
2023/11/13,15467,15467,,444.86
2023/11/14,15520,15520,,444.49
2023/11/15,15910,15910,,452.78
2023/11/16,15865,15865,,438.96
2023/11/17,15941,15941,,441.16
2023/11/20,15847,15847,,436.01
2023/11/21,15831,15831,,437.91
2023/11/22,15878,15878,,440.05
2023/11/24,15960,15960,,441.07
2023/11/27,15876,15876,,435.31
2023/11/28,15857,15857,,438.20
2023/11/29,15815,15815,,439.62
2023/11/30,15894,15894,,443.23
2023/12/01,15868,15868,,442.72
2023/12/04,15772,15772,,442.07
2023/12/05,15556,15556,,438.93
2023/12/06,15874,15874,,454.41
2023/12/07,15596,15596,,441.05
2023/12/08,15334,15334,,440.86
2023/12/11,15564,15564,,458.41
2023/12/12,15588,15588,,456.87
2023/12/13,15627,15627,,457.17
2023/12/14,15513,15513,,452.43
2023/12/15,15648,15648,,458.07
2023/12/18,15548,15548,,451.70
2023/12/19,15766,15766,,462.86
2023/12/20,15983,15983,,465.58
2023/12/21,15729,15729,,445.16
2023/12/22,15742,15742,,452.95
2023/12/25,15782,15782,,454.23
2023/12/26,15807,15807,,460.27
2023/12/27,15985,15985,,471.45
2023/12/28,15942,15942,,460.43
2023/12/29,15907,15907,,461.65
2024/01/04,15823,15823,,463.47
2024/01/05,15865,15865,,478.46
2024/01/09,16048,16048,,483.46
2024/01/10,16370,16370,,486.66
2024/01/11,16660,16660,,488.76
2024/01/12,16910,16910,,498.14
2024/01/15,17064,17064,,501.11
2024/01/16,16929,16929,,497.90
2024/01/17,16862,16862,,502.22
2024/01/18,16857,16857,,506.24
2024/01/19,17093,17093,,515.75
2024/01/22,17370,17370,,523.44
2024/01/23,17356,17356,,532.83
2024/01/24,17218,17218,,535.65
2024/01/25,17222,17222,,546.21
2024/01/26,16991,16991,,545.70
2024/01/29,17122,17122,,558.19
2024/01/30,17141,17141,,562.38
2024/01/31,17246,17246,,567.34
2024/02/01,17115,17115,,565.38
2024/02/02,17185,17185,,574.82
2024/02/05,17278,17278,,578.69
2024/02/06,17186,17186,,575.02
2024/02/07,17167,17167,,580.27
2024/02/08,17520,17520,,597.24
2024/02/09,17537,17537,,583.79
2024/02/13,18044,18044,,600.44
2024/02/14,17919,17919,,603.79
2024/02/15,18135,18135,,625.53
2024/02/16,18297,18297,,632.88
2024/02/19,18288,18288,,637.81
2024/02/20,18238,18238,,652.74
2024/02/21,18188,18188,,662.00
2024/02/22,18586,18586,,683.21
2024/02/26,18650,18650,,681.98
2024/02/27,18652,18652,,695.41
2024/02/28,18647,18647,,702.90
2024/02/29,18627,18627,,708.37
2024/03/01,18981,18981,,726.70
2024/03/04,19075,19075,,732.79
2024/03/05,19070,19070,,742.14
2024/03/06,19066,19066,,749.25
2024/03/07,18832,18832,,746.25
2024/03/08,18876,18876,,756.59
2024/03/11,18462,18462,,742.05
2024/03/12,18451,18451,,757.31
2024/03/13,18402,18402,,762.43
2024/03/14,18456,18456,,769.44
2024/03/15,18408,18408,,765.34
2024/03/18,18900,18900,,784.83
2024/03/19,19024,19024,,788.69
2024/03/21,19411,19411,,799.95
2024/03/22,19446,19446,,796.11
2024/03/25,19219,19219,,784.51
2024/03/26,19212,19212,,792.83
2024/03/27,19384,19384,,807.27
2024/03/28,19228,19228,,793.21
2024/03/29,19324,19324,,814.80
2024/04/01,19053,19053,,808.58
2024/04/02,19070,19070,,832.45
2024/04/03,18885,18885,,831.03
2024/04/04,19038,19038,,850.66
2024/04/05,18664,18664,,831.39
2024/04/08,18834,18834,,870.43
2024/04/09,19037,19037,,879.80
2024/04/10,18945,18945,,874.98
2024/04/11,18879,18879,,876.57
2024/04/12,18918,18918,,885.84
2024/04/15,18779,18779,,879.74
2024/04/16,18414,18414,,875.42
2024/04/17,18170,18170,,883.60
2024/04/18,18227,18227,,896.26
2024/04/19,17743,17743,,881.65
2024/04/22,17919,17919,,914.58
2024/04/23,17973,17973,,930.35
2024/04/24,18408,18408,,957.96
2024/04/25,18009,18009,0,938.02
2024/04/26,18155,18155,,953.78
2024/04/30,18383,18383,,967.27
2024/05/01,18319,18319,,965.49
2024/05/02,18301,18301,,975.33
2024/05/07,18588,18588,,996.63
2024/05/08,18285,18285,,981.85
2024/05/09,18224,18224,,985.78
2024/05/10,18300,18300,,992.11
2024/05/13,18278,18278,,993.80
2024/05/14,18363,18363,,1000.23
2024/05/15,18377,18377,,1000.25
2024/05/16,18633,18633,,1014.54
2024/05/17,18569,18569,,1004.42
2024/05/20,18704,18704,,1016.80
2024/05/21,18646,18646,,1007.59
2024/05/22,18488,18488,,1001.17
2024/05/23,18720,18720,,1018.95
2024/05/24,18501,18501,,1002.68
2024/05/27,18623,18623,,1016.00
2024/05/28,18602,18602,,1015.19
2024/05/29,18458,18458,,1006.91
2024/05/30,18217,18217,,998.62
2024/05/31,18425,18425,,1020.94
2024/06/03,18634,18634,,1030.75
2024/06/04,18592,18592,,1029.29
2024/06/05,18426,18426,,1022.59
2024/06/06,18528,18528,,1035.20
2024/06/07,18519,18519,,1031.27
2024/06/10,18688,18688,,1044.53
2024/06/11,18734,18734,,1039.65
2024/06/12,18611,18611,,1028.61
2024/06/13,18536,18536,,1028.31
2024/06/14,18581,18581,,1035.27
2024/06/17,18239,18239,,1014.78
2024/06/18,18420,18420,,1047.89
2024/06/19,18463,18463,,1045.96
2024/06/20,18493,18493,,1044.93
2024/06/21,18476,18476,,1043.71
2024/06/24,18575,18575,,1047.18
2024/06/25,18751,18751,,1049.35
2024/06/26,18987,18987,,1050.64
2024/06/27,18850,18850,,1027.13
2024/06/28,18965,18965,,1036.86
2024/07/01,18988,18988,,1034.07
2024/07/02,19201,19201,,1055.87
2024/07/03,19443,19443,,1062.49
2024/07/04,19602,19602,,1057.08
2024/07/05,19601,19601,,1049.06
2024/07/08,19538,19538,,1043.34
2024/07/09,19921,19921,,1066.96
2024/07/10,20042,20042,,1065.17
2024/07/11,20229,20229,,1079.93
2024/07/12,19734,19734,,1055.09
2024/07/16,19774,19774,,1068.53
2024/07/17,19689,19689,,1071.14
2024/07/18,19224,19224,,1052.09
2024/07/19,19193,19193,,1065.98
2024/07/22,18970,18970,,1060.57
2024/07/23,18968,18968,,1069.36
2024/07/24,18757,18757,,1061.35
2024/07/25,18141,18141,,1033.56
2024/07/26,18047,18047,,1064.56
2024/07/29,18430,18430,,1104.67
2024/07/30,18458,18458,,1114.96
2024/07/31,18734,18734,,1137.07
2024/08/01,18266,18266,,1111.88
2024/08/02,17206,17206,,1065.24
2024/08/05,15074,15074,,968.57
2024/08/06,16604,16604,,1101.36
2024/08/07,16810,16810,,1134.77
2024/08/08,16686,16686,,1132.67
2024/08/09,16780,16780,,1147.02
2024/08/13,17358,17358,,1188.47
2024/08/14,17458,17458,,1207.85
2024/08/15,17594,17594,,1218.97
2024/08/16,18235,18235,,1267.13
2024/08/19,17910,17910,,1238.13
2024/08/20,18234,18234,,1264.92
2024/08/21,18181,18181,,1261.52
2024/08/22,18305,18305,,1270.60
2024/08/23,18378,18378,,1271.75
2024/08/26,18256,18256,,1259.23
2024/08/27,18341,18341,,1269.25
2024/08/28,18381,18381,,1270.92
2024/08/29,18389,18389,,1270.54
2024/08/30,18526,18526,,1282.56
2024/09/02,18551,18551,,1278.71
2024/09/03,18544,18544,,1288.20
2024/09/04,17759,17759,,1231.24
2024/09/05,17571,17571,,1232.22
2024/09/06,17444,17444,,1233.01
2024/09/09,17360,17360,,1230.65
2024/09/10,17332,17332,,1245.00
2024/09/11,17075,17075,,1228.29
2024/09/12,17655,17655,,1276.68
2024/09/13,17534,17534,,1269.06
2024/09/17,17353,17353,,1254.37
2024/09/18,17438,17438,,1268.93
2024/09/19,17809,17809,,1297.78
2024/09/20,18082,18082,,1312.09
2024/09/24,18186,18186,,1317.39
2024/09/25,18151,18151,,1315.62
2024/09/26,18657,18657,,1351.33
2024/09/27,19216,19216,,1371.39
2024/09/30,18291,18291,,1295.02
2024/10/01,18644,18644,,1336.23
2024/10/02,18236,18236,,1315.21
2024/10/03,18596,18596,,1350.51
2024/10/04,18635,18635,,1347.55
2024/10/07,18972,18972,,1369.33
2024/10/08,18780,18780,,1337.39
2024/10/09,18944,18944,,1352.60
2024/10/10,18993,18993,,1354.46
2024/10/11,19102,19102,,1358.71
2024/10/15,19248,19248,,1362.81
2024/10/16,18896,18896,,1329.33
2024/10/17,18767,18767,,1331.22
2024/10/18,18800,18800,,1340.29
2024/10/21,18787,18787,,1341.80
2024/10/22,18525,18525,,1321.42
2024/10/23,18376,18376,,1315.95
2024/10/24,18395,18395,,1322.66
2024/10/25,18285,18285,,1315.47
2024/10/28,18618,18618,,1351.39
2024/10/29,18762,18762,,1359.85
2024/10/30,18943,18943,,1371.29
2024/10/31,18847,18847,,1357.04
2024/11/01,18352,18352,,1322.64
2024/11/05,18557,18557,,1362.13
2024/11/06,19042,19042,,1402.02
2024/11/07,18991,18991,,1387.94
2024/11/08,19050,19050,,1388.38
2024/11/11,19066,19066,,1383.02
2024/11/12,18990,18990,,1376.83
2024/11/13,18675,18675,,1354.58
2024/11/14,18586,18586,,1357.06
2024/11/15,18638,18638,,1363.33
2024/11/18,18434,18434,,1350.95
2024/11/19,18527,18527,,1368.94
2024/11/20,18498,18498,,1367.15
2024/11/21,18340,18340,,1361.24
2024/11/22,18464,18464,,1380.60
2024/11/25,18703,18703,,1398.39
2024/11/26,18540,18540,,1382.80
2024/11/27,18391,18391,,1379.48
2024/11/28,18495,18495,,1393.91
2024/11/29,18427,18427,,1389.84
2024/12/02,18574,18574,,1403.52
2024/12/03,18928,18928,,1436.19
2024/12/04,18942,18942,,1414.05
2024/12/05,18999,18999,,1413.99
2024/12/06,18852,18852,,1395.19
2024/12/09,18886,18886,,1400.86
2024/12/10,18986,18986,,1409.24
2024/12/11,18988,18988,,1407.53
2024/12/12,19218,19218,,1424.66
2024/12/13,19035,19035,,1388.23
2024/12/16,19028,19028,,1392.51
2024/12/17,18984,18984,,1391.65
2024/12/18,18847,18847,,1383.72
2024/12/19,18718,18718,,1379.40
2024/12/20,18664,18664,,1389.84
2024/12/23,18885,18885,,1411.71
2024/12/24,18825,18825,,1405.11
2024/12/25,18870,18870,,1409.20
2024/12/26,19081,19081,,1429.81
2024/12/27,19447,19447,,1444.39
2024/12/30,19259,19259,,1406.11
2025/01/06,18975,18975,,1387.87
2025/01/07,19349,19349,,1447.24
2025/01/08,19300,19300,,1431.65
2025/01/09,19118,19118,,1423.12
2025/01/10,18918,18918,,1415.15
2025/01/14,18572,18572,,1405.10
2025/01/15,18557,18557,,1441.61
2025/01/16,18620,18620,,1454.65
2025/01/17,18561,18561,,1451.84
2025/01/20,18778,18778,,1477.75
2025/01/21,18838,18838,,1496.80
2025/01/22,19137,19137,,1519.29
2025/01/23,19287,19287,,1509.69
2025/01/24,19274,19274,,1489.86
2025/01/27,19097,19097,,1468.95
2025/01/28,18833,18833,,1450.76
2025/01/29,19025,19025,,1479.97
2025/01/30,19072,19072,,1483.05
2025/01/31,19102,19102,,1485.35
2025/02/03,18594,18594,,1444.43
2025/02/04,18727,18727,,1501.70
2025/02/05,18742,18742,,1505.35
2025/02/06,18856,18856,,1517.85
2025/02/07,18721,18721,,1503.53
2025/02/10,18728,18728,,1507.45
2025/02/12,18806,18806,,1522.18
2025/02/13,19046,19046,,1541.39
2025/02/14,18895,18895,,1511.32
2025/02/17,18907,18907,,1517.06
2025/02/18,18954,18954,,1524.77
2025/02/19,18903,18903,,1517.19
2025/02/20,18668,18668,,1501.69
2025/02/21,18715,18715,,1529.93
2025/02/25,18455,18455,,1510.43
2025/02/26,18409,18409,,1535.01
2025/02/27,18476,18476,,1556.19
2025/02/28,17944,17944,,1514.44
2025/03/03,18248,18248,,1586.06
2025/03/04,18028,18028,,1577.48
2025/03/05,18070,18070,,1591.84
2025/03/06,18208,18208,,1607.48
2025/03/07,17812,17812,,1571.18
2025/03/10,17881,17881,,1594.42
2025/03/11,17767,17767,,1588.96
2025/03/12,17780,17780,,1602.11
2025/03/13,17766,17766,,1602.15
2025/03/14,17893,17893,,1613.70
2025/03/17,18059,18059,,1628.76
2025/03/18,18275,18275,,1650.46
2025/03/19,18230,18230,,1641.80
2025/03/21,18194,18194,,1638.06
2025/03/24,18160,18160,,1635.91
2025/03/25,18244,18244,,1645.38
2025/03/26,18362,18362,,1656.92
2025/03/27,18252,18252,,1643.92
2025/03/28,18071,18071,,1629.34
2025/03/31,17341,17341,,1574.35
2025/04/01,17343,17343,,1604.92
2025/04/02,17393,17393,,1623.05
2025/04/03,16912,16912,,1585.81
2025/04/04,16445,16445,,1571.17
2025/04/07,15154,15154,,1467.28
2025/04/08,16072,16072,,1584.17
2025/04/09,15441,15441,,1537.43
2025/04/10,16848,16848,,1690.91
2025/04/11,16348,16348,,1640.80
2025/04/14,16546,16546,,1669.69
2025/04/15,16683,16683,,1683.48
2025/04/16,16512,16512,,1666.20
2025/04/17,16735,16735,,1691.91
2025/04/18,16908,16908,,1709.66
2025/04/21,16687,16687,,1686.42
2025/04/22,16659,16659,,1685.91
2025/04/23,16974,16974,,1719.94
2025/04/24,17057,17057,,1723.29
2025/04/25,17382,17382,0,1751.86
2025/04/28,17448,17448,,1758.31
2025/04/30,17548,17548,,1770.37
2025/05/01,17749,17749,,1788.49
2025/05/02,17932,17932,,1811.61
2025/05/07,17907,17907,,1805.13
2025/05/08,17981,17981,,1816.52
2025/05/09,18260,18260,,1844.34
2025/05/12,18330,18330,,1840.81
2025/05/13,18592,18592,,1868.50
2025/05/14,18566,18566,,1837.49
2025/05/15,18384,18384,,1817.22
2025/05/16,18384,18384,,1817.36
2025/05/19,18258,18258,,1806.24
2025/05/20,18274,18274,,1808.03
2025/05/21,18162,18162,,1798.63
2025/05/22,18010,18010,,1783.99
2025/05/23,18095,18095,,1796.64
2025/05/26,18275,18275,,1814.70
2025/05/27,18369,18369,,1824.71
2025/05/28,18367,18367,,1822.59
2025/05/29,18713,18713,,1854.12
2025/05/30,18485,18485,,1801.10
2025/06/02,18244,18244,,1780.07
2025/06/03,18233,18233,,1790.57
2025/06/04,18379,18379,,1809.59
2025/06/05,18284,18284,,1798.72
2025/06/06,18376,18376,,1810.50
2025/06/09,18545,18545,,1827.71
2025/06/10,18604,18604,,1826.24
2025/06/11,18706,18706,,1827.75
2025/06/12,18585,18585,,1806.86
2025/06/13,18420,18420,,1793.14
2025/06/16,18653,18653,,1821.58
2025/06/17,18762,18762,,1825.55
2025/06/18,18931,18931,,1829.61
2025/06/19,18738,18738,,1794.19
2025/06/20,18696,18696,,1789.39
2025/06/23,18673,18673,,1788.39
2025/06/24,18885,18885,,1808.53
2025/06/25,18958,18958,,1809.05
2025/06/26,19271,19271,,1835.74
2025/06/27,19570,19570,,1838.21
2025/06/30,19734,19734,,1830.73
2025/07/01,19490,19490,,1789.16
2025/07/02,19381,19381,,1779.80
2025/07/03,19391,19391,,1785.82
2025/07/04,19403,19403,,1788.05
2025/07/07,19294,19294,,1775.62
2025/07/08,19345,19345,,1780.54
2025/07/09,19408,19408,,1788.10
2025/07/10,19323,19323,,1780.12
2025/07/11,19285,19285,,1780.19
2025/07/14,19232,19232,,1776.25
2025/07/15,19338,19338,,1785.86
2025/07/16,19331,19331,,1784.24
2025/07/17,19447,19447,,1793.76
2025/07/18,19407,19407,,1789.26
2025/07/22,19385,19385,,1784.36
2025/07/23,20066,20066,,1848.02
2025/07/24,20385,20385,,1849.90
2025/07/25,20204,20204,,1815.63
2025/07/28,19980,19980,,1792.65
2025/07/29,19824,19824,,1781.68
2025/07/30,19814,19814,,1784.13
2025/07/31,20017,20017,,1804.24
2025/08/01,19885,19885,,1795.30
2025/08/04,19637,19637,,1779.69
2025/08/05,19763,19763,,1804.60
2025/08/06,19883,19883,,1815.60
2025/08/07,20011,20011,,1824.51
2025/08/08,20382,20382,,1851.69
2025/08/12,20819,20819,,1874.39
2025/08/13,21091,21091,,1886.26
2025/08/14,20786,20786,,1849.21
2025/08/15,21140,21140,,1876.18
2025/08/18,21304,21304,,1889.03
2025/08/19,21222,21222,,1881.18
2025/08/20,20901,20901,,1852.40
2025/08/21,20765,20765,,1849.49
2025/08/22,20776,20776,,1856.23
2025/08/25,20861,20861,,1865.68
2025/08/26,20660,20660,,1851.88
2025/08/27,20721,20721,,1862.24
2025/08/28,20885,20885,,1879.47
2025/08/29,20830,20830,,1874.51
2025/09/01,20572,20572,,1853.18
2025/09/02,20631,20631,,1875.99
2025/09/03,20450,20450,,1862.69
2025/09/04,20762,20762,,1896.73
2025/09/05,20976,20976,,1911.25
2025/09/08,21281,21281,,1933.03
2025/09/09,21191,21191,,1919.22
2025/09/10,21375,21375,,1931.32
2025/09/11,21635,21635,,1953.88
2025/09/12,21828,21828,,1966.25
2025/09/16,21893,21893,,1970.20
2025/09/17,21839,21839,,1966.24
2025/09/18,22089,22089,,1991.29
2025/09/19,21963,21963,,1977.97
2025/09/22,22182,22182,,2001.03
2025/09/24,22248,22248,,2008.44
2025/09/25,22308,22308,,2019.43
2025/09/26,22113,22113,,2003.92
2025/09/29,22108,22108,,2005.54
2025/09/30,22053,22053,,2010.95
2025/10/01,21865,21865,,1996.83
2025/10/02,22056,22056,,2025.61
2025/10/03,22464,22464,,2065.82
2025/10/06,23532,23532,,2156.92
2025/10/07,23533,23533,,2168.62
2025/10/08,23428,23428,,2157.56
2025/10/09,23844,23844,,2200.88
2025/10/10,23599,23599,,2178.29
2025/10/14,22992,22992,,2130.47
2025/10/15,23399,23399,,2190.55
2025/10/16,23695,23695,,2222.38
2025/10/17,23353,23353,,2191.49
2025/10/20,24141,24141,,2283.99
2025/10/21,24202,24202,,2293.48
2025/10/22,24200,24200,,2279.63
2025/10/23,23873,23873,,2252.38
2025/10/24,24195,24195,,2299.29
2025/10/27,24790,24790,,2348.58
2025/10/28,24647,24647,,2342.39
2025/10/29,25181,25181,,2399.79
2025/10/30,25191,25191,,2389.87
2025/10/31,25723,25723,,2444.03
2025/11/04,25276,25276,,2401.51
2025/11/05,24647,24647,,2369.19
2025/11/06,24974,24974,,2441.70
2025/11/07,24676,24676,,2412.67
2025/11/10,24988,24988,,2467.09
2025/11/11,24956,24956,,2461.74
2025/11/12,25062,25062,,2474.53
2025/11/13,25170,25170,,2485.02
2025/11/14,24725,24725,,2434.30
2025/11/17,24699,24699,,2451.61
2025/11/18,23902,23902,,2380.46
2025/11/19,23823,23823,,2397.89
2025/11/20,24454,24454,,2473.43
2025/11/21,23866,23866,,2410.40
2025/11/25,23881,23881,,2428.07
2025/11/26,24324,24324,,2479.66
2025/11/27,24621,24621,,2506.72
2025/11/28,24663,24663,,2504.04
2025/12/01,24197,24197,,2456.78
2025/12/02,24196,24196,,2478.62
2025/12/03,24472,24472,,2512.94
2025/12/04,25043,25043,,2565.46
2025/12/05,24779,24779,,2518.96
2025/12/08,24823,24823,,2530.25
2025/12/09,24860,24860,,2542.12
2025/12/10,24833,24833,,2543.80
2025/12/11,24610,24610,,2526.61
2025/12/12,24947,24947,,2565.73
2025/12/15,24619,24619,,2520.41
2025/12/16,24234,24234,,2498.34
2025/12/17,24298,24298,,2522.20
2025/12/18,24047,24047,,2505.54
2025/12/19,24294,24294,,2548.43
2025/12/22,24733,24733,,2594.24
2025/12/23,24738,24738,,2580.31
2025/12/24,24704,24704,,2575.00
2025/12/25,24736,24736,,2577.38
2025/12/26,24904,24904,,2599.24
2025/12/29,24822,24822,,2583.85
2025/12/30,24730,24730,,2581.28
2026/01/05,25463,25463,,2662.91
2026/01/06,25800,25800,,2676.71
2026/01/07,25526,25526,,2641.77
2026/01/08,25111,25111,,2612.21
2026/01/09,25516,25516,,2671.98
2026/01/13,26306,26306,,2754.72
2026/01/14,26693,26693,,2811.09
2026/01/15,26580,26580,,2804.02
2026/01/16,26495,26495,,2821.64
2026/01/19,26321,26321,,2822.46
2026/01/20,26029,26029,,2820.46
2026/01/21,25924,25924,,2828.62
2026/01/22,26373,26373,,2889.99
2026/01/23,26449,26449,,2899.50
2026/01/26,25977,25977,,2849.24
2026/01/27,26197,26197,,2906.10
2026/01/28,26212,26212,,2914.97
2026/01/29,26219,26219,,2921.19
2026/01/30,26194,26194,,2921.95
2026/02/02,25866,25866,,2898.55
2026/02/03,26878,26878,,3044.25
2026/02/04,26669,26669,,2995.74
2026/02/05,26435,26435,,2984.01
2026/02/06,26649,26649,,3036.55
2026/02/09,27681,27681,,3185.98
2026/02/10,28316,28316,,3229.92
2026/02/12,28310,28310,,3217.41
2026/02/13,27968,27968,,3187.47
2026/02/16,27901,27901,,3189.96
2026/02/17,27783,27783,,3187.56
2026/02/18,28066,28066,,3238.82
2026/02/19,28225,28225,,3254.31
2026/02/20,27910,27910,,3215.06
2026/02/24,28153,28153,,3263.90
2026/02/25,28773,28773,,3337.66
2026/02/26,28871,28871,,3338.45
2026/02/27,28919,28919,,3347.79
2026/03/02,28528,28528,,3311.76
2026/03/03,27655,27655,,3250.35
2026/03/04,26657,26657,,3169.81
2026/03/05,27163,27163,,3275.59
2026/03/06,27333,27333,,3323.73
2026/03/09,25910,25910,,3165.00
2026/03/10,26660,26660,,3356.32
2026/03/11,27040,27040,,3423.90
2026/03/12,26757,26757,,3391.27
2026/03/13,26445,26445,,3364.46
2026/03/16,26412,26412,,3373.63
2026/03/17,26387,26387,,3379.29
2026/03/18,27143,27143,,3483.26
2026/03/19,26225,26225,,3361.21
2026/03/23,25312,25312,,3265.87
2026/03/24,25678,25678,,3363.57
2026/03/25,26411,26411,,3467.87
2026/03/26,26338,26338,,3460.79
2026/03/27,26224,26224,,3449.01
2026/03/30,25667,25667,,3375.46
2026/03/31,25259,25259,,3359.75
2026/04/01,26587,26587,,3552.15
2026/04/02,25950,25950,,3466.08
2026/04/03,26277,26277,,3519.60
2026/04/06,26421,26421,,3538.81
2026/04/07,26429,26429,,3543.29
2026/04/08,27852,27852,,3746.99
2026/04/09,27650,27650,,3685.46
2026/04/10,28157,28157,,3741.74
2026/04/13,27949,27949,,3690.66
2026/04/14,28629,28629,,3786.38
2026/04/15,28756,28756,,3783.22
2026/04/16,29440,29440,,3861.46
2026/04/17,28926,28926,,3778.65
2026/04/20,29097,29097,,3811.74
2026/04/21,29356,29356,,3851.83
2026/04/22,29474,29474,,3867.71
2026/04/23,29252,29252,,3839.50
2026/04/24,29537,29537,,3883.29
2026/04/27,29942,29942,0,3930.26
2026/04/28,29639,29639,,3884.72
2026/04/30,29327,29327,,3855.79
2026/05/01,29440,29440,,3885.55
2026/05/07,31085,31085,,4120.62
2026/05/08,31025,31025,,4093.72
2026/05/11,30879,30879,,4089.91
2026/05/12,31040,31040,,4128.59
2026/05/13,31304,31304,,4171.03
2026/05/14,30998,30998,,4131.01
2026/05/15,30387,30387,,4061.17
2026/05/18,30087,30087,,4057.73
2026/05/19,29960,29960,,4066.00
2026/05/20,29588,29588,,4030.57
2026/05/21,30517,30517,,4184.35
2026/05/22,31337,31337,,4278.47
2026/05/25,32237,32237,,4372.24
2026/05/26,32157,32157,,4349.15
2026/05/27,32158,32158,,4352.63
2026/05/28,32005,32005,,4335.65
2026/05/29,32816,32816,,4458.84
2026/06/01,33115,33115,,4496.78
